Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	22.	2.1818	0.	1.9758
2	22.	2.3636	0.	1.9759
3	22.	2.5455	0.	1.976
4	22.	2.7273	0.	1.9761
5	22.	2.9091	0.	1.9761
6	22.	3.0909	0.	1.9761
7	22.	3.2727	0.	1.9761
8	22.	3.4545	0.	1.976
9	22.	3.6364	0.	1.9759
10	22.	3.8182	0.	1.9758
11	22.35	2.	0.	2.0245
12	22.533	2.	0.	2.0502
13	22.717	2.	0.	2.076
14	22.9	2.	0.	2.1017
15	23.083	2.	0.	2.1275
16	23.267	2.	0.	2.1533
17	23.45	2.	0.	2.1791
18	23.633	2.	0.	2.2049
19	23.817	2.	0.	2.2307
20	23.817	4.	0.	2.2307
21	23.633	4.	0.	2.2049
22	23.45	4.	0.	2.1791
23	23.267	4.	0.	2.1533
24	23.083	4.	0.	2.1275
25	22.9	4.	0.	2.1017
26	22.717	4.	0.	2.076
27	22.533	4.	0.	2.0502
28	22.35	4.	0.	2.0245
29	21.815	5.8182	0.	1.9465
30	21.815	5.6364	0.	1.9469
31	21.815	5.4545	0.	1.9472
32	21.815	5.2727	0.	1.9476
33	21.815	5.0909	0.	1.948
34	21.815	4.9091	0.	1.9484
35	21.815	4.7273	0.	1.9487
36	21.815	4.5455	0.	1.9491
37	21.815	4.3636	0.	1.9494
38	21.815	4.1818	0.	1.9497
39	21.815	4.	0.	1.9499
40	21.815	3.8182	0.	1.9501
41	21.815	3.6364	0.	1.9502
42	21.815	3.4545	0.	1.9503
43	21.815	3.2727	0.	1.9504
44	21.815	3.0909	0.	1.9504
45	21.815	2.9091	0.	1.9504
46	21.815	2.7273	0.	1.9504
47	21.815	2.5455	0.	1.9503
48	21.815	2.3636	0.	1.9502
49	21.815	2.1818	0.	1.9501
50	21.815	2.	0.	1.9499
51	21.815	1.8182	0.	1.9497
52	21.815	1.6364	0.	1.9494
53	21.815	1.4545	0.	1.9491
54	21.815	1.2727	0.	1.9487
55	21.815	1.0909	0.	1.9484
56	21.815	0.90909	0.	1.948
57	21.815	0.72727	0.	1.9476
58	21.815	0.54545	0.	1.9472
59	21.815	0.36364	0.	1.9469
60	21.815	0.18182	0.	1.9465
61	21.63	5.8182	0.	1.9211
62	21.63	5.6364	0.	1.9215
63	21.63	5.4545	0.	1.9219
64	21.63	5.2727	0.	1.9223
65	21.63	5.0909	0.	1.9226
66	21.63	4.9091	0.	1.923
67	21.63	4.7273	0.	1.9233
68	21.63	4.5455	0.	1.9236
69	21.63	4.3636	0.	1.9239
70	21.63	4.1818	0.	1.9242
71	21.63	4.	0.	1.9244
72	21.63	3.8182	0.	1.9245
73	21.63	3.6364	0.	1.9247
74	21.63	3.4545	0.	1.9248
75	21.63	3.2727	0.	1.9248
76	21.63	3.0909	0.	1.9249
77	21.63	2.9091	0.	1.9249
78	21.63	2.7273	0.	1.9248
79	21.63	2.5455	0.	1.9248
80	21.63	2.3636	0.	1.9247
81	21.63	2.1818	0.	1.9245
82	21.63	2.	0.	1.9244
83	21.63	1.8182	0.	1.9242
84	21.63	1.6364	0.	1.9239
85	21.63	1.4545	0.	1.9236
86	21.63	1.2727	0.	1.9233
87	21.63	1.0909	0.	1.923
88	21.63	0.90909	0.	1.9226
89	21.63	0.72727	0.	1.9223
90	21.63	0.54545	0.	1.9219
91	21.63	0.36364	0.	1.9215
92	21.63	0.18182	0.	1.9211
93	21.445	5.8182	0.	1.8958
94	21.445	5.6364	0.	1.8962
95	21.445	5.4545	0.	1.8965
96	21.445	5.2727	0.	1.8969
97	21.445	5.0909	0.	1.8972
98	21.445	4.9091	0.	1.8976
99	21.445	4.7273	0.	1.8979
100	21.445	4.5455	0.	1.8982
101	21.445	4.3636	0.	1.8984
102	21.445	4.1818	0.	1.8987
103	21.445	4.	0.	1.8989
104	21.445	3.8182	0.	1.899
105	21.445	3.6364	0.	1.8992
106	21.445	3.4545	0.	1.8992
107	21.445	3.2727	0.	1.8993
108	21.445	3.0909	0.	1.8993
109	21.445	2.9091	0.	1.8993
110	21.445	2.7273	0.	1.8993
111	21.445	2.5455	0.	1.8992
112	21.445	2.3636	0.	1.8992
113	21.445	2.1818	0.	1.899
114	21.445	2.	0.	1.8989
115	21.445	1.8182	0.	1.8987
116	21.445	1.6364	0.	1.8984
117	21.445	1.4545	0.	1.8982
118	21.445	1.2727	0.	1.8979
119	21.445	1.0909	0.	1.8976
120	21.445	0.90909	0.	1.8972
121	21.445	0.72727	0.	1.8969
122	21.445	0.54545	0.	1.8965
123	21.445	0.36364	0.	1.8962
124	21.445	0.18182	0.	1.8958
125	21.261	5.8182	0.	1.8705
126	21.261	5.6364	0.	1.8709
127	21.261	5.4545	0.	1.8712
128	21.261	5.2727	0.	1.8716
129	21.261	5.0909	0.	1.8719
130	21.261	4.9091	0.	1.8722
131	21.261	4.7273	0.	1.8725
132	21.261	4.5455	0.	1.8728
133	21.261	4.3636	0.	1.873
134	21.261	4.1818	0.	1.8732
135	21.261	4.	0.	1.8734
136	21.261	3.8182	0.	1.8736
137	21.261	3.6364	0.	1.8737
138	21.261	3.4545	0.	1.8738
139	21.261	3.2727	0.	1.8738
140	21.261	3.0909	0.	1.8739
141	21.261	2.9091	0.	1.8739
142	21.261	2.7273	0.	1.8738
143	21.261	2.5455	0.	1.8738
144	21.261	2.3636	0.	1.8737
145	21.261	2.1818	0.	1.8736
146	21.261	2.	0.	1.8734
147	21.261	1.8182	0.	1.8732
148	21.261	1.6364	0.	1.873
149	21.261	1.4545	0.	1.8728
150	21.261	1.2727	0.	1.8725
151	21.261	1.0909	0.	1.8722
152	21.261	0.90909	0.	1.8719
153	21.261	0.72727	0.	1.8716
154	21.261	0.54545	0.	1.8712
155	21.261	0.36364	0.	1.8709
156	21.261	0.18182	0.	1.8705
157	21.076	5.8182	0.	1.8452
158	21.076	5.6364	0.	1.8456
159	21.076	5.4545	0.	1.8459
160	21.076	5.2727	0.	1.8463
161	21.076	5.0909	0.	1.8466
162	21.076	4.9091	0.	1.8469
163	21.076	4.7273	0.	1.8472
164	21.076	4.5455	0.	1.8474
165	21.076	4.3636	0.	1.8477
166	21.076	4.1818	0.	1.8479
167	21.076	4.	0.	1.8481
168	21.076	3.8182	0.	1.8482
169	21.076	3.6364	0.	1.8483
170	21.076	3.4545	0.	1.8484
171	21.076	3.2727	0.	1.8485
172	21.076	3.0909	0.	1.8485
173	21.076	2.9091	0.	1.8485
174	21.076	2.7273	0.	1.8485
175	21.076	2.5455	0.	1.8484
176	21.076	2.3636	0.	1.8483
177	21.076	2.1818	0.	1.8482
178	21.076	2.	0.	1.8481
179	21.076	1.8182	0.	1.8479
180	21.076	1.6364	0.	1.8477
181	21.076	1.4545	0.	1.8474
182	21.076	1.2727	0.	1.8472
183	21.076	1.0909	0.	1.8469
184	21.076	0.90909	0.	1.8466
185	21.076	0.72727	0.	1.8463
186	21.076	0.54545	0.	1.8459
187	21.076	0.36364	0.	1.8456
188	21.076	0.18182	0.	1.8452
189	20.891	5.8182	0.	1.8199
190	20.891	5.6364	0.	1.8203
191	20.891	5.4545	0.	1.8206
192	20.891	5.2727	0.	1.821
193	20.891	5.0909	0.	1.8213
194	20.891	4.9091	0.	1.8216
195	20.891	4.7273	0.	1.8219
196	20.891	4.5455	0.	1.8221
197	20.891	4.3636	0.	1.8224
198	20.891	4.1818	0.	1.8226
199	20.891	4.	0.	1.8227
200	20.891	3.8182	0.	1.8229
201	20.891	3.6364	0.	1.823
202	20.891	3.4545	0.	1.8231
203	20.891	3.2727	0.	1.8231
204	20.891	3.0909	0.	1.8231
205	20.891	2.9091	0.	1.8231
206	20.891	2.7273	0.	1.8231
207	20.891	2.5455	0.	1.8231
208	20.891	2.3636	0.	1.823
209	20.891	2.1818	0.	1.8229
210	20.891	2.	0.	1.8227
211	20.891	1.8182	0.	1.8226
212	20.891	1.6364	0.	1.8224
213	20.891	1.4545	0.	1.8221
214	20.891	1.2727	0.	1.8219
215	20.891	1.0909	0.	1.8216
216	20.891	0.90909	0.	1.8213
217	20.891	0.72727	0.	1.821
218	20.891	0.54545	0.	1.8206
219	20.891	0.36364	0.	1.8203
220	20.891	0.18182	0.	1.8199
221	20.706	5.8182	0.	1.7947
222	20.706	5.6364	0.	1.7951
223	20.706	5.4545	0.	1.7954
224	20.706	5.2727	0.	1.7957
225	20.706	5.0909	0.	1.7961
226	20.706	4.9091	0.	1.7964
227	20.706	4.7273	0.	1.7966
228	20.706	4.5455	0.	1.7969
229	20.706	4.3636	0.	1.7971
230	20.706	4.1818	0.	1.7973
231	20.706	4.	0.	1.7975
232	20.706	3.8182	0.	1.7976
233	20.706	3.6364	0.	1.7977
234	20.706	3.4545	0.	1.7978
235	20.706	3.2727	0.	1.7978
236	20.706	3.0909	0.	1.7979
237	20.706	2.9091	0.	1.7979
238	20.706	2.7273	0.	1.7978
239	20.706	2.5455	0.	1.7978
240	20.706	2.3636	0.	1.7977
241	20.706	2.1818	0.	1.7976
242	20.706	2.	0.	1.7975
243	20.706	1.8182	0.	1.7973
244	20.706	1.6364	0.	1.7971
245	20.706	1.4545	0.	1.7969
246	20.706	1.2727	0.	1.7966
247	20.706	1.0909	0.	1.7964
248	20.706	0.90909	0.	1.7961
249	20.706	0.72727	0.	1.7957
250	20.706	0.54545	0.	1.7954
251	20.706	0.36364	0.	1.7951
252	20.706	0.18182	0.	1.7947
253	20.521	5.8182	0.	1.7695
254	20.521	5.6364	0.	1.7699
255	20.521	5.4545	0.	1.7702
256	20.521	5.2727	0.	1.7706
257	20.521	5.0909	0.	1.7709
258	20.521	4.9091	0.	1.7712
259	20.521	4.7273	0.	1.7714
260	20.521	4.5455	0.	1.7717
261	20.521	4.3636	0.	1.7719
262	20.521	4.1818	0.	1.7721
263	20.521	4.	0.	1.7722
264	20.521	3.8182	0.	1.7724
265	20.521	3.6364	0.	1.7725
266	20.521	3.4545	0.	1.7726
267	20.521	3.2727	0.	1.7726
268	20.521	3.0909	0.	1.7726
269	20.521	2.9091	0.	1.7726
270	20.521	2.7273	0.	1.7726
271	20.521	2.5455	0.	1.7726
272	20.521	2.3636	0.	1.7725
273	20.521	2.1818	0.	1.7724
274	20.521	2.	0.	1.7722
275	20.521	1.8182	0.	1.7721
276	20.521	1.6364	0.	1.7719
277	20.521	1.4545	0.	1.7717
278	20.521	1.2727	0.	1.7714
279	20.521	1.0909	0.	1.7712
