Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.7052,3.1452,0,0.0008236,8230.3,0.00037637,1062.5,0.00018399,-383,-0.00080245,-7794.8,0.051438
2,1.7916,3.0567,0,0.0008833,8826.9,0.00035718,-45.398,0.00016895,-1459.7,-0.00090036,-9494.1,0.019448
3,0.94542,3.6106,0,0.00071466,7141.6,0.00031675,562.97,0.0001428,-743.98,-0.0007087,-7141.9,0.0048744
4,3.206,2.1322,0,0.00054247,5420.9,0.0001993,187.22,0.00016142,-97.373,-0.00054038,-5370.4,0.072611
5,3.4551,3.3132,0,0.00056823,5678.4,0.00023642,382.92,0.00013674,-366.02,-0.00056423,-5632.8,0.08892
6,2.6884,2.5513,0,0.00081149,8109.3,0.0002866,69.872,0.00024199,-265.35,-0.0008143,-8201.8,0.04924
7,2.1801,3.2396,0,0.0012505,12496,0.00056664,1968.5,0.000324,145.42,-0.0012045,-11339,0.030953
8,16.57,3.0782,0,0.00018685,1867.2,5.9843e-05,-103.66,5.5225e-05,-138.36,-0.00019094,-1987.9,1.3928
9,4.6283,3.9062,0,0.00042846,4281.7,0.00017197,277.89,0.00011373,-159.66,-0.00042477,-4205.8,0.16024
10,2.1873,2.5942,0,0.0011301,11293,0.00043889,976.19,0.00034957,305.08,-0.0011068,-10637,0.029549
11,2.3708,2.7303,0,0.0010854,10847,0.00050007,1432.7,0.00023786,-537.45,-0.0010567,-10264,0.036719
12,3.8606,1.5508,0,0.0004325,4322,0.00017166,67.471,9.7699e-05,-488.25,-0.00043697,-4505.5,0.10631
13,3.8606,1.5508,0.1,0.0004325,4322,0.00043697,4505.5,-9.7699e-05,488.25,-0.00017166,-67.471,0.10631
14,2.3708,2.7303,0.1,0.0010854,10847,0.0010567,10264,-0.00023786,537.45,-0.00050007,-1432.7,0.036719
15,2.1873,2.5942,0.1,0.0011301,11293,0.0011068,10637,-0.00034957,-305.08,-0.00043889,-976.19,0.029549
16,4.6283,3.9062,0.1,0.00042846,4281.7,0.00042477,4205.8,-0.00011373,159.66,-0.00017197,-277.89,0.16024
17,16.57,3.0782,0.1,0.00018685,1867.2,0.00019094,1987.9,-5.5225e-05,138.36,-5.9843e-05,103.66,1.3928
18,2.1801,3.2396,0.1,0.0012505,12496,0.0012045,11339,-0.000324,-145.42,-0.00056664,-1968.5,0.030953
19,2.6884,2.5513,0.1,0.00081149,8109.3,0.0008143,8201.8,-0.00024199,265.35,-0.0002866,-69.872,0.04924
20,3.4551,3.3132,0.1,0.00056824,5678.4,0.00056423,5632.8,-0.00013674,366.02,-0.00023642,-382.92,0.08892
21,3.206,2.1322,0.1,0.00054247,5420.9,0.00054038,5370.4,-0.00016142,97.373,-0.0001993,-187.22,0.072611
22,0.94542,3.6106,0.1,0.00071466,7141.6,0.0007087,7141.9,-0.0001428,743.98,-0.00031675,-562.97,0.0048744
23,1.7916,3.0567,0.1,0.0008833,8826.9,0.00090036,9494.1,-0.00016895,1459.7,-0.00035718,45.399,0.019448
24,2.7052,3.1452,0.1,0.0008236,8230.3,0.00080245,7794.8,-0.00018399,383,-0.00037637,-1062.5,0.051438
25,2.1667,1,0.1,0.00054,5396.2,0.00055894,5998,-0.00011784,912.85,-0.00019451,336.81,0.012993
26,2.1667,1.5,0.1,0.00090303,9024.1,0.00092588,9713.9,-0.00024228,936.85,-0.00030552,461.68,0.018722
27,2.1667,2,0.1,0.0020017,20003,0.0021037,23114,-0.00043292,4055.4,-0.00066862,2284.4,0.024431
28,2,2,0.1,0.0023449,23432,0.00236,24900,-0.00030895,4846.4,-0.0010682,-858.22,0.019492
29,2,1.5,0.1,0.001131,11302,0.001138,12784,1.3112e-05,4331.9,-0.00057062,-54.055,0.016486
30,2,1,0.1,0.00086737,8667.8,0.00081766,8715.3,4.3148e-05,2895.9,-0.00050816,-1246.5,0.014737
31,2.1667,5,0.1,0.00067841,6779.4,0.00069452,7323.7,-0.00014903,985.5,-0.00025681,175.72,0.017682
32,2.1667,4.5,0.1,0.00094758,9469.2,0.0009983,11059,-0.00017968,2208.4,-0.00033066,1074,0.022355
33,2.1667,4,0.1,0.0023075,23059,0.0023796,25391,-0.00050219,3738.5,-0.00084738,1144.9,0.026991
34,2,4,0.1,0.0015246,15235,0.0016132,18249,-0.00019245,4682.3,-0.00058041,1767.3,0.022066
35,2,4.5,0.1,0.0011472,11464,0.0011122,11434,-8.432e-05,2443.8,-0.00060593,-1475.3,0.018037
36,2,5,0.1,0.00045537,4550.6,0.0004762,5305.8,-5.6962e-05,1299.9,-0.00018231,358.07,0.015297
37,2.1667,6,0.1,0.00047076,4704.3,0.00045319,4301.4,-0.00010834,82.293,-0.00022194,-771.29,0.0072813
38,5.8056,6,0.1,0.00032309,3228.7,0.00033011,3537.5,-4.7917e-05,697.12,-0.00013724,26.017,0.24258
39,9.4444,6,0.1,0.00028202,2818.3,0.0002861,2947.2,-7.5865e-05,227.58,-0.00010087,39.734,0.56572
40,16.722,6,0.1,0.00017393,1738.1,0.00017347,1730.5,-4.9587e-05,54.53,-6.5316e-05,-63.655,1.4252
41,24,6,0.1,9.5301e-05,952.36,0.00010334,1196.7,-1.5991e-05,300.14,-2.9716e-05,197.01,2.4667
42,24,3,0.1,9.6054e-05,959.87,0.00010424,1200.8,-2.2303e-05,249.99,-2.4682e-05,232.11,2.4496
43,2.6226e-14,3,0.1,0.00035434,3540.9,0.00046439,6812.9,2.3972e-05,3503.7,-3.2614e-05,3078.6,0
44,3.937e-14,6,0.1,0.00019227,1921.4,0.00025522,3772.9,3.3429e-06,1880.3,-4.1719e-06,1823.9,0
45,1,6,0.1,0.00039281,3925.4,0.00036396,3310.4,-6.8514e-05,60.91,-0.0002165,-1051,0.002461
46,2,6,0.1,0.00031988,3196.5,0.00034424,4459.5,5.7138e-05,2302.4,-0.00014453,787.15,0.011435
47,24,0,0.1,9.1854e-05,917.91,9.5227e-05,1037.5,-1.4885e-05,210.16,-3.6189e-05,50.081,2.4275
48,18.178,0,0.1,0.00016526,1651.5,0.00015223,1492.9,-5.5236e-06,307.6,-9.8833e-05,-393.49,1.5863
49,12.356,0,0.1,0.00026319,2630.1,0.00025738,2732.9,-8.6331e-06,734.17,-0.00013918,-246.67,0.85254
50,7.9889,0,0.1,0.00027579,2756,0.00027688,2844.9,-5.5178e-05,349.97,-0.00011686,-113.47,0.41034
51,5.0778,0,0.1,0.00035707,3568.3,0.00035459,3612.5,-6.207e-05,481.85,-0.0001625,-272.71,0.17619
52,2.1667,0,0.1,0.00042734,4270.5,0.00040556,3900.8,-6.1137e-05,394.18,-0.00022739,-854.95,0.0026532
53,2,0,0.1,0.00037806,3778,0.00031942,3377.7,7.3673e-05,1531.3,-0.00025902,-968.48,0.012767
54,0,0,0.1,0.00024522,2450.5,0.00031251,4454.5,7.9748e-06,2166.4,-3.1633e-05,1868.8,0
55,2,0,0,0.00037806,3778,0.00025902,968.48,-7.3673e-05,-1531.3,-0.00031942,-3377.7,0.012767
56,0,0,0,0.00024522,2450.5,3.1633e-05,-1868.8,-7.9748e-06,-2166.4,-0.00031251,-4454.5,0
57,5.0778,0,0,0.00035707,3568.3,0.0001625,272.71,6.207e-05,-481.85,-0.00035459,-3612.5,0.17619
58,7.9889,0,0,0.00027579,2756,0.00011686,113.47,5.5178e-05,-349.97,-0.00027688,-2844.9,0.41034
59,12.356,0,0,0.00026319,2630.1,0.00013918,246.67,8.6331e-06,-734.17,-0.00025738,-2732.9,0.85254
60,18.178,0,0,0.00016526,1651.5,9.8833e-05,393.49,5.5236e-06,-307.6,-0.00015223,-1492.9,1.5863
61,2.1667,0,0,0.00042734,4270.5,0.00022739,854.95,6.1137e-05,-394.18,-0.00040556,-3900.8,0.0026533
62,24,0,0,9.1854e-05,917.91,3.6189e-05,-50.081,1.4885e-05,-210.16,-9.5227e-05,-1037.5,2.4275
63,1,6,0,0.00039281,3925.4,0.0002165,1051,6.8514e-05,-60.91,-0.00036396,-3310.4,0.002461
64,2,6,0,0.00031988,3196.5,0.00014453,-787.15,-5.7138e-05,-2302.4,-0.00034424,-4459.5,0.011435
65,3.937e-14,6,0,0.00019227,1921.4,4.1719e-06,-1823.9,-3.3429e-06,-1880.3,-0.00025522,-3772.8,0
66,2.6226e-14,3,0,0.00035434,3540.9,3.2614e-05,-3078.6,-2.3972e-05,-3503.7,-0.00046439,-6812.9,0
67,24,3,0,9.6054e-05,959.87,2.4682e-05,-232.11,2.2303e-05,-249.99,-0.00010424,-1200.8,2.4496
68,24,6,0,9.5301e-05,952.36,2.9716e-05,-197.01,1.5991e-05,-300.14,-0.00010334,-1196.7,2.4667
69,16.722,6,0,0.00017393,1738.1,6.5316e-05,63.656,4.9587e-05,-54.53,-0.00017347,-1730.5,1.4252
70,9.4444,6,0,0.00028202,2818.3,0.00010087,-39.734,7.5865e-05,-227.58,-0.0002861,-2947.2,0.56572
71,5.8056,6,0,0.00032309,3228.7,0.00013724,-26.017,4.7917e-05,-697.12,-0.00033011,-3537.5,0.24258
72,2.1667,6,0,0.00047076,4704.3,0.00022194,771.29,0.00010834,-82.293,-0.00045319,-4301.4,0.0072813
73,2,4.5,0,0.0011472,11464,0.00060593,1475.3,8.432e-05,-2443.8,-0.0011122,-11434,0.018037
74,2,5,0,0.00045537,4550.6,0.00018231,-358.07,5.6962e-05,-1299.9,-0.0004762,-5305.8,0.015297
75,2,4,0,0.0015246,15235,0.00058041,-1767.3,0.00019245,-4682.3,-0.0016132,-18249,0.022066
76,2.1667,5,0,0.00067841,6779.4,0.00025681,-175.72,0.00014903,-985.5,-0.00069452,-7323.7,0.017682
77,2.1667,4.5,0,0.00094758,9469.2,0.00033066,-1074,0.00017968,-2208.4,-0.0009983,-11059,0.022355
78,2.1667,4,0,0.0023075,23059,0.00084738,-1144.9,0.00050219,-3738.5,-0.0023796,-25391,0.026991
79,2,1.5,0,0.001131,11302,0.00057062,54.055,-1.3112e-05,-4331.9,-0.001138,-12784,0.016486
80,2,1,0,0.00086737,8667.8,0.00050816,1246.5,-4.3148e-05,-2895.9,-0.00081766,-8715.3,0.014737
81,2,2,0,0.0023449,23432,0.0010682,858.22,0.00030895,-4846.4,-0.00236,-24900,0.019492
82,2.1667,1,0,0.00054,5396.2,0.00019451,-336.81,0.00011784,-912.85,-0.00055894,-5998,0.012993
83,2.1667,1.5,0,0.00090303,9024.1,0.00030552,-461.68,0.00024228,-936.85,-0.00092588,-9713.9,0.018722
84,2.1667,2,0,0.0020017,20003,0.00066862,-2284.4,0.00043292,-4055.4,-0.0021037,-23114,0.024431
85,3.0801,3.2292,0,0.00069483,6943.5,0.0003052,713.71,0.00016083,-371,-0.00068261,-6708.3,0.069302
86,2.6968,2.8482,0,0.00081137,8108.1,0.00031547,445.85,0.00022615,-225.27,-0.00080553,-7976.9,0.050561
87,2.4426,3.1924,0,0.0010355,10348,0.00046833,1491.6,0.0002563,-101.48,-0.0010026,-9560.5,0.040494
88,2.7052,3.1452,0.05,8.4599e-05,845.41,6.4961e-05,488.1,1.8614e-10,0.0012772,-6.4962e-05,-488.1,0.051384
89,2.4359,3.5726,0,0.0015283,15273,0.00052305,-708.59,0.00040634,-1585.5,-0.0015655,-16401,0.039651
90,1.3685,3.3337,0,0.00079049,7899.5,0.00026459,-285.02,0.00022821,-558.39,-0.00080449,-8317.6,0.011028
91,1.9858,3.1481,0,0.0010622,10615,0.00045247,890.61,0.00025291,-608.82,-0.0010494,-10394,0.024816
92,1.9894,2.8254,0,0.0010027,10020,0.00039609,450.76,0.00025858,-582.43,-0.0010009,-10046,0.024237
93,1.7916,3.0567,0.05,6.3483e-05,634.39,4.8747e-05,366.27,1.3511e-10,0.0013853,-4.8747e-05,-366.27,0.019405
94,1.8958,2.5284,0,0.0014844,14834,0.00061908,-296.91,0.00022489,-3258.7,-0.0015225,-16388,0.020302
95,0.94542,3.6106,0.05,1.9469e-05,194.56,1.495e-05,112.33,1.23e-10,0.001255,-1.495e-05,-112.33,0.0048347
96,0.97271,4.8053,0,0.00054483,5444.5,0.00026654,806.32,9.7184e-05,-466.12,-0.00052777,-5161.7,0.003817
97,0.47271,3.3053,0,0.0005259,5255.4,0.00015875,-1377.5,6.9743e-05,-2046.3,-0.00058094,-6935.2,0.001193
98,1.4727,4.0553,0,0.00086129,8606.9,0.0004581,994.86,4.3349e-05,-2121.4,-0.00083702,-8736.2,0.011074
99,1.4727,4.3053,0,0.00055079,5504.1,0.00024486,67.406,7.1052e-05,-1238.5,-0.00055896,-5972.2,0.010245
100,1.4727,3.8053,0,0.0011076,11069,0.00038221,-1100.8,0.00023292,-2222.6,-0.0011599,-12687,0.012074
101,1.4727,2.5553,0,0.00085032,8497.3,0.00044289,302.56,-1.2905e-05,-3122.1,-0.00084481,-9372.7,0.011161
102,3.3306,2.7227,0,0.00054888,5485,0.00019997,150.67,0.00016265,-129.74,-0.00054799,-5469.2,0.081249
103,2.9472,2.3417,0,0.00067669,6762.2,0.00024185,120.3,0.00020259,-174.67,-0.00067713,-6784.6,0.060464
104,3.5333,1.8415,0,0.00048643,4860.9,0.0001778,69.629,0.0001371,-236.12,-0.00048854,-4936.9,0.088976
105,3.206,2.1322,0.05,2.3599e-05,235.83,1.8121e-05,136.15,-1.6024e-10,-0.0015762,-1.8121e-05,-136.15,0.072559
106,2.6864,1.8161,0,0.00069489,6944.1,0.00024305,-207.54,0.0001863,-633.92,-0.00070823,-7355.1,0.044971
107,4.0417,3.6097,0,0.00049532,4949.8,0.00017552,115.01,0.00015343,-51.011,-0.00049403,-4915.7,0.12304
108,3.4551,3.3132,0.05,2.0767e-05,207.53,1.5947e-05,119.82,2.0072e-11,0.00033678,-1.5947e-05,-119.82,0.088875
109,2.8109,3.9066,0,0.00072629,7257.9,0.00023498,-710.44,0.00018193,-1109,-0.00075642,-8159.4,0.055117
110,2.5296,2.6408,0,0.00094456,9439,0.00037842,639.2,0.00025454,-291.57,-0.00093519,-9230.7,0.042713
111,2.6884,2.5513,0.05,4.233e-05,423.01,3.2504e-05,244.22,-1.9523e-10,-0.001668,-3.2504e-05,-244.22,0.049183
112,2.4275,2.2756,0,0.001403,14020,0.00045743,-1258.9,0.0003559,-2021.7,-0.0014572,-15645,0.03668
113,2.2755,2.985,0,0.0011563,11555,0.0004274,904.5,0.0003867,598.74,-0.0011304,-10800,0.033941
114,2.1801,3.2396,0.05,4.6513e-05,464.81,3.5716e-05,268.36,6.3252e-11,0.00066995,-3.5717e-05,-268.36,0.030899
115,2.0901,3.6198,0,0.0013693,13683,0.00053931,-156.51,0.00028084,-2098.5,-0.0013973,-14707,0.027245
116,16.57,3.0782,0.05,5.6775e-06,56.736,4.3596e-06,32.757,-8.5224e-12,-3.0214e-05,-4.3596e-06,-32.756,1.3928
