Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	5.1546	2.6656	0.	3.2665e-002
2	5.2829	3.4468	0.	3.3923e-002
3	4.6589	2.8677	0.	2.6352e-002
4	3.9014	2.0031	0.	1.8493e-002
5	5.1842	3.4309	0.	3.2556e-002
6	5.7301	3.2027	0.	4.0956e-002
7	20.878	3.	0.	0.40322
8	17.756	3.0545	0.	0.31824
9	14.65	3.0001	0.	0.23627
10	11.578	3.0035	0.	0.16017
11	6.7174	3.9263	0.	5.7033e-002
12	2.426	3.9259	0.	7.1295e-003
13	7.0013	3.0472	0.	6.2986e-002
14	4.9693	3.2757	0.	2.9865e-002
15	5.1137	3.1295	0.	3.1915e-002
16	5.3735	3.2641	0.	3.5457e-002
17	8.6577	2.4682	0.	9.5836e-002
18	8.6577	2.4682	0.1	9.5836e-002
19	5.3735	3.2641	0.1	3.5457e-002
20	5.1137	3.1295	0.1	3.1915e-002
21	4.9693	3.2757	0.1	2.9865e-002
22	7.0013	3.0472	0.1	6.2986e-002
23	2.426	3.9259	0.1	7.1295e-003
24	6.7174	3.9263	0.1	5.7033e-002
25	11.578	3.0035	0.1	0.16017
26	14.65	3.0001	0.1	0.23627
27	17.756	3.0545	0.1	0.31824
28	20.878	3.	0.1	0.40322
29	5.7301	3.2027	0.1	4.0956e-002
30	5.1842	3.4309	0.1	3.2556e-002
31	3.9014	2.0031	0.1	1.8493e-002
32	4.6589	2.8677	0.1	2.6352e-002
33	5.2829	3.4468	0.1	3.3923e-002
34	5.1546	2.6656	0.1	3.2665e-002
35	5.2667	5.	0.1	3.0362e-002
36	5.2667	4.5	0.1	3.1496e-002
37	5.2667	4.	0.1	3.2715e-002
38	5.1	4.	0.1	3.0471e-002
39	5.1	4.5	0.1	2.9563e-002
40	5.1	5.	0.1	2.8838e-002
41	5.2667	1.	0.1	3.2952e-002
42	5.2667	1.5	0.1	3.3392e-002
43	5.2667	2.	0.1	3.3801e-002
44	5.1	2.	0.1	3.145e-002
45	5.1	1.5	0.1	3.0602e-002
46	5.1	1.	0.1	2.9783e-002
47	5.2667	6.	0.1	2.7951e-002
48	8.3889	6.	0.1	8.6633e-002
49	11.511	6.	0.1	0.15552
50	14.633	6.	0.1	0.23305
51	17.756	6.	0.1	0.31575
52	20.878	6.	0.1	0.40093
53	24.	6.	0.1	0.48692
54	24.	3.	0.1	0.48904
55	2.6226e-014	3.	0.1	0.
56	24.	0.	0.1	0.49109
57	20.878	0.	0.1	0.40511
58	17.756	0.	0.1	0.31991
59	14.633	0.	0.1	0.23716
60	11.511	0.	0.1	0.15961
61	8.3889	0.	0.1	9.0994e-002
62	5.2667	0.	0.1	3.1902e-002
63	5.1	0.	0.1	2.8063e-002
64	2.55	1.0919e-030	0.1	7.736e-003
65	0.	0.	0.1	0.
66	3.937e-014	6.	0.1	0.
67	2.55	6.	0.1	7.2647e-003
68	5.1	6.	0.1	2.709e-002
69	2.55	6.	0.	7.2647e-003
70	5.1	6.	0.	2.709e-002
71	3.937e-014	6.	0.	0.
72	2.55	1.0919e-030	0.	7.736e-003
73	5.1	0.	0.	2.8063e-002
74	0.	0.	0.	0.
75	8.3889	0.	0.	9.0994e-002
76	11.511	0.	0.	0.15961
77	14.633	0.	0.	0.23716
78	17.756	0.	0.	0.31991
79	20.878	0.	0.	0.40511
80	5.2667	0.	0.	3.1902e-002
81	24.	0.	0.	0.49109
82	2.6226e-014	3.	0.	0.
83	24.	3.	0.	0.48904
84	24.	6.	0.	0.48692
85	20.878	6.	0.	0.40093
86	17.756	6.	0.	0.31575
87	14.633	6.	0.	0.23305
88	11.511	6.	0.	0.15552
89	8.3889	6.	0.	8.6633e-002
90	5.2667	6.	0.	2.7951e-002
91	5.1	1.5	0.	3.0602e-002
92	5.1	1.	0.	2.9783e-002
93	5.1	2.	0.	3.145e-002
94	5.2667	1.	0.	3.2952e-002
95	5.2667	1.5	0.	3.3392e-002
96	5.2667	2.	0.	3.3801e-002
97	5.1	4.5	0.	2.9563e-002
98	5.1	5.	0.	2.8838e-002
99	5.1	4.	0.	3.0471e-002
100	5.2667	5.	0.	3.0362e-002
101	5.2667	4.5	0.	3.1496e-002
102	5.2667	4.	0.	3.2715e-002
103	4.9067	2.7667	0.	2.9399e-002
104	5.4424	2.9342	0.	3.6729e-002
105	5.1342	2.8975	0.	3.2347e-002
106	5.1546	2.6656	5.e-002	3.2656e-002
107	5.1273	2.3328	0.	3.2165e-002
108	5.2336	3.4389	0.	3.3238e-002
109	5.3282	3.3555	0.	3.469e-002
110	5.2829	3.4468	5.e-002	3.3914e-002
111	5.2748	3.7234	0.	3.3368e-002
112	4.2801	2.4354	0.	2.2306e-002
113	4.8141	3.0717	0.	2.8094e-002
114	4.6589	2.8677	5.e-002	2.6344e-002
115	4.8794	2.4339	0.	2.9041e-002
116	4.8794	3.6839	0.	2.8229e-002
117	4.8794	3.4339	0.	2.8542e-002
118	3.9014	2.0031	5.e-002	1.8486e-002
119	3.2257	1.0016	0.	1.2572e-002
120	4.5007	1.7516	0.	2.4371e-002
121	4.5007	1.5016	0.	2.4154e-002
122	4.5007	3.5016	0.	2.4069e-002
123	5.149	3.2802	0.	3.2254e-002
124	5.1842	3.4309	5.e-002	3.2547e-002
125	5.1421	3.7154	0.	3.1535e-002
126	6.2238	3.5645	0.	4.8715e-002
127	5.5518	3.2334	0.	3.8149e-002
128	5.7301	3.2027	5.e-002	4.0948e-002
129	5.4984	2.6014	0.	3.7623e-002
130	5.4984	3.6014	0.	3.6874e-002
131	19.317	3.0273	0.	0.36055
132	20.878	3.	5.e-002	0.40322
133	20.878	1.5	0.	0.40421
134	22.439	3.	0.	0.44609
135	20.878	4.5	0.	0.40213
136	16.203	3.0273	0.	0.27681
137	17.756	3.0545	5.e-002	0.31824
138	17.756	1.5273	0.	0.3192
139	17.756	4.5273	0.	0.31709
140	13.114	3.0018	0.	0.1974
141	14.65	3.0001	5.e-002	0.23626
142	14.642	1.5001	0.	0.23693
143	14.642	4.5001	0.	0.23481
144	10.118	2.7359	0.	0.12687
145	11.578	3.0035	5.e-002	0.16016
146	11.545	1.5018	0.	0.16019
147	11.545	4.5018	0.	0.15804
148	6.8593	3.4868	0.	6.001e-002
149	6.7174	3.9263	5.e-002	5.7025e-002
150	7.5531	4.9632	0.	7.1444e-002
151	5.992	4.4632	0.	4.3573e-002
152	5.992	4.2132	0.	4.3959e-002
153	2.426	3.9259	5.e-002	7.1217e-003
154	2.488	4.9629	0.	7.2734e-003
155	2.488	1.9629	0.	7.5976e-003
156	1.213	3.4629	0.	1.7979e-003
157	3.763	4.4629	0.	1.6446e-002
158	7.8295	2.7577	0.	7.8974e-002
159	7.0013	3.0472	5.e-002	6.2979e-002
160	6.134	2.2736	0.	4.7895e-002
161	6.134	2.5236	0.	4.7873e-002
162	5.0415	3.2026	0.	3.0885e-002
163	4.9693	3.2757	5.e-002	2.9856e-002
164	5.0347	3.6379	0.	3.0237e-002
165	5.2436	3.1968	0.	3.3658e-002
166	5.1137	3.1295	5.e-002	3.1906e-002
167	5.3735	3.2641	5.e-002	3.5449e-002
168	8.6577	2.4682	5.e-002	9.583e-002
169	8.5233	1.2341	0.	9.3673e-002
170	8.5233	4.2341	0.	9.1594e-002
171	6.9622	1.7341	0.	6.2865e-002
172	7.8295	2.7577	0.1	7.8974e-002
173	10.118	2.7359	0.1	0.12687
174	6.9622	1.7341	0.1	6.2865e-002
175	8.5233	4.2341	0.1	9.1594e-002
176	8.5233	1.2341	0.1	9.3673e-002
177	5.2436	3.1968	0.1	3.3658e-002
178	5.5518	3.2334	0.1	3.8149e-002
179	5.3282	3.3555	0.1	3.469e-002
180	5.0415	3.2026	0.1	3.0885e-002
181	5.149	3.2802	0.1	3.2254e-002
182	5.1342	2.8975	0.1	3.2347e-002
183	4.8141	3.0717	0.1	2.8094e-002
184	5.0347	3.6379	0.1	3.0237e-002
185	6.8593	3.4868	0.1	6.001e-002
186	6.134	2.2736	0.1	4.7895e-002
187	6.134	2.5236	0.1	4.7873e-002
188	3.763	4.4629	0.1	1.6446e-002
189	1.213	3.4629	0.1	1.7979e-003
190	2.488	1.9629	0.1	7.5976e-003
191	2.488	4.9629	0.1	7.2734e-003
192	6.2238	3.5645	0.1	4.8715e-002
193	5.992	4.4632	0.1	4.3573e-002
194	5.992	4.2132	0.1	4.3959e-002
195	7.5531	4.9632	0.1	7.1444e-002
196	13.114	3.0018	0.1	0.1974
197	11.545	4.5018	0.1	0.15804
198	11.545	1.5018	0.1	0.16019
199	16.203	3.0273	0.1	0.27681
200	14.642	4.5001	0.1	0.23481
201	14.642	1.5001	0.1	0.23693
202	19.317	3.0273	0.1	0.36055
203	17.756	4.5273	0.1	0.31709
204	17.756	1.5273	0.1	0.3192
205	20.878	4.5	0.1	0.40213
206	22.439	3.	0.1	0.44609
207	20.878	1.5	0.1	0.40421
208	5.4424	2.9342	0.1	3.6729e-002
209	5.4984	3.6014	0.1	3.6874e-002
210	5.4984	2.6014	0.1	3.7623e-002
211	5.2336	3.4389	0.1	3.3238e-002
212	5.1421	3.7154	0.1	3.1535e-002
213	4.2801	2.4354	0.1	2.2306e-002
214	4.5007	3.5016	0.1	2.4069e-002
215	4.5007	1.7516	0.1	2.4371e-002
216	4.5007	1.5016	0.1	2.4154e-002
217	3.2257	1.0016	0.1	1.2572e-002
218	4.9067	2.7667	0.1	2.9399e-002
219	4.8794	3.4339	0.1	2.8542e-002
220	4.8794	3.6839	0.1	2.8229e-002
221	4.8794	2.4339	0.1	2.9041e-002
222	5.2748	3.7234	0.1	3.3368e-002
223	5.1273	2.3328	0.1	3.2165e-002
224	5.2667	4.75	0.1	3.0926e-002
225	5.2667	5.5	0.1	2.9226e-002
226	5.2667	5.	5.e-002	3.035e-002
227	5.2667	4.25	0.1	3.2135e-002
228	5.2667	4.5	5.e-002	3.1485e-002
229	5.1833	4.	0.1	3.1563e-002
230	5.2667	4.	5.e-002	3.2703e-002
231	5.1	4.25	0.1	3.0018e-002
232	5.1	4.	5.e-002	3.046e-002
233	5.1	4.75	0.1	2.9199e-002
234	5.1	4.5	5.e-002	2.9555e-002
235	5.1	5.5	0.1	2.8031e-002
236	5.1	5.	5.e-002	2.8831e-002
237	5.2667	1.25	0.1	3.3206e-002
238	5.2667	0.5	0.1	3.2449e-002
239	5.2667	1.	5.e-002	3.2941e-002
240	5.2667	1.75	0.1	3.359e-002
241	5.2667	1.5	5.e-002	3.3381e-002
242	5.1833	2.	0.1	3.2589e-002
243	5.2667	2.	5.e-002	3.3791e-002
244	5.1	1.75	0.1	3.1046e-002
245	5.1	2.	5.e-002	3.144e-002
246	5.1	1.25	0.1	3.0193e-002
247	5.1	1.5	5.e-002	3.0596e-002
248	5.1	0.5	0.1	2.9e-002
249	5.1	1.	5.e-002	2.9777e-002
250	6.8278	6.	0.1	5.6058e-002
251	5.2667	6.	5.e-002	2.7937e-002
252	9.95	6.	0.1	0.11974
253	8.3889	6.	5.e-002	8.6627e-002
254	13.072	6.	0.1	0.19344
255	11.511	6.	5.e-002	0.15551
256	16.194	6.	0.1	0.27395
257	14.633	6.	5.e-002	0.23304
258	19.317	6.	0.1	0.35817
259	17.756	6.	5.e-002	0.31575
260	22.439	6.	0.1	0.44389
261	20.878	6.	5.e-002	0.40093
262	24.	4.5	0.1	0.48799
263	24.	6.	5.e-002	0.48692
264	24.	1.5	0.1	0.49006
265	24.	3.	5.e-002	0.48904
266	1.3113e-014	1.5	0.1	0.
267	3.9339e-014	4.5	0.1	0.
268	2.6581e-014	3.	5.e-002	0.
269	22.439	0.	0.1	0.44807
270	24.	0.	5.e-002	0.49109
271	19.317	0.	0.1	0.36233
272	20.878	0.	5.e-002	0.4051
273	16.194	0.	0.1	0.2781
274	17.756	0.	5.e-002	0.31991
275	13.072	0.	0.1	0.19753
276	14.633	0.	5.e-002	0.23716
277	9.95	0.	0.1	0.12393
278	11.511	0.	5.e-002	0.15961
279	6.8278	0.	0.1	6.046e-002
280	8.3889	0.	5.e-002	9.0988e-002
281	5.2667	0.	5.e-002	3.189e-002
282	3.825	1.6378e-030	0.1	1.6726e-002
283	5.1	2.1837e-030	5.e-002	2.8058e-002
284	1.275	5.4593e-031	0.1	1.877e-003
285	2.55	0.	5.e-002	7.7281e-003
286	0.	0.	5.e-002	0.
287	1.275	6.	0.1	1.7786e-003
288	5.2451e-014	6.	5.e-002	0.
289	3.825	6.	0.1	1.593e-002
290	2.55	6.	5.e-002	7.2572e-003
291	5.1	6.	5.e-002	2.7085e-002
292	3.825	6.	0.	1.593e-002
293	1.275	6.	0.	1.7786e-003
294	5.1	5.5	0.	2.8031e-002
295	3.9339e-014	4.5	0.	0.
296	3.825	1.6378e-030	0.	1.6726e-002
297	1.275	5.4593e-031	0.	1.877e-003
298	5.1	0.5	0.	2.9e-002
299	1.3113e-014	1.5	0.	0.
300	9.95	0.	0.	0.12393
301	6.8278	0.	0.	6.046e-002
302	13.072	0.	0.	0.19753
303	16.194	0.	0.	0.2781
304	19.317	0.	0.	0.36233
305	22.439	0.	0.	0.44807
306	5.2667	0.5	0.	3.2449e-002
307	24.	1.5	0.	0.49006
308	24.	4.5	0.	0.48799
309	22.439	6.	0.	0.44389
310	19.317	6.	0.	0.35817
311	16.194	6.	0.	0.27395
312	13.072	6.	0.	0.19344
313	9.95	6.	0.	0.11974
314	6.8278	6.	0.	5.6058e-002
315	5.2667	5.5	0.	2.9226e-002
316	5.1	1.25	0.	3.0193e-002
317	5.1	1.75	0.	3.1046e-002
318	5.1833	2.	0.	3.2589e-002
319	5.2667	1.25	0.	3.3206e-002
320	5.2667	1.75	0.	3.359e-002
321	5.1	4.75	0.	2.9199e-002
322	5.1	4.25	0.	3.0018e-002
323	5.1833	4.	0.	3.1563e-002
324	5.2667	4.75	0.	3.0926e-002
325	5.2667	4.25	0.	3.2135e-002
