Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	5.1546	2.6656	0.	2.2043e-004
2	5.2829	3.4468	0.	1.9513e-004
3	4.6589	2.8677	0.	1.7677e-004
4	3.9014	2.0031	0.	1.218e-004
5	5.1842	3.4309	0.	2.2682e-004
6	5.7301	3.2027	0.	1.4932e-004
7	20.878	3.	0.	4.5839e-006
8	17.756	3.0545	0.	1.2919e-005
9	14.65	3.0001	0.	2.6089e-005
10	11.578	3.0035	0.	4.3865e-005
11	6.7174	3.9263	0.	7.536e-005
12	2.426	3.9259	0.	1.1482e-004
13	7.0013	3.0472	0.	8.4982e-005
14	4.9693	3.2757	0.	2.0952e-004
15	5.1137	3.1295	0.	2.215e-004
16	5.3735	3.2641	0.	1.9105e-004
17	8.6577	2.4682	0.	5.0566e-005
18	8.6577	2.4682	0.1	5.0566e-005
19	5.3735	3.2641	0.1	1.9105e-004
20	5.1137	3.1295	0.1	2.215e-004
21	4.9693	3.2757	0.1	2.0952e-004
22	7.0013	3.0472	0.1	8.4982e-005
23	2.426	3.9259	0.1	1.1482e-004
24	6.7174	3.9263	0.1	7.536e-005
25	11.578	3.0035	0.1	4.3865e-005
26	14.65	3.0001	0.1	2.6089e-005
27	17.756	3.0545	0.1	1.2919e-005
28	20.878	3.	0.1	4.5839e-006
29	5.7301	3.2027	0.1	1.4932e-004
30	5.1842	3.4309	0.1	2.2682e-004
31	3.9014	2.0031	0.1	1.218e-004
32	4.6589	2.8677	0.1	1.7677e-004
33	5.2829	3.4468	0.1	1.9513e-004
34	5.1546	2.6656	0.1	2.2043e-004
35	5.2667	5.	0.1	8.8037e-005
36	5.2667	4.5	0.1	1.7531e-004
37	5.2667	4.	0.1	3.5661e-004
38	5.1	4.	0.1	3.9437e-004
39	5.1	4.5	0.1	1.7896e-004
40	5.1	5.	0.1	1.3619e-004
41	5.2667	1.	0.1	1.1659e-004
42	5.2667	1.5	0.1	1.4856e-004
43	5.2667	2.	0.1	2.6672e-004
44	5.1	2.	0.1	4.3002e-004
45	5.1	1.5	0.1	1.4738e-004
46	5.1	1.	0.1	8.8711e-005
47	5.2667	6.	0.1	7.5144e-005
48	8.3889	6.	0.1	5.1174e-005
49	11.511	6.	0.1	4.4394e-005
50	14.633	6.	0.1	2.6332e-005
51	17.756	6.	0.1	1.3111e-005
52	20.878	6.	0.1	5.0694e-006
53	24.	6.	0.1	2.4364e-006
54	24.	3.	0.1	1.3465e-006
55	2.6226e-014	3.	0.1	9.4297e-005
56	24.	0.	0.1	2.4678e-006
57	20.878	0.	0.1	5.3029e-006
58	17.756	0.	0.1	1.3326e-005
59	14.633	0.	0.1	2.6841e-005
60	11.511	0.	0.1	4.6172e-005
61	8.3889	0.	0.1	5.0529e-005
62	5.2667	0.	0.1	6.3814e-005
63	5.1	0.	0.1	1.0779e-004
64	2.55	1.0919e-030	0.1	1.0821e-004
65	0.	0.	0.1	9.495e-005
66	3.937e-014	6.	0.1	8.51e-005
67	2.55	6.	0.1	1.1034e-004
68	5.1	6.	0.1	1.0382e-004
69	2.55	6.	0.	1.1034e-004
70	5.1	6.	0.	1.0382e-004
71	3.937e-014	6.	0.	8.51e-005
72	2.55	1.0919e-030	0.	1.0821e-004
73	5.1	0.	0.	1.0779e-004
74	0.	0.	0.	9.495e-005
75	8.3889	0.	0.	5.0529e-005
76	11.511	0.	0.	4.6172e-005
77	14.633	0.	0.	2.6841e-005
78	17.756	0.	0.	1.3326e-005
79	20.878	0.	0.	5.3029e-006
80	5.2667	0.	0.	6.3814e-005
81	24.	0.	0.	2.4678e-006
82	2.6226e-014	3.	0.	9.4297e-005
83	24.	3.	0.	1.3465e-006
84	24.	6.	0.	2.4364e-006
85	20.878	6.	0.	5.0694e-006
86	17.756	6.	0.	1.3111e-005
87	14.633	6.	0.	2.6332e-005
88	11.511	6.	0.	4.4394e-005
89	8.3889	6.	0.	5.1174e-005
90	5.2667	6.	0.	7.5144e-005
91	5.1	1.5	0.	1.4738e-004
92	5.1	1.	0.	8.8711e-005
93	5.1	2.	0.	4.3002e-004
94	5.2667	1.	0.	1.1659e-004
95	5.2667	1.5	0.	1.4856e-004
96	5.2667	2.	0.	2.6672e-004
97	5.1	4.5	0.	1.7896e-004
98	5.1	5.	0.	1.3619e-004
99	5.1	4.	0.	3.9437e-004
100	5.2667	5.	0.	8.8037e-005
101	5.2667	4.5	0.	1.7531e-004
102	5.2667	4.	0.	3.5661e-004
103	4.9067	2.7667	0.	1.9832e-004
104	5.4424	2.9342	0.	1.8437e-004
105	5.1342	2.8975	0.	2.1962e-004
106	5.1546	2.6656	5.e-002	7.0859e-006
107	5.1273	2.3328	0.	3.2299e-004
108	5.2336	3.4389	0.	2.0894e-004
109	5.3282	3.3555	0.	1.9199e-004
110	5.2829	3.4468	5.e-002	2.5081e-005
111	5.2748	3.7234	0.	2.7434e-004
112	4.2801	2.4354	0.	1.4888e-004
113	4.8141	3.0717	0.	1.9172e-004
114	4.6589	2.8677	5.e-002	2.897e-006
115	4.8794	2.4339	0.	3.014e-004
116	4.8794	3.6839	0.	1.3618e-004
117	4.8794	3.4339	0.	2.6773e-004
118	3.9014	2.0031	5.e-002	1.0041e-005
119	3.2257	1.0016	0.	1.0983e-004
120	4.5007	1.7516	0.	1.2785e-004
121	4.5007	1.5016	0.	1.0067e-004
122	4.5007	3.5016	0.	1.1102e-004
123	5.149	3.2802	0.	2.2326e-004
124	5.1842	3.4309	5.e-002	3.5077e-005
125	5.1421	3.7154	0.	2.993e-004
126	6.2238	3.5645	0.	1.1172e-004
127	5.5518	3.2334	0.	1.6969e-004
128	5.7301	3.2027	5.e-002	1.1562e-005
129	5.4984	2.6014	0.	1.9469e-004
130	5.4984	3.6014	0.	2.4868e-004
131	19.317	3.0273	0.	8.7282e-006
132	20.878	3.	5.e-002	2.3711e-007
133	20.878	1.5	0.	4.6689e-006
134	22.439	3.	0.	2.9522e-006
135	20.878	4.5	0.	4.6737e-006
136	16.203	3.0273	0.	1.949e-005
137	17.756	3.0545	5.e-002	2.6749e-007
138	17.756	1.5273	0.	1.2935e-005
139	17.756	4.5273	0.	1.2924e-005
