Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	5.1546	2.6656	0.	2202.8
2	5.2829	3.4468	0.	1950.
3	4.6589	2.8677	0.	1766.4
4	3.9014	2.0031	0.	1217.1
5	5.1842	3.4309	0.	2266.7
6	5.7301	3.2027	0.	1492.2
7	20.878	3.	0.	45.807
8	17.756	3.0545	0.	129.1
9	14.65	3.0001	0.	260.71
10	11.578	3.0035	0.	438.35
11	6.7174	3.9263	0.	753.08
12	2.426	3.9259	0.	1147.4
13	7.0013	3.0472	0.	849.23
14	4.9693	3.2757	0.	2093.8
15	5.1137	3.1295	0.	2213.5
16	5.3735	3.2641	0.	1909.2
17	8.6577	2.4682	0.	505.32
18	8.6577	2.4682	0.1	505.32
19	5.3735	3.2641	0.1	1909.2
20	5.1137	3.1295	0.1	2213.5
21	4.9693	3.2757	0.1	2093.8
22	7.0013	3.0472	0.1	849.23
23	2.426	3.9259	0.1	1147.4
24	6.7174	3.9263	0.1	753.08
25	11.578	3.0035	0.1	438.35
26	14.65	3.0001	0.1	260.71
27	17.756	3.0545	0.1	129.1
28	20.878	3.	0.1	45.807
29	5.7301	3.2027	0.1	1492.2
30	5.1842	3.4309	0.1	2266.7
31	3.9014	2.0031	0.1	1217.1
32	4.6589	2.8677	0.1	1766.4
33	5.2829	3.4468	0.1	1950.
34	5.1546	2.6656	0.1	2202.8
35	5.2667	5.	0.1	879.76
36	5.2667	4.5	0.1	1751.9
37	5.2667	4.	0.1	3563.7
38	5.1	4.	0.1	3940.9
39	5.1	4.5	0.1	1788.3
40	5.1	5.	0.1	1361.
41	5.2667	1.	0.1	1165.1
42	5.2667	1.5	0.1	1484.6
43	5.2667	2.	0.1	2665.4
44	5.1	2.	0.1	4297.2
45	5.1	1.5	0.1	1472.8
46	5.1	1.	0.1	886.5
47	5.2667	6.	0.1	750.92
48	8.3889	6.	0.1	511.39
49	11.511	6.	0.1	443.63
50	14.633	6.	0.1	263.14
51	17.756	6.	0.1	131.02
52	20.878	6.	0.1	50.659
53	24.	6.	0.1	24.347
54	24.	3.	0.1	13.456
55	2.6226e-014	3.	0.1	942.32
56	24.	0.	0.1	24.661
57	20.878	0.	0.1	52.992
58	17.756	0.	0.1	133.17
59	14.633	0.	0.1	268.22
60	11.511	0.	0.1	461.4
61	8.3889	0.	0.1	504.94
62	5.2667	0.	0.1	637.7
63	5.1	0.	0.1	1077.1
64	2.55	1.0919e-030	0.1	1081.3
65	0.	0.	0.1	948.85
66	3.937e-014	6.	0.1	850.41
67	2.55	6.	0.1	1102.6
68	5.1	6.	0.1	1037.5
69	2.55	6.	0.	1102.6
70	5.1	6.	0.	1037.5
71	3.937e-014	6.	0.	850.41
72	2.55	1.0919e-030	0.	1081.3
73	5.1	0.	0.	1077.1
74	0.	0.	0.	948.85
75	8.3889	0.	0.	504.94
76	11.511	0.	0.	461.4
77	14.633	0.	0.	268.22
78	17.756	0.	0.	133.17
79	20.878	0.	0.	52.992
80	5.2667	0.	0.	637.7
81	24.	0.	0.	24.661
82	2.6226e-014	3.	0.	942.32
83	24.	3.	0.	13.456
84	24.	6.	0.	24.347
85	20.878	6.	0.	50.659
86	17.756	6.	0.	131.02
87	14.633	6.	0.	263.14
88	11.511	6.	0.	443.63
89	8.3889	6.	0.	511.39
90	5.2667	6.	0.	750.92
91	5.1	1.5	0.	1472.8
92	5.1	1.	0.	886.5
93	5.1	2.	0.	4297.2
94	5.2667	1.	0.	1165.1
95	5.2667	1.5	0.	1484.6
96	5.2667	2.	0.	2665.4
97	5.1	4.5	0.	1788.3
98	5.1	5.	0.	1361.
99	5.1	4.	0.	3940.9
100	5.2667	5.	0.	879.76
101	5.2667	4.5	0.	1751.9
102	5.2667	4.	0.	3563.7
103	4.9067	2.7667	0.	1981.8
104	5.4424	2.9342	0.	1842.4
105	5.1342	2.8975	0.	2194.7
106	5.1546	2.6656	5.e-002	70.81
107	5.1273	2.3328	0.	3227.7
108	5.2336	3.4389	0.	2087.9
109	5.3282	3.3555	0.	1918.6
110	5.2829	3.4468	5.e-002	250.64
111	5.2748	3.7234	0.	2741.5
112	4.2801	2.4354	0.	1487.7
113	4.8141	3.0717	0.	1915.9
114	4.6589	2.8677	5.e-002	28.95
115	4.8794	2.4339	0.	3011.9
116	4.8794	3.6839	0.	1360.9
117	4.8794	3.4339	0.	2675.5
118	3.9014	2.0031	5.e-002	100.34
119	3.2257	1.0016	0.	1097.5
120	4.5007	1.7516	0.	1277.6
121	4.5007	1.5016	0.	1006.
122	4.5007	3.5016	0.	1109.4
123	5.149	3.2802	0.	2231.
124	5.1842	3.4309	5.e-002	350.53
125	5.1421	3.7154	0.	2990.9
126	6.2238	3.5645	0.	1116.4
127	5.5518	3.2334	0.	1695.7
128	5.7301	3.2027	5.e-002	115.54
129	5.4984	2.6014	0.	1945.6
130	5.4984	3.6014	0.	2485.1
131	19.317	3.0273	0.	87.222
132	20.878	3.	5.e-002	2.3695
133	20.878	1.5	0.	46.657
134	22.439	3.	0.	29.502
135	20.878	4.5	0.	46.705
136	16.203	3.0273	0.	194.76
137	17.756	3.0545	5.e-002	2.673
138	17.756	1.5273	0.	129.26
139	17.756	4.5273	0.	129.15
140	13.114	3.0018	0.	349.3
141	14.65	3.0001	5.e-002	3.1124
142	14.642	1.5001	0.	262.94
143	14.642	4.5001	0.	261.5
144	10.118	2.7359	0.	471.17
145	11.578	3.0035	5.e-002	16.06
146	11.545	1.5018	0.	449.19
147	11.545	4.5018	0.	440.4
148	6.8593	3.4868	0.	795.34
149	6.7174	3.9263	5.e-002	68.395
150	7.5531	4.9632	0.	625.22
151	5.992	4.4632	0.	770.89
152	5.992	4.2132	0.	1165.
153	2.426	3.9259	5.e-002	35.966
154	2.488	4.9629	0.	1123.4
155	2.488	1.9629	0.	1111.6
156	1.213	3.4629	0.	1025.5
157	3.763	4.4629	0.	1193.
158	7.8295	2.7577	0.	666.4
159	7.0013	3.0472	5.e-002	108.61
160	6.134	2.2736	0.	1062.3
161	6.134	2.5236	0.	1675.2
162	5.0415	3.2026	0.	2148.3
163	4.9693	3.2757	5.e-002	179.25
164	5.0347	3.6379	0.	2907.3
165	5.2436	3.1968	0.	2049.1
166	5.1137	3.1295	5.e-002	70.592
167	5.3735	3.2641	5.e-002	158.5
168	8.6577	2.4682	5.e-002	23.276
169	8.5233	1.2341	0.	500.5
170	8.5233	4.2341	0.	507.59
171	6.9622	1.7341	0.	801.36
172	7.8295	2.7577	0.1	666.4
173	10.118	2.7359	0.1	471.17
174	6.9622	1.7341	0.1	801.36
175	8.5233	4.2341	0.1	507.59
176	8.5233	1.2341	0.1	500.5
177	5.2436	3.1968	0.1	2049.1
178	5.5518	3.2334	0.1	1695.7
179	5.3282	3.3555	0.1	1918.6
180	5.0415	3.2026	0.1	2148.3
181	5.149	3.2802	0.1	2231.
182	5.1342	2.8975	0.1	2194.7
183	4.8141	3.0717	0.1	1915.9
184	5.0347	3.6379	0.1	2907.3
185	6.8593	3.4868	0.1	795.34
186	6.134	2.2736	0.1	1062.3
187	6.134	2.5236	0.1	1675.2
188	3.763	4.4629	0.1	1193.
189	1.213	3.4629	0.1	1025.5
190	2.488	1.9629	0.1	1111.6
191	2.488	4.9629	0.1	1123.4
192	6.2238	3.5645	0.1	1116.4
193	5.992	4.4632	0.1	770.89
194	5.992	4.2132	0.1	1165.
195	7.5531	4.9632	0.1	625.22
196	13.114	3.0018	0.1	349.3
197	11.545	4.5018	0.1	440.4
198	11.545	1.5018	0.1	449.19
199	16.203	3.0273	0.1	194.76
200	14.642	4.5001	0.1	261.5
201	14.642	1.5001	0.1	262.94
202	19.317	3.0273	0.1	87.222
203	17.756	4.5273	0.1	129.15
204	17.756	1.5273	0.1	129.26
205	20.878	4.5	0.1	46.705
206	22.439	3.	0.1	29.502
