Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	5.0236	2.6291	0.	3.4379e-002
2	4.6902	2.5979	0.	2.9911e-002
3	6.3078	4.3788	0.	5.4211e-002
4	4.3336	0.48964	0.	2.3237e-002
5	6.3698	0.59952	0.	5.3778e-002
6	4.278	4.3074	0.	2.4334e-002
7	6.3417	5.3948	0.	5.3771e-002
8	6.6342	3.4744	0.	6.0527e-002
9	4.2751	1.2847	0.	2.3801e-002
10	4.0909	5.3449	0.	2.1082e-002
11	3.7092	2.5294	0.	1.8792e-002
12	3.3968	0.77389	0.	1.4771e-002
13	3.1306	5.1473	0.	1.26e-002
14	3.9444	3.3106	0.	2.1206e-002
15	2.1015	4.9526	0.	5.734e-003
16	1.0904	4.8255	0.	1.5483e-003
17	1.2611	1.311	0.	2.1218e-003
18	2.5601	1.3647	0.	8.7731e-003
19	7.2491	1.0171	0.	7.0813e-002
20	8.1403	2.0001	0.	8.9308e-002
21	9.4594	2.0348	0.	0.11768
22	10.669	2.0069	0.	0.14558
23	11.802	1.8499	0.	0.17301
24	12.912	1.8634	0.	0.20105
25	13.998	1.8153	0.	0.22932
26	15.113	1.8626	0.	0.25908
27	16.194	1.7874	0.	0.28848
28	17.275	1.8189	0.	0.31831
29	18.447	1.9426	0.	0.35106
30	19.577	1.9757	0.	0.38284
31	20.686	2.0063	0.	0.4142
32	21.74	1.8907	0.	0.44405
33	22.798	1.5357	0.	0.47403
34	1.1623	3.6504	0.	1.8894e-003
35	1.3028	2.4865	0.	2.3892e-003
36	22.934	2.8923	0.	0.47811
37	23.398	3.6069	0.	0.4914
38	22.963	4.699	0.	0.47917
39	21.901	3.9145	0.	0.44893
40	20.705	3.9867	0.	0.41502
41	19.57	3.9819	0.	0.38293
42	18.449	3.947	0.	0.3514
43	17.335	3.913	0.	0.3203
44	16.236	3.9098	0.	0.28998
45	15.147	3.9157	0.	0.26033
46	14.05	3.9044	0.	0.23105
47	12.944	3.8892	0.	0.20221
48	11.836	3.9222	0.	0.1742
49	10.67	3.9533	0.	0.14587
50	9.4573	3.9779	0.	0.1179
51	8.1464	4.0074	0.	8.9722e-002
52	7.1437	4.9287	0.	6.9331e-002
53	2.2463	3.8665	0.	6.9829e-003
54	2.6947	2.7731	0.	1.0097e-002
55	6.0388	4.9333	0.	4.8789e-002
56	4.537	0.92029	0.	2.6101e-002
57	3.7945	1.8825	0.	1.9392e-002
58	4.1452	4.7643	0.	2.2427e-002
59	4.4053	4.0886	0.	2.5962e-002
60	6.0805	1.0612	0.	4.9187e-002
61	6.4805	1.6051	0.	5.7005e-002
62	6.5996	2.5161	0.	5.9796e-002
63	5.042	3.6812	0.	3.4408e-002
64	4.9164	3.7704	0.	3.2593e-002
65	4.643	3.7082	0.	2.9083e-002
66	4.9727	3.3543	0.	3.3657e-002
67	5.1259	2.9731	0.	3.5917e-002
68	4.6402	3.2091	0.	2.9283e-002
