Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.0236,2.6291,0,0.00018591,1857.8,8.5858e-05,291.37,4.4945e-05,-16.035,-0.00017931,-1701,0.034379
2,4.6902,2.5979,0,0.00015816,1580.5,7.5714e-05,339.66,4.2223e-05,88.024,-0.00014937,-1351.5,0.029911
3,6.3078,4.3788,0,6.9738e-05,696.9,3.7064e-05,176.03,1.3948e-05,2.3505,-6.5059e-05,-591.28,0.054211
4,4.3336,0.48964,0,9.0455e-05,903.93,4.247e-05,169.88,2.3327e-05,26.051,-8.6259e-05,-797.34,0.023237
5,6.3698,0.59952,0,5.5353e-05,553.15,2.4307e-05,62.285,1.3361e-05,-19.959,-5.4172e-05,-527.38,0.053778
6,4.278,4.3074,0,0.0001263,1262.1,5.3166e-05,121.81,3.2821e-05,-31.049,-0.00012406,-1209.8,0.024334
7,6.3417,5.3948,0,5.3436e-05,533.99,2.4395e-05,79.312,1.3022e-05,-6.1433,-5.1675e-05,-492.25,0.053771
8,6.6342,3.4744,0,8.6335e-05,862.76,3.724e-05,1.3659,1.2513e-05,-184.43,-8.7935e-05,-939.15,0.060527
9,4.2751,1.2847,0,0.00012324,1231.5,5.7395e-05,200.84,2.9633e-05,-7.7501,-0.00011862,-1121.7,0.023801
10,4.0909,5.3449,0,8.899e-05,889.29,3.7278e-05,88.629,2.3735e-05,-13.132,-8.7268e-05,-847.16,0.021082
11,3.7092,2.5294,0,0.00013854,1384.4,5.6234e-05,12.22,2.801e-05,-199.84,-0.00014051,-1466,0.018792
12,3.3968,0.77389,0,0.0001012,1011.3,3.6869e-05,13.227,2.8624e-05,-48.721,-0.00010167,-1027.7,0.014771
13,3.1306,5.1473,0,0.00011959,1195.1,4.4547e-05,52.63,3.5576e-05,-14.77,-0.0001188,-1174.7,0.0126
14,3.9444,3.3106,0,0.00013471,1346.2,5.8613e-05,1.6017,1.8443e-05,-300.22,-0.00013722,-1469.8,0.021206
15,2.1015,4.9526,0,0.00012867,1285.8,4.7314e-05,-57.752,2.8476e-05,-199.29,-0.00013246,-1408.5,0.005734
16,1.0904,4.8255,0,0.00014273,1426.3,7.8548e-05,268.91,1.2815e-05,-224.99,-0.00013542,-1338.7,0.0015483
17,1.2611,1.311,0,0.0001418,1417,7.753e-05,259.71,1.3047e-05,-224.8,-0.00013484,-1336,0.0021218
18,2.5601,1.3647,0,0.00012283,1227.5,4.4686e-05,-58.041,2.779e-05,-184.98,-0.00012647,-1344.1,0.0087731
19,7.2491,1.0171,0,8.1844e-05,817.87,3.052e-05,62.589,2.6775e-05,34.455,-8.0157e-05,-768.99,0.070813
20,8.1403,2.0001,0,7.182e-05,717.7,2.9761e-05,24.81,1.5186e-05,-84.703,-7.2209e-05,-741.36,0.089308
21,9.4594,2.0348,0,6.1078e-05,610.36,2.2881e-05,2.5843,1.5633e-05,-51.871,-6.1734e-05,-633.17,0.11768
22,10.669,2.0069,0,5.1296e-05,512.6,1.8712e-05,2.3202,1.405e-05,-32.704,-5.1723e-05,-526.9,0.14558
23,11.802,1.8499,0,4.2958e-05,429.28,1.4889e-05,0.17614,1.2974e-05,-14.209,-4.3178e-05,-436.12,0.17301
24,12.912,1.8634,0,3.5912e-05,358.87,1.2207e-05,0.35607,1.1278e-05,-6.6239,-3.6013e-05,-361.95,0.20105
25,13.998,1.8153,0,2.946e-05,294.4,9.726e-06,-0.9203,9.6304e-06,-1.639,-2.9503e-05,-295.68,0.22932
26,15.113,1.8626,0,2.36e-05,235.84,8.0174e-06,2.1553,7.5969e-06,-1.0044,-2.3579e-05,-235.25,0.25908
27,16.194,1.7874,0,1.8401e-05,183.88,6.4881e-06,4.1703,5.7461e-06,-1.4048,-1.8347e-05,-182.43,0.28848
28,17.275,1.8189,0,1.3851e-05,138.41,5.0857e-06,5.1041,4.157e-06,-1.8733,-1.3783e-05,-136.66,0.31831
29,18.447,1.9426,0,9.8348e-06,98.28,3.8636e-06,6.8256,2.8054e-06,-1.1247,-9.7137e-06,-95.188,0.35106
30,19.577,1.9757,0,6.5657e-06,65.612,2.8544e-06,7.601,1.6606e-06,-1.3686,-6.4135e-06,-62.034,0.38284
31,20.686,2.0063,0,4.1269e-06,41.24,2.0292e-06,7.756,8.8502e-07,-0.8412,-3.9414e-06,-37.105,0.4142
32,21.74,1.8907,0,2.4303e-06,24.287,1.492e-06,7.9888,2.4451e-07,-1.3842,-2.1782e-06,-19.588,0.44405
