Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	11.1	2.1818	0.	4.9151e-004
2	11.1	2.3636	0.	3.95e-004
3	11.1	2.5455	0.	3.437e-004
4	11.1	2.7273	0.	3.178e-004
5	11.1	2.9091	0.	3.0643e-004
6	11.1	3.0909	0.	3.0643e-004
7	11.1	3.2727	0.	3.178e-004
8	11.1	3.4545	0.	3.437e-004
9	11.1	3.6364	0.	3.95e-004
10	11.1	3.8182	0.	4.9151e-004
11	11.267	2.1818	0.	4.6769e-004
12	11.267	2.3636	0.	3.8643e-004
13	11.267	2.5455	0.	3.3709e-004
14	11.267	2.7273	0.	3.1225e-004
15	11.267	2.9091	0.	3.012e-004
16	11.267	3.0909	0.	3.012e-004
17	11.267	3.2727	0.	3.1225e-004
18	11.267	3.4545	0.	3.3709e-004
19	11.267	3.6364	0.	3.8643e-004
20	11.267	3.8182	0.	4.6769e-004
21	10.915	5.8182	0.	3.0793e-005
22	10.915	5.6364	0.	5.0681e-005
23	10.915	5.4545	0.	7.8769e-005
24	10.915	5.2727	0.	1.1135e-004
25	10.915	5.0909	0.	1.4874e-004
26	10.915	4.9091	0.	1.9245e-004
27	10.915	4.7273	0.	2.4525e-004
28	10.915	4.5455	0.	3.1203e-004
29	10.915	4.3636	0.	4.0343e-004
30	10.915	4.1818	0.	5.0851e-004
31	10.915	4.	0.	5.0619e-004
32	10.915	3.8182	0.	3.7851e-004
33	10.915	3.6364	0.	3.4456e-004
34	10.915	3.4545	0.	3.1429e-004
35	10.915	3.2727	0.	2.9907e-004
36	10.915	3.0909	0.	2.9152e-004
37	10.915	2.9091	0.	2.9152e-004
38	10.915	2.7273	0.	2.9907e-004
39	10.915	2.5455	0.	3.1429e-004
40	10.915	2.3636	0.	3.4456e-004
41	10.915	2.1818	0.	3.7851e-004
42	10.915	2.	0.	5.0619e-004
43	10.915	1.8182	0.	5.0851e-004
44	10.915	1.6364	0.	4.0343e-004
45	10.915	1.4545	0.	3.1203e-004
46	10.915	1.2727	0.	2.4525e-004
47	10.915	1.0909	0.	1.9245e-004
48	10.915	0.90909	0.	1.4874e-004
49	10.915	0.72727	0.	1.1135e-004
50	10.915	0.54545	0.	7.8769e-005
51	10.915	0.36364	0.	5.0681e-005
52	10.915	0.18182	0.	3.0793e-005
53	10.73	5.8182	0.	3.9695e-005
54	10.73	5.6364	0.	5.063e-005
55	10.73	5.4545	0.	7.0504e-005
56	10.73	5.2727	0.	9.5995e-005
57	10.73	5.0909	0.	1.26e-004
58	10.73	4.9091	0.	1.6047e-004
59	10.73	4.7273	0.	1.9995e-004
60	10.73	4.5455	0.	2.4307e-004
61	10.73	4.3636	0.	2.87e-004
62	10.73	4.1818	0.	3.1441e-004
63	10.73	4.	0.	2.9678e-004
64	10.73	3.8182	0.	2.8083e-004
65	10.73	3.6364	0.	2.7386e-004
66	10.73	3.4545	0.	2.6936e-004
67	10.73	3.2727	0.	2.6496e-004
68	10.73	3.0909	0.	2.6254e-004
69	10.73	2.9091	0.	2.6254e-004
70	10.73	2.7273	0.	2.6496e-004
