Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.1173	2.93	0.	383.46
2	2.0049	2.9029	0.	338.85
3	0.84588	3.8111	0.	-241.48
4	4.7438	3.0394	0.	-317.37
5	4.105	1.1965	0.	6.4532
6	1.8778	3.1496	0.	-1591.5
7	17.677	2.9395	0.	7.8482
8	10.157	3.2359	0.	-692.88
9	5.4229	4.4308	0.	-287.19
10	3.2714	2.1544	0.	-935.96
11	1.6241	3.0626	0.	-1372.4
12	6.678	1.7144	0.	-205.02
13	6.678	1.7144	0.1	205.02
14	1.6241	3.0626	0.1	1372.4
15	3.2714	2.1544	0.1	935.96
16	5.4229	4.4308	0.1	287.19
17	10.157	3.2359	0.1	692.88
18	17.677	2.9395	0.1	-7.8482
19	1.8778	3.1496	0.1	1591.5
20	4.105	1.1965	0.1	-6.4532
21	4.7438	3.0394	0.1	317.37
22	0.84588	3.8111	0.1	241.48
23	2.0049	2.9029	0.1	-338.85
24	2.1173	2.93	0.1	-383.46
25	2.1667	1.	0.1	327.71
26	2.1667	1.5	0.1	278.38
27	2.1667	2.	0.1	1570.2
28	2.	2.	0.1	5717.8
29	2.	1.5	0.1	4723.8
30	2.	1.	0.1	2882.3
31	2.1667	5.	0.1	647.48
32	2.1667	4.5	0.1	957.27
33	2.1667	4.	0.1	4629.6
34	2.	4.	0.1	3990.5
35	2.	4.5	0.1	2515.
36	2.	5.	0.1	1448.4
37	2.1667	6.	0.1	-237.57
38	5.5781	6.	0.1	542.7
39	10.354	6.	0.1	310.16
40	17.177	6.	0.1	37.021
41	24.	6.	0.1	103.84
42	24.	3.	0.1	172.39
43	3.2782e-014	3.75	0.1	3360.6
44	3.937e-014	6.	0.1	1670.2
45	1.	6.	0.1	128.88
46	2.	6.	0.1	2157.4
47	24.	0.	0.1	286.64
48	18.542	0.	0.1	43.643
49	13.083	0.	0.1	278.19
50	7.625	0.	0.1	648.57
51	4.8958	0.	0.1	139.26
52	2.1667	0.	0.1	404.5
53	2.	0.	0.1	1174.3
54	0.	0.	0.1	2498.5
55	2.	0.	0.	-1174.3
56	0.	0.	0.	-2498.5
57	4.8958	0.	0.	-139.26
58	7.625	0.	0.	-648.57
59	13.083	0.	0.	-278.19
60	18.542	0.	0.	-43.643
61	2.1667	0.	0.	-404.5
62	24.	0.	0.	-286.64
63	1.	6.	0.	-128.88
64	2.	6.	0.	-2157.4
65	3.937e-014	6.	0.	-1670.2
66	3.2782e-014	3.75	0.	-3360.6
67	24.	3.	0.	-172.39
68	24.	6.	0.	-103.84
69	17.177	6.	0.	-37.021
70	10.354	6.	0.	-310.16
71	5.5781	6.	0.	-542.7
72	2.1667	6.	0.	237.57
73	2.	4.5	0.	-2515.
74	2.	5.	0.	-1448.4
75	2.	4.	0.	-3990.5
76	2.1667	5.	0.	-647.48
77	2.1667	4.5	0.	-957.27
78	2.1667	4.	0.	-4629.6
79	2.	1.5	0.	-4723.8
80	2.	1.	0.	-2882.3
81	2.	2.	0.	-5717.8
82	2.1667	1.	0.	-327.71
83	2.1667	1.5	0.	-278.38
84	2.1667	2.	0.	-1570.2
85	2.0611	2.9164	0.	325.76
86	1.9975	3.0398	0.	-68.533
87	2.6943	2.5422	0.	-267.29
88	2.1173	2.93	5.e-002	1.1322e-005
89	2.142	3.465	0.	-1171.
90	2.142	2.465	0.	-468.84
91	1.9413	3.0262	0.	-154.96
92	2.0049	2.9029	5.e-002	2.9808e-005
93	2.0024	2.4514	0.	-2649.6
94	1.235	3.4368	0.	-506.16
95	0.84588	3.8111	5.e-002	4.0052e-005
96	0.92294	4.9055	0.	-214.12
97	0.42294	3.7805	0.	-1787.8
98	1.4229	4.1555	0.	-1808.6
99	1.4229	4.4055	0.	-1026.3
100	1.4229	3.9055	0.	-1754.8
101	1.4229	2.6555	0.	-2927.8
102	5.0833	3.7351	0.	-286.95
103	4.0076	2.5969	0.	-564.07
104	5.7109	2.3769	0.	-177.85
105	4.7438	3.0394	5.e-002	8.0022e-006
106	3.4552	3.7697	0.	-596.22
107	3.6882	1.6755	0.	-421.36
108	5.3915	1.4555	0.	-99.252
109	4.105	1.1965	5.e-002	-1.3726e-005
110	4.5004	0.59827	0.	-3.7302
111	3.1358	1.0983	0.	-213.84
112	1.7509	3.1061	0.	-918.43
113	1.8778	3.1496	5.e-002	2.603e-005
114	1.9389	3.5748	0.	-2156.8
115	13.917	3.0877	0.	-289.82
116	17.677	2.9395	5.e-002	6.0333e-005
117	18.11	1.4697	0.	22.781
118	20.839	2.9697	0.	-81.858
119	17.427	4.4697	0.	-6.2316
120	7.7898	3.8334	0.	-374.9
121	8.4174	2.4752	0.	-258.13
122	10.157	3.2359	5.e-002	4.4768e-005
123	11.62	1.618	0.	-449.96
124	10.255	4.618	0.	-439.71
125	5.4229	4.4308	5.e-002	-1.4858e-005
126	5.5005	5.2154	0.	-416.88
127	3.7948	4.7154	0.	-406.79
128	3.2714	2.1544	5.e-002	5.0852e-005
129	2.719	3.0772	0.	-2354.9
130	2.719	1.8272	0.	-614.7
131	2.719	2.0772	0.	-1221.2
132	1.6241	3.0626	5.e-002	8.1461e-005
133	1.8121	2.5313	0.	-3403.2
134	6.678	1.7144	5.e-002	2.8974e-005
135	7.1515	0.85719	0.	-422.7
136	8.4174	2.4752	0.1	258.13
137	5.3915	1.4555	0.1	99.252
138	5.7109	2.3769	0.1	177.85
139	7.1515	0.85719	0.1	422.7
140	1.7509	3.1061	0.1	918.43
141	1.235	3.4368	0.1	506.16
142	1.8121	2.5313	0.1	3403.2
143	3.6882	1.6755	0.1	421.36
144	4.0076	2.5969	0.1	564.07
145	2.6943	2.5422	0.1	267.29
146	2.719	1.8272	0.1	614.7
147	2.719	2.0772	0.1	1221.2
148	2.719	3.0772	0.1	2354.9
149	7.7898	3.8334	0.1	374.9
150	5.0833	3.7351	0.1	286.95
151	3.7948	4.7154	0.1	406.79
152	5.5005	5.2154	0.1	416.88
153	13.917	3.0877	0.1	289.82
154	10.255	4.618	0.1	439.71
155	11.62	1.618	0.1	449.96
156	17.427	4.4697	0.1	6.2316
157	20.839	2.9697	0.1	81.858
158	18.11	1.4697	0.1	-22.781
159	1.9413	3.0262	0.1	154.96
160	1.9975	3.0398	0.1	68.533
161	1.9389	3.5748	0.1	2156.8
162	3.1358	1.0983	0.1	213.84
163	4.5004	0.59827	0.1	3.7302
