Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.0248	3.049	0.	-2.8572e-004
2	4.0929	1.7914	0.	-1.1996e-004
3	1.9516	0.8193	0.	-1.13e-004
4	2.0081	2.534	0.	-1.4464e-004
5	4.4398	0.64498	0.	-7.618e-005
6	2.1569	5.0224	0.	-1.2301e-004
7	4.3533	4.7183	0.	-1.1641e-004
8	3.9589	5.0613	0.	-7.7984e-005
9	1.2015	4.5213	0.	-1.2816e-004
10	5.7549	2.7727	0.	-9.6545e-005
11	4.1703	5.4595	0.	-7.7736e-005
12	5.4371	1.7171	0.	-9.6904e-005
13	0.94701	2.1072	0.	-1.4392e-004
14	0.94472	1.0336	0.	-1.2956e-004
15	1.0008	3.2374	0.	-1.4693e-004
16	5.9673	3.7332	0.	-9.3466e-005
17	5.5487	0.81033	0.	-9.0588e-005
18	6.6677	0.90128	0.	-8.6371e-005
19	7.8304	0.98365	0.	-7.5791e-005
20	8.9812	1.0931	0.	-6.6067e-005
21	10.108	1.178	0.	-5.6457e-005
22	11.276	1.1936	0.	-4.7905e-005
23	12.455	1.1885	0.	-3.9588e-005
24	13.621	1.1793	0.	-3.2177e-005
25	14.776	1.1786	0.	-2.5566e-005
26	15.925	1.1805	0.	-1.9752e-005
27	17.077	1.1835	0.	-1.4711e-005
28	18.226	1.1886	0.	-1.0434e-005
29	19.379	1.1914	0.	-6.9217e-006
30	20.529	1.1907	0.	-4.1669e-006
31	21.692	1.1934	0.	-2.1617e-006
32	22.846	1.196	0.	-9.0883e-007
33	22.842	2.3948	0.	-1.0424e-006
34	22.831	3.594	0.	-1.0503e-006
35	22.844	4.8058	0.	-9.0914e-007
36	21.685	4.8069	0.	-2.1701e-006
37	20.53	4.7948	0.	-4.1715e-006
38	19.376	4.7956	0.	-6.9276e-006
39	18.223	4.76	0.	-1.0452e-005
40	17.072	4.729	0.	-1.4732e-005
41	15.922	4.7121	0.	-1.9768e-005
42	14.774	4.7047	0.	-2.5561e-005
43	13.62	4.7359	0.	-3.2143e-005
44	12.446	4.7639	0.	-3.9675e-005
45	11.233	4.7607	0.	-4.8326e-005
46	9.9955	4.7178	0.	-5.7763e-005
47	8.7555	4.7123	0.	-6.7152e-005
48	7.4971	4.816	0.	-7.9391e-005
49	5.9976	4.7692	0.	-9.1506e-005
50	5.1688	5.2655	0.	-9.4453e-005
51	6.5635	1.7796	0.	-8.7624e-005
52	7.7125	1.9159	0.	-7.5807e-005
53	8.8605	2.2176	0.	-6.6514e-005
54	9.985	2.3612	0.	-5.7335e-005
55	11.217	2.3783	0.	-4.7942e-005
56	12.423	2.372	0.	-3.9688e-005
57	13.609	2.3576	0.	-3.2193e-005
58	14.774	2.3644	0.	-2.5557e-005
59	15.924	2.3671	0.	-1.9746e-005
60	17.076	2.372	0.	-1.4721e-005
61	18.224	2.3769	0.	-1.0458e-005
62	19.376	2.3833	0.	-6.967e-006
63	20.526	2.3897	0.	-4.236e-006
64	21.683	2.392	0.	-2.2678e-006
65	21.681	3.5977	0.	-2.2734e-006
66	20.52	3.5948	0.	-4.2471e-006
67	19.369	3.5761	0.	-6.9868e-006
68	18.219	3.5628	0.	-1.0482e-005
69	17.071	3.55	0.	-1.474e-005
70	15.921	3.5402	0.	-1.9762e-005
71	14.771	3.5342	0.	-2.556e-005
72	13.605	3.5397	0.	-3.22e-005
73	12.422	3.5573	0.	-3.9714e-005
74	11.191	3.5619	0.	-4.8133e-005
