Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	3.575	2.5779	0.	5.2411e-005
2	4.5517	3.3993	0.	3.8247e-005
3	4.8627	1.6119	0.	2.134e-005
4	3.3148	3.6915	0.	5.3525e-005
5	5.7454	3.3507	0.	2.6111e-005
6	3.1062	0.5171	0.	2.7268e-005
7	3.1377	1.2884	0.	2.9603e-005
8	5.097	0.61549	0.	2.2549e-005
9	2.8768	5.3017	0.	2.9899e-005
10	2.9817	4.6909	0.	3.677e-005
11	3.1363	4.1481	0.	3.9809e-005
12	5.1707	4.7148	0.	2.5228e-005
13	4.776	5.0589	0.	1.6068e-005
14	5.8761	2.3441	0.	2.7618e-005
15	1.988	4.2273	0.	2.3028e-005
16	1.8996	5.0908	0.	3.018e-005
17	2.5626	2.5145	0.	2.3502e-005
18	2.2531	0.77839	0.	2.8053e-005
19	4.9752	5.465	0.	1.8668e-005
20	1.0041	3.799	0.	5.9434e-006
21	1.2923	2.6463	0.	-2.8365e-006
22	0.93597	4.9171	0.	1.2312e-005
23	6.0152	1.1817	0.	2.094e-005
24	7.1787	1.1987	0.	2.2586e-005
25	8.3757	1.1948	0.	2.1043e-005
26	9.5305	1.198	0.	1.9272e-005
27	10.676	1.1936	0.	1.6984e-005
28	11.809	1.1832	0.	1.436e-005
29	12.936	1.1704	0.	1.1768e-005
30	14.042	1.1687	0.	9.4491e-006
31	15.146	1.1684	0.	7.4002e-006
32	16.25	1.1692	0.	5.6161e-006
33	17.351	1.1717	0.	4.0702e-006
34	18.454	1.1764	0.	2.7656e-006
35	19.556	1.1831	0.	1.6939e-006
36	20.66	1.1878	0.	8.6221e-007
37	21.772	1.1878	0.	2.6199e-007
38	22.887	1.1948	0.	-1.0285e-007
39	22.874	2.3926	0.	-2.4767e-007
40	22.877	3.6018	0.	-2.4762e-007
41	22.884	4.7964	0.	-1.0089e-007
42	21.77	4.7919	0.	2.6255e-007
43	20.653	4.7896	0.	8.7092e-007
44	19.546	4.736	0.	1.7141e-006
45	18.441	4.6936	0.	2.7894e-006
46	17.342	4.6723	0.	4.1e-006
47	16.243	4.6647	0.	5.6369e-006
48	15.143	4.6636	0.	7.4175e-006
49	14.042	4.6636	0.	9.4457e-006
50	12.933	4.71	0.	1.1755e-005
51	11.8	4.7643	0.	1.4381e-005
52	10.65	4.7591	0.	1.7032e-005
53	9.4782	4.768	0.	1.9353e-005
54	8.2486	4.7464	0.	2.1746e-005
55	6.9244	4.7003	0.	2.4135e-005
56	5.9653	5.2391	0.	2.5325e-005
57	7.0714	2.3316	0.	1.999e-005
58	7.0038	3.4835	0.	2.1468e-005
59	8.2714	2.3728	0.	1.9888e-005
60	9.451	2.3905	0.	1.844e-005
61	10.624	2.3746	0.	1.6636e-005
62	11.775	2.3654	0.	1.4398e-005
63	12.917	2.3392	0.	1.1735e-005
64	14.04	2.3452	0.	9.3561e-006
65	15.143	2.3458	0.	7.2894e-006
66	16.246	2.3482	0.	5.5031e-006
67	17.349	2.3533	0.	3.9479e-006
68	18.452	2.3598	0.	2.6353e-006
69	19.555	2.3678	0.	1.5625e-006
70	20.659	2.3758	0.	7.2938e-007
71	21.766	2.3858	0.	1.3484e-007
72	21.763	3.5897	0.	1.268e-007
73	20.659	3.5775	0.	7.2546e-007
74	19.556	3.5538	0.	1.5662e-006
75	18.445	3.5274	0.	2.6302e-006
76	17.344	3.5138	0.	3.9449e-006
77	16.242	3.5052	0.	5.4926e-006
78	15.14	3.502	0.	7.3111e-006
79	14.027	3.5086	0.	9.3807e-006
80	12.902	3.5286	0.	1.174e-005
81	11.767	3.5549	0.	1.4447e-005
82	10.606	3.5657	0.	1.6583e-005
83	9.4166	3.574	0.	1.8636e-005
84	8.2203	3.5635	0.	2.0351e-005
85	5.5846	4.136	0.	2.0129e-005
86	3.3383	0.94874	0.	1.4808e-005
87	2.6096	1.8524	0.	2.68e-005
88	1.3121	1.3369	0.	1.8123e-005
89	4.6484	1.0838	0.	2.1612e-005
90	4.6951	2.3978	0.	3.6161e-005
91	3.9631	3.5972	0.	4.7303e-005
92	3.6558	3.433	0.	5.3226e-005
93	2.3108	3.5738	0.	2.5882e-005
94	2.8234	3.1587	0.	9.8667e-006
95	3.6966	3.0147	0.	6.4182e-005
96	3.6966	3.0147	0.1	-6.4182e-005
97	2.8234	3.1587	0.1	-9.8667e-006
98	2.3108	3.5738	0.1	-2.5882e-005
99	3.6558	3.433	0.1	-5.3226e-005
100	3.9631	3.5972	0.1	-4.7303e-005
101	4.6951	2.3978	0.1	-3.6161e-005
102	4.6484	1.0838	0.1	-2.1612e-005
103	1.3121	1.3369	0.1	-1.8123e-005
104	2.6096	1.8524	0.1	-2.68e-005
105	3.3383	0.94874	0.1	-1.4808e-005
106	5.5846	4.136	0.1	-2.0129e-005
107	8.2203	3.5635	0.1	-2.0351e-005
108	9.4166	3.574	0.1	-1.8636e-005
109	10.606	3.5657	0.1	-1.6583e-005
110	11.767	3.5549	0.1	-1.4447e-005
111	12.902	3.5286	0.1	-1.174e-005
112	14.027	3.5086	0.1	-9.3807e-006
113	15.14	3.502	0.1	-7.3111e-006
114	16.242	3.5052	0.1	-5.4926e-006
115	17.344	3.5138	0.1	-3.9449e-006
116	18.445	3.5274	0.1	-2.6302e-006
117	19.556	3.5538	0.1	-1.5662e-006
118	20.659	3.5775	0.1	-7.2546e-007
119	21.763	3.5897	0.1	-1.268e-007
120	21.766	2.3858	0.1	-1.3484e-007
121	20.659	2.3758	0.1	-7.2938e-007
122	19.555	2.3678	0.1	-1.5625e-006
123	18.452	2.3598	0.1	-2.6353e-006
124	17.349	2.3533	0.1	-3.9479e-006
125	16.246	2.3482	0.1	-5.5031e-006
126	15.143	2.3458	0.1	-7.2894e-006
127	14.04	2.3452	0.1	-9.3561e-006
128	12.917	2.3392	0.1	-1.1735e-005
129	11.775	2.3654	0.1	-1.4398e-005
130	10.624	2.3746	0.1	-1.6636e-005
131	9.451	2.3905	0.1	-1.844e-005
132	8.2714	2.3728	0.1	-1.9888e-005
133	7.0038	3.4835	0.1	-2.1468e-005
134	7.0714	2.3316	0.1	-1.999e-005
135	5.9653	5.2391	0.1	-2.5325e-005
136	6.9244	4.7003	0.1	-2.4135e-005
137	8.2486	4.7464	0.1	-2.1746e-005
138	9.4782	4.768	0.1	-1.9353e-005
139	10.65	4.7591	0.1	-1.7032e-005
140	11.8	4.7643	0.1	-1.4381e-005
141	12.933	4.71	0.1	-1.1755e-005
142	14.042	4.6636	0.1	-9.4457e-006
143	15.143	4.6636	0.1	-7.4175e-006
144	16.243	4.6647	0.1	-5.6369e-006
145	17.342	4.6723	0.1	-4.1e-006
146	18.441	4.6936	0.1	-2.7894e-006
147	19.546	4.736	0.1	-1.7141e-006
148	20.653	4.7896	0.1	-8.7092e-007
149	21.77	4.7919	0.1	-2.6255e-007
150	22.884	4.7964	0.1	1.0089e-007
151	22.877	3.6018	0.1	2.4762e-007
152	22.874	2.3926	0.1	2.4767e-007
153	22.887	1.1948	0.1	1.0285e-007
154	21.772	1.1878	0.1	-2.6199e-007
155	20.66	1.1878	0.1	-8.6221e-007
156	19.556	1.1831	0.1	-1.6939e-006
157	18.454	1.1764	0.1	-2.7656e-006
158	17.351	1.1717	0.1	-4.0702e-006
159	16.25	1.1692	0.1	-5.6161e-006
160	15.146	1.1684	0.1	-7.4002e-006
161	14.042	1.1687	0.1	-9.4491e-006
162	12.936	1.1704	0.1	-1.1768e-005
163	11.809	1.1832	0.1	-1.436e-005
164	10.676	1.1936	0.1	-1.6984e-005
165	9.5305	1.198	0.1	-1.9272e-005
166	8.3757	1.1948	0.1	-2.1043e-005
167	7.1787	1.1987	0.1	-2.2586e-005
168	6.0152	1.1817	0.1	-2.094e-005
169	0.93597	4.9171	0.1	-1.2312e-005
170	1.2923	2.6463	0.1	2.8365e-006
171	1.0041	3.799	0.1	-5.9434e-006
172	4.9752	5.465	0.1	-1.8668e-005
173	2.2531	0.77839	0.1	-2.8053e-005
174	2.5626	2.5145	0.1	-2.3502e-005
175	1.8996	5.0908	0.1	-3.018e-005
176	1.988	4.2273	0.1	-2.3028e-005
177	5.8761	2.3441	0.1	-2.7618e-005
178	4.776	5.0589	0.1	-1.6068e-005
179	5.1707	4.7148	0.1	-2.5228e-005
180	3.1363	4.1481	0.1	-3.9809e-005
181	2.9817	4.6909	0.1	-3.677e-005
182	2.8768	5.3017	0.1	-2.9899e-005
183	5.097	0.61549	0.1	-2.2549e-005
184	3.1377	1.2884	0.1	-2.9603e-005
185	3.1062	0.5171	0.1	-2.7268e-005
186	5.7454	3.3507	0.1	-2.6111e-005
187	3.3148	3.6915	0.1	-5.3525e-005
188	4.8627	1.6119	0.1	-2.134e-005
189	4.5517	3.3993	0.1	-3.8247e-005
190	3.575	2.5779	0.1	-5.2411e-005
191	4.1067	5.5	0.1	4.9522e-007
192	4.1067	5.	0.1	-1.5072e-005
193	4.1067	4.5	0.1	-2.7167e-005
194	4.1067	4.	0.1	-5.7093e-005
195	3.94	4.	0.1	-1.0683e-004
196	3.94	4.5	0.1	-4.8522e-005
197	3.94	5.	0.1	-2.9657e-005
