Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.0634,3.0742,0,0.00025306,2528.8,0.00010198,219.19,7.1705e-05,-8.28,-0.0002487,-2415.7,0.014331
2,3.9134,3.4841,0,0.00017123,1711.1,8.0947e-05,242.7,3.514e-05,-101.47,-0.00016621,-1614.3,0.024552
3,3.0206,3.7524,0,0.00034178,3415.4,0.00018293,794.31,5.8424e-05,-141.2,-0.00032091,-2991.4,0.013574
4,5.0785,3.4478,0,0.00012156,1214.8,4.6739e-05,-22.993,2.6185e-05,-177.43,-0.00012423,-1307.6,0.042645
5,1.9887,0.81154,0,0.00010912,1090.4,3.5824e-05,-66.024,3.023e-05,-108.06,-0.00011202,-1176.8,0.0047337
6,1.9557,2.5492,0,0.00013683,1367.3,4.923e-05,-98.536,2.8688e-05,-252.88,-0.00014215,-1536.5,0.0055885
7,4.4378,0.59584,0,7.8459e-05,784.05,3.2774e-05,86.531,2.1909e-05,4.8947,-7.6584e-05,-735.14,0.02966
8,2.1545,4.9245,0,0.0001248,1247.1,4.4638e-05,46.988,3.9616e-05,9.254,-0.0001238,-1218.6,0.005918
9,2.7644,4.1763,0,0.00022191,2217.6,0.00011136,506.07,5.219e-05,61.494,-0.00020889,-1900.2,0.010753
10,4.4608,4.7187,0,0.000119,1189.2,5.3684e-05,164.7,2.9049e-05,-20.405,-0.00011546,-1106.2,0.032002
11,4.0489,5.0639,0,7.7169e-05,771.16,3.5241e-05,117.65,1.9093e-05,-3.6841,-7.451e-05,-706.98,0.025196
12,4.9023,2.6359,0,0.00012672,1266.3,5.0431e-05,-20.994,2.4358e-05,-216.9,-0.00012963,-1373.9,0.039447
13,1.1877,4.5054,0,0.00013506,1349.7,7.8187e-05,294.83,7.686e-06,-234.88,-0.000126,-1239.3,0.0019458
14,4.2278,5.4599,0,8.2003e-05,819.47,3.7191e-05,132.83,2.1553e-05,15.332,-7.8848e-05,-739.05,0.027507
15,0.945,2.0979,0,0.00015448,1543.8,9.1036e-05,343.15,5.5841e-06,-298.9,-0.00014336,-1418,0.0012678
16,0.95851,1.0278,0,0.00013764,1375.5,7.7787e-05,297.06,1.1902e-05,-197.98,-0.0001291,-1257.4,0.0011352
17,0.98123,3.2206,0,0.00015777,1576.7,9.4118e-05,374.41,5.7119e-06,-289.84,-0.00014546,-1425.7,0.0014283
18,5.4651,0.87555,0,9.3183e-05,931.19,3.1991e-05,27.354,3.1157e-05,21.09,-9.2357e-05,-906.95,0.047719
19,6.4834,1.162,0,8.6126e-05,860.67,2.9475e-05,-3.9394,2.6262e-05,-28.081,-8.6646e-05,-876.43,0.067432
20,7.708,1.1954,0,7.6704e-05,766.51,2.6614e-05,0.76864,2.3158e-05,-25.194,-7.7086e-05,-778.39,0.093128
21,8.9329,1.21,0,6.6287e-05,662.41,2.2358e-05,-1.49,2.0918e-05,-12.309,-6.6515e-05,-669.24,0.12112
