Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.8	2.1818	0.	5.2325e-002
2	2.8	2.3636	0.	5.3719e-002
3	2.8	2.5455	0.	5.4702e-002
4	2.8	2.7273	0.	5.533e-002
5	2.8	2.9091	0.	5.5636e-002
6	2.8	3.0909	0.	5.5636e-002
7	2.8	3.2727	0.	5.533e-002
8	2.8	3.4545	0.	5.4702e-002
9	2.8	3.6364	0.	5.3719e-002
10	2.8	3.8182	0.	5.2325e-002
11	2.9667	2.1818	0.	6.022e-002
12	2.9667	2.3636	0.	6.1626e-002
13	2.9667	2.5455	0.	6.2618e-002
14	2.9667	2.7273	0.	6.3253e-002
15	2.9667	2.9091	0.	6.3563e-002
16	2.9667	3.0909	0.	6.3563e-002
17	2.9667	3.2727	0.	6.3253e-002
18	2.9667	3.4545	0.	6.2618e-002
19	2.9667	3.6364	0.	6.1626e-002
20	2.9667	3.8182	0.	6.022e-002
21	2.625	5.8182	0.	2.8336e-002
22	2.625	5.6364	0.	2.9641e-002
23	2.625	5.4545	0.	3.0981e-002
24	2.625	5.2727	0.	3.2371e-002
25	2.625	5.0909	0.	3.3825e-002
26	2.625	4.9091	0.	3.5351e-002
27	2.625	4.7273	0.	3.6952e-002
28	2.625	4.5455	0.	3.8624e-002
29	2.625	4.3636	0.	4.0353e-002
30	2.625	4.1818	0.	4.2092e-002
31	2.625	4.	0.	4.3749e-002
32	2.625	3.8182	0.	4.5199e-002
33	2.625	3.6364	0.	4.6363e-002
34	2.625	3.4545	0.	4.7224e-002
35	2.625	3.2727	0.	4.7788e-002
36	2.625	3.0909	0.	4.8066e-002
37	2.625	2.9091	0.	4.8066e-002
38	2.625	2.7273	0.	4.7788e-002
39	2.625	2.5455	0.	4.7224e-002
40	2.625	2.3636	0.	4.6363e-002
41	2.625	2.1818	0.	4.5199e-002
42	2.625	2.	0.	4.3749e-002
43	2.625	1.8182	0.	4.2092e-002
44	2.625	1.6364	0.	4.0353e-002
45	2.625	1.4545	0.	3.8624e-002
46	2.625	1.2727	0.	3.6952e-002
47	2.625	1.0909	0.	3.5351e-002
48	2.625	0.90909	0.	3.3825e-002
49	2.625	0.72727	0.	3.2371e-002
50	2.625	0.54545	0.	3.0981e-002
51	2.625	0.36364	0.	2.9641e-002
52	2.625	0.18182	0.	2.8336e-002
53	2.45	5.8182	0.	2.496e-002
54	2.45	5.6364	0.	2.6192e-002
55	2.45	5.4545	0.	2.7429e-002
56	2.45	5.2727	0.	2.8683e-002
57	2.45	5.0909	0.	2.9966e-002
