Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	4.5	2.1818	0.	18739
2	4.5	2.3636	0.	14806
3	4.5	2.5455	0.	13007
4	4.5	2.7273	0.	12077
5	4.5	2.9091	0.	11680
6	4.5	3.0909	0.	11680
7	4.5	3.2727	0.	12077
8	4.5	3.4545	0.	13007
9	4.5	3.6364	0.	14806
10	4.5	3.8182	0.	18739
11	4.6667	2.1818	0.	18542
12	4.6667	2.3636	0.	14719
13	4.6667	2.5455	0.	12947
14	4.6667	2.7273	0.	12029
15	4.6667	2.9091	0.	11636
16	4.6667	3.0909	0.	11636
17	4.6667	3.2727	0.	12029
18	4.6667	3.4545	0.	12947
19	4.6667	3.6364	0.	14719
20	4.6667	3.8182	0.	18542
21	4.32	5.8182	0.	1162.6
22	4.32	5.6364	0.	1691.8
23	4.32	5.4545	0.	2343.2
24	4.32	5.2727	0.	3059.1
25	4.32	5.0909	0.	3857.6
26	4.32	4.9091	0.	4779.6
27	4.32	4.7273	0.	5897.6
28	4.32	4.5455	0.	7334.
29	4.32	4.3636	0.	9397.4
30	4.32	4.1818	0.	12418
31	4.32	4.	0.	14805
32	4.32	3.8182	0.	14006
33	4.32	3.6364	0.	13049
34	4.32	3.4545	0.	12044
35	4.32	3.2727	0.	11462
36	4.32	3.0909	0.	11188
37	4.32	2.9091	0.	11188
38	4.32	2.7273	0.	11462
39	4.32	2.5455	0.	12044
40	4.32	2.3636	0.	13049
41	4.32	2.1818	0.	14006
42	4.32	2.	0.	14805
43	4.32	1.8182	0.	12418
44	4.32	1.6364	0.	9397.4
45	4.32	1.4545	0.	7334.
46	4.32	1.2727	0.	5897.6
47	4.32	1.0909	0.	4779.6
48	4.32	0.90909	0.	3857.6
49	4.32	0.72727	0.	3059.1
50	4.32	0.54545	0.	2343.2
51	4.32	0.36364	0.	1691.8
52	4.32	0.18182	0.	1162.6
53	4.14	5.8182	0.	1729.6
54	4.14	5.6364	0.	1990.1
55	4.14	5.4545	0.	2442.7
56	4.14	5.2727	0.	3006.4
57	4.14	5.0909	0.	3663.7
58	4.14	4.9091	0.	4425.6
59	4.14	4.7273	0.	5324.2
60	4.14	4.5455	0.	6385.
61	4.14	4.3636	0.	7641.6
62	4.14	4.1818	0.	8982.1
63	4.14	4.	0.	9868.7
64	4.14	3.8182	0.	10571
65	4.14	3.6364	0.	10731
66	4.14	3.4545	0.	10615
67	4.14	3.2727	0.	10431
68	4.14	3.0909	0.	10322
69	4.14	2.9091	0.	10322
70	4.14	2.7273	0.	10431
71	4.14	2.5455	0.	10615
72	4.14	2.3636	0.	10731
73	4.14	2.1818	0.	10571
74	4.14	2.	0.	9868.7
75	4.14	1.8182	0.	8982.1
76	4.14	1.6364	0.	7641.6
77	4.14	1.4545	0.	6385.
78	4.14	1.2727	0.	5324.2
79	4.14	1.0909	0.	4425.6
80	4.14	0.90909	0.	3663.7
81	4.14	0.72727	0.	3006.4
82	4.14	0.54545	0.	2442.7
83	4.14	0.36364	0.	1990.1
84	4.14	0.18182	0.	1729.6
85	3.96	5.8182	0.	2341.7
86	3.96	5.6364	0.	2507.
87	3.96	5.4545	0.	2831.4
88	3.96	5.2727	0.	3271.
89	3.96	5.0909	0.	3806.6
90	3.96	4.9091	0.	4431.4
91	3.96	4.7273	0.	5143.3
92	3.96	4.5455	0.	5936.9
93	3.96	4.3636	0.	6753.2
94	3.96	4.1818	0.	7520.7
95	3.96	4.	0.	8185.4
96	3.96	3.8182	0.	8717.5
97	3.96	3.6364	0.	9103.2
98	3.96	3.4545	0.	9278.7
99	3.96	3.2727	0.	9331.3
100	3.96	3.0909	0.	9337.6
101	3.96	2.9091	0.	9337.6
102	3.96	2.7273	0.	9331.3
103	3.96	2.5455	0.	9278.7
104	3.96	2.3636	0.	9103.2
105	3.96	2.1818	0.	8717.5
106	3.96	2.	0.	8185.4
107	3.96	1.8182	0.	7520.7
108	3.96	1.6364	0.	6753.2
109	3.96	1.4545	0.	5936.9
110	3.96	1.2727	0.	5143.3
111	3.96	1.0909	0.	4431.4
112	3.96	0.90909	0.	3806.6
113	3.96	0.72727	0.	3271.
114	3.96	0.54545	0.	2831.4
115	3.96	0.36364	0.	2507.
116	3.96	0.18182	0.	2341.7
117	3.78	5.8182	0.	2904.4
118	3.78	5.6364	0.	3028.7
119	3.78	5.4545	0.	3272.4
120	3.78	5.2727	0.	3610.8
121	3.78	5.0909	0.	4031.5
122	3.78	4.9091	0.	4522.3
123	3.78	4.7273	0.	5068.5
124	3.78	4.5455	0.	5647.5
125	3.78	4.3636	0.	6225.6
126	3.78	4.1818	0.	6759.9
127	3.78	4.	0.	7242.1
128	3.78	3.8182	0.	7663.4
129	3.78	3.6364	0.	7999.7
130	3.78	3.4545	0.	8232.9
131	3.78	3.2727	0.	8364.6
132	3.78	3.0909	0.	8421.
133	3.78	2.9091	0.	8421.
134	3.78	2.7273	0.	8364.6
135	3.78	2.5455	0.	8232.9
136	3.78	2.3636	0.	7999.7
137	3.78	2.1818	0.	7663.4
138	3.78	2.	0.	7242.1
139	3.78	1.8182	0.	6759.9
140	3.78	1.6364	0.	6225.6
141	3.78	1.4545	0.	5647.5
142	3.78	1.2727	0.	5068.5
143	3.78	1.0909	0.	4522.3
144	3.78	0.90909	0.	4031.5
145	3.78	0.72727	0.	3610.8
146	3.78	0.54545	0.	3272.4
147	3.78	0.36364	0.	3028.7
148	3.78	0.18182	0.	2904.4
149	3.6	5.8182	0.	3405.2
150	3.6	5.6364	0.	3504.9
151	3.6	5.4545	0.	3692.8
152	3.6	5.2727	0.	3951.9
153	3.6	5.0909	0.	4274.1
154	3.6	4.9091	0.	4647.6
155	3.6	4.7273	0.	5056.7
156	3.6	4.5455	0.	5480.7
157	3.6	4.3636	0.	5896.1
158	3.6	4.1818	0.	6286.5
159	3.6	4.	0.	6644.1
160	3.6	3.8182	0.	6966.2
161	3.6	3.6364	0.	7240.9
162	3.6	3.4545	0.	7450.4
163	3.6	3.2727	0.	7587.
164	3.6	3.0909	0.	7653.1
165	3.6	2.9091	0.	7653.1
166	3.6	2.7273	0.	7587.
167	3.6	2.5455	0.	7450.4
168	3.6	2.3636	0.	7240.9
169	3.6	2.1818	0.	6966.2
170	3.6	2.	0.	6644.1
171	3.6	1.8182	0.	6286.5
172	3.6	1.6364	0.	5896.1
173	3.6	1.4545	0.	5480.7
174	3.6	1.2727	0.	5056.7
175	3.6	1.0909	0.	4647.6
176	3.6	0.90909	0.	4274.1
177	3.6	0.72727	0.	3951.9
178	3.6	0.54545	0.	3692.8
179	3.6	0.36364	0.	3504.9
180	3.6	0.18182	0.	3405.2
181	3.42	5.8182	0.	3843.9
182	3.42	5.6364	0.	3922.9
183	3.42	5.4545	0.	4067.3
184	3.42	5.2727	0.	4262.9
185	3.42	5.0909	0.	4504.2
186	3.42	4.9091	0.	4781.7
187	3.42	4.7273	0.	5082.4
188	3.42	4.5455	0.	5391.2
189	3.42	4.3636	0.	5694.1
190	3.42	4.1818	0.	5981.2
191	3.42	4.	0.	6248.2
192	3.42	3.8182	0.	6491.3
193	3.42	3.6364	0.	6702.6
194	3.42	3.4545	0.	6871.1
195	3.42	3.2727	0.	6987.
196	3.42	3.0909	0.	7045.5
197	3.42	2.9091	0.	7045.5
198	3.42	2.7273	0.	6987.
199	3.42	2.5455	0.	6871.1
200	3.42	2.3636	0.	6702.6
201	3.42	2.1818	0.	6491.3
202	3.42	2.	0.	6248.2
203	3.42	1.8182	0.	5981.2
204	3.42	1.6364	0.	5694.1
205	3.42	1.4545	0.	5391.2
206	3.42	1.2727	0.	5082.4
207	3.42	1.0909	0.	4781.7
208	3.42	0.90909	0.	4504.2
209	3.42	0.72727	0.	4262.9
210	3.42	0.54545	0.	4067.3
211	3.42	0.36364	0.	3922.9
212	3.42	0.18182	0.	3843.9
213	3.24	5.8182	0.	4223.8
214	3.24	5.6364	0.	4282.5
215	3.24	5.4545	0.	4390.
216	3.24	5.2727	0.	4533.6
217	3.24	5.0909	0.	4709.3
218	3.24	4.9091	0.	4910.1
219	3.24	4.7273	0.	5126.8
220	3.24	4.5455	0.	5349.2
221	3.24	4.3636	0.	5568.4
222	3.24	4.1818	0.	5778.3
223	3.24	4.	0.	5975.4
224	3.24	3.8182	0.	6156.2
225	3.24	3.6364	0.	6314.8
226	3.24	3.4545	0.	6443.2
227	3.24	3.2727	0.	6533.5
228	3.24	3.0909	0.	6579.9
229	3.24	2.9091	0.	6579.9
230	3.24	2.7273	0.	6533.5
231	3.24	2.5455	0.	6443.2
232	3.24	2.3636	0.	6314.8
233	3.24	2.1818	0.	6156.2
234	3.24	2.	0.	5975.4
235	3.24	1.8182	0.	5778.3
236	3.24	1.6364	0.	5568.4
237	3.24	1.4545	0.	5349.2
238	3.24	1.2727	0.	5126.8
239	3.24	1.0909	0.	4910.1
240	3.24	0.90909	0.	4709.3
241	3.24	0.72727	0.	4533.6
242	3.24	0.54545	0.	4390.
243	3.24	0.36364	0.	4282.5
244	3.24	0.18182	0.	4223.8
245	3.06	5.8182	0.	4550.4
246	3.06	5.6364	0.	4588.4
247	3.06	5.4545	0.	4663.5
248	3.06	5.2727	0.	4763.8
249	3.06	5.0909	0.	4886.4
250	3.06	4.9091	0.	5026.7
251	3.06	4.7273	0.	5178.4
252	3.06	4.5455	0.	5335.
253	3.06	4.3636	0.	5490.9
254	3.06	4.1818	0.	5641.9
255	3.06	4.	0.	5785.1
256	3.06	3.8182	0.	5917.1
257	3.06	3.6364	0.	6033.4
258	3.06	3.4545	0.	6128.2
259	3.06	3.2727	0.	6195.3
260	3.06	3.0909	0.	6230.2
261	3.06	2.9091	0.	6230.2
262	3.06	2.7273	0.	6195.3
263	3.06	2.5455	0.	6128.2
264	3.06	2.3636	0.	6033.4
265	3.06	2.1818	0.	5917.1
266	3.06	2.	0.	5785.1
267	3.06	1.8182	0.	5641.9
268	3.06	1.6364	0.	5490.9
269	3.06	1.4545	0.	5335.
