Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	9.9	2.1818	0.	145.63
2	9.9	2.3636	0.	-31.654
3	9.9	2.5455	0.	0.70188
4	9.9	2.7273	0.	-3.5319
5	9.9	2.9091	0.	-1.847
6	9.9	3.0909	0.	-1.847
7	9.9	3.2727	0.	-3.5319
8	9.9	3.4545	0.	0.70187
9	9.9	3.6364	0.	-31.654
10	9.9	3.8182	0.	145.63
11	10.067	2.1818	0.	64.836
12	10.067	2.3636	0.	-33.512
13	10.067	2.5455	0.	1.1993
14	10.067	2.7273	0.	-3.5416
15	10.067	2.9091	0.	-1.7172
16	10.067	3.0909	0.	-1.7172
17	10.067	3.2727	0.	-3.5416
18	10.067	3.4545	0.	1.1993
19	10.067	3.6364	0.	-33.512
20	10.067	3.8182	0.	64.836
21	9.7167	5.8182	0.	-17.962
22	9.7167	5.6364	0.	-8.2969
23	9.7167	5.4545	0.	-6.3256
24	9.7167	5.2727	0.	-5.5965
25	9.7167	5.0909	0.	-5.4933
26	9.7167	4.9091	0.	-7.039
27	9.7167	4.7273	0.	-5.1043
28	9.7167	4.5455	0.	-20.425
29	9.7167	4.3636	0.	16.012
30	9.7167	4.1818	0.	-116.74
31	9.7167	4.	0.	-489.47
32	9.7167	3.8182	0.	19.095
33	9.7167	3.6364	0.	-14.381
34	9.7167	3.4545	0.	4.5641
35	9.7167	3.2727	0.	-2.9516
36	9.7167	3.0909	0.	-0.63421
37	9.7167	2.9091	0.	-0.63421
38	9.7167	2.7273	0.	-2.9516
39	9.7167	2.5455	0.	4.5641
40	9.7167	2.3636	0.	-14.381
41	9.7167	2.1818	0.	19.095
42	9.7167	2.	0.	-489.47
43	9.7167	1.8182	0.	-116.74
44	9.7167	1.6364	0.	16.012
45	9.7167	1.4545	0.	-20.425
46	9.7167	1.2727	0.	-5.1043
47	9.7167	1.0909	0.	-7.039
48	9.7167	0.90909	0.	-5.4933
49	9.7167	0.72727	0.	-5.5965
50	9.7167	0.54545	0.	-6.3256
51	9.7167	0.36364	0.	-8.2969
52	9.7167	0.18182	0.	-17.962
53	9.5333	5.8182	0.	-3.8159
54	9.5333	5.6364	0.	-1.6842
55	9.5333	5.4545	0.	-0.52427
56	9.5333	5.2727	0.	0.2186
57	9.5333	5.0909	0.	0.50883
58	9.5333	4.9091	0.	0.83962
59	9.5333	4.7273	0.	0.63819
60	9.5333	4.5455	0.	0.18435
61	9.5333	4.3636	0.	4.2134
62	9.5333	4.1818	0.	13.323
63	9.5333	4.	0.	61.944
64	9.5333	3.8182	0.	31.59
65	9.5333	3.6364	0.	-4.8008
66	9.5333	3.4545	0.	1.238
67	9.5333	3.2727	0.	-8.7453e-002
68	9.5333	3.0909	0.	-0.17629
69	9.5333	2.9091	0.	-0.17629
70	9.5333	2.7273	0.	-8.7453e-002
71	9.5333	2.5455	0.	1.238
72	9.5333	2.3636	0.	-4.8008
73	9.5333	2.1818	0.	31.59
74	9.5333	2.	0.	61.944
75	9.5333	1.8182	0.	13.323
76	9.5333	1.6364	0.	4.2134
77	9.5333	1.4545	0.	0.18435
78	9.5333	1.2727	0.	0.6382
79	9.5333	1.0909	0.	0.83962
80	9.5333	0.90909	0.	0.50883
81	9.5333	0.72727	0.	0.21861
82	9.5333	0.54545	0.	-0.52426
83	9.5333	0.36364	0.	-1.6842
84	9.5333	0.18182	0.	-3.8159
85	9.35	5.8182	0.	-1.327
86	9.35	5.6364	0.	-1.3328
87	9.35	5.4545	0.	-1.1295
88	9.35	5.2727	0.	-1.0642
89	9.35	5.0909	0.	-1.1173
90	9.35	4.9091	0.	-1.4845
91	9.35	4.7273	0.	-1.7544
92	9.35	4.5455	0.	-1.8139
93	9.35	4.3636	0.	-8.3532
94	9.35	4.1818	0.	-4.6478
95	9.35	4.	0.	-11.588
96	9.35	3.8182	0.	-7.522
97	9.35	3.6364	0.	5.1351
98	9.35	3.4545	0.	0.78532
99	9.35	3.2727	0.	0.76663
100	9.35	3.0909	0.	0.5087
101	9.35	2.9091	0.	0.5087
102	9.35	2.7273	0.	0.76663
103	9.35	2.5455	0.	0.78532
104	9.35	2.3636	0.	5.1351
105	9.35	2.1818	0.	-7.522
106	9.35	2.	0.	-11.588
107	9.35	1.8182	0.	-4.6478
108	9.35	1.6364	0.	-8.3532
109	9.35	1.4545	0.	-1.8139
110	9.35	1.2727	0.	-1.7544
111	9.35	1.0909	0.	-1.4845
112	9.35	0.90909	0.	-1.1173
113	9.35	0.72727	0.	-1.0642
114	9.35	0.54545	0.	-1.1295
115	9.35	0.36364	0.	-1.3328
116	9.35	0.18182	0.	-1.327
117	9.1667	5.8182	0.	0.23866
118	9.1667	5.6364	0.	-0.33129
119	9.1667	5.4545	0.	-0.40398
120	9.1667	5.2727	0.	-0.52681
121	9.1667	5.0909	0.	-0.65315
122	9.1667	4.9091	0.	-0.79666
123	9.1667	4.7273	0.	-1.1198
124	9.1667	4.5455	0.	-1.4804
125	9.1667	4.3636	0.	-0.14807
126	9.1667	4.1818	0.	-0.96509
127	9.1667	4.	0.	1.4986
128	9.1667	3.8182	0.	2.9558
129	9.1667	3.6364	0.	0.5747
130	9.1667	3.4545	0.	1.0281
131	9.1667	3.2727	0.	0.87049
132	9.1667	3.0909	0.	0.72313
133	9.1667	2.9091	0.	0.72313
134	9.1667	2.7273	0.	0.87049
135	9.1667	2.5455	0.	1.0281
136	9.1667	2.3636	0.	0.5747
137	9.1667	2.1818	0.	2.9558
138	9.1667	2.	0.	1.4986
139	9.1667	1.8182	0.	-0.96509
140	9.1667	1.6364	0.	-0.14807
141	9.1667	1.4545	0.	-1.4804
142	9.1667	1.2727	0.	-1.1198
143	9.1667	1.0909	0.	-0.79666
144	9.1667	0.90909	0.	-0.65314
145	9.1667	0.72727	0.	-0.52681
146	9.1667	0.54545	0.	-0.40398
147	9.1667	0.36364	0.	-0.33128
148	9.1667	0.18182	0.	0.23867
149	8.9833	5.8182	0.	0.49995
150	8.9833	5.6364	0.	-0.17856
151	8.9833	5.4545	0.	-0.24404
152	8.9833	5.2727	0.	-0.43734
153	8.9833	5.0909	0.	-0.58822
154	8.9833	4.9091	0.	-0.7488
155	8.9833	4.7273	0.	-0.87997
156	8.9833	4.5455	0.	-1.0627
157	8.9833	4.3636	0.	-1.4397
158	8.9833	4.1818	0.	-1.2737
159	8.9833	4.	0.	-1.4862
160	8.9833	3.8182	0.	-1.1785
161	8.9833	3.6364	0.	7.1569e-002
162	8.9833	3.4545	0.	0.5572
163	8.9833	3.2727	0.	0.65729
164	8.9833	3.0909	0.	0.69307
165	8.9833	2.9091	0.	0.69307
166	8.9833	2.7273	0.	0.65729
167	8.9833	2.5455	0.	0.5572
168	8.9833	2.3636	0.	7.1568e-002
169	8.9833	2.1818	0.	-1.1785
170	8.9833	2.	0.	-1.4862
171	8.9833	1.8182	0.	-1.2737
172	8.9833	1.6364	0.	-1.4397
173	8.9833	1.4545	0.	-1.0627
174	8.9833	1.2727	0.	-0.87997
175	8.9833	1.0909	0.	-0.7488
176	8.9833	0.90909	0.	-0.58821
177	8.9833	0.72727	0.	-0.43734
178	8.9833	0.54545	0.	-0.24404
179	8.9833	0.36364	0.	-0.17856
180	8.9833	0.18182	0.	0.49995
181	8.8	5.8182	0.	0.48953
182	8.8	5.6364	0.	-0.12299
183	8.8	5.4545	0.	-0.116
184	8.8	5.2727	0.	-0.30248
185	8.8	5.0909	0.	-0.42975
186	8.8	4.9091	0.	-0.55576
187	8.8	4.7273	0.	-0.67703
188	8.8	4.5455	0.	-0.77566
189	8.8	4.3636	0.	-0.84498
190	8.8	4.1818	0.	-0.97673
191	8.8	4.	0.	-0.93615
192	8.8	3.8182	0.	-0.7923
193	8.8	3.6364	0.	-0.58199
194	8.8	3.4545	0.	-0.12571
195	8.8	3.2727	0.	0.31734
196	8.8	3.0909	0.	0.53438
197	8.8	2.9091	0.	0.53438
198	8.8	2.7273	0.	0.31734
199	8.8	2.5455	0.	-0.12571
200	8.8	2.3636	0.	-0.58199
201	8.8	2.1818	0.	-0.7923
202	8.8	2.	0.	-0.93614
203	8.8	1.8182	0.	-0.97673
204	8.8	1.6364	0.	-0.84498
205	8.8	1.4545	0.	-0.77566
206	8.8	1.2727	0.	-0.67703
207	8.8	1.0909	0.	-0.55576
208	8.8	0.90909	0.	-0.42975
209	8.8	0.72727	0.	-0.30248
210	8.8	0.54545	0.	-0.116
211	8.8	0.36364	0.	-0.12299
212	8.8	0.18182	0.	0.48954
213	8.6167	5.8182	0.	0.35556
214	8.6167	5.6364	0.	-0.13279
215	8.6167	5.4545	0.	-6.23e-002
216	8.6167	5.2727	0.	-0.21979
217	8.6167	5.0909	0.	-0.32622
218	8.6167	4.9091	0.	-0.43475
219	8.6167	4.7273	0.	-0.54136
220	8.6167	4.5455	0.	-0.66385
221	8.6167	4.3636	0.	-0.8151
222	8.6167	4.1818	0.	-0.98155
223	8.6167	4.	0.	-1.1754
224	8.6167	3.8182	0.	-1.3409
225	8.6167	3.6364	0.	-1.5065
226	8.6167	3.4545	0.	-2.0866
227	8.6167	3.2727	0.	-6.3837
228	8.6167	3.0909	0.	-13.134
229	8.6167	2.9091	0.	-13.134
230	8.6167	2.7273	0.	-6.3836
231	8.6167	2.5455	0.	-2.0866
232	8.6167	2.3636	0.	-1.5065
233	8.6167	2.1818	0.	-1.3409
234	8.6167	2.	0.	-1.1754
235	8.6167	1.8182	0.	-0.98155
236	8.6167	1.6364	0.	-0.81509
237	8.6167	1.4545	0.	-0.66384
238	8.6167	1.2727	0.	-0.54136
239	8.6167	1.0909	0.	-0.43475
240	8.6167	0.90909	0.	-0.32621
241	8.6167	0.72727	0.	-0.21979
242	8.6167	0.54545	0.	-6.23e-002
243	8.6167	0.36364	0.	-0.13279
244	8.6167	0.18182	0.	0.35556
245	8.4333	5.8182	0.	0.22024
246	8.4333	5.6364	0.	-0.14064
247	8.4333	5.4545	0.	-2.8559e-002
248	8.4333	5.2727	0.	-0.15545
249	8.4333	5.0909	0.	-0.24235
250	8.4333	4.9091	0.	-0.3405
251	8.4333	4.7273	0.	-0.44478
252	8.4333	4.5455	0.	-0.57063
253	8.4333	4.3636	0.	-0.73285
254	8.4333	4.1818	0.	-0.95496
255	8.4333	4.	0.	-1.2844
256	8.4333	3.8182	0.	-1.9908
257	8.4333	3.6364	0.	-5.9531
258	8.4333	3.4545	0.	-26.951
259	8.4333	3.2727	0.	-45.495
260	8.4333	3.0909	0.	-54.618
261	8.4333	2.9091	0.	-54.618
262	8.4333	2.7273	0.	-45.495
263	8.4333	2.5455	0.	-26.951
264	8.4333	2.3636	0.	-5.9531
265	8.4333	2.1818	0.	-1.9908
266	8.4333	2.	0.	-1.2844
267	8.4333	1.8182	0.	-0.95496
268	8.4333	1.6364	0.	-0.73285
269	8.4333	1.4545	0.	-0.57063
270	8.4333	1.2727	0.	-0.44478
271	8.4333	1.0909	0.	-0.3405
272	8.4333	0.90909	0.	-0.24235
273	8.4333	0.72727	0.	-0.15545
274	8.4333	0.54545	0.	-2.8559e-002
275	8.4333	0.36364	0.	-0.14064
