Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	18.5	2.1818	0.	-4.3984e-004
2	18.5	2.3636	0.	-3.4633e-004
3	18.5	2.5455	0.	-3.0625e-004
4	18.5	2.7273	0.	-2.8553e-004
5	18.5	2.9091	0.	-2.7671e-004
6	18.5	3.0909	0.	-2.7671e-004
7	18.5	3.2727	0.	-2.8553e-004
8	18.5	3.4545	0.	-3.0625e-004
9	18.5	3.6364	0.	-3.4633e-004
10	18.5	3.8182	0.	-4.3984e-004
11	18.667	2.1818	0.	-4.3387e-004
12	18.667	2.3636	0.	-3.4403e-004
13	18.667	2.5455	0.	-3.0245e-004
14	18.667	2.7273	0.	-2.8133e-004
15	18.667	2.9091	0.	-2.7232e-004
16	18.667	3.0909	0.	-2.7232e-004
17	18.667	3.2727	0.	-2.8133e-004
18	18.667	3.4545	0.	-3.0245e-004
19	18.667	3.6364	0.	-3.4403e-004
20	18.667	3.8182	0.	-4.3387e-004
21	18.315	5.8182	0.	-2.5661e-005
22	18.315	5.6364	0.	-3.6454e-005
23	18.315	5.4545	0.	-4.9532e-005
24	18.315	5.2727	0.	-6.3921e-005
25	18.315	5.0909	0.	-8.0014e-005
26	18.315	4.9091	0.	-9.8649e-005
27	18.315	4.7273	0.	-1.2132e-004
28	18.315	4.5455	0.	-1.509e-004
29	18.315	4.3636	0.	-1.9332e-004
30	18.315	4.1818	0.	-2.6548e-004
31	18.315	4.	0.	-3.3592e-004
32	18.315	3.8182	0.	-3.2766e-004
33	18.315	3.6364	0.	-3.0789e-004
34	18.315	3.4545	0.	-2.8734e-004
35	18.315	3.2727	0.	-2.7525e-004
36	18.315	3.0909	0.	-2.6949e-004
37	18.315	2.9091	0.	-2.6949e-004
38	18.315	2.7273	0.	-2.7525e-004
39	18.315	2.5455	0.	-2.8734e-004
40	18.315	2.3636	0.	-3.0789e-004
41	18.315	2.1818	0.	-3.2766e-004
42	18.315	2.	0.	-3.3592e-004
43	18.315	1.8182	0.	-2.6548e-004
44	18.315	1.6364	0.	-1.9332e-004
45	18.315	1.4545	0.	-1.509e-004
46	18.315	1.2727	0.	-1.2132e-004
47	18.315	1.0909	0.	-9.8649e-005
48	18.315	0.90909	0.	-8.0014e-005
49	18.315	0.72727	0.	-6.3921e-005
50	18.315	0.54545	0.	-4.9532e-005
