Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	13.	2.1818	0.	1204.8
2	13.	2.3636	0.	939.
3	13.	2.5455	0.	790.15
4	13.	2.7273	0.	711.5
5	13.	2.9091	0.	676.22
6	13.	3.0909	0.	676.22
7	13.	3.2727	0.	711.5
8	13.	3.4545	0.	790.15
9	13.	3.6364	0.	939.
10	13.	3.8182	0.	1204.8
11	13.167	2.1818	0.	932.18
12	13.167	2.3636	0.	853.25
13	13.167	2.5455	0.	733.36
14	13.167	2.7273	0.	667.38
15	13.167	2.9091	0.	636.56
16	13.167	3.0909	0.	636.56
17	13.167	3.2727	0.	667.38
18	13.167	3.4545	0.	733.36
19	13.167	3.6364	0.	853.25
20	13.167	3.8182	0.	932.18
21	12.817	5.8182	0.	87.755
22	12.817	5.6364	0.	199.91
23	12.817	5.4545	0.	369.14
24	12.817	5.2727	0.	570.79
25	12.817	5.0909	0.	804.8
26	12.817	4.9091	0.	1078.5
27	12.817	4.7273	0.	1407.9
28	12.817	4.5455	0.	1809.8
29	12.817	4.3636	0.	2364.8
30	12.817	4.1818	0.	2771.3
31	12.817	4.	0.	2054.8
32	12.817	3.8182	0.	1024.5
33	12.817	3.6364	0.	816.43
34	12.817	3.4545	0.	699.46
35	12.817	3.2727	0.	649.5
36	12.817	3.0909	0.	625.36
37	12.817	2.9091	0.	625.36
38	12.817	2.7273	0.	649.5
39	12.817	2.5455	0.	699.46
40	12.817	2.3636	0.	816.43
41	12.817	2.1818	0.	1024.5
42	12.817	2.	0.	2054.8
43	12.817	1.8182	0.	2771.3
44	12.817	1.6364	0.	2364.8
45	12.817	1.4545	0.	1809.8
46	12.817	1.2727	0.	1407.9
47	12.817	1.0909	0.	1078.5
48	12.817	0.90909	0.	804.8
49	12.817	0.72727	0.	570.79
50	12.817	0.54545	0.	369.14
51	12.817	0.36364	0.	199.91
52	12.817	0.18182	0.	87.755
53	12.634	5.8182	0.	64.283
54	12.634	5.6364	0.	126.15
55	12.634	5.4545	0.	244.41
56	12.634	5.2727	0.	397.9
57	12.634	5.0909	0.	577.99
58	12.634	4.9091	0.	781.49
59	12.634	4.7273	0.	1006.8
60	12.634	4.5455	0.	1233.9
61	12.634	4.3636	0.	1422.9
62	12.634	4.1818	0.	1426.2
63	12.634	4.	0.	1056.8
64	12.634	3.8182	0.	723.33
65	12.634	3.6364	0.	580.14
66	12.634	3.4545	0.	539.7
67	12.634	3.2727	0.	518.64
68	12.634	3.0909	0.	510.21
69	12.634	2.9091	0.	510.21
70	12.634	2.7273	0.	518.64
71	12.634	2.5455	0.	539.7
72	12.634	2.3636	0.	580.14
73	12.634	2.1818	0.	723.33
74	12.634	2.	0.	1056.8
75	12.634	1.8182	0.	1426.2
76	12.634	1.6364	0.	1422.9
77	12.634	1.4545	0.	1233.9
78	12.634	1.2727	0.	1006.8
79	12.634	1.0909	0.	781.49
80	12.634	0.90909	0.	577.99
81	12.634	0.72727	0.	397.9
82	12.634	0.54545	0.	244.41
83	12.634	0.36364	0.	126.15
84	12.634	0.18182	0.	64.283
85	12.451	5.8182	0.	63.928
86	12.451	5.6364	0.	116.61
87	12.451	5.4545	0.	205.19
88	12.451	5.2727	0.	321.5
89	12.451	5.0909	0.	457.73
