Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	13.	2.1818	0.	2.6791e-004
2	13.	2.3636	0.	2.0259e-004
3	13.	2.5455	0.	1.8274e-004
4	13.	2.7273	0.	1.7116e-004
5	13.	2.9091	0.	1.6654e-004
6	13.	3.0909	0.	1.6654e-004
7	13.	3.2727	0.	1.7116e-004
8	13.	3.4545	0.	1.8274e-004
9	13.	3.6364	0.	2.0259e-004
10	13.	3.8182	0.	2.6791e-004
11	13.167	2.1818	0.	2.7053e-004
12	13.167	2.3636	0.	2.0536e-004
13	13.167	2.5455	0.	1.8385e-004
14	13.167	2.7273	0.	1.7152e-004
15	13.167	2.9091	0.	1.6664e-004
16	13.167	3.0909	0.	1.6664e-004
17	13.167	3.2727	0.	1.7152e-004
18	13.167	3.4545	0.	1.8385e-004
19	13.167	3.6364	0.	2.0536e-004
20	13.167	3.8182	0.	2.7053e-004
21	12.817	5.8182	0.	1.2295e-005
22	12.817	5.6364	0.	1.5336e-005
23	12.817	5.4545	0.	1.6902e-005
24	12.817	5.2727	0.	1.7853e-005
25	12.817	5.0909	0.	1.8534e-005
26	12.817	4.9091	0.	1.9156e-005
27	12.817	4.7273	0.	2.0439e-005
28	12.817	4.5455	0.	2.2224e-005
29	12.817	4.3636	0.	3.0017e-005
30	12.817	4.1818	0.	5.36e-005
31	12.817	4.	0.	1.1085e-004
32	12.817	3.8182	0.	1.8707e-004
33	12.817	3.6364	0.	1.8057e-004
34	12.817	3.4545	0.	1.7216e-004
35	12.817	3.2727	0.	1.651e-004
36	12.817	3.0909	0.	1.6215e-004
37	12.817	2.9091	0.	1.6215e-004
38	12.817	2.7273	0.	1.651e-004
39	12.817	2.5455	0.	1.7216e-004
40	12.817	2.3636	0.	1.8057e-004
41	12.817	2.1818	0.	1.8707e-004
42	12.817	2.	0.	1.1085e-004
43	12.817	1.8182	0.	5.36e-005
44	12.817	1.6364	0.	3.0018e-005
45	12.817	1.4545	0.	2.2224e-005
46	12.817	1.2727	0.	2.0439e-005
47	12.817	1.0909	0.	1.9156e-005
48	12.817	0.90909	0.	1.8534e-005
49	12.817	0.72727	0.	1.7853e-005
50	12.817	0.54545	0.	1.6902e-005
51	12.817	0.36364	0.	1.5336e-005
52	12.817	0.18182	0.	1.2295e-005
53	12.634	5.8182	0.	2.4188e-005
54	12.634	5.6364	0.	2.5776e-005
55	12.634	5.4545	0.	2.7274e-005
56	12.634	5.2727	0.	2.8799e-005
57	12.634	5.0909	0.	3.0603e-005
58	12.634	4.9091	0.	3.3138e-005
59	12.634	4.7273	0.	3.7086e-005
60	12.634	4.5455	0.	4.4107e-005
61	12.634	4.3636	0.	5.7667e-005
62	12.634	4.1818	0.	8.261e-005
63	12.634	4.	0.	1.2129e-004
64	12.634	3.8182	0.	1.4765e-004
65	12.634	3.6364	0.	1.5575e-004
66	12.634	3.4545	0.	1.5712e-004
67	12.634	3.2727	0.	1.5572e-004
68	12.634	3.0909	0.	1.5465e-004
69	12.634	2.9091	0.	1.5465e-004
70	12.634	2.7273	0.	1.5572e-004
71	12.634	2.5455	0.	1.5712e-004
72	12.634	2.3636	0.	1.5575e-004
73	12.634	2.1818	0.	1.4765e-004
