Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,13,2.1818,0,0.00096762,9669.5,0.00041266,1204.8,0.00026791,117.23,-0.00094053,-8962.5,0.82907
2,13,2.3636,0,0.00076544,7649.1,0.00033073,939,0.00020259,-23.755,-0.00074531,-7145.9,0.82983
3,13,2.5455,0,0.00067571,6752.4,0.00028783,790.15,0.00018274,0.51254,-0.00065878,-6322.4,0.83037
4,13,2.7273,0,0.0006292,6287.7,0.00026621,711.5,0.00017116,-2.6546,-0.00061409,-5902.7,0.83072
5,13,2.9091,0,0.00060936,6089.4,0.00025673,676.22,0.00016654,-1.3982,-0.00059504,-5723.6,0.83089
6,13,3.0909,0,0.00060936,6089.4,0.00025673,676.22,0.00016654,-1.3982,-0.00059504,-5723.6,0.83089
7,13,3.2727,0,0.0006292,6287.7,0.00026621,711.5,0.00017116,-2.6546,-0.00061409,-5902.7,0.83072
8,13,3.4545,0,0.00067571,6752.4,0.00028783,790.15,0.00018274,0.51254,-0.00065878,-6322.4,0.83037
9,13,3.6364,0,0.00076544,7649.1,0.00033073,939,0.00020259,-23.755,-0.00074531,-7145.9,0.82983
10,13,3.8182,0,0.00096762,9669.5,0.00041266,1204.8,0.00026791,117.23,-0.00094053,-8962.5,0.82907
11,13.167,2.1818,0,0.00095309,9524.3,0.00038946,932.18,0.00027053,38.617,-0.00093342,-9007.4,0.84899
12,13.167,2.3636,0,0.00076057,7600.5,0.00032227,853.25,0.00020536,-25.226,-0.00074267,-7148.3,0.84973
13,13.167,2.5455,0,0.00066995,6694.9,0.00028132,733.36,0.00018385,0.99687,-0.00065444,-6297.6,0.85025
14,13.167,2.7273,0,0.00062332,6228.9,0.0002607,667.38,0.00017152,-2.6376,-0.0006093,-5869.4,0.85059
15,13.167,2.9091,0,0.00060336,6029.5,0.00025152,636.56,0.00016664,-1.2596,-0.00059002,-5686.5,0.85076
