Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	6.3497	2.8651	0.	50.284
2	6.1841	3.389	0.	-6.5798
3	7.0067	1.3604	0.	12.68
4	5.0686	2.7074	0.	48.872
5	3.8778	3.4224	0.	-185.83
6	4.4625	0.58829	0.	18.731
7	6.7145	0.51326	0.	14.29
8	4.6439	4.7077	0.	-17.466
9	6.5658	4.7605	0.	-37.469
10	6.3522	5.0585	0.	11.992
11	7.7768	3.7821	0.	-161.03
12	7.8737	2.9824	0.	-152.93
13	4.9344	1.4801	0.	-26.537
14	4.7642	5.4007	0.	5.2574
15	6.6799	5.5131	0.	29.792
16	3.3585	0.85554	0.	20.026
17	3.9438	2.6124	0.	-187.27
18	3.8536	5.2178	0.	1.7287
19	2.7801	4.7211	0.	-166.39
20	1.3215	4.7496	0.	-213.49
21	1.2023	1.2116	0.	-210.35
22	2.3617	1.1213	0.	-161.06
23	7.6986	0.7797	0.	-23.577
24	8.6652	1.0442	0.	-16.741
25	9.8746	1.1699	0.	-18.636
26	11.164	1.1856	0.	-9.8308
27	12.423	1.1836	0.	-1.5088
28	13.637	1.1786	0.	-0.86481
29	14.816	1.1791	0.	-0.58564
30	15.979	1.1822	0.	-0.66657
31	17.129	1.1831	0.	-0.65382
32	18.27	1.1849	0.	-0.67519
33	19.416	1.1864	0.	-0.5984
34	20.558	1.1868	0.	-0.62275
35	21.71	1.195	0.	-0.60335
36	22.854	1.1957	0.	-0.64301
37	1.3705	3.5684	0.	-300.58
38	1.2913	2.3926	0.	-306.74
39	22.847	2.3942	0.	-1.2646
40	22.848	3.6019	0.	-1.2484
41	22.849	4.8073	0.	-0.6587
42	21.704	4.7979	0.	-0.60009
43	20.555	4.7986	0.	-0.62364
44	19.413	4.7858	0.	-0.61619
45	18.27	4.7522	0.	-0.61357
46	17.127	4.7482	0.	-0.63809
47	15.979	4.7366	0.	-0.60267
48	14.812	4.7581	0.	-0.74882
49	13.62	4.7481	0.	-0.47625
50	12.376	4.7236	0.	-8.6156
51	11.056	4.6722	0.	-23.792
52	9.5377	4.5469	0.	-70.799
53	8.4852	5.0023	0.	-29.975
54	7.588	5.319	0.	-85.295
55	9.473	3.3022	0.	-73.958
56	2.7229	3.4997	0.	-328.46
57	2.6608	2.2759	0.	-322.47
58	9.5559	2.2136	0.	-37.614
59	10.998	2.31	0.	-25.481
60	12.322	2.347	0.	-8.5883
61	13.572	2.3549	0.	-2.1467
62	14.781	2.3547	0.	-1.2346
63	15.965	2.362	0.	-1.1509
64	17.126	2.369	0.	-1.21
65	18.269	2.371	0.	-1.2132
66	19.413	2.3759	0.	-1.2129
67	20.555	2.3909	0.	-1.2312
68	21.701	2.3989	0.	-1.1951
69	21.692	3.5973	0.	-1.2107
70	20.549	3.5942	0.	-1.2972
71	19.411	3.5794	0.	-1.1871
72	18.265	3.5561	0.	-1.2519
73	17.123	3.5467	0.	-1.1622
74	15.958	3.5417	0.	-1.3617
75	14.782	3.5352	0.	-1.378
76	13.578	3.5372	0.	-1.982
77	12.315	3.5084	0.	-13.863
78	10.954	3.4276	0.	-31.602
79	7.3471	4.3585	0.	-220.39
80	4.665	1.1152	0.	-57.56
81	4.3626	1.9987	0.	-210.18
82	4.952	5.0432	0.	-10.019
83	4.115	4.1385	0.	-162.23
84	6.4809	0.95365	0.	2.433
85	7.7866	2.0741	0.	-122.17
86	5.109	3.295	0.	74.234
87	3.7968	1.5076	0.	40.753
88	3.7968	1.5076	0.1	-40.753
89	5.109	3.295	0.1	-74.234
90	7.7866	2.0741	0.1	122.17
91	6.4809	0.95365	0.1	-2.433
92	4.115	4.1385	0.1	162.23
93	4.952	5.0432	0.1	10.019
94	4.3626	1.9987	0.1	210.18
95	4.665	1.1152	0.1	57.56
96	7.3471	4.3585	0.1	220.39
97	10.954	3.4276	0.1	31.602
98	12.315	3.5084	0.1	13.863
99	13.578	3.5372	0.1	1.982
100	14.782	3.5352	0.1	1.378
101	15.958	3.5417	0.1	1.3617
102	17.123	3.5467	0.1	1.1622
103	18.265	3.5561	0.1	1.2519
104	19.411	3.5794	0.1	1.1871
