Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,6.1698,2.4995,0,0.00011279,1127.1,4.5058e-05,-14.512,2.1761e-05,-189.56,-0.00011523,-1218.9,0.056813
2,5.0707,3.3258,0,0.00015615,1560.4,7.8335e-05,404.6,4.1666e-05,129.08,-0.00014523,-1275.2,0.037669
3,6.0344,1.8138,0,0.00010072,1006.5,3.9503e-05,-30.704,1.9078e-05,-184.17,-0.00010349,-1105.1,0.05389
4,4.2404,2.8426,0,0.00021636,2162.1,9.8975e-05,388.46,5.8998e-05,88.086,-0.00020668,-1908.1,0.025647
5,6.2785,3.4022,0,0.00010958,1095,4.2516e-05,-6.6702,2.4256e-05,-143.87,-0.00011149,-1163.8,0.059017
6,3.1955,0.74378,0,0.00010319,1031.2,4.1553e-05,97.938,3.0118e-05,12.022,-0.00010105,-973.54,0.012921
7,3.4845,1.899,0,0.00012834,1282.5,4.6222e-05,8.2895,3.6438e-05,-65.224,-0.00012915,-1309.4,0.016668
8,5.3714,0.60057,0,7.616e-05,761.08,3.4767e-05,130.19,2.0263e-05,21.216,-7.2996e-05,-679.5,0.040249
9,3.3353,5.3214,0,0.00010237,1023,4.2675e-05,125.97,2.9999e-05,30.726,-9.937e-05,-941.3,0.013923
10,3.7364,4.4017,0,0.00014474,1446.4,7.2282e-05,293.98,3.105e-05,-15.821,-0.00013749,-1282.2,0.018753
11,3.9125,4.0047,0,0.00018069,1805.6,6.4317e-05,-107.7,4.1318e-05,-280.5,-0.00018667,-1993.5,0.021052
12,5.6879,4.6961,0,0.00010014,1000.8,4.5144e-05,129.82,2.3638e-05,-31.761,-9.7492e-05,-941.89,0.047319
13,5.2708,5.0551,0,7.0149e-05,701.01,3.0833e-05,90.68,1.8037e-05,-5.4649,-6.8203e-05,-653.44,0.039372
14,2.7731,4.316,0,0.00013683,1367.3,5.5713e-05,78.452,3.3856e-05,-85.771,-0.00013621,-1363.6,0.010525
15,2.2404,2.1117,0,0.0001282,1281.2,5.6567e-05,-11.578,1.458e-05,-327.05,-0.00013102,-1421,0.0070327
16,3.6752,2.9895,0,0.00018395,1838.3,6.8514e-05,9.3779,4.7955e-05,-145.09,-0.00018577,-1901.2,0.019077
17,1.8812,3.5368,0,0.00013034,1302.5,5.4603e-05,-73.479,1.4382e-05,-375.69,-0.00013532,-1500.5,0.0050323
18,2.1125,1.013,0,0.0001269,1268.2,4.694e-05,-28.533,3.0321e-05,-153.4,-0.00012954,-1354.5,0.0058084
19,5.4447,5.4603,0,6.9367e-05,693.2,3.1887e-05,112.33,1.7414e-05,3.584,-6.6752e-05,-628.81,0.04199
20,2.1224,4.8495,0,0.00012205,1219.7,4.7829e-05,-23.06,2.4593e-05,-197.65,-0.00012486,-1320.6,0.005959
21,1.0614,4.808,0,0.00014263,1425.3,7.9263e-05,268.52,1.1006e-05,-244.35,-0.00013511,-1342.2,0.001489
22,1.0417,3.5727,0,0.00015581,1557.1,9.1371e-05,324.12,4.1498e-06,-331.22,-0.00014522,-1453.5,0.0015437
23,1.0657,1.1553,0,0.00014268,1425.8,7.8808e-05,269.89,1.2271e-05,-230.04,-0.00013527,-1338.6,0.0014892
24,6.3245,0.79041,0,7.7584e-05,775.31,2.6909e-05,-18.405,2.165e-05,-57.915,-7.8807e-05,-812.71,0.058489
25,7.3315,1.2302,0,7.7852e-05,777.98,2.6495e-05,-17.347,2.2714e-05,-45.76,-7.8886e-05,-809.14,0.079436
26,8.8399,1.1978,0,6.736e-05,673.13,2.4343e-05,9.9224,1.9503e-05,-26.442,-6.7567e-05,-680.66,0.113
27,10.12,1.2027,0,5.621e-05,561.72,1.8485e-05,-5.3335,1.817e-05,-7.7041,-5.6432e-05,-568.23,0.14394
28,11.331,1.1844,0,4.7399e-05,473.66,1.5725e-05,0.81861,1.5576e-05,-0.29429,-4.739e-05,-473.4,0.17488
29,12.509,1.188,0,3.9232e-05,392.05,1.3236e-05,2.9359,1.2725e-05,-0.90024,-3.9196e-05,-391.02,0.20635
30,13.67,1.1815,0,3.1896e-05,318.74,1.1013e-05,5.3873,1.0192e-05,-0.77776,-3.1813e-05,-316.39,0.23842
31,14.83,1.1803,0,2.5375e-05,253.58,8.9691e-06,6.7871,7.983e-06,-0.62206,-2.5262e-05,-250.41,0.27128
32,15.971,1.1805,0,1.9645e-05,196.32,7.1595e-06,7.7294,6.0361e-06,-0.71129,-1.9512e-05,-192.67,0.30429
33,17.12,1.1821,0,1.4677e-05,146.67,5.5481e-06,8.1782,4.3854e-06,-0.55722,-1.4528e-05,-142.67,0.33802
34,18.261,1.185,0,1.0469e-05,104.61,4.185e-06,8.4758,2.971e-06,-0.64621,-1.0306e-05,-100.4,0.37191
35,19.407,1.1859,0,7.0197e-06,70.148,3.0467e-06,8.569,1.8281e-06,-0.58749,-6.8389e-06,-65.708,0.40618
36,20.55,1.1848,0,4.3278e-06,43.248,2.1399e-06,8.4347,9.3509e-07,-0.61754,-4.1231e-06,-38.623,0.44056
37,21.7,1.1965,0,2.3956e-06,23.94,1.4678e-06,8.237,2.893e-07,-0.61743,-2.1398e-06,-18.869,0.47526
38,22.852,1.1958,0,1.2486e-06,12.477,1.0068e-06,7.6333,-9.4035e-08,-0.63777,-9.0332e-07,-6.7184,0.51004
39,1.0634,2.3427,0,0.00015185,1517.5,8.7639e-05,278.71,3.134e-06,-356.22,-0.00014285,-1453.1,0.0015978
40,22.845,2.3944,0,1.5817e-06,15.806,1.3474e-06,10.639,-2.3775e-07,-1.2712,-1.0391e-06,-7.2919,0.51
41,22.845,3.6016,0,1.5827e-06,15.816,1.3483e-06,10.65,-2.3704e-07,-1.2614,-1.04e-06,-7.2944,0.51011
42,22.847,4.807,0,1.2489e-06,12.48,1.0053e-06,7.5995,-9.3572e-08,-0.65713,-9.0545e-07,-6.7572,0.51026
43,21.699,4.7975,0,2.4029e-06,24.012,1.4712e-06,8.2534,2.9158e-07,-0.60973,-2.1468e-06,-18.931,0.47559
44,20.548,4.7999,0,4.3327e-06,43.297,2.1419e-06,8.4332,9.3578e-07,-0.62938,-4.1282e-06,-38.678,0.44089
45,19.403,4.7825,0,7.0342e-06,70.294,3.0495e-06,8.5217,1.8322e-06,-0.62451,-6.8551e-06,-65.897,0.40645
46,18.258,4.7478,0,1.0487e-05,104.79,4.1878e-06,8.4824,2.9833e-06,-0.56776,-1.0323e-05,-100.54,0.3722
47,17.113,4.7206,0,1.47e-05,146.9,5.5585e-06,8.2227,4.3917e-06,-0.5435,-1.455e-05,-142.86,0.33823
48,15.972,4.7065,0,1.9658e-05,196.45,7.153e-06,7.7195,6.0584e-06,-0.50458,-1.9523e-05,-192.71,0.30473
49,14.827,4.7033,0,2.536e-05,253.43,8.9732e-06,6.897,7.9727e-06,-0.6209,-2.5245e-05,-250.21,0.2716
50,13.68,4.7344,0,3.1845e-05,318.23,1.0981e-05,5.2761,1.019e-05,-0.66711,-3.1762e-05,-315.88,0.2391
51,12.517,4.7639,0,3.9135e-05,391.08,1.3207e-05,2.9989,1.2695e-05,-0.84987,-3.9097e-05,-389.99,0.20697
52,11.341,4.761,0,4.7258e-05,472.26,1.5637e-05,-0.10096,1.5516e-05,-1.0111,-4.7277e-05,-472.81,0.17555
53,10.132,4.758,0,5.6269e-05,562.3,1.8727e-05,-3.6657,1.7965e-05,-9.3923,-5.6489e-05,-568.81,0.14463
54,8.8632,4.7558,0,6.694e-05,668.94,2.3776e-05,7.3526,1.9876e-05,-21.957,-6.714e-05,-675.76,0.11395
55,7.4138,4.7237,0,7.6006e-05,759.53,2.6589e-05,-11.374,2.1434e-05,-50.107,-7.6977e-05,-789.53,0.081584
56,6.5072,5.2565,0,8.0585e-05,805.29,2.8571e-05,15.061,2.4596e-05,-14.805,-8.0539e-05,-804.75,0.062503
57,7.5512,3.522,0,7.6939e-05,768.86,2.642e-05,-31.969,2.0648e-05,-75.338,-7.8673e-05,-821.6,0.084955
58,7.5315,2.4012,0,7.6493e-05,764.41,2.7271e-05,-22.65,1.9606e-05,-80.243,-7.8081e-05,-814.22,0.084392
59,8.7861,2.3509,0,6.6834e-05,667.88,2.3565e-05,4.4989,1.9881e-05,-23.18,-6.7109e-05,-676.79,0.11242
60,10.067,2.3891,0,5.6307e-05,562.68,1.907e-05,-2.92,1.7482e-05,-14.852,-5.66e-05,-571.47,0.14324
61,11.295,2.3645,0,4.7342e-05,473.09,1.5762e-05,-0.24093,1.5365e-05,-3.226,-4.74e-05,-474.82,0.17452
62,12.496,2.3668,0,3.9127e-05,391,1.3159e-05,2.173,1.2693e-05,-1.328,-3.9111e-05,-390.56,0.20649
