Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	23.2	2.1818	0.	13.01
2	23.2	2.3636	0.	-1.3181
3	23.2	2.5455	0.	-0.38067
4	23.2	2.7273	0.	-0.29877
5	23.2	2.9091	0.	-0.23891
6	23.2	3.0909	0.	-0.23891
7	23.2	3.2727	0.	-0.29877
8	23.2	3.4545	0.	-0.38067
9	23.2	3.6364	0.	-1.3181
10	23.2	3.8182	0.	13.01
11	23.525	2.	0.	-34.937
12	23.683	2.	0.	-0.24387
13	23.842	2.	0.	-2.405
14	23.842	4.	0.	-2.405
15	23.683	4.	0.	-0.24387
16	23.525	4.	0.	-34.937
17	23.016	5.8182	0.	-2.6143e-002
18	23.016	5.6364	0.	1.6882e-002
19	23.016	5.4545	0.	3.4123e-004
20	23.016	5.2727	0.	-1.9245e-002
21	23.016	5.0909	0.	-9.256e-003
22	23.016	4.9091	0.	-0.10784
23	23.016	4.7273	0.	0.23215
24	23.016	4.5455	0.	-1.0219
25	23.016	4.3636	0.	3.2972
26	23.016	4.1818	0.	-2.6353
27	23.016	4.	0.	-26.848
28	23.016	3.8182	0.	1.3908
29	23.016	3.6364	0.	-2.4684
30	23.016	3.4545	0.	-8.1596e-002
31	23.016	3.2727	0.	-0.31741
32	23.016	3.0909	0.	-0.14072
33	23.016	2.9091	0.	-0.14072
34	23.016	2.7273	0.	-0.31741
35	23.016	2.5455	0.	-8.1598e-002
36	23.016	2.3636	0.	-2.4684
37	23.016	2.1818	0.	1.3908
38	23.016	2.	0.	-26.848
39	23.016	1.8182	0.	-2.6353
40	23.016	1.6364	0.	3.2972
41	23.016	1.4545	0.	-1.0219
42	23.016	1.2727	0.	0.23215
43	23.016	1.0909	0.	-0.10784
44	23.016	0.90909	0.	-9.2552e-003
45	23.016	0.72727	0.	-1.9244e-002
46	23.016	0.54545	0.	3.4361e-004
47	23.016	0.36364	0.	1.6881e-002
48	23.016	0.18182	0.	-2.6142e-002
49	22.832	5.8182	0.	0.39602
50	22.832	5.6364	0.	0.32007
51	22.832	5.4545	0.	0.33849
52	22.832	5.2727	0.	0.3412
53	22.832	5.0909	0.	0.35167
54	22.832	4.9091	0.	0.38479
55	22.832	4.7273	0.	0.39348
56	22.832	4.5455	0.	0.45855
57	22.832	4.3636	0.	1.1288
58	22.832	4.1818	0.	2.231
59	22.832	4.	0.	1.4212
60	22.832	3.8182	0.	1.5408
61	22.832	3.6364	0.	-0.47957
62	22.832	3.4545	0.	-0.20185
63	22.832	3.2727	0.	-0.15976
64	22.832	3.0909	0.	-7.9195e-002
65	22.832	2.9091	0.	-7.9193e-002
66	22.832	2.7273	0.	-0.15976
67	22.832	2.5455	0.	-0.20186
68	22.832	2.3636	0.	-0.47957
69	22.832	2.1818	0.	1.5408
70	22.832	2.	0.	1.4212
71	22.832	1.8182	0.	2.231
72	22.832	1.6364	0.	1.1288
73	22.832	1.4545	0.	0.45855
74	22.832	1.2727	0.	0.39348
75	22.832	1.0909	0.	0.38479
76	22.832	0.90909	0.	0.35167
77	22.832	0.72727	0.	0.3412
78	22.832	0.54545	0.	0.33849
79	22.832	0.36364	0.	0.32007
80	22.832	0.18182	0.	0.39601
81	22.648	5.8182	0.	8.6601e-002
82	22.648	5.6364	0.	7.6654e-002
83	22.648	5.4545	0.	0.12335
84	22.648	5.2727	0.	0.11078
85	22.648	5.0909	0.	0.11007
86	22.648	4.9091	0.	9.4187e-002
87	22.648	4.7273	0.	0.10937
88	22.648	4.5455	0.	0.20211
89	22.648	4.3636	0.	-0.36247
90	22.648	4.1818	0.	0.14288
91	22.648	4.	0.	7.7528e-002
92	22.648	3.8182	0.	-0.53031
93	22.648	3.6364	0.	-2.3963e-002
94	22.648	3.4545	0.	-0.11352
95	22.648	3.2727	0.	-9.0336e-002
96	22.648	3.0909	0.	-6.9684e-002
97	22.648	2.9091	0.	-6.9685e-002
98	22.648	2.7273	0.	-9.0337e-002
99	22.648	2.5455	0.	-0.11352
100	22.648	2.3636	0.	-2.3963e-002
101	22.648	2.1818	0.	-0.53031
102	22.648	2.	0.	7.7528e-002
103	22.648	1.8182	0.	0.14288
104	22.648	1.6364	0.	-0.36247
105	22.648	1.4545	0.	0.20212
106	22.648	1.2727	0.	0.10937
107	22.648	1.0909	0.	9.4188e-002
108	22.648	0.90909	0.	0.11007
109	22.648	0.72727	0.	0.11079
110	22.648	0.54545	0.	0.12335
111	22.648	0.36364	0.	7.6651e-002
112	22.648	0.18182	0.	8.6601e-002
113	22.463	5.8182	0.	-1.1148e-002
114	22.463	5.6364	0.	2.5017e-002
115	22.463	5.4545	0.	9.5183e-002
116	22.463	5.2727	0.	8.9694e-002
117	22.463	5.0909	0.	9.2131e-002
118	22.463	4.9091	0.	9.5598e-002
119	22.463	4.7273	0.	9.6088e-002
120	22.463	4.5455	0.	9.9389e-002
121	22.463	4.3636	0.	0.30132
122	22.463	4.1818	0.	0.17824
123	22.463	4.	0.	0.14934
124	22.463	3.8182	0.	0.24545
