Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	23.2	2.1818	0.	9.5531e-005
2	23.2	2.3636	0.	5.5715e-005
3	23.2	2.5455	0.	4.3839e-005
4	23.2	2.7273	0.	3.8239e-005
5	23.2	2.9091	0.	3.5953e-005
6	23.2	3.0909	0.	3.5953e-005
7	23.2	3.2727	0.	3.8239e-005
8	23.2	3.4545	0.	4.3839e-005
9	23.2	3.6364	0.	5.5715e-005
10	23.2	3.8182	0.	9.5531e-005
11	23.525	2.	0.	7.9398e-005
12	23.683	2.	0.	6.1703e-005
13	23.842	2.	0.	5.431e-005
14	23.842	4.	0.	5.431e-005
15	23.683	4.	0.	6.1703e-005
16	23.525	4.	0.	7.9398e-005
17	23.016	5.8182	0.	6.029e-006
18	23.016	5.6364	0.	9.4871e-006
19	23.016	5.4545	0.	1.3982e-005
20	23.016	5.2727	0.	1.918e-005
21	23.016	5.0909	0.	2.5098e-005
22	23.016	4.9091	0.	3.1915e-005
23	23.016	4.7273	0.	3.9984e-005
24	23.016	4.5455	0.	5.0122e-005
25	23.016	4.3636	0.	6.3609e-005
26	23.016	4.1818	0.	8.475e-005
27	23.016	4.	0.	9.221e-005
28	23.016	3.8182	0.	7.2459e-005
29	23.016	3.6364	0.	5.448e-005
30	23.016	3.4545	0.	4.6086e-005
31	23.016	3.2727	0.	4.1975e-005
32	23.016	3.0909	0.	4.0217e-005
33	23.016	2.9091	0.	4.0217e-005
34	23.016	2.7273	0.	4.1975e-005
35	23.016	2.5455	0.	4.6086e-005
36	23.016	2.3636	0.	5.448e-005
37	23.016	2.1818	0.	7.2459e-005
38	23.016	2.	0.	9.221e-005
39	23.016	1.8182	0.	8.475e-005
40	23.016	1.6364	0.	6.3609e-005
41	23.016	1.4545	0.	5.0122e-005
42	23.016	1.2727	0.	3.9984e-005
43	23.016	1.0909	0.	3.1915e-005
44	23.016	0.90909	0.	2.5098e-005
45	23.016	0.72727	0.	1.918e-005
46	23.016	0.54545	0.	1.3982e-005
47	23.016	0.36364	0.	9.4871e-006
48	23.016	0.18182	0.	6.029e-006
49	22.832	5.8182	0.	1.0439e-005
50	22.832	5.6364	0.	1.2889e-005
51	22.832	5.4545	0.	1.6446e-005
52	22.832	5.2727	0.	2.0906e-005
53	22.832	5.0909	0.	2.6182e-005
54	22.832	4.9091	0.	3.2321e-005
55	22.832	4.7273	0.	3.9524e-005
56	22.832	4.5455	0.	4.7917e-005
57	22.832	4.3636	0.	5.7964e-005
58	22.832	4.1818	0.	6.6349e-005
59	22.832	4.	0.	6.7705e-005
60	22.832	3.8182	0.	6.1245e-005
61	22.832	3.6364	0.	5.3104e-005
62	22.832	3.4545	0.	4.756e-005
63	22.832	3.2727	0.	4.4608e-005
64	22.832	3.0909	0.	4.3307e-005
65	22.832	2.9091	0.	4.3307e-005
66	22.832	2.7273	0.	4.4608e-005
67	22.832	2.5455	0.	4.756e-005
68	22.832	2.3636	0.	5.3104e-005
69	22.832	2.1818	0.	6.1245e-005
70	22.832	2.	0.	6.7705e-005
71	22.832	1.8182	0.	6.6349e-005
72	22.832	1.6364	0.	5.7964e-005
73	22.832	1.4545	0.	4.7917e-005
74	22.832	1.2727	0.	3.9524e-005
75	22.832	1.0909	0.	3.2321e-005
76	22.832	0.90909	0.	2.6182e-005
77	22.832	0.72727	0.	2.0906e-005
78	22.832	0.54545	0.	1.6446e-005
79	22.832	0.36364	0.	1.2889e-005
80	22.832	0.18182	0.	1.0439e-005
81	22.648	5.8182	0.	1.5543e-005
82	22.648	5.6364	0.	1.7732e-005
83	22.648	5.4545	0.	2.0773e-005
84	22.648	5.2727	0.	2.466e-005
85	22.648	5.0909	0.	2.9333e-005
86	22.648	4.9091	0.	3.4758e-005
87	22.648	4.7273	0.	4.0892e-005
88	22.648	4.5455	0.	4.7591e-005
89	22.648	4.3636	0.	5.409e-005
90	22.648	4.1818	0.	5.8722e-005
91	22.648	4.	0.	5.9514e-005
92	22.648	3.8182	0.	5.6584e-005
93	22.648	3.6364	0.	5.2426e-005
94	22.648	3.4545	0.	4.8992e-005
95	22.648	3.2727	0.	4.6852e-005
96	22.648	3.0909	0.	4.5873e-005
97	22.648	2.9091	0.	4.5873e-005
98	22.648	2.7273	0.	4.6852e-005
99	22.648	2.5455	0.	4.8992e-005
100	22.648	2.3636	0.	5.2426e-005
101	22.648	2.1818	0.	5.6584e-005
102	22.648	2.	0.	5.9514e-005
103	22.648	1.8182	0.	5.8722e-005
104	22.648	1.6364	0.	5.409e-005
105	22.648	1.4545	0.	4.7591e-005
106	22.648	1.2727	0.	4.0892e-005
107	22.648	1.0909	0.	3.4758e-005
108	22.648	0.90909	0.	2.9333e-005
109	22.648	0.72727	0.	2.466e-005
110	22.648	0.54545	0.	2.0773e-005
111	22.648	0.36364	0.	1.7732e-005
112	22.648	0.18182	0.	1.5543e-005
113	22.463	5.8182	0.	2.0866e-005
114	22.463	5.6364	0.	2.2926e-005
115	22.463	5.4545	0.	2.5636e-005
116	22.463	5.2727	0.	2.9039e-005
117	22.463	5.0909	0.	3.3096e-005
118	22.463	4.9091	0.	3.7723e-005
119	22.463	4.7273	0.	4.2762e-005
120	22.463	4.5455	0.	4.7882e-005
121	22.463	4.3636	0.	5.244e-005
122	22.463	4.1818	0.	5.5447e-005
123	22.463	4.	0.	5.6232e-005
124	22.463	3.8182	0.	5.4978e-005
125	22.463	3.6364	0.	5.2708e-005
126	22.463	3.4545	0.	5.0551e-005
127	22.463	3.2727	0.	4.9055e-005
128	22.463	3.0909	0.	4.832e-005
129	22.463	2.9091	0.	4.832e-005
130	22.463	2.7273	0.	4.9055e-005
131	22.463	2.5455	0.	5.0551e-005
132	22.463	2.3636	0.	5.2708e-005
133	22.463	2.1818	0.	5.4978e-005
134	22.463	2.	0.	5.6232e-005
135	22.463	1.8182	0.	5.5447e-005
136	22.463	1.6364	0.	5.244e-005
137	22.463	1.4545	0.	4.7882e-005
138	22.463	1.2727	0.	4.2762e-005
139	22.463	1.0909	0.	3.7723e-005
140	22.463	0.90909	0.	3.3096e-005
141	22.463	0.72727	0.	2.9039e-005
142	22.463	0.54545	0.	2.5636e-005
143	22.463	0.36364	0.	2.2926e-005
144	22.463	0.18182	0.	2.0866e-005
145	22.279	5.8182	0.	2.625e-005
146	22.279	5.6364	0.	2.8187e-005
147	22.279	5.4545	0.	3.0637e-005
148	22.279	5.2727	0.	3.3621e-005
149	22.279	5.0909	0.	3.7101e-005
150	22.279	4.9091	0.	4.0971e-005
151	22.279	4.7273	0.	4.5036e-005
152	22.279	4.5455	0.	4.8973e-005
153	22.279	4.3636	0.	5.2307e-005
154	22.279	4.1818	0.	5.453e-005
155	22.279	4.	0.	5.5335e-005
156	22.279	3.8182	0.	5.4866e-005
157	22.279	3.6364	0.	5.3666e-005
158	22.279	3.4545	0.	5.2348e-005
159	22.279	3.2727	0.	5.1334e-005
160	22.279	3.0909	0.	5.0804e-005
161	22.279	2.9091	0.	5.0804e-005
162	22.279	2.7273	0.	5.1334e-005
163	22.279	2.5455	0.	5.2348e-005
164	22.279	2.3636	0.	5.3666e-005
165	22.279	2.1818	0.	5.4866e-005
166	22.279	2.	0.	5.5335e-005
167	22.279	1.8182	0.	5.453e-005
168	22.279	1.6364	0.	5.2307e-005
169	22.279	1.4545	0.	4.8973e-005
170	22.279	1.2727	0.	4.5036e-005
171	22.279	1.0909	0.	4.0971e-005
172	22.279	0.90909	0.	3.7101e-005
173	22.279	0.72727	0.	3.3621e-005
174	22.279	0.54545	0.	3.0637e-005
175	22.279	0.36364	0.	2.8187e-005
176	22.279	0.18182	0.	2.625e-005
177	22.095	5.8182	0.	3.1606e-005
178	22.095	5.6364	0.	3.3395e-005
179	22.095	5.4545	0.	3.5604e-005
180	22.095	5.2727	0.	3.8215e-005
181	22.095	5.0909	0.	4.118e-005
182	22.095	4.9091	0.	4.4388e-005
183	22.095	4.7273	0.	4.7657e-005
184	22.095	4.5455	0.	5.0725e-005
185	22.095	4.3636	0.	5.3278e-005
186	22.095	4.1818	0.	5.5021e-005
187	22.095	4.	0.	5.5817e-005
188	22.095	3.8182	0.	5.5764e-005
189	22.095	3.6364	0.	5.5164e-005
190	22.095	3.4545	0.	5.4389e-005
191	22.095	3.2727	0.	5.3736e-005
192	22.095	3.0909	0.	5.3375e-005
193	22.095	2.9091	0.	5.3375e-005
194	22.095	2.7273	0.	5.3736e-005
195	22.095	2.5455	0.	5.4389e-005
196	22.095	2.3636	0.	5.5164e-005
197	22.095	2.1818	0.	5.5764e-005
198	22.095	2.	0.	5.5817e-005
199	22.095	1.8182	0.	5.5021e-005
200	22.095	1.6364	0.	5.3278e-005
201	22.095	1.4545	0.	5.0725e-005
202	22.095	1.2727	0.	4.7657e-005
203	22.095	1.0909	0.	4.4388e-005
204	22.095	0.90909	0.	4.118e-005
205	22.095	0.72727	0.	3.8215e-005
206	22.095	0.54545	0.	3.5604e-005
207	22.095	0.36364	0.	3.3395e-005
208	22.095	0.18182	0.	3.1606e-005
209	21.911	5.8182	0.	3.6876e-005
210	21.911	5.6364	0.	3.8492e-005
211	21.911	5.4545	0.	4.0469e-005
212	21.911	5.2727	0.	4.2743e-005
213	21.911	5.0909	0.	4.5258e-005
214	21.911	4.9091	0.	4.7913e-005
215	21.911	4.7273	0.	5.0553e-005
216	21.911	4.5455	0.	5.2985e-005
217	21.911	4.3636	0.	5.4997e-005
218	21.911	4.1818	0.	5.6418e-005
219	21.911	4.	0.	5.7177e-005
220	21.911	3.8182	0.	5.7343e-005
221	21.911	3.6364	0.	5.7098e-005
222	21.911	3.4545	0.	5.6675e-005
223	21.911	3.2727	0.	5.6279e-005
224	21.911	3.0909	0.	5.6048e-005
225	21.911	2.9091	0.	5.6048e-005
226	21.911	2.7273	0.	5.6279e-005
227	21.911	2.5455	0.	5.6675e-005
228	21.911	2.3636	0.	5.7098e-005
229	21.911	2.1818	0.	5.7343e-005
230	21.911	2.	0.	5.7177e-005
231	21.911	1.8182	0.	5.6418e-005
232	21.911	1.6364	0.	5.4997e-005
233	21.911	1.4545	0.	5.2985e-005
234	21.911	1.2727	0.	5.0553e-005
235	21.911	1.0909	0.	4.7913e-005
236	21.911	0.90909	0.	4.5258e-005
237	21.911	0.72727	0.	4.2743e-005
238	21.911	0.54545	0.	4.0469e-005
239	21.911	0.36364	0.	3.8492e-005
240	21.911	0.18182	0.	3.6876e-005
241	21.727	5.8182	0.	4.2029e-005
242	21.727	5.6364	0.	4.3459e-005
243	21.727	5.4545	0.	4.5211e-005
244	21.727	5.2727	0.	4.7182e-005
245	21.727	5.0909	0.	4.9313e-005
246	21.727	4.9091	0.	5.1514e-005
247	21.727	4.7273	0.	5.3664e-005
248	21.727	4.5455	0.	5.5621e-005
249	21.727	4.3636	0.	5.7245e-005
250	21.727	4.1818	0.	5.843e-005
251	21.727	4.	0.	5.9138e-005
252	21.727	3.8182	0.	5.9417e-005
253	21.727	3.6364	0.	5.9383e-005
254	21.727	3.4545	0.	5.9187e-005
255	21.727	3.2727	0.	5.8969e-005
256	21.727	3.0909	0.	5.8834e-005
257	21.727	2.9091	0.	5.8834e-005
258	21.727	2.7273	0.	5.8969e-005
259	21.727	2.5455	0.	5.9187e-005
260	21.727	2.3636	0.	5.9383e-005
261	21.727	2.1818	0.	5.9417e-005
262	21.727	2.	0.	5.9138e-005
263	21.727	1.8182	0.	5.843e-005
264	21.727	1.6364	0.	5.7245e-005
265	21.727	1.4545	0.	5.5621e-005
266	21.727	1.2727	0.	5.3664e-005
267	21.727	1.0909	0.	5.1514e-005
268	21.727	0.90909	0.	4.9313e-005
269	21.727	0.72727	0.	4.7182e-005
270	21.727	0.54545	0.	4.5211e-005
271	21.727	0.36364	0.	4.3459e-005
272	21.727	0.18182	0.	4.2029e-005
273	21.543	5.8182	0.	4.7054e-005
274	21.543	5.6364	0.	4.8295e-005
275	21.543	5.4545	0.	4.9835e-005
276	21.543	5.2727	0.	5.1536e-005
277	21.543	5.0909	0.	5.3341e-005
278	21.543	4.9091	0.	5.5175e-005
279	21.543	4.7273	0.	5.6942e-005
280	21.543	4.5455	0.	5.854e-005
281	21.543	4.3636	0.	5.9874e-005
282	21.543	4.1818	0.	6.0878e-005
283	21.543	4.	0.	6.153e-005
284	21.543	3.8182	0.	6.1862e-005
285	21.543	3.6364	0.	6.1953e-005
286	21.543	3.4545	0.	6.19e-005
287	21.543	3.2727	0.	6.1802e-005
288	21.543	3.0909	0.	6.1733e-005
289	21.543	2.9091	0.	6.1733e-005
290	21.543	2.7273	0.	6.1802e-005
291	21.543	2.5455	0.	6.19e-005
292	21.543	2.3636	0.	6.1953e-005
293	21.543	2.1818	0.	6.1862e-005
294	21.543	2.	0.	6.153e-005
295	21.543	1.8182	0.	6.0878e-005
296	21.543	1.6364	0.	5.9874e-005
297	21.543	1.4545	0.	5.854e-005
298	21.543	1.2727	0.	5.6942e-005
299	21.543	1.0909	0.	5.5175e-005
300	21.543	0.90909	0.	5.3341e-005
301	21.543	0.72727	0.	5.1536e-005
302	21.543	0.54545	0.	4.9835e-005
303	21.543	0.36364	0.	4.8295e-005
304	21.543	0.18182	0.	4.7054e-005
305	21.359	5.8182	0.	5.1953e-005
306	21.359	5.6364	0.	5.3009e-005
307	21.359	5.4545	0.	5.4354e-005
308	21.359	5.2727	0.	5.5819e-005
309	21.359	5.0909	0.	5.735e-005
310	21.359	4.9091	0.	5.8885e-005
311	21.359	4.7273	0.	6.0351e-005
312	21.359	4.5455	0.	6.1673e-005
313	21.359	4.3636	0.	6.2786e-005
314	21.359	4.1818	0.	6.3646e-005
315	21.359	4.	0.	6.424e-005
316	21.359	3.8182	0.	6.4592e-005
317	21.359	3.6364	0.	6.4753e-005
318	21.359	3.4545	0.	6.479e-005
319	21.359	3.2727	0.	6.477e-005
320	21.359	3.0909	0.	6.4746e-005
321	21.359	2.9091	0.	6.4746e-005
322	21.359	2.7273	0.	6.477e-005
323	21.359	2.5455	0.	6.479e-005
324	21.359	2.3636	0.	6.4753e-005
325	21.359	2.1818	0.	6.4592e-005
326	21.359	2.	0.	6.424e-005
327	21.359	1.8182	0.	6.3646e-005
328	21.359	1.6364	0.	6.2786e-005
329	21.359	1.4545	0.	6.1673e-005
330	21.359	1.2727	0.	6.0351e-005
331	21.359	1.0909	0.	5.8885e-005
332	21.359	0.90909	0.	5.735e-005
333	21.359	0.72727	0.	5.5819e-005
334	21.359	0.54545	0.	5.4354e-005
335	21.359	0.36364	0.	5.3009e-005
336	21.359	0.18182	0.	5.1953e-005
337	21.175	5.8182	0.	5.6737e-005
338	21.175	5.6364	0.	5.7619e-005
339	21.175	5.4545	0.	5.8786e-005
340	21.175	5.2727	0.	6.0046e-005
341	21.175	5.0909	0.	6.1348e-005
342	21.175	4.9091	0.	6.264e-005
343	21.175	4.7273	0.	6.3866e-005
344	21.175	4.5455	0.	6.4972e-005
345	21.175	4.3636	0.	6.5912e-005
346	21.175	4.1818	0.	6.6655e-005
347	21.175	4.	0.	6.7194e-005
348	21.175	3.8182	0.	6.7546e-005
349	21.175	3.6364	0.	6.7744e-005
350	21.175	3.4545	0.	6.7835e-005
351	21.175	3.2727	0.	6.7864e-005
352	21.175	3.0909	0.	6.7868e-005
353	21.175	2.9091	0.	6.7868e-005
354	21.175	2.7273	0.	6.7864e-005
355	21.175	2.5455	0.	6.7835e-005
356	21.175	2.3636	0.	6.7744e-005
357	21.175	2.1818	0.	6.7546e-005
358	21.175	2.	0.	6.7194e-005
359	21.175	1.8182	0.	6.6655e-005
360	21.175	1.6364	0.	6.5912e-005
361	21.175	1.4545	0.	6.4972e-005
362	21.175	1.2727	0.	6.3866e-005
363	21.175	1.0909	0.	6.264e-005
364	21.175	0.90909	0.	6.1348e-005
365	21.175	0.72727	0.	6.0046e-005
366	21.175	0.54545	0.	5.8786e-005
367	21.175	0.36364	0.	5.7619e-005
368	21.175	0.18182	0.	5.6737e-005
369	20.99	5.8182	0.	6.1419e-005
370	20.99	5.6364	0.	6.2141e-005
371	20.99	5.4545	0.	6.315e-005
372	20.99	5.2727	0.	6.4232e-005
373	20.99	5.0909	0.	6.5341e-005
374	20.99	4.9091	0.	6.6435e-005
375	20.99	4.7273	0.	6.7469e-005
376	20.99	4.5455	0.	6.8403e-005
377	20.99	4.3636	0.	6.9204e-005
378	20.99	4.1818	0.	6.9851e-005
379	20.99	4.	0.	7.0339e-005
380	20.99	3.8182	0.	7.0678e-005
381	20.99	3.6364	0.	7.0892e-005
382	20.99	3.4545	0.	7.1013e-005
383	20.99	3.2727	0.	7.1072e-005
384	20.99	3.0909	0.	7.1094e-005
385	20.99	2.9091	0.	7.1094e-005
386	20.99	2.7273	0.	7.1072e-005
387	20.99	2.5455	0.	7.1013e-005
388	20.99	2.3636	0.	7.0892e-005
389	20.99	2.1818	0.	7.0678e-005
390	20.99	2.	0.	7.0339e-005
391	20.99	1.8182	0.	6.9851e-005
392	20.99	1.6364	0.	6.9204e-005
393	20.99	1.4545	0.	6.8403e-005
394	20.99	1.2727	0.	6.7469e-005
395	20.99	1.0909	0.	6.6435e-005
396	20.99	0.90909	0.	6.5341e-005
397	20.99	0.72727	0.	6.4232e-005
398	20.99	0.54545	0.	6.315e-005
399	20.99	0.36364	0.	6.2141e-005
400	20.99	0.18182	0.	6.1419e-005
401	20.806	5.8182	0.	6.6013e-005
402	20.806	5.6364	0.	6.6591e-005
403	20.806	5.4545	0.	6.746e-005
404	20.806	5.2727	0.	6.8389e-005
405	20.806	5.0909	0.	6.9337e-005
406	20.806	4.9091	0.	7.0267e-005
407	20.806	4.7273	0.	7.1145e-005
408	20.806	4.5455	0.	7.1941e-005
409	20.806	4.3636	0.	7.2629e-005
410	20.806	4.1818	0.	7.3195e-005
411	20.806	4.	0.	7.3635e-005
412	20.806	3.8182	0.	7.3955e-005
413	20.806	3.6364	0.	7.4173e-005
414	20.806	3.4545	0.	7.4308e-005
415	20.806	3.2727	0.	7.4384e-005
416	20.806	3.0909	0.	7.4417e-005
417	20.806	2.9091	0.	7.4417e-005
418	20.806	2.7273	0.	7.4384e-005
419	20.806	2.5455	0.	7.4308e-005
420	20.806	2.3636	0.	7.4173e-005
421	20.806	2.1818	0.	7.3955e-005
422	20.806	2.	0.	7.3635e-005
423	20.806	1.8182	0.	7.3195e-005
424	20.806	1.6364	0.	7.2629e-005
425	20.806	1.4545	0.	7.1941e-005
426	20.806	1.2727	0.	7.1145e-005
427	20.806	1.0909	0.	7.0267e-005
428	20.806	0.90909	0.	6.9337e-005
429	20.806	0.72727	0.	6.8389e-005
430	20.806	0.54545	0.	6.746e-005
431	20.806	0.36364	0.	6.6591e-005
432	20.806	0.18182	0.	6.6013e-005
433	20.622	5.8182	0.	7.0535e-005
434	20.622	5.6364	0.	7.0985e-005
435	20.622	5.4545	0.	7.1731e-005
436	20.622	5.2727	0.	7.2529e-005
437	20.622	5.0909	0.	7.334e-005
438	20.622	4.9091	0.	7.4134e-005
