Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	4.0383	2.7664	0.	1.0559e-004
2	4.3471	3.298	0.	9.631e-005
3	5.196	2.555	0.	5.691e-005
4	6.0308	3.0245	0.	4.264e-005
5	3.3464	0.54413	0.	3.994e-005
6	3.2548	1.4182	0.	5.2129e-005
7	5.6396	0.68714	0.	2.8543e-005
8	2.676	4.1747	0.	4.154e-005
9	5.6333	4.7213	0.	4.5878e-005
10	5.2141	5.0634	0.	3.0862e-005
11	2.9155	3.1043	0.	4.9041e-005
12	3.2292	5.358	0.	3.5568e-005
13	2.4788	0.88013	0.	3.9967e-005
14	5.3873	5.46	0.	3.208e-005
15	2.1881	5.0813	0.	4.5394e-005
16	5.8721	2.2647	0.	4.2013e-005
17	1.1777	4.8923	0.	7.9669e-005
18	1.6259	1.5498	0.	7.6701e-005
19	6.7378	0.96628	0.	2.7747e-005
20	7.8291	1.1556	0.	2.5155e-005
21	8.9324	1.2261	0.	2.2909e-005
22	10.135	1.2066	0.	1.8529e-005
23	11.323	1.1947	0.	1.5728e-005
24	12.493	1.1872	0.	1.3292e-005
25	13.658	1.1776	0.	1.1042e-005
26	14.807	1.1783	0.	9.0038e-006
27	15.952	1.1799	0.	7.1858e-006
28	17.1	1.182	0.	5.5741e-006
29	18.245	1.1852	0.	4.201e-006
30	19.394	1.1863	0.	3.0582e-006
31	20.541	1.1854	0.	2.1458e-006
32	21.694	1.1967	0.	1.4706e-006
33	22.849	1.1959	0.	1.0075e-006
34	1.2991	3.7937	0.	8.8125e-005
35	1.4056	2.7028	0.	8.772e-005
36	22.843	2.3945	0.	1.348e-006
37	22.842	3.6015	0.	1.3488e-006
38	22.844	4.8065	0.	1.0062e-006
39	21.693	4.7978	0.	1.4738e-006
40	20.539	4.8002	0.	2.1479e-006
41	19.39	4.7835	0.	3.0601e-006
42	18.242	4.7495	0.	4.2038e-006
43	17.094	4.7227	0.	5.582e-006
44	15.949	4.708	0.	7.1802e-006
45	14.801	4.7034	0.	9.0068e-006
46	13.653	4.7325	0.	1.102e-005
47	12.492	4.7704	0.	1.3243e-005
48	11.305	4.7759	0.	1.5716e-005
49	10.089	4.7739	0.	1.8613e-005
50	8.8331	4.7759	0.	2.4029e-005
51	7.3852	4.69	0.	2.6955e-005
52	6.4722	5.2773	0.	2.7554e-005
53	7.4162	2.4308	0.	2.7473e-005
54	7.4048	3.6367	0.	2.4155e-005
55	8.7873	2.4228	0.	2.3731e-005
56	10.062	2.4012	0.	1.946e-005
57	11.279	2.3867	0.	1.5687e-005
58	12.47	2.37	0.	1.3197e-005
59	13.65	2.361	0.	1.1063e-005
60	14.804	2.3616	0.	9.1236e-006
61	15.951	2.3651	0.	7.3338e-006
62	17.098	2.3678	0.	5.7581e-006
63	18.244	2.3711	0.	4.3981e-006
64	19.39	2.3754	0.	3.2715e-006
65	20.536	2.3904	0.	2.3889e-006
