Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	5.6351	3.0865	0.	1.4848e-004
2	4.467	2.4077	0.	1.4998e-004
3	7.045	3.1748	0.	7.1066e-005
4	3.8605	1.9848	0.	1.2228e-004
5	6.2891	2.1068	0.	1.02e-004
6	6.3114	2.7445	0.	1.2093e-004
7	4.9383	2.7548	0.	1.9346e-004
8	5.6126	2.4377	0.	1.7153e-004
9	20.878	3.	0.	5.1561e-006
10	17.756	3.	0.	1.3129e-005
11	14.749	2.9801	0.	2.5063e-005
12	10.217	2.955	0.	3.301e-005
13	7.1027	4.5361	0.	7.4012e-005
14	2.3442	3.863	0.	1.1445e-004
15	5.3659	3.0524	0.	1.8569e-004
16	5.2451	2.6122	0.	2.4105e-004
17	7.7664	1.5515	0.	5.7369e-005
18	7.7664	1.5515	0.1	5.7369e-005
19	5.2451	2.6122	0.1	2.4105e-004
20	5.3659	3.0524	0.1	1.8569e-004
21	2.3442	3.863	0.1	1.1445e-004
22	7.1027	4.5361	0.1	7.4012e-005
23	10.217	2.955	0.1	3.301e-005
24	14.749	2.9801	0.1	2.5063e-005
25	17.756	3.	0.1	1.3129e-005
26	20.878	3.	0.1	5.1561e-006
27	5.6126	2.4377	0.1	1.7153e-004
28	4.9383	2.7548	0.1	1.9346e-004
29	6.3114	2.7445	0.1	1.2093e-004
30	6.2891	2.1068	0.1	1.02e-004
31	3.8605	1.9848	0.1	1.2228e-004
32	7.045	3.1748	0.1	7.1066e-005
33	4.467	2.4077	0.1	1.4998e-004
34	5.6351	3.0865	0.1	1.4848e-004
35	5.2667	5.	0.1	9.2976e-005
36	5.2667	4.5	0.1	1.0832e-004
37	5.2667	4.	0.1	2.7521e-004
38	5.1	4.	0.1	3.7098e-004
39	5.1	4.5	0.1	2.615e-004
40	5.1	5.	0.1	1.4095e-004
41	5.2667	1.	0.1	1.0964e-004
42	5.2667	1.5	0.1	1.3975e-004
43	5.2667	2.	0.1	4.4109e-004
44	5.1	2.	0.1	3.5793e-004
45	5.1	1.5	0.1	1.5972e-004
46	5.1	1.	0.1	8.0684e-005
47	5.2667	6.	0.1	6.7889e-005
48	8.3889	6.	0.1	4.2117e-005
49	11.511	6.	0.1	3.087e-005
50	14.633	6.	0.1	2.6576e-005
51	17.756	6.	0.1	1.4287e-005
52	20.878	6.	0.1	6.2732e-006
53	24.	6.	0.1	3.3531e-006
54	24.	3.	0.1	1.5254e-006
55	2.6226e-014	3.	0.1	9.5198e-005
56	24.	0.	0.1	3.2593e-006
57	20.878	0.	0.1	6.1904e-006
58	17.756	0.	0.1	1.4298e-005
59	14.633	0.	0.1	2.5039e-005
60	11.511	0.	0.1	3.5149e-005
61	8.3889	0.	0.1	4.4443e-005
62	5.2667	0.	0.1	5.6369e-005
63	5.1	0.	0.1	1.0796e-004
