Strain 1 (in/in),Strain 2 (in/in),Strain 3 (in/in),Strain 4 (in/in),Strain 5 (in/in),Strain 6 (in/in),Strain 7 (in/in),CutLocation
0.000379835487070134,0.000337608899270899,0.000283113148614042,0.000288285396904838,0.000163472214740733,0.000117428118155926,2.89374512547327e-05,19.8
0.000399589245976384,0.000403772882482964,0.000304920344029498,0.000243031345996008,0.000198270812507335,0.000115456323630137,2.7963381969979e-05,19.9
0.000379830989800743,0.000343989924187632,0.000286082304982579,0.000307400477574293,0.000157062900940262,0.000116371619777548,2.58482170075339e-05,20
0.000406347877960189,0.000424649833242474,0.000291426541368161,0.000241251644853247,0.000180267202623233,0.000118451746070696,2.27505803124415e-05,20.1
0.000381206765509418,0.000351793263779146,0.000294529387145976,0.000284251455206245,0.000156979714905123,0.00011984659736553,2.26448212194299e-05,20.2
0.000413787081566633,0.00042448463195363,0.000284734781940587,0.000243190649671437,0.000169293728786805,0.000124600696012099,1.8242287556582e-05,20.3
0.000383762829097708,0.000360975953214659,0.000310966406513096,0.000269281312600342,0.000161047948604517,0.000132884954770846,1.93475112448783e-05,20.4
0.000421875443351823,0.000390935592827722,0.000282525242793347,0.000249997995293482,0.000162106621181843,0.000133087148927426,1.50031343069513e-05,20.5
0.000387182865473875,0.000371543725277052,0.000339603054955063,0.00025781872525528,0.000168821029455397,0.000138464825000399,1.2002590161857e-05,20.6
0.000430852337650427,0.000378190653363628,0.000283324459689635,0.000264365007176247,0.000157971613841608,0.000150341497271996,8.56129560498125e-06,20.7
0.000391493611221314,0.000383592459438705,0.000340116438115399,0.000249860164187363,0.000179592159656177,0.000123047165069295,5.9479945467813e-06,20.8
0.000440656893928742,0.000367356542849729,0.000286340438338351,0.000291740978215951,0.000156754144543248,0.000141509622549963,3.65434697980964e-06,20.9
0.000397475720298809,0.000398035275448676,0.000311786246417195,0.00024435826845742,0.000198915759424694,0.000119152075412884,1.25815114271186e-06,21
0.000379744440584657,0.000343572066724064,0.000285773429831411,0.00030739,0.000157435015986074,0.000119566674717266,6.91596399959521e-07,21.1
0.000403616896076483,0.000424645765024405,0.000295666361359357,0.000241592100813567,0.000185449577287189,0.000120187428776162,9.7255e-07,21.2
0.000380966062915804,0.000350870264239252,0.000293260276493083,0.000286186868556159,0.000157227769973181,0.000121957516610745,4.71163459778902e-06,21.3
0.000410357471550332,0.000424483881238758,0.000287072230204982,0.000241715296591682,0.000173836587564683,0.000124487735441323,8.43019214277175e-06,21.4
0.000383194949033051,0.000359375144962079,0.00030753489284979,0.000270747865594918,0.00016051914483187,0.000132222681560958,1.26007153134244e-05,21.5
0.000417643269385747,0.000398200647245697,0.000283134765228833,0.000245839448518842,0.000165585384255198,0.000130850543663012,1.51689130963036e-05,21.6
0.000386354199949891,0.000369073552206641,0.000332186136701909,0.000260097331634063,0.000167684100217623,0.000144220957331164,1.94731615811885e-05,21.7
0.000425702675609403,0.000384974300274181,0.000282497638096564,0.000256000244625526,0.000160212707514006,0.000139808113350053,2.15588393950576e-05,21.8
0.00039023478888633,0.00038020383533982,0.000350233046697404,0.000251647879993222,0.000176806053618692,0.000127219304768231,2.47671488558927e-05,21.9
0.000434388510663108,0.000373749486082796,0.000284233051655114,0.000272662459766426,0.00015750679474757,0.000151880256045514,2.8574713720893e-05,22
0.000395630183134959,0.000393005781446803,0.000319042740551538,0.000245975165856357,0.000189728502243858,0.000120809087137541,3.03499194945581e-05,22.1
0.000443998212782268,0.000364082016033672,0.000287724531346048,0.00030736,0.000157637820293438,0.00013913111491385,3.55494612583016e-05,22.2
0.000401209198746904,0.000424628267368249,0.000300441599951005,0.000242310162175353,0.000198980114017854,0.000120495275747612,3.86757764249837e-05,22.3
0.000380729776349833,0.000350099426351594,0.000292210480720968,0.000288003651177033,0.000157351821603041,0.000122000400817867,4.19187884180569e-05,22.4
0.000407310524957936,0.000424480107057694,0.000289945855134037,0.000241257355421025,0.000178796825887469,0.000122866687906073,4.0909101365367e-05,22.5
0.000382722832835305,0.000357979952959803,0.00030490335424635,0.000273762015163204,0.00016022226137894,0.000130523089647163,4.16303199913826e-05,22.6
0.000414068878610728,0.000424326311995125,0.000284500864769724,0.000243144554572961,0.000169248205443585,0.000128079186887883,3.98397054988294e-05,22.7
0.000385639957274342,0.000366912266839628,0.000325998873359893,0.000262492068915193,0.000165796972393646,0.00015224,4.1974309295379e-05,22.8
0.000421296021971253,0.000391601648094923,0.000282433758269733,0.000249962064700412,0.000162609880884109,0.000135518774988808,4.12562844760199e-05,22.9
0.000389161390732585,0.000377201709691256,0.00036125,0.000253538264832874,0.000174146519515615,0.000130598067708132,4.25091718612159e-05,23
0.000429235886679049,0.000379888278211402,0.000282929522240951,0.000261998530530976,0.000158953744432365,0.000145308811591257,4.37286865863825e-05,23.1
0.000393990464778312,0.00038895786228208,0.000326799901137094,0.000247224817274192,0.000184586681776989,0.000122465974597114,4.4243774415481e-05,23.2
0.000437766627034343,0.000369958079200012,0.000285282029121848,0.000283143636362958,0.000157139885410374,0.000152262418029712,4.71768158941169e-05,23.3
0.000399090612145341,0.00040265339383001,0.000305800421759135,0.000243366453840486,0.000199140635620461,0.000120614628035526,4.85883927870399e-05,23.4
0.000380504519417329,0.000349339443928701,0.000291356168755694,0.000289937361398165,0.000157136655951534,0.000122058422151022,5.60842316199238e-05,23.5
0.000404743146691378,0.000424468348622943,0.000293294961435916,0.000241272535560476,0.000183293343318383,0.00012209469312596,5.40182770914956e-05,23.6
0.000382335690557272,0.000356737723848815,0.000302470826100254,0.000275326553975756,0.000159616794764134,0.000128823423807582,5.0325652268918e-05,23.7
0.000410848105470483,0.000424315935424377,0.000286374593690519,0.000241925524838313,0.0001732107217665,0.000125999092941418,4.813682249323e-05,23.8
0.000385358298901001,0.000365500780541676,0.000321542706856026,0.000264007919824157,0.000164727505024851,0.000147283759003646,4.68882160018131e-05,23.9
0.000418579820808739,0.000399111716290768,0.000283801072266139,0.000246460704559723,0.000166350528941123,0.00013227835005283,4.76775501466229e-05,24
