Strain 1 (in/in),Strain 2 (in/in),Strain 3 (in/in),Strain 4 (in/in),Strain 5 (in/in),Strain 6 (in/in),Strain 7 (in/in),CutLocation
0.000459258213609239,0.000255233606706181,0.00017475506265002,0.000231976453994724,0.000158772310964626,0.000153194315085032,4.77116729805742e-05,8.2
0.000400221194542375,0.000298304810958518,0.000151346778602904,0.0002287278364204,0.000178670622529518,0.000126218139619498,4.8063287284686e-05,8.3
0.000403838085245882,0.000250431434063217,0.000136005154011637,0.00022536510869466,0.000163424687934158,0.000142092584355107,4.78678083154796e-05,8.4
0.000421711289605672,0.000292270041693091,0.000103902485348325,0.000222894101994034,0.000170643042978779,0.000129604755699129,4.78141383312463e-05,8.5
0.000381984839810368,0.000262429842950537,8.97139104731695e-05,0.000226484247854094,0.000174303378548689,0.000136196733864189,4.80809265776914e-05,8.6
0.000381282230015567,0.000271828483971639,6.70110264946458e-05,0.000225478949131494,0.000164560177099185,0.000133745454687555,4.76207831678595e-05,8.7
0.000376219665811951,0.000282398416303875,4.55322547257036e-05,0.000232244277134542,0.00020032,0.000131017131653925,4.83489603100118e-05,8.8
0.000403433300393329,0.000299248102136608,2.99543059944241e-05,0.000247879850071198,0.000160478808147563,0.000138806908929089,4.75555209910424e-05,8.9
0.000379006692769099,0.000309123683709806,1.08509865919723e-05,0.000243570262919952,0.000174263297500292,0.00012680915564373,4.87788644380361e-05,9
0.000453819900101786,0.000364523298924199,4.71705417385318e-06,0.000229131185222652,0.000158108498848783,0.000146257656169687,4.75950185542417e-05,9.1
0.00038722868839452,0.000340323238673373,5.3281e-06,0.000251634926436833,0.000162551434183236,0.000124076546775519,4.93411206636295e-05,9.2
0.000442135853094917,0.000329910604570487,2.50482541440317e-05,0.000196807898076073,0.000158186772397046,0.000153330615005744,4.77161430166955e-05,9.3
0.000400462659280524,0.000393558975031989,4.62145285816963e-05,0.000206452068759366,0.000158099310029506,0.000122144668128899,4.9803702523136e-05,9.4
0.000401980246783777,0.000312651036562529,6.87563721075108e-05,0.000179971332492081,0.000161803450801855,0.000143112359598965,4.78676396851496e-05,9.5
0.000416585427416441,0.000375277087744657,8.43926300789501e-05,0.000172082740993427,0.000174896447231012,0.000127610877914738,4.79557509303245e-05,9.6
0.000384631680070974,0.000313761671961596,0.0001070881532392,0.000168704019269366,0.000174202425929387,0.00013636271703758,4.80769439278067e-05,9.7
0.00043608442075999,0.000354582735494042,0.000120141235780499,0.000157068033032724,0.000167460612393931,0.000131798257277616,4.77368240924337e-05,9.8
0.000379230171983489,0.000323984105287419,0.000137577323825108,0.000156622678730077,0.0002002,0.000131040994183964,4.83405331051553e-05,9.9
0.000426382764193492,0.000358535633562458,0.000168963571283471,0.000147745970681149,0.000161784443637395,0.000136559236622585,4.76148720686112e-05,10
0.000380827846775435,0.000341180313815346,0.000171637020834302,0.000145297517198071,0.000172283654101932,0.000126707217669104,4.87663212537444e-05,10.1
0.00048968,0.000388679810415571,0.000225649181001231,0.000132155264882128,0.000158209380367651,0.00014317965570008,4.75775329112353e-05,10.2
0.000386987202328835,0.000363169663885302,0.000226013243094361,0.000118162092624574,0.00016062120117912,0.0001237422206511,4.93672816941067e-05,10.3
0.000428110749528311,0.000343068046724846,0.000227462021562502,8.87153055660883e-05,0.000157178978414628,0.000153489595722481,4.76631759427092e-05,10.4
0.000397436718457657,0.000391489550247075,0.000228856617961719,7.67450721081251e-05,0.000157027299435284,0.000121797371485852,4.99707119633489e-05,10.5
0.000398443928795873,0.000328226840641965,0.000228452029356309,5.67872781160396e-05,0.000160398274305921,0.000144021025640013,4.77889364884606e-05,10.6
0.000410450272793513,0.00041934511425238,0.000226044453525823,3.84117683948552e-05,0.000179952214449228,0.000125371008731478,4.81498598866919e-05,10.7
0.00038454189722537,0.000327570768515805,0.000233363612462977,2.53280857428722e-05,0.000171492740662566,0.000137124893748108,4.80586836831553e-05,10.8
0.000425912762350797,0.000381374803970176,0.00023467071034032,9.21753224818464e-06,0.000170209869836333,0.000129075568303202,4.77565657538687e-05,10.9
0.000379922740793854,0.000334584090013566,0.000241401040692938,3.9925832990797e-06,0.00019877,0.000131011694282025,4.83282861741479e-05,11
0.00044432123117444,0.000361492345376553,0.000249718620797276,4.5425e-06,0.000162555965156908,0.000134324056262772,4.76376429166366e-05,11.1
0.000380990121382541,0.000347914511803629,0.000258913626709051,2.14675748374724e-05,0.000168940910964379,0.000126169767763402,4.87772704113116e-05,11.2
0.00046263011516133,0.000373181527243405,0.000326073132987427,3.86198372830714e-05,0.000157282436983573,0.000140426430171804,4.75670609676846e-05,11.3
0.000385962216054619,0.000365305292640496,0.000297917087787002,5.88932126532643e-05,0.000157257466755002,0.000123274153326093,4.94794190073083e-05,11.4
0.000418227375517537,0.000342047250169722,0.000292729408012761,7.13923619924957e-05,0.000154527533805879,0.000153536012109854,4.76145658404285e-05,11.5
0.000394368669940562,0.000387831467590825,0.000305146608038967,9.15779818009297e-05,0.000154069961940023,0.000121449909441666,5.01401431446289e-05,11.6
0.000395001933747298,0.000331166436150763,0.000279363080691277,0.000103484725832532,0.000155963028603337,0.00014601233154248,4.77852449292086e-05,11.7
0.000405176771539648,0.000423748424956127,0.000277875520279512,0.000116946763425477,0.000155298483021213,0.000121917218503188,5.08879744374288e-05,11.8
0.00038389216475763,0.000330988466107636,0.0002730970919439,0.000139757112805335,0.000165446959700785,0.000137585223241831,4.79615380369525e-05,11.9
0.000417995171971545,0.000397626782083083,0.000271442228895238,0.000142928783119333,0.000170942721561734,0.000126322883027212,4.78986388889267e-05,12
0.000380061751052452,0.000337017775153821,0.000272984414703014,0.000180510394133075,0.00019196,0.000130657195220879,4.83104605901233e-05,12.1
0.00043299227949115,0.000375356549303024,0.000274688930907772,0.000179225786907326,0.000159292818487102,0.000130858888770665,4.77009641990673e-05,12.2
0.000380799381127262,0.000348402249901817,0.000282764894029944,0.000202610264685722,0.000160103250722002,0.00012532512695972,4.87539147205476e-05,12.3
0.000444354691155767,0.000360876409414522,0.000328607899206249,0.000178696677111592,0.000150744755004871,0.000137412543776099,4.75618729196357e-05,12.4
0.000384827105432825,0.000363400260573408,0.000310936320908762,0.00020242047322688,0.000147554383876147,0.000122084218244739,4.96326709121535e-05,12.5
0.000411115227937523,0.000339046135665071,0.000305870647388635,0.000189315756076878,0.000144756691069551,0.000145568046313017,4.75682067599351e-05,12.6
0.000391410711926186,0.00038229064233141,0.000338200406118252,0.000202172370630982,0.000143213731363444,0.000120308671666535,5.03106066851214e-05,12.7
0.000392640533340572,0.000331457801684053,0.000290596552875321,0.000206645592126469,0.000142096690713583,0.000152326822346976,4.76997771870765e-05,12.8
0.000401105511255871,0.000424774658831671,0.000298128023092717,0.0002069621281833,0.000142948288892976,0.000121895260222266,5.13047042692097e-05,12.9
0.000383364272737678,0.000331972761311998,0.000282583099356864,0.000229781678034506,0.000145817319771597,0.000137063733807353,4.79413930091155e-05,13
0.000411903431112702,0.000424587659972085,0.000283225571580338,0.000213974928566899,0.000145904859740426,0.000128603373279013,5.21939333105046e-05,13.1
0.000380069762252199,0.000337570992046488,0.000280701230207137,0.000260114503267366,0.00016628,0.000128950468140025,4.82828054884851e-05,13.2
0.000424650262087579,0.00038736785482337,0.000280345551460063,0.00023027750345543,0.000139969649018984,0.000126157297032698,4.78047457602969e-05,13.3
0.000380580885936547,0.000347735217102693,0.000287665949787598,0.000272151783753544,0.00013248645115563,0.000122733897962758,4.88350511542049e-05,13.4
0.0004390664244498,0.000369224839140243,0.000283990375938704,0.000268296025492506,0.000124664883099458,0.000131241041572985,4.75704583820791e-05,13.5
0.000384025196808203,0.000361053624361299,0.000309501701192842,0.000253183005837175,0.000116268865221138,0.000118889158542916,4.97840930148038e-05,13.6
0.000405553332227016,0.000336547007286668,0.000305694105804182,0.000229097014253476,0.00011127295028662,0.000138870947578799,4.74947398350773e-05,13.7
0.000389551655290754,0.000377458708583223,0.00036025,0.000241613531505121,0.00010651703289947,0.000117060623026256,5.05233122825054e-05,13.8
0.000390619373269623,0.000331280403899488,0.00029185024713998,0.000240627586554487,9.97951773625925e-05,0.000147531244836406,4.7609679903953e-05,13.9
0.000397770074896378,0.000398239592469431,0.000310949597373851,0.000235540650108374,9.72921399859561e-05,0.000119146311281658,5.15417267067875e-05,14
0.000382926170226147,0.000332399223098389,0.000284504183884354,0.000258031095757098,9.1545023170661e-05,0.000132283641556104,4.78129756481692e-05,14.1
0.000407141305010452,0.00042483,0.000289971654065403,0.000234440502919185,8.91904407738459e-05,0.000130050327422327,5.29559479332935e-05,14.2
0.000380048479284423,0.000337698057341217,0.000282516863613066,0.000281586369563449,8.9661e-05,0.000122120155619386,4.82342292671341e-05,14.3
0.000417975422800463,0.0003984555535235,0.000282648597613943,0.000240498642174648,7.14647393398851e-05,0.000115811297095499,4.8039110112122e-05,14.4
0.00038044931509104,0.000347000095305615,0.000288125120799086,0.000301912079237432,5.72307150743542e-05,0.000114220718789152,4.88046526502453e-05,14.5
0.000430400188600401,0.000379285234599852,0.000282753821414135,0.000260111044381874,4.77834205439037e-05,0.000118167889123074,4.75971966917588e-05,14.6
0.000383273742494194,0.000358901372268901,0.000305935388930517,0.000268370133129237,3.59830121524386e-05,0.000108246498212465,4.99132369208452e-05,14.7
0.000444387089906059,0.000364333017552653,0.000287476879701874,0.00030383,2.43663520939967e-05,0.000122150804434824,4.74309232095984e-05,14.8
0.00038803136757085,0.000373409948472239,0.000345406998392882,0.000253751042150364,1.59205764538826e-05,0.00010489689710879,5.08333260102108e-05,14.9
0.000389117585066246,0.000331213205250126,0.000291534143953039,0.00025028005968462,5.78269357298051e-06,0.000129300266846068,4.74842018905387e-05,15
0.000395073600192827,0.000391134220112031,0.000322699578642262,0.000244403243502378,2.55069649674146e-06,0.000106544869527335,5.21582754140526e-05,15.1
0.000382581747667071,0.000332686593615318,0.00028471323236037,0.00026569964599025,2.915e-06,0.000112489816461449,4.77207876334206e-05,15.2
0.000403377150053149,0.000424924425615027,0.000296435861746607,0.000240048662638588,1.41476272204858e-05,0.000117335321798859,5.37432800180692e-05,15.3
0.000380017832794421,0.000337722066961648,0.000282963689222599,0.00028665984268512,2.53961568588576e-05,9.85382879373541e-05,4.81157978521955e-05,15.4
0.000412822451424264,0.0004247108524774,0.000285317906163636,0.000240727488458118,3.87449369402164e-05,9.25317955039551e-05,5.5801563190681e-05,15.5
0.000380300871352588,0.000346227689571029,0.00028782067206969,0.000306047990551544,4.66671959892911e-05,8.60458065937402e-05,4.90335691287914e-05,15.6
0.000423462252338336,0.000389020694137415,0.000282363788981023,0.000250098859619838,6.01699470016796e-05,8.35734433468927e-05,4.76517817252684e-05,15.7
0.000382698385560339,0.000357052771589468,0.000302557113548793,0.000274427452907718,6.71424324278895e-05,7.54391524198803e-05,4.99369177445203e-05,15.8
0.000435457595319019,0.000373153835726676,0.000284400610054088,0.000275089183198527,7.63696738161278e-05,7.80930460225772e-05,4.72105754888013e-05,15.9
0.000386883912249213,0.000370094218092193,0.000334614243644196,0.000259310674560982,8.96871166401538e-05,6.67317452141125e-05,5.1071161137664e-05,16
0.000386883912249213,0.000370094218092193,0.000334614243644196,0.000259310674560982,8.96871166401538e-05,6.67317452141125e-05,5.1071161137664e-05,16.1
0.00039242207617717,0.000385712360781837,0.00033510486668655,0.000248800525719483,0.000114261714843649,6.16648819705369e-05,5.27017550327916e-05,16.2
0.000400231675538429,0.000405175584394558,0.00030369318661146,0.000242517846913753,0.000140617540151945,4.44275856114015e-05,5.46915884600836e-05,16.3
0.00040022927225857,0.000405175584394558,0.00030369318661146,0.000242517846913753,0.000140617540151945,4.44275856114015e-05,5.46915884600836e-05,16.4
0.000379981240227625,0.000337712227655998,0.000283091444257122,0.000287858547834225,0.000120386278536738,3.61707161770131e-05,4.77386109650539e-05,16.5
0.000408520798342494,0.000424770792363742,0.000288994010889246,0.000240967384974381,0.000135344336204068,2.70198739387296e-05,5.87818162398616e-05,16.6
0.000380123135116363,0.000345568280565358,0.000287269774646855,0.000307025322586117,0.000123587449540726,1.82402205696847e-05,4.86835993383582e-05,16.7
0.000417883235188347,0.000398436755312303,0.000283186018631421,0.000245521715545087,0.00013467885322953,1.18065010464966e-05,5.62026202329035e-05,16.8
0.000382220023176627,0.000355433156742601,0.000300028938980732,0.000276814077260838,0.000132230023110416,4.27903096474117e-06,4.97275967591482e-05,16.9
0.000428337313216276,0.000381814842916673,0.000282841308680261,0.00025962142649091,0.000136218801555625,1.95928633454676e-06,4.6666521757141e-05,17
0.000385912234876706,0.000367165275581185,0.000326163483113254,0.00026231069545319,0.000144516537702632,2.2769e-06,5.10028362542182e-05,17.1
0.000440022859322714,0.000368255804003273,0.000286084854205102,0.000291587537243473,0.000139401678537893,1.10400225557997e-05,4.63082260263153e-05,17.2
0.000390801065470841,0.000381134989314691,0.000347990757624922,0.000250571436752316,0.000160476912288257,1.98004317850271e-05,5.286781367791e-05,17.3
0.000381988229266118,0.000333138515762765,0.00028438814160239,0.000269239943819846,0.000176166451670667,2.96922972664319e-05,4.62290137759154e-05,17.4
0.000397642248484026,0.000398200448834891,0.000311858211377963,0.000244198440862753,0.000184682208874248,3.61556912088641e-05,5.53661349026246e-05,17.5
0.000379933479097394,0.000337686491034791,0.000283126877286567,0.000288171167011121,0.000153113545078985,4.60722368377444e-05,4.6409412132316e-05,17.6
0.000405047684263136,0.000424808348622943,0.000293459683124784,0.000241200308617369,0.000172570202108529,5.17289102792439e-05,5.51240379971395e-05,17.7
0.000380036527966587,0.000344936957832009,0.000286896805528769,0.000307292276272285,0.000148684840036474,5.89034453151578e-05,4.71546731158211e-05,17.8
0.000413307717891931,0.000424613124419709,0.000285072991081292,0.000242604640600251,0.000162673694696671,6.87938184105348e-05,5.13496312238535e-05,17.9
0.000422636585542869,0.000390224607425836,0.000282499147636597,0.000251234548537376,0.000156496542311471,8.61093260092282e-05,4.46683364114251e-05,18.1
0.000385072748549351,0.000364839267684876,0.000319928757153901,0.000265061552572887,0.000159157584833094,9.78150678888276e-05,4.91365295765216e-05,18.2
0.000432780864133671,0.00037589619809467,0.000283806569056344,0.000269689780357715,0.000153311446500886,0.000108736171542091,4.34584121265156e-05,18.3
0.000389387385305321,0.000377425313295456,0.00036146,0.000253538818848498,0.000169765067159418,9.65685319073449e-05,5.1150164233479e-05,18.4
0.000444213284401243,0.000364254418505722,0.00028782486224798,0.0003074,0.000154023104565414,0.000107579036291682,4.25444257592219e-05,18.5
0.000395478019881029,0.000392373120341077,0.000320623590780405,0.000245966952124806,0.000184917248105738,9.61632654717822e-05,5.24833459420189e-05,18.6
0.000379887632997005,0.0003376490219667,0.00028312912165303,0.000288259408756975,0.000161418102893283,0.000100835207242078,4.19239988041462e-05,18.7
0.00040208612668884,0.000424820684321866,0.000298896495336646,0.000242012134890897,0.000186751604683371,0.000101028740006195,4.60068695796898e-05,18.8
0.000379889154717606,0.000344500360345991,0.000286496273402173,0.000307370989961923,0.000155111199577674,0.000103596659777725,4.16167221484662e-05,18.9
0.000409532659126307,0.000424632366362163,0.000287880272657446,0.000241492776516259,0.000173680391372738,0.000108507194962132,4.17069470003873e-05,19
0.000381514636333014,0.00035289061045874,0.000296048262802258,0.000282358157162536,0.000155895372140929,0.00011065198203046,4.13226098705897e-05,19.1
0.000417768747748357,0.000398329235993655,0.000283201275193404,0.000245834450638997,0.000164016260808577,0.000118915329460453,3.79144321284739e-05,19.2
0.000384365039026337,0.000362791929156592,0.000315055677265723,0.000267608752374987,0.00016127307586172,0.000127497044386236,4.12290980643221e-05,19.3
0.000426982301454992,0.000383603808287905,0.000282672104794198,0.000257864516624198,0.000158574618033235,0.000131062215530295,3.46595115208341e-05,19.4
0.000388242601117633,0.000374124027984976,0.000349139084212716,0.000255636907957864,0.000170323752555164,0.00012696460567878,4.13149846169792e-05,19.5
0.000436897890636668,0.000371194697457274,0.000284997198916685,0.000279436142502914,0.000156040719603303,0.000143919329398164,3.17475410557539e-05,19.6
0.000393021866217244,0.000387608096235913,0.000329989326372528,0.000247959254296038,0.000182239999911387,0.000116717668867664,3.39558228062078e-05,19.7
