Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.4149,2.9553,0,0.00020213,2019.9,9.7955e-05,480.23,5.6258e-05,166.93,-0.00018929,-1678,0.04054
2,4.8865,3.33,0,0.00019232,1921.8,8.1472e-05,147.19,4.5257e-05,-124.91,-0.00019049,-1896.2,0.03269
3,4.6839,2.5845,0,0.00014154,1414.4,5.2526e-05,100.91,4.6065e-05,52.365,-0.00013887,-1337.2,0.030068
4,6.4435,4.423,0,8.5233e-05,851.74,3.5092e-05,70.068,2.2428e-05,-25.087,-8.4068e-05,-825.25,0.057529
5,4.2419,0.48936,0,8.4422e-05,843.64,3.4984e-05,77.107,2.2544e-05,-16.361,-8.2999e-05,-809.37,0.02235
6,6.2325,0.5961,0,5.7275e-05,572.36,2.4848e-05,65.262,1.448e-05,-12.641,-5.5981e-05,-542.06,0.053176
7,4.3587,4.2521,0,0.00012981,1297.3,6.2746e-05,210.57,2.6601e-05,-61.002,-0.00012512,-1201,0.025263
8,6.1186,5.4733,0,5.8355e-05,583.15,2.5572e-05,77.589,1.5361e-05,0.87111,-5.6641e-05,-540.12,0.049963
9,6.4727,3.507,0,0.00010889,1088.1,4.307e-05,-36.664,1.9585e-05,-213.12,-0.00011206,-1202.2,0.058759
10,4.0979,1.2082,0,0.00012097,1208.9,5.2351e-05,118.6,2.8943e-05,-57.269,-0.00011897,-1168.6,0.021923
11,4.0851,5.3649,0,8.6628e-05,865.68,3.4286e-05,71.532,2.5339e-05,4.3099,-8.5142e-05,-825.8,0.020815
12,3.7077,2.995,0,0.0001367,1366,5.7532e-05,15.873,2.4055e-05,-235.66,-0.00013869,-1458.4,0.01891
13,3.3752,0.63661,0,0.00011509,1150.1,4.0192e-05,26.699,3.6671e-05,0.24439,-0.00011461,-1136.4,0.014369
14,3.0657,5.1539,0,0.00011904,1189.6,4.1333e-05,35.653,3.9078e-05,18.707,-0.00011811,-1162.3,0.012012
15,2.4654,2.5917,0,0.00012418,1241,5.1667e-05,-75.83,1.3833e-05,-360.1,-0.00012913,-1434.3,0.0084472
16,2.0814,4.9103,0,0.00012893,1288.4,4.5428e-05,-64.111,3.1542e-05,-168.44,-0.00013256,-1401.5,0.0056296
17,1.0776,4.8085,0,0.00014335,1432.5,7.9436e-05,278.32,1.2533e-05,-224.37,-0.00013565,-1337.7,0.0015061
18,1.4507,1.3205,0,0.00013747,1373.8,7.3394e-05,228.38,1.4052e-05,-217.5,-0.00013175,-1313,0.0028044
19,2.5185,0.88691,0,0.00013143,1313.4,4.3164e-05,-45.58,3.954e-05,-72.808,-0.00013343,-1372.4,0.0081311
20,7.2167,1.0245,0,8.0906e-05,808.5,3.1471e-05,68.246,2.4785e-05,18.01,-7.9321e-05,-764.2,0.073071
21,8.1013,2.0229,0,6.8255e-05,682.08,2.5908e-05,1.3906,1.6709e-05,-67.73,-6.912e-05,-712.62,0.092126
22,9.4432,2.0269,0,6.1374e-05,613.32,2.2547e-05,7.3308,1.6959e-05,-34.652,-6.1731e-05,-625.9,0.12244
23,10.657,1.9913,0,5.1586e-05,515.51,1.8053e-05,-2.3206,1.5042e-05,-24.944,-5.2013e-05,-528.77,0.15176
24,11.815,1.968,0,4.3117e-05,430.88,1.4648e-05,-0.93499,1.3429e-05,-10.093,-4.3298e-05,-436.32,0.18118
25,12.922,1.9458,0,3.6002e-05,359.77,1.1961e-05,-0.43744,1.1704e-05,-2.3703,-3.6049e-05,-361.17,0.21041
26,13.992,1.9029,0,2.9663e-05,296.42,9.9298e-06,1.3445,9.6733e-06,-0.58284,-2.9649e-05,-296.04,0.23947
27,15.1,1.8573,0,2.3695e-05,236.79,8.1548e-06,3.1527,7.5389e-06,-1.4744,-2.3663e-05,-235.92,0.2703
28,16.234,1.9526,0,1.835e-05,183.37,6.5997e-06,5.8715,5.6653e-06,-1.1492,-1.826e-05,-180.91,0.30246
29,17.331,1.9124,0,1.3735e-05,137.25,5.1645e-06,6.8213,4.0733e-06,-1.3774,-1.3624e-05,-134.34,0.334
30,18.457,1.974,0,9.8167e-06,98.099,3.9151e-06,7.5682,2.7664e-06,-1.0631,-9.6775e-06,-94.561,0.3667
31,19.56,1.9818,0,6.6026e-06,65.98,2.8756e-06,7.7386,1.6693e-06,-1.3251,-6.4466e-06,-62.305,0.39898
32,20.676,2.008,0,4.1618e-06,41.589,2.0329e-06,7.6677,9.0377e-07,-0.81613,-3.9797e-06,-37.509,0.43179
33,21.731,1.8889,0,2.4423e-06,24.406,1.4965e-06,7.9457,2.4293e-07,-1.4731,-2.1917e-06,-19.766,0.46292
34,22.791,1.5193,0,1.2316e-06,12.308,1.0325e-06,7.925,-1.7802e-07,-1.17,-8.3145e-07,-6.0796,0.4943
35,1.1779,3.6357,0,0.00014947,1493.7,8.6654e-05,288.93,3.8507e-06,-333.22,-0.00014017,-1415.3,0.0019409
36,1.1727,2.4648,0,0.00014749,1473.9,8.5859e-05,298.42,4.493e-06,-312.93,-0.00013789,-1382.7,0.0019418
37,22.923,2.8906,0,1.8084e-06,18.071,1.6075e-06,13.463,-3.3494e-07,-1.132,-1.0827e-06,-6.7502,0.49795
38,23.366,3.6179,0,1.0623e-06,10.615,1.0509e-06,10.564,-2.0831e-07,1.1021,-4.7688e-07,-0.91582,0.5109
39,22.957,4.7016,0,1.2291e-06,12.283,1.0167e-06,8.2695,-6.6678e-08,0.12929,-8.6362e-07,-5.8586,0.49855
40,21.89,3.9126,0,2.0661e-06,20.647,1.3861e-06,8.8138,1.564e-07,-0.42556,-1.762e-06,-14.839,0.46723
41,20.699,3.9875,0,4.113e-06,41.101,2.0266e-06,7.8422,8.8509e-07,-0.73465,-3.9243e-06,-36.871,0.43207
42,19.543,3.9629,0,6.6427e-06,66.381,2.8419e-06,7.2125,1.7195e-06,-1.2204,-6.5004e-06,-62.982,0.3981
43,18.432,3.9455,0,9.8728e-06,98.659,3.8884e-06,6.9492,2.8077e-06,-1.1702,-9.7493e-06,-95.519,0.36559
44,17.314,3.9124,0,1.3819e-05,138.1,5.1498e-06,6.4511,4.1418e-06,-1.1223,-1.3713e-05,-135.28,0.33311
45,16.223,3.8992,0,1.8385e-05,183.72,6.5986e-06,5.6829,5.681e-06,-1.2116,-1.8299e-05,-181.39,0.30176
46,15.132,3.9243,0,2.3542e-05,235.26,8.1917e-06,4.3247,7.4467e-06,-1.273,-2.3485e-05,-233.68,0.27083
47,14.027,3.9218,0,2.9479e-05,294.59,9.9168e-06,2.0744,9.5989e-06,-0.31408,-2.9449e-05,-293.7,0.24009
48,12.91,3.8653,0,3.5991e-05,359.67,1.1946e-05,-0.78415,1.1689e-05,-2.7183,-3.6051e-05,-361.41,0.20975
49,11.82,3.9355,0,4.3091e-05,430.61,1.4689e-05,-0.63208,1.3363e-05,-10.591,-4.3273e-05,-436.13,0.18095
50,10.67,3.9629,0,5.1486e-05,514.51,1.7994e-05,-2.9353,1.4996e-05,-25.46,-5.1932e-05,-528.34,0.15171
51,9.4526,3.9743,0,6.1642e-05,615.99,2.2973e-05,11.288,1.6819e-05,-34.955,-6.1914e-05,-626.52,0.12227
52,8.1081,3.9876,0,6.761e-05,675.63,2.4295e-05,-16.614,1.7311e-05,-69.086,-6.8915e-05,-716.95,0.09189
53,7.2102,4.9785,0,7.9455e-05,794.01,3.1326e-05,64.168,2.3321e-05,4.023,-7.8124e-05,-758.2,0.072176
54,2.4393,3.7642,0,0.00012074,1206.6,5.1348e-05,-54.198,1.3195e-05,-340.86,-0.00012488,-1378.3,0.0082329
55,5.9116,5.0389,0,6.6064e-05,660.19,3.1345e-05,137.79,1.7773e-05,35.815,-6.2517e-05,-567.45,0.046715
56,4.4874,0.89997,0,8.312e-05,830.63,4.0633e-05,159.62,1.8649e-05,-5.555,-7.9258e-05,-741.19,0.025644
57,3.5633,1.5875,0,0.00012162,1215.3,5.0695e-05,-41.004,1.6775e-05,-295.87,-0.00012532,-1363.5,0.016981
58,4.1958,4.8177,0,9.7485e-05,974.17,4.5466e-05,156.42,2.3068e-05,-11.865,-9.3928e-05,-890.93,0.022785
59,5.9863,0.99905,0,6.2646e-05,626.03,3.2018e-05,143.44,1.3624e-05,5.2337,-5.8961e-05,-540.14,0.048925
60,6.458,1.5917,0,8.2105e-05,820.48,3.4542e-05,82.998,2.1744e-05,-13.163,-8.0493e-05,-781.33,0.058356
61,6.4979,2.469,0,9.5826e-05,957.6,3.249e-05,-25.108,2.7821e-05,-60.192,-9.7229e-05,-999.76,0.059442
62,4.6734,3.7413,0,0.00014119,1410.9,5.4739e-05,-7.593,3.143e-05,-182.73,-0.00014361,-1497.9,0.029538
63,3.5203,3.5529,0,0.00013328,1331.9,5.0924e-05,31.044,3.4742e-05,-90.545,-0.00013388,-1357.5,0.016993
64,2.9874,2.04,0,0.00013188,1317.9,5.3195e-05,-63.654,1.9783e-05,-314.69,-0.00013651,-1489,0.012171
65,3.6749,4.0793,0,0.00011643,1163.5,5.5349e-05,111.92,1.7802e-05,-170.19,-0.00011483,-1166.7,0.018236
66,3.2599,4.4912,0,0.0001282,1281.1,4.8075e-05,45.288,3.6515e-05,-41.568,-0.00012791,-1277,0.014185
67,3.2599,4.4912,0.1,0.0001282,1281.1,0.00012791,1277,-3.6515e-05,41.568,-4.8075e-05,-45.288,0.014185
