Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.3927	3.2771	0.	-1.7657e-004
2	5.0965	1.4793	0.	-1.0677e-004
3	2.5395	2.4821	0.	-1.6584e-004
4	5.7713	3.18	0.	-1.111e-004
5	3.1019	0.52621	0.	-9.2021e-005
6	2.926	1.3234	0.	-1.3243e-004
7	5.0702	0.58834	0.	-7.8007e-005
8	2.8483	5.3059	0.	-9.9228e-005
9	2.8887	4.6634	0.	-1.144e-004
10	3.0203	4.1514	0.	-1.4303e-004
11	5.2021	4.6697	0.	-9.753e-005
12	4.7623	5.0586	0.	-6.823e-005
13	2.1869	3.5341	0.	-1.4084e-004
14	1.8659	5.1093	0.	-1.295e-004
15	5.2716	1.9433	0.	-1.1711e-004
16	2.2188	0.7601	0.	-1.1802e-004
17	4.9368	5.4649	0.	-6.6206e-005
18	0.96784	3.8069	0.	-1.4441e-004
19	1.3686	2.6943	0.	-1.3743e-004
20	0.91593	4.924	0.	-1.3379e-004
21	6.1376	1.0131	0.	-7.833e-005
22	7.2936	1.0965	0.	-7.9319e-005
23	8.4035	1.1566	0.	-7.0626e-005
24	9.5237	1.1825	0.	-6.1251e-005
25	10.644	1.1848	0.	-5.2466e-005
26	11.777	1.1945	0.	-4.4169e-005
27	12.899	1.1868	0.	-3.6617e-005
28	14.018	1.171	0.	-2.9773e-005
29	15.123	1.1731	0.	-2.371e-005
30	16.226	1.1772	0.	-1.8338e-005
31	17.329	1.184	0.	-1.3675e-005
32	18.434	1.1884	0.	-9.726e-006
33	19.546	1.1866	0.	-6.4591e-006
34	20.661	1.1905	0.	-3.891e-006
35	21.772	1.1917	0.	-2.0349e-006
36	22.885	1.1949	0.	-8.6682e-007
37	22.872	2.3927	0.	-1.0087e-006
38	22.869	3.6013	0.	-1.0119e-006
39	22.878	4.795	0.	-8.7529e-007
40	21.76	4.7924	0.	-2.0473e-006
41	20.653	4.7971	0.	-3.914e-006
42	19.536	4.7927	0.	-6.4844e-006
43	18.424	4.7909	0.	-9.763e-006
44	17.317	4.7362	0.	-1.3739e-005
45	16.214	4.6938	0.	-1.8379e-005
46	15.12	4.7652	0.	-2.3706e-005
47	14.014	4.7582	0.	-2.9782e-005
48	12.895	4.7675	0.	-3.6606e-005
49	11.757	4.7753	0.	-4.4232e-005
50	10.619	4.7588	0.	-5.2483e-005
51	9.4564	4.7606	0.	-6.1774e-005
52	8.2205	4.7392	0.	-7.2502e-005
53	6.9323	4.6571	0.	-8.1982e-005
54	5.9624	5.2314	0.	-8.6988e-005
55	7.1466	2.2182	0.	-8.1234e-005
56	7.0286	3.3971	0.	-8.2588e-005
57	8.2982	2.3346	0.	-7.1177e-005
58	9.4516	2.3719	0.	-6.1392e-005
59	10.608	2.3776	0.	-5.2416e-005
60	11.749	2.3776	0.	-4.4147e-005
61	12.883	2.3611	0.	-3.6581e-005
62	14.004	2.3492	0.	-2.9777e-005
63	15.12	2.3544	0.	-2.3679e-005
64	16.223	2.3611	0.	-1.8345e-005
65	17.326	2.3687	0.	-1.3695e-005
66	18.428	2.3762	0.	-9.763e-006
67	19.532	2.3839	0.	-6.536e-006
68	20.634	2.3876	0.	-4.0044e-006
69	21.751	2.3894	0.	-2.1608e-006
70	21.746	3.5942	0.	-2.1649e-006
71	20.637	3.5963	0.	-4.0039e-006
72	19.529	3.5914	0.	-6.5362e-006
73	18.427	3.5778	0.	-9.772e-006
74	17.327	3.5545	0.	-1.3712e-005
75	16.216	3.5412	0.	-1.8356e-005
76	15.105	3.549	0.	-2.3754e-005
77	14.	3.557	0.	-2.9795e-005
78	12.877	3.5649	0.	-3.6601e-005
79	11.745	3.5706	0.	-4.4129e-005
80	10.587	3.5699	0.	-5.2504e-005
81	9.4089	3.5645	0.	-6.1623e-005
82	8.2269	3.5316	0.	-7.1635e-005
83	5.5501	4.0403	0.	-1.1015e-004
84	3.2745	0.94592	0.	-8.557e-005
85	2.6097	1.8608	0.	-1.4504e-004
86	1.4978	1.3888	0.	-1.3365e-004
87	4.8258	1.02	0.	-6.4116e-005
88	3.5941	3.1933	0.	-1.902e-004
89	1.9212	4.2341	0.	-1.3196e-004
90	2.8603	3.2483	0.	-1.8042e-004
91	5.1034	2.4751	0.	-1.7894e-004
92	6.157	2.0466	0.	-8.9674e-005
93	4.4663	2.6338	0.	-1.7683e-004
94	3.4974	2.5916	0.	-1.8322e-004
95	3.2175	3.8063	0.	-1.6055e-004
96	3.2175	3.8063	0.1	-5.1315e-005
97	3.4974	2.5916	0.1	-9.7471e-005
98	4.4663	2.6338	0.1	-7.6623e-005
99	6.157	2.0466	0.1	-2.7982e-005
100	5.1034	2.4751	0.1	-7.5141e-005
101	2.8603	3.2483	0.1	-7.7025e-005
102	1.9212	4.2341	0.1	-5.0606e-005
103	3.5941	3.1933	0.1	-8.6868e-005
104	4.8258	1.02	0.1	-3.2005e-005
105	1.4978	1.3888	0.1	-7.638e-005
106	2.6097	1.8608	0.1	-5.3376e-005
107	3.2745	0.94592	0.1	-4.1387e-005
108	5.5501	4.0403	0.1	-3.8952e-005
109	8.2269	3.5316	0.1	-2.5926e-005
110	9.4089	3.5645	0.1	-2.1007e-005
111	10.587	3.5699	0.1	-1.7649e-005
112	11.745	3.5706	0.1	-1.4564e-005
113	12.877	3.5649	0.1	-1.2493e-005
114	14.	3.557	0.1	-1.0465e-005
115	15.105	3.549	0.1	-8.6433e-006
116	16.216	3.5412	0.1	-6.9537e-006
117	17.327	3.5545	0.1	-5.4702e-006
118	18.427	3.5778	0.1	-4.2057e-006
119	19.529	3.5914	0.1	-3.1544e-006
120	20.637	3.5963	0.1	-2.3229e-006
121	21.746	3.5942	0.1	-1.7225e-006
122	21.751	2.3894	0.1	-1.7156e-006
123	20.634	2.3876	0.1	-2.3198e-006
124	19.532	2.3839	0.1	-3.1424e-006
125	18.428	2.3762	0.1	-4.1984e-006
126	17.326	2.3687	0.1	-5.4738e-006
127	16.223	2.3611	0.1	-6.9496e-006
