Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.0381	3.5774	0.	-2134.3
2	3.94	4.6738	0.	-1193.9
3	1.6289	0.77869	0.	-1109.1
4	1.7865	1.9747	0.	-1493.4
5	3.8098	0.62707	0.	-753.53
6	1.7865	5.0879	0.	-1220.3
7	3.6968	5.4776	0.	-792.86
8	4.5909	4.0498	0.	-1281.5
9	0.80462	2.0502	0.	-1474.7
10	1.1286	3.0435	0.	-1508.6
11	1.1149	4.3948	0.	-1308.7
12	4.7725	0.82524	0.	-990.43
13	5.7108	1.0228	0.	-982.66
14	6.731	1.159	0.	-881.38
15	7.8263	1.2277	0.	-769.05
16	8.9402	1.2538	0.	-667.26
17	10.095	1.3018	0.	-570.23
18	11.285	1.3343	0.	-476.27
19	12.48	1.3634	0.	-389.91
20	13.722	1.3053	0.	-315.07
21	14.954	1.236	0.	-246.32
22	16.126	1.208	0.	-186.26
23	17.266	1.1979	0.	-136.84
24	18.397	1.1855	0.	-95.849
25	19.515	1.1833	0.	-62.675
26	20.633	1.1925	0.	-36.783
27	21.754	1.1922	0.	-18.083
28	22.876	1.1951	0.	-6.4396
29	22.865	2.3932	0.	-7.0458
30	22.862	3.601	0.	-7.0651
31	22.869	4.7955	0.	-6.4832
32	21.749	4.7987	0.	-18.214
33	20.622	4.7963	0.	-37.178
34	19.498	4.7971	0.	-63.266
35	18.381	4.7809	0.	-96.491
36	17.264	4.7742	0.	-136.94
37	16.147	4.772	0.	-185.07
38	15.023	4.8041	0.	-240.07
39	13.912	4.8608	0.	-298.95
40	12.873	4.9477	0.	-364.21
41	11.813	5.0357	0.	-440.71
42	10.765	4.9533	0.	-515.35
43	9.7446	4.85	0.	-599.93
44	8.6207	4.8163	0.	-697.57
45	7.3879	4.8145	0.	-810.37
46	5.9622	4.7054	0.	-947.6
47	4.7451	5.2251	0.	-1020.1
48	0.78169	1.0067	0.	-1213.3
49	6.5315	3.5316	0.	-895.64
50	4.967	2.0369	0.	-1147.2
51	6.0138	2.3054	0.	-958.53
52	7.1669	2.4491	0.	-819.99
53	8.3489	2.4919	0.	-711.36
54	9.5701	2.4899	0.	-611.88
55	10.833	2.5193	0.	-513.
56	12.199	2.7127	0.	-407.56
57	13.66	2.4952	0.	-321.41
58	14.92	2.4313	0.	-245.5
59	16.101	2.3983	0.	-186.89
60	17.25	2.3849	0.	-137.51
61	18.38	2.3915	0.	-96.406
62	19.497	2.3965	0.	-63.188
63	20.615	2.3958	0.	-37.407
64	21.735	2.3902	0.	-18.704
65	21.738	3.5982	0.	-18.683
66	20.616	3.5979	0.	-37.42
67	19.487	3.5907	0.	-63.543
68	18.371	3.581	0.	-96.729
69	17.255	3.5746	0.	-137.3
70	16.135	3.5779	0.	-184.76
71	14.965	3.6141	0.	-241.74
72	13.802	3.6664	0.	-306.01
73	12.732	3.8277	0.	-371.02
74	11.931	4.1766	0.	-416.04
75	11.213	3.8399	0.	-495.45
76	10.21	3.6685	0.	-562.33
77	9.0418	3.6524	0.	-657.15
78	7.792	3.6484	0.	-761.46
79	3.4787	5.0572	0.	-795.07
80	1.6357	1.5101	0.	-1316.7
81	2.9092	2.9587	0.	-1622.5
82	2.1394	4.5403	0.	-1324.5
83	2.3473	4.2671	0.	-1520.6
84	2.3018	3.8654	0.	-2589.1
85	3.8076	2.9614	0.	-1358.2
86	3.6171	1.1791	0.	-918.07
87	4.3334	1.5895	0.	-1139.4
88	5.2062	3.2866	0.	-1154.9
89	3.6452	2.1528	0.	-1516.6
90	3.3725	1.5963	0.	-1223.8
91	3.3725	1.5963	0.1	-134.51
92	3.6452	2.1528	0.1	107.74
93	5.2062	3.2866	0.1	-5.0029
94	4.3334	1.5895	0.1	-47.045
95	3.6171	1.1791	0.1	-162.24
