Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	3.1599	3.3729	0.	-1.4602e-004
2	3.3092	2.6196	0.	-1.4581e-004
3	4.1544	3.3543	0.	-1.2415e-004
4	0.91185	0.81703	0.	-8.8941e-005
5	3.4169	0.78775	0.	-9.3141e-005
6	1.4706	3.9549	0.	-1.6132e-004
7	3.3697	4.7196	0.	-1.2038e-004
8	2.9331	5.0599	0.	-7.5903e-005
9	0.80687	4.3355	0.	-1.1812e-004
10	3.1259	5.4603	0.	-8.1886e-005
11	4.2379	2.1761	0.	-1.1485e-004
12	5.3305	3.4955	0.	-9.9794e-005
13	4.482	1.0382	0.	-1.0596e-004
14	5.5421	1.1722	0.	-9.9086e-005
15	6.7085	1.2028	0.	-8.6799e-005
16	7.8876	1.208	0.	-7.5971e-005
17	9.0563	1.2011	0.	-6.5629e-005
18	10.222	1.1821	0.	-5.6011e-005
19	11.375	1.1815	0.	-4.7179e-005
20	12.521	1.2133	0.	-3.9162e-005
21	13.673	1.1937	0.	-3.1862e-005
22	14.819	1.1965	0.	-2.5358e-005
23	15.97	1.1827	0.	-1.9558e-005
24	17.115	1.183	0.	-1.4555e-005
25	18.261	1.1913	0.	-1.032e-005
26	19.407	1.1916	0.	-6.8431e-006
27	20.555	1.1921	0.	-4.1219e-006
28	21.703	1.1931	0.	-2.1434e-006
29	22.851	1.1958	0.	-9.0349e-007
30	22.846	2.3945	0.	-1.0386e-006
31	22.835	3.5936	0.	-1.0478e-006
32	22.848	4.8066	0.	-9.0519e-007
33	21.695	4.8079	0.	-2.1537e-006
34	20.544	4.8085	0.	-4.1402e-006
35	19.395	4.8087	0.	-6.8815e-006
36	18.248	4.7946	0.	-1.0368e-005
37	17.096	4.7847	0.	-1.4636e-005
38	15.952	4.7801	0.	-1.9635e-005
39	14.815	4.7935	0.	-2.5363e-005
40	13.668	4.807	0.	-3.1865e-005
41	12.526	4.8306	0.	-3.9132e-005
42	11.368	4.8192	0.	-4.7216e-005
43	10.203	4.8165	0.	-5.6084e-005
44	9.0299	4.8141	0.	-6.5753e-005
45	7.8257	4.7924	0.	-7.6272e-005
46	6.5743	4.7726	0.	-8.8286e-005
47	5.1378	4.7822	0.	-9.8463e-005
48	4.1273	5.2602	0.	-1.0474e-004
49	5.4526	2.3248	0.	-9.8757e-005
50	6.6394	2.3897	0.	-8.6232e-005
51	7.8323	2.4107	0.	-7.5492e-005
52	9.0261	2.4068	0.	-6.5325e-005
53	10.196	2.4155	0.	-5.5912e-005
54	11.35	2.4171	0.	-4.7204e-005
55	12.502	2.4155	0.	-3.9197e-005
56	13.649	2.4039	0.	-3.1944e-005
57	14.815	2.3853	0.	-2.5357e-005
58	15.958	2.3888	0.	-1.9616e-005
59	17.102	2.39	0.	-1.4622e-005
60	18.245	2.3921	0.	-1.039e-005
61	19.391	2.3893	0.	-6.9279e-006
62	20.541	2.3901	0.	-4.209e-006
63	21.692	2.3916	0.	-2.2536e-006
64	21.687	3.5998	0.	-2.2624e-006
65	20.537	3.5993	0.	-4.2166e-006
66	19.392	3.5977	0.	-6.9294e-006
67	18.236	3.5899	0.	-1.0427e-005
68	17.093	3.5824	0.	-1.4658e-005
69	15.95	3.5795	0.	-1.9634e-005
70	14.806	3.5832	0.	-2.5416e-005
71	13.65	3.6064	0.	-3.1914e-005
72	12.504	3.6175	0.	-3.9203e-005
73	11.351	3.6199	0.	-4.719e-005
74	10.184	3.616	0.	-5.597e-005
75	8.9972	3.6202	0.	-6.5571e-005
76	7.7885	3.6052	0.	-7.5948e-005
77	6.5516	3.5853	0.	-8.7546e-005
78	3.8722	4.1693	0.	-1.2722e-004
79	1.0361	1.3598	0.	-1.0265e-004
80	1.7833	3.8331	0.	-3.0137e-004
81	2.4634	2.6157	0.	-2.1961e-004
82	3.2864	1.4687	0.	-1.1572e-004
83	2.8734	1.9903	0.	-1.4616e-004
84	2.7071	3.3286	0.	-1.3921e-004
85	2.587	3.0496	0.	-1.9967e-004
86	1.9876	3.8184	0.	-3.5127e-004
87	1.9876	3.8184	0.1	-2.151e-004
88	2.587	3.0496	0.1	-8.3503e-005
89	2.7071	3.3286	0.1	-8.0853e-005
90	2.8734	1.9903	0.1	-6.0915e-005
91	3.2864	1.4687	0.1	-4.5369e-005
92	2.4634	2.6157	0.1	-7.6797e-005
93	1.7833	3.8331	0.1	-1.4518e-004
94	1.0361	1.3598	0.1	-7.782e-005
95	3.8722	4.1693	0.1	-5.0239e-005
96	6.5516	3.5853	0.1	-3.1756e-005
97	7.7885	3.6052	0.1	-2.6024e-005
98	8.9972	3.6202	0.1	-2.2107e-005
99	10.184	3.616	0.1	-1.8452e-005
100	11.351	3.6199	0.1	-1.5906e-005
101	12.504	3.6175	0.1	-1.3541e-005
102	13.65	3.6064	0.1	-1.1305e-005
103	14.806	3.5832	0.1	-9.2499e-006
104	15.95	3.5795	0.1	-7.4135e-006
105	17.093	3.5824	0.1	-5.8015e-006
106	18.236	3.5899	0.1	-4.4263e-006
107	19.392	3.5977	0.1	-3.2813e-006
108	20.537	3.5993	0.1	-2.4006e-006
109	21.687	3.5998	0.1	-1.7537e-006
110	21.692	2.3916	0.1	-1.7557e-006
111	20.541	2.3901	0.1	-2.3936e-006
112	19.391	2.3893	0.1	-3.2847e-006
113	18.245	2.3921	0.1	-4.4206e-006
114	17.102	2.39	0.1	-5.7945e-006
115	15.958	2.3888	0.1	-7.4103e-006
116	14.815	2.3853	0.1	-9.2306e-006
117	13.649	2.4039	0.1	-1.1321e-005
118	12.502	2.4155	0.1	-1.353e-005
119	11.35	2.4171	0.1	-1.5923e-005
120	10.196	2.4155	0.1	-1.8447e-005
121	9.0261	2.4068	0.1	-2.1922e-005
122	7.8323	2.4107	0.1	-2.594e-005
123	6.6394	2.3897	0.1	-3.083e-005
124	5.4526	2.3248	0.1	-3.7705e-005
125	4.1273	5.2602	0.1	-3.8016e-005
126	5.1378	4.7822	0.1	-3.3059e-005
127	6.5743	4.7726	0.1	-3.1081e-005
128	7.8257	4.7924	0.1	-2.5536e-005
129	9.0299	4.8141	0.1	-2.1926e-005
130	10.203	4.8165	0.1	-1.8554e-005
131	11.368	4.8192	0.1	-1.5965e-005
132	12.526	4.8306	0.1	-1.3479e-005
133	13.668	4.807	0.1	-1.12e-005
134	14.815	4.7935	0.1	-9.0942e-006
135	15.952	4.7801	0.1	-7.2467e-006
136	17.096	4.7847	0.1	-5.6183e-006
137	18.248	4.7946	0.1	-4.2213e-006
138	19.395	4.8087	0.1	-3.0706e-006
139	20.544	4.8085	0.1	-2.156e-006
140	21.695	4.8079	0.1	-1.4761e-006
141	22.848	4.8066	0.1	-1.0112e-006
142	22.835	3.5936	0.1	-1.3556e-006
143	22.846	2.3945	0.1	-1.355e-006
144	22.851	1.1958	0.1	-1.0097e-006
145	21.703	1.1931	0.1	-1.4728e-006
146	20.555	1.1921	0.1	-2.156e-006
147	19.407	1.1916	0.1	-3.0725e-006
148	18.261	1.1913	0.1	-4.222e-006
149	17.115	1.183	0.1	-5.6085e-006
150	15.97	1.1827	0.1	-7.2262e-006
151	14.819	1.1965	0.1	-9.1131e-006
152	13.673	1.1937	0.1	-1.119e-005
153	12.521	1.2133	0.1	-1.3514e-005
154	11.375	1.1815	0.1	-1.5946e-005
155	10.222	1.1821	0.1	-1.8553e-005
156	9.0563	1.2011	0.1	-2.1837e-005
157	7.8876	1.208	0.1	-2.5748e-005
158	6.7085	1.2028	0.1	-2.9622e-005
159	5.5421	1.1722	0.1	-3.5044e-005
160	4.482	1.0382	0.1	-3.8763e-005
161	5.3305	3.4955	0.1	-3.4752e-005
162	4.2379	2.1761	0.1	-4.8679e-005
163	3.1259	5.4603	0.1	-3.7003e-005
164	0.80687	4.3355	0.1	-5.6578e-005
165	2.9331	5.0599	0.1	-3.721e-005
166	3.3697	4.7196	0.1	-5.486e-005
167	1.4706	3.9549	0.1	-1.1196e-004
168	3.4169	0.78775	0.1	-4.0924e-005
169	0.91185	0.81703	0.1	-4.8102e-005
170	4.1544	3.3543	0.1	-4.8289e-005
171	3.3092	2.6196	0.1	-6.0643e-005
172	3.1599	3.3729	0.1	-6.5283e-005
173	2.2267	4.	0.	-2.7923e-004
174	2.2267	4.5	0.	-1.4106e-004
175	2.2267	5.	0.	-1.2639e-004
176	2.2267	5.5	0.	-4.5333e-005
177	2.06	4.	0.	-6.1304e-004
178	2.06	5.5	0.	-8.2379e-005
179	2.06	5.	0.	-1.0423e-004
180	2.06	4.5	0.	-1.5357e-004
181	2.2267	2.	0.	-5.2284e-004
182	2.2267	1.5	0.	-2.6494e-004
183	2.2267	1.	0.	-1.4592e-004
184	2.2267	0.5	0.	-8.363e-005
185	2.06	2.	0.	-3.8372e-004
186	2.06	0.5	0.	-1.0496e-004
187	2.06	1.	0.	-1.9919e-004
188	2.06	1.5	0.	-1.4626e-004
189	2.2267	6.	0.	-4.7151e-005
190	3.3726	6.	0.	-7.7057e-005
191	4.5186	6.	0.	-9.8903e-005
192	5.6646	6.	0.	-9.7259e-005
193	6.8105	6.	0.	-8.6021e-005
194	7.9565	6.	0.	-7.6466e-005
195	9.1025	6.	0.	-6.5778e-005
196	10.248	6.	0.	-5.6117e-005
197	11.394	6.	0.	-4.7254e-005
198	12.54	6.	0.	-3.9175e-005
199	13.686	6.	0.	-3.181e-005
200	14.832	6.	0.	-2.5279e-005
201	15.978	6.	0.	-1.9502e-005
202	17.124	6.	0.	-1.4497e-005
203	18.27	6.	0.	-1.0256e-005
204	19.416	6.	0.	-6.7646e-006
205	20.562	6.	0.	-4.0159e-006
206	21.708	6.	0.	-1.9963e-006
207	22.854	6.	0.	-6.9505e-007
208	24.	6.	0.	-1.6621e-007
209	24.	4.8	0.	-4.2782e-007
210	24.	3.6	0.	-6.1168e-007
211	24.	2.4	0.	-6.0743e-007
212	24.	1.2	0.	-4.2573e-007
213	1.049e-014	1.2	0.	-8.6072e-005
214	2.0981e-014	2.4	0.	-9.8752e-005
215	3.1471e-014	3.6	0.	-1.1487e-004
216	4.1961e-014	4.8	0.	-1.4285e-004
217	24.	0.	0.	-1.6452e-007
218	2.2267	0.	0.	-5.774e-005
219	22.854	0.	0.	-6.9622e-007
220	21.708	0.	0.	-1.9997e-006
221	20.562	0.	0.	-4.0175e-006
222	19.416	0.	0.	-6.7619e-006
223	18.27	0.	0.	-1.0242e-005
224	17.124	0.	0.	-1.4498e-005
225	15.978	0.	0.	-1.9522e-005
226	14.832	0.	0.	-2.5282e-005
227	13.686	0.	0.	-3.1881e-005
228	12.54	0.	0.	-3.9144e-005
229	11.394	0.	0.	-4.7311e-005
230	10.248	0.	0.	-5.6259e-005
231	9.1025	0.	0.	-6.6012e-005
232	7.9565	0.	0.	-7.674e-005
233	6.8105	0.	0.	-8.8089e-005
234	5.6646	0.	0.	-9.8293e-005
235	4.5186	0.	0.	-1.0098e-004
236	3.3726	0.	0.	-7.989e-005
237	0.	0.	0.	-6.3725e-005
238	2.06	0.	0.	-6.6269e-005
239	1.03	-2.1989e-031	0.	-7.9826e-005
240	3.937e-014	6.	0.	-7.48e-005
241	2.06	6.	0.	-8.7779e-005
242	1.03	6.	0.	-9.6043e-005
243	2.2267	5.5	0.1	-1.4621e-005
244	2.2267	5.	0.1	-8.9522e-005
245	2.2267	4.5	0.1	-1.0192e-004
246	2.2267	4.	0.1	-7.6484e-005
247	2.06	4.	0.1	-2.8059e-004
248	2.06	4.5	0.1	-2.0713e-004
249	2.06	5.	0.1	-7.6632e-005
250	2.06	5.5	0.1	-3.2859e-005
251	2.2267	0.5	0.1	-2.7327e-005
252	2.2267	1.	0.1	-4.611e-005
253	2.2267	1.5	0.1	-1.1638e-004
254	2.2267	2.	0.1	-1.9085e-004
255	2.06	2.	0.1	-1.777e-004
256	2.06	1.5	0.1	-1.1224e-004
257	2.06	1.	0.1	-8.2847e-005
258	2.06	0.5	0.1	-2.5255e-005
259	2.2267	6.	0.1	-1.6721e-005
260	3.3726	6.	0.1	-2.5581e-005
261	4.5186	6.	0.1	-3.5855e-005
262	5.6646	6.	0.1	-3.5303e-005
263	6.8105	6.	0.1	-2.9006e-005
264	7.9565	6.	0.1	-2.5698e-005
265	9.1025	6.	0.1	-2.2207e-005
266	10.248	6.	0.1	-1.9114e-005
267	11.394	6.	0.1	-1.6294e-005
268	12.54	6.	0.1	-1.3722e-005
