Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	4.4952	2.6011	0.	-2210.4
2	5.3059	3.3814	0.	-1094.7
3	5.6908	1.3304	0.	-781.89
4	4.5074	3.2433	0.	-2235.6
5	6.5072	3.5807	0.	-1032.1
6	3.3171	0.6577	0.	-990.4
7	3.3453	1.7244	0.	-1122.1
8	5.6096	0.51674	0.	-563.55
9	3.2554	5.0611	0.	-1029.9
10	3.9296	3.7596	0.	-1805.9
11	4.329	3.6477	0.	-2328.1
12	5.74	4.6912	0.	-950.85
13	5.338	5.0553	0.	-621.75
14	5.5923	2.8768	0.	-1319.6
15	2.2685	2.5827	0.	-1501.7
16	2.2518	3.7341	0.	-1466.3
17	2.2994	1.2799	0.	-1274.5
18	5.502	5.4607	0.	-635.15
19	2.2321	4.9326	0.	-1350.8
20	1.1211	4.8406	0.	-1333.6
21	1.1227	3.6646	0.	-1439.6
22	1.1437	1.241	0.	-1338.9
23	6.5075	0.77624	0.	-844.09
24	7.3814	1.362	0.	-765.98
25	8.894	1.2273	0.	-666.78
26	10.187	1.2095	0.	-562.45
27	11.391	1.2055	0.	-467.05
28	12.557	1.198	0.	-386.17
29	13.723	1.1812	0.	-313.1
30	14.864	1.1781	0.	-248.25
31	16.002	1.1787	0.	-191.08
32	17.142	1.1808	0.	-141.63
33	18.28	1.1841	0.	-99.72
34	19.42	1.1851	0.	-65.285
35	20.562	1.1839	0.	-38.366
36	21.707	1.1962	0.	-18.747
37	22.855	1.1957	0.	-6.6776
38	1.1389	2.4712	0.	-1444.3
39	22.848	2.3942	0.	-7.2551
40	22.847	3.6016	0.	-7.2576
41	22.85	4.8075	0.	-6.7224
42	21.705	4.7973	0.	-18.824
43	20.557	4.7996	0.	-38.464
44	19.416	4.7812	0.	-65.533
45	18.274	4.7452	0.	-99.958
46	17.134	4.7169	0.	-141.99
47	15.997	4.7014	0.	-191.45
48	14.861	4.7335	0.	-248.44
49	13.719	4.7678	0.	-313.43
50	12.559	4.7778	0.	-387.95
51	11.387	4.7842	0.	-470.08
52	10.192	4.7803	0.	-563.
53	8.9695	4.7821	0.	-662.64
54	7.5971	4.7446	0.	-768.05
55	6.6005	5.2591	0.	-791.36
56	7.6851	3.5924	0.	-775.23
57	7.5203	2.4745	0.	-792.98
58	8.8466	2.4026	0.	-677.22
59	10.138	2.3875	0.	-567.3
60	11.358	2.3923	0.	-468.7
61	12.539	2.3789	0.	-386.49
62	13.712	2.3653	0.	-312.48
63	14.863	2.3621	0.	-247.49
64	16.001	2.3631	0.	-190.7
65	17.14	2.3657	0.	-141.31
66	18.278	2.3691	0.	-99.507
67	19.417	2.3736	0.	-65.335
68	20.556	2.3894	0.	-38.558
69	21.695	2.4004	0.	-19.252
70	21.693	3.5981	0.	-19.318
71	20.548	3.5893	0.	-38.73
72	19.415	3.5769	0.	-65.44
73	18.271	3.553	0.	-99.844
74	17.134	3.542	0.	-141.64
75	15.997	3.5333	0.	-190.95
76	14.85	3.5388	0.	-248.36
77	13.7	3.5589	0.	-313.4
78	12.557	3.5639	0.	-386.29
79	11.353	3.5825	0.	-470.25
80	8.9083	3.5858	0.	-669.99
81	10.14	3.5802	0.	-568.09
82	6.2142	4.1939	0.	-1077.
83	3.6188	1.1121	0.	-765.29
84	3.5151	2.6361	0.	-1469.3
85	3.2833	3.9953	0.	-1194.4
86	5.3227	0.94391	0.	-470.2
87	5.6908	1.8467	0.	-1186.9
88	4.8444	3.4283	0.	-1752.8
89	4.9267	2.3081	0.	-1411.3
90	5.3095	2.3204	0.	-1691.4
91	4.038	3.0597	0.	-2032.6
92	6.1665	2.887	0.	-1157.1
93	5.0753	3.0245	0.	-1434.8
94	4.8255	2.8357	0.	-1990.7
95	4.8255	2.8357	0.1	-53.564
96	5.0753	3.0245	0.1	-77.213
97	6.1665	2.887	0.1	91.362
98	4.038	3.0597	0.1	-72.83
99	5.3095	2.3204	0.1	-30.534
100	4.9267	2.3081	0.1	-413.97
101	4.8444	3.4283	0.1	-381.93
102	5.6908	1.8467	0.1	109.13
103	5.3227	0.94391	0.1	-163.77
104	3.2833	3.9953	0.1	-79.138
105	3.5151	2.6361	0.1	4.2564
106	3.6188	1.1121	0.1	-136.16
107	6.2142	4.1939	0.1	38.729
108	10.14	3.5802	0.1	4.957
109	8.9083	3.5858	0.1	-9.1038
110	11.353	3.5825	0.1	0.18961
111	12.557	3.5639	0.1	-0.1974
112	13.7	3.5589	0.1	-4.624
113	14.85	3.5388	0.1	-7.0218
114	15.997	3.5333	0.1	-8.6707
115	17.134	3.542	0.1	-9.5834
116	18.271	3.553	0.1	-10.083
117	19.415	3.5769	0.1	-10.347
118	20.548	3.5893	0.1	-10.542
119	21.693	3.5981	0.1	-10.617
120	21.695	2.4004	0.1	-10.664
121	20.556	2.3894	0.1	-10.553
122	19.417	2.3736	0.1	-10.399
123	18.278	2.3691	0.1	-10.188
124	17.14	2.3657	0.1	-9.6852
125	16.001	2.3631	0.1	-8.8228
126	14.863	2.3621	0.1	-7.3911
127	13.712	2.3653	0.1	-4.7703
128	12.539	2.3789	0.1	-0.35709
129	11.358	2.3923	0.1	0.33695
130	10.138	2.3875	0.1	2.1888
131	8.8466	2.4026	0.1	-10.183
132	7.5203	2.4745	0.1	13.669
133	7.6851	3.5924	0.1	26.813
134	6.6005	5.2591	0.1	-4.1764
135	7.5971	4.7446	0.1	14.582
136	8.9695	4.7821	0.1	-8.4365
137	10.192	4.7803	0.1	3.9379
138	11.387	4.7842	0.1	0.38324
139	12.559	4.7778	0.1	-1.6698
140	13.719	4.7678	0.1	-4.5353
141	14.861	4.7335	0.1	-6.2833
142	15.997	4.7014	0.1	-7.3787
143	17.134	4.7169	0.1	-8.0043
144	18.274	4.7452	0.1	-8.3398
145	19.416	4.7812	0.1	-8.4233
146	20.557	4.7996	0.1	-8.3718
147	21.705	4.7973	0.1	-8.2217
148	22.85	4.8075	0.1	-7.5759
149	22.847	3.6016	0.1	-10.622
150	22.848	2.3942	0.1	-10.612
151	1.1389	2.4712	0.1	-293.02
152	22.855	1.1957	0.1	-7.6145
153	21.707	1.1962	0.1	-8.2123
