Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,13.3,2.1818,0,0.00093761,9369.6,0.00040052,1177,0.00025932,116.16,-0.00091109,-8677.8,0.86268
2,13.3,2.3636,0,0.0007416,7410.9,0.00032069,913.25,0.00019613,-22.661,-0.00072201,-6921.2,0.86341
3,13.3,2.5455,0,0.00065473,6542.8,0.0002791,768.25,0.00017694,0.65252,-0.00063826,-6124.5,0.86394
4,13.3,2.7273,0,0.00060969,6092.7,0.00025814,691.71,0.00016574,-2.4824,-0.00059499,-5718.3,0.86427
5,13.3,2.9091,0,0.00059048,5900.7,0.00024894,657.43,0.00016127,-1.289,-0.00057655,-5545,0.86444
6,13.3,3.0909,0,0.00059048,5900.7,0.00024894,657.43,0.00016127,-1.289,-0.00057655,-5545,0.86444
7,13.3,3.2727,0,0.00060969,6092.7,0.00025814,691.71,0.00016574,-2.4824,-0.00059499,-5718.3,0.86427
8,13.3,3.4545,0,0.00065473,6542.8,0.0002791,768.25,0.00017694,0.65253,-0.00063826,-6124.5,0.86394
9,13.3,3.6364,0,0.0007416,7410.9,0.00032069,913.25,0.00019613,-22.661,-0.00072201,-6921.2,0.86341
10,13.3,3.8182,0,0.00093761,9369.6,0.00040052,1177,0.00025932,116.16,-0.00091109,-8677.8,0.86268
11,13.467,2.1818,0,0.00092326,9226.2,0.00037737,904.66,0.00026203,38.024,-0.00090416,-8724.3,0.88281
12,13.467,2.3636,0,0.00073681,7363.1,0.00031231,828,0.00019889,-24.226,-0.00071943,-6924.1,0.88352
13,13.467,2.5455,0,0.00064901,6485.6,0.00027261,711.61,0.00017805,1.168,-0.00063395,-6100,0.88403
14,13.467,2.7273,0,0.00060384,6034.2,0.00025264,647.72,0.0001661,-2.4846,-0.00059023,-5685.3,0.88436
15,13.467,2.9091,0,0.00058451,5841.1,0.00024376,617.88,0.00016137,-1.1564,-0.00057155,-5508,0.88453
16,13.467,3.0909,0,0.00058451,5841.1,0.00024376,617.88,0.00016137,-1.1564,-0.00057155,-5508,0.88453
17,13.467,3.2727,0,0.00060384,6034.2,0.00025264,647.72,0.0001661,-2.4846,-0.00059023,-5685.3,0.88436
18,13.467,3.4545,0,0.00064901,6485.6,0.00027261,711.61,0.00017805,1.168,-0.00063395,-6100,0.88403
19,13.467,3.6364,0,0.00073681,7363.1,0.00031231,828,0.00019889,-24.226,-0.00071943,-6924.1,0.88352
20,13.467,3.8182,0,0.00092326,9226.2,0.00037737,904.65,0.00026203,38.024,-0.00090416,-8724.3,0.88281
21,13.115,5.8182,0,5.2933e-05,528.97,2.495e-05,84.928,1.2013e-05,-12.279,-5.1023e-05,-485.9,0.82807
22,13.115,5.6364,0,7.7668e-05,776.15,4.1449e-05,193.63,1.4924e-05,-5.6696,-7.2526e-05,-662.73,0.82931
23,13.115,5.4545,0,0.00010921,1091.4,6.4653e-05,358.06,1.6415e-05,-4.3779,-9.8581e-05,-868.41,0.83055
24,13.115,5.2727,0,0.00014493,1448.3,9.1581e-05,554.13,1.7309e-05,-3.9157,-0.00012726,-1090.2,0.8318
25,13.115,5.0909,0,0.00018561,1854.8,0.00012249,781.66,1.7941e-05,-3.8591,-0.00015944,-1336.6,0.83305
26,13.115,4.9091,0,0.00023322,2330.6,0.00015862,1047.7,1.8515e-05,-4.9949,-0.0001969,-1623.5,0.8343
27,13.115,4.7273,0,0.00029131,2911.1,0.00020223,1367.7,1.9727e-05,-3.518,-0.00024276,-1975.7,0.83554
28,13.115,4.5455,0,0.00036633,3660.8,0.00025737,1758,2.1438e-05,-14.685,-0.00030291,-2451.7,0.83676
29,13.115,4.3636,0,0.00047242,4720.9,0.0003327,2294.6,2.8949e-05,12.378,-0.00038978,-3133.8,0.83795
30,13.115,4.1818,0,0.00062869,6282.5,0.00042015,2684.2,5.195e-05,-82.332,-0.00053691,-4506.8,0.83908
31,13.115,4,0,0.00073983,7393.2,0.00041834,1985.4,0.00010663,-356.66,-0.00068374,-6295.2,0.84009
32,13.115,3.8182,0,0.00069785,6973.7,0.00031117,997.63,0.00018043,15.279,-0.00067541,-6415.2,0.84093
33,13.115,3.6364,0,0.00065458,6541.2,0.00028168,794.49,0.00017456,-10.37,-0.00063751,-6111.9,0.84159
34,13.115,3.4545,0,0.00060885,6084.3,0.00025669,680.62,0.00016656,3.451,-0.00059438,-5713.9,0.84208
35,13.115,3.2727,0,0.00058222,5818.2,0.00024419,632.08,0.00015979,-2.1063,-0.0005689,-5477.2,0.84239
36,13.115,3.0909,0,0.00056955,5691.5,0.00023802,608.63,0.00015696,-0.4331,-0.00055675,-5362.9,0.84255
37,13.115,2.9091,0,0.00056955,5691.5,0.00023802,608.63,0.00015696,-0.4331,-0.00055675,-5362.9,0.84255
38,13.115,2.7273,0,0.00058222,5818.2,0.00024419,632.08,0.00015979,-2.1063,-0.0005689,-5477.2,0.84239
39,13.115,2.5455,0,0.00060885,6084.3,0.00025669,680.62,0.00016656,3.451,-0.00059438,-5713.9,0.84208
40,13.115,2.3636,0,0.00065458,6541.2,0.00028168,794.49,0.00017456,-10.37,-0.00063751,-6111.9,0.84159
41,13.115,2.1818,0,0.00069785,6973.7,0.00031117,997.63,0.00018043,15.279,-0.00067541,-6415.2,0.84093
42,13.115,2,0,0.00073983,7393.2,0.00041834,1985.4,0.00010663,-356.66,-0.00068374,-6295.2,0.84009
43,13.115,1.8182,0,0.00062869,6282.5,0.00042015,2684.2,5.195e-05,-82.332,-0.00053691,-4506.8,0.83908
44,13.115,1.6364,0,0.00047242,4720.9,0.0003327,2294.6,2.8949e-05,12.378,-0.00038978,-3133.8,0.83795
45,13.115,1.4545,0,0.00036633,3660.8,0.00025737,1758,2.1438e-05,-14.685,-0.00030291,-2451.7,0.83676
46,13.115,1.2727,0,0.00029131,2911.1,0.00020223,1367.7,1.9727e-05,-3.518,-0.00024276,-1975.7,0.83554
47,13.115,1.0909,0,0.00023322,2330.6,0.00015862,1047.7,1.8515e-05,-4.9949,-0.0001969,-1623.5,0.8343
48,13.115,0.90909,0,0.00018561,1854.8,0.00012249,781.66,1.7941e-05,-3.8591,-0.00015944,-1336.6,0.83305
49,13.115,0.72727,0,0.00014493,1448.3,9.1581e-05,554.13,1.7309e-05,-3.9157,-0.00012726,-1090.2,0.8318
50,13.115,0.54545,0,0.00010921,1091.4,6.4653e-05,358.06,1.6415e-05,-4.3779,-9.8581e-05,-868.41,0.83055
51,13.115,0.36364,0,7.7668e-05,776.15,4.1449e-05,193.63,1.4924e-05,-5.6696,-7.2526e-05,-662.73,0.82931
52,13.115,0.18182,0,5.2933e-05,528.97,2.495e-05,84.928,1.2013e-05,-12.279,-5.1023e-05,-485.9,0.82807
53,12.931,5.8182,0,8.1793e-05,817.36,3.2248e-05,62.519,2.367e-05,-1.9304,-8.0571e-05,-785.16,0.808
54,12.931,5.6364,0,9.5471e-05,954.05,4.1604e-05,122.86,2.5168e-05,-0.64014,-9.279e-05,-886.93,0.80922
55,12.931,5.4545,0,0.00011805,1179.7,5.8216e-05,237.64,2.6589e-05,0.011366,-0.0001122,-1042.8,0.81042
56,12.931,5.2727,0,0.00014677,1466.7,7.9447e-05,386.69,2.8043e-05,0.46053,-0.00013632,-1234.5,0.81161
57,12.931,5.0909,0,0.000181,1808.8,0.00010443,561.59,2.9772e-05,0.64339,-0.00016479,-1461.2,0.81278
58,12.931,4.9091,0,0.00022132,2211.7,0.00013313,759.14,3.2214e-05,0.89769,-0.00019841,-1731.9,0.81394
59,12.931,4.7273,0,0.00026937,2691.8,0.00016604,977.62,3.6026e-05,0.76258,-0.00023908,-2066.3,0.81506
60,12.931,4.5455,0,0.00032625,3260.2,0.00020207,1197,4.2834e-05,0.57593,-0.00028896,-2492.4,0.81614
61,12.931,4.3636,0,0.00039409,3938.2,0.000239,1379.1,5.5968e-05,3.8716,-0.00035211,-3062.2,0.81716
62,12.931,4.1818,0,0.0004622,4618.8,0.00026219,1379.8,7.994e-05,10.474,-0.00042306,-3768.8,0.8181
63,12.931,4,0,0.00050466,5043.1,0.00024771,1026.4,0.00011704,44.565,-0.00047921,-4435.4,0.81893
64,12.931,3.8182,0,0.00053461,5342.5,0.0002331,704.52,0.00014232,22.415,-0.00051897,-4946.2,0.81962
65,12.931,3.6364,0,0.0005436,5432.2,0.00022603,565.02,0.00015037,-3.5029,-0.00053181,-5129.1,0.82019
66,12.931,3.4545,0,0.00054074,5403.7,0.00022167,525.37,0.00015186,0.87957,-0.00052988,-5121.5,0.82061
67,12.931,3.2727,0,0.00053398,5336.1,0.0002178,504.82,0.00015061,-0.058228,-0.00052359,-5065.8,0.8209
68,12.931,3.0909,0,0.00052971,5293.4,0.00021573,496.66,0.00014961,-0.12388,-0.00051951,-5027.7,0.82104
69,12.931,2.9091,0,0.00052971,5293.4,0.00021573,496.66,0.00014961,-0.12388,-0.00051951,-5027.7,0.82104
70,12.931,2.7273,0,0.00053398,5336.1,0.0002178,504.82,0.00015061,-0.058228,-0.00052359,-5065.8,0.8209
71,12.931,2.5455,0,0.00054074,5403.7,0.00022167,525.37,0.00015186,0.87957,-0.00052988,-5121.4,0.82061
72,12.931,2.3636,0,0.0005436,5432.2,0.00022603,565.02,0.00015037,-3.5029,-0.00053181,-5129.1,0.82019
73,12.931,2.1818,0,0.00053461,5342.5,0.0002331,704.52,0.00014232,22.414,-0.00051897,-4946.2,0.81962
74,12.931,2,0,0.00050466,5043.1,0.00024771,1026.4,0.00011704,44.565,-0.00047921,-4435.4,0.81893
75,12.931,1.8182,0,0.0004622,4618.8,0.00026219,1379.8,7.994e-05,10.474,-0.00042306,-3768.8,0.8181
76,12.931,1.6364,0,0.00039409,3938.2,0.000239,1379.1,5.5968e-05,3.8716,-0.00035211,-3062.2,0.81716
77,12.931,1.4545,0,0.00032625,3260.2,0.00020207,1197,4.2834e-05,0.57594,-0.00028896,-2492.4,0.81614
78,12.931,1.2727,0,0.00026937,2691.8,0.00016604,977.62,3.6026e-05,0.76258,-0.00023908,-2066.3,0.81506
79,12.931,1.0909,0,0.00022132,2211.7,0.00013313,759.14,3.2214e-05,0.89769,-0.00019841,-1731.9,0.81394
80,12.931,0.90909,0,0.000181,1808.8,0.00010443,561.59,2.9772e-05,0.64339,-0.00016479,-1461.2,0.81278
81,12.931,0.72727,0,0.00014677,1466.7,7.9447e-05,386.69,2.8043e-05,0.46054,-0.00013632,-1234.5,0.81161
82,12.931,0.54545,0,0.00011805,1179.7,5.8216e-05,237.64,2.6589e-05,0.011368,-0.0001122,-1042.8,0.81042
83,12.931,0.36364,0,9.5471e-05,954.05,4.1604e-05,122.86,2.5168e-05,-0.64014,-9.279e-05,-886.93,0.80922
84,12.931,0.18182,0,8.1793e-05,817.36,3.2248e-05,62.519,2.367e-05,-1.9304,-8.0571e-05,-785.16,0.808
85,12.746,5.8182,0,0.00011288,1128.1,4.2429e-05,62.197,3.4089e-05,-0.4618,-0.0001117,-1095.9,0.78799
