Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.1331	3.1576	0.	1.2808e-004
2	2.7801	3.5846	0.	1.253e-004
3	3.6388	1.885	0.	4.4014e-005
4	4.1151	4.5733	0.	4.0303e-005
5	1.0938	0.87099	0.	6.1059e-005
6	1.3671	2.2996	0.	1.0229e-004
7	3.8033	0.68231	0.	3.6501e-005
8	3.6214	5.4355	0.	3.2339e-005
9	3.5907	3.6877	0.	6.8217e-005
10	1.2779	3.8379	0.	8.5457e-005
11	4.4769	4.0071	0.	3.87e-005
12	1.0764	4.9745	0.	5.7923e-005
13	4.904	0.85689	0.	3.5601e-005
14	6.0009	1.022	0.	3.0663e-005
15	7.0806	1.1255	0.	2.772e-005
16	8.1634	1.1634	0.	2.4213e-005
17	9.3156	1.1848	0.	2.104e-005
18	10.463	1.1802	0.	1.7963e-005
19	11.603	1.1742	0.	1.5396e-005
20	12.73	1.1738	0.	1.3024e-005
21	13.856	1.1742	0.	1.0814e-005
22	14.979	1.1773	0.	8.8077e-006
23	16.104	1.1793	0.	7.0091e-006
24	17.229	1.1827	0.	5.4426e-006
25	18.355	1.1833	0.	4.1016e-006
26	19.484	1.1844	0.	2.9879e-006
27	20.612	1.1895	0.	2.1098e-006
28	21.745	1.1954	0.	1.4526e-006
29	22.872	1.1965	0.	1.0027e-006
30	22.871	4.7976	0.	1.0044e-006
31	21.741	4.7974	0.	1.4539e-006
32	20.609	4.8001	0.	2.112e-006
33	19.48	4.7868	0.	2.9935e-006
34	18.353	4.7722	0.	4.1034e-006
35	17.225	4.7375	0.	5.449e-006
36	16.102	4.707	0.	7.0147e-006
37	14.977	4.6916	0.	8.8054e-006
38	13.856	4.6853	0.	1.0807e-005
39	12.732	4.684	0.	1.3006e-005
40	11.609	4.683	0.	1.5349e-005
41	10.473	4.7186	0.	1.7799e-005
42	9.3111	4.7516	0.	2.1127e-005
43	8.1314	4.743	0.	2.4847e-005
44	6.9016	4.7025	0.	3.0793e-005
45	5.5386	4.611	0.	3.148e-005
46	4.6503	5.2138	0.	3.6123e-005
47	4.9014	1.722	0.	3.7146e-005
48	5.9154	2.0892	0.	3.1127e-005
49	8.1284	2.3493	0.	2.4644e-005
50	18.354	2.3672	0.	4.3053e-006
51	17.228	2.3632	0.	5.6363e-006
52	19.48	2.3839	0.	3.2081e-006
53	20.603	2.4007	0.	2.3572e-006
54	6.894	3.4936	0.	3.1285e-005
55	22.874	2.3959	0.	1.3471e-006
56	22.867	3.5945	0.	1.3477e-006
57	9.295	2.3527	0.	2.1137e-005
58	10.462	2.3524	0.	1.7752e-005
59	11.604	2.3532	0.	1.5346e-005
60	12.729	2.3533	0.	1.3074e-005
61	13.854	2.3553	0.	1.093e-005
62	14.977	2.3578	0.	8.9601e-006
