Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	18.441	2.8887	0.	-2162.2
2	18.986	4.4236	0.	-784.37
3	3.7216	3.1341	0.	-4479.8
4	18.397	3.6061	0.	-2070.8
5	17.469	2.2619	0.	-2184.3
6	14.8	3.0351	0.	-1073.
7	11.223	2.8641	0.	-2909.7
8	7.4644	3.1302	0.	-4146.4
9	22.081	3.0777	0.	-415.09
10	19.917	1.307	0.	-577.48
11	19.064	2.8692	0.	-1373.1
12	20.16	2.6627	0.	-734.97
13	16.609	1.9302	0.	-2118.4
14	16.609	1.9302	0.1	57.72
15	20.16	2.6627	0.1	-25.876
16	19.064	2.8692	0.1	-384.51
17	19.917	1.307	0.1	-59.882
18	22.081	3.0777	0.1	-2.4242
19	7.4644	3.1302	0.1	244.32
20	11.223	2.8641	0.1	-83.185
21	14.8	3.0351	0.1	-864.57
22	17.469	2.2619	0.1	-455.49
23	18.397	3.6061	0.1	-864.9
24	3.7216	3.1341	0.1	-1071.4
25	18.986	4.4236	0.1	-433.43
26	18.441	2.8887	0.1	-488.42
27	18.167	1.	0.1	78.86
28	18.167	1.5	0.1	188.57
29	18.167	2.	0.1	603.22
30	18.	2.	0.1	-53.495
31	18.	1.5	0.1	-465.96
32	18.	1.	0.1	-1254.1
33	18.167	5.	0.1	61.704
34	18.167	4.5	0.1	-372.47
35	18.167	4.	0.1	309.19
36	18.	4.	0.1	731.71
37	18.	4.5	0.1	572.35
38	18.	5.	0.1	228.13
39	18.167	6.	0.1	-104.82
40	20.111	6.	0.1	-64.687
41	22.056	6.	0.1	-45.062
42	24.	6.	0.1	27.229
43	24.	3.	0.1	17.49
44	2.6226e-014	3.	0.1	3603.3
45	3.937e-014	6.	0.1	3394.1
46	4.32	6.	0.1	-1074.2
47	8.64	6.	0.1	282.31
48	12.96	6.	0.1	-75.691
49	15.84	6.	0.1	-324.77
50	18.	6.	0.1	-127.05
51	24.	0.	0.1	-38.592
52	21.083	0.	0.1	28.862
53	18.167	0.	0.1	-201.74
54	18.	0.	0.1	5.6128
55	15.	2.3253e-030	0.1	-157.82
56	12.	1.8602e-030	0.1	-157.86
57	9.	1.3952e-030	0.1	-65.338
58	6.	9.3011e-031	0.1	77.315
59	3.	4.6505e-031	0.1	-1001.9
60	0.	0.	0.1	3042.7
61	3.	4.6505e-031	0.	-4576.3
62	6.	9.3011e-031	0.	-4713.2
63	9.	1.3952e-030	0.	-3913.
64	12.	1.8602e-030	0.	-2615.4
65	15.	2.3253e-030	0.	-1751.9
66	18.	0.	0.	-1248.
67	0.	0.	0.	-6358.4
68	21.083	0.	0.	-473.74
69	18.167	0.	0.	-606.15
70	24.	0.	0.	-306.81
71	15.84	6.	0.	-1570.4
72	12.96	6.	0.	-2511.9
73	8.64	6.	0.	-3865.6
74	4.32	6.	0.	-4462.4
75	18.	6.	0.	-1306.3
76	3.937e-014	6.	0.	-7109.1
77	2.6226e-014	3.	0.	-7353.3
78	24.	3.	0.	-288.51
79	24.	6.	0.	-226.03
80	22.056	6.	0.	-439.26
81	20.111	6.	0.	-583.31
82	18.167	6.	0.	-718.62
83	18.	4.5	0.	-2423.7
84	18.	5.	0.	-1791.7
85	18.	4.	0.	-4654.8
86	18.167	5.	0.	-637.36
87	18.167	4.5	0.	-1930.1
88	18.167	4.	0.	-7292.8
89	18.	1.5	0.	-2510.2
90	18.	1.	0.	92.094
91	18.	2.	0.	-4688.8
92	18.167	1.	0.	-1079.6
93	18.167	1.5	0.	-2530.3
