Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	18.441	2.8887	0.	1.3716
2	18.986	4.4236	0.	1.4406
3	3.7216	3.1341	0.	6.7152e-002
4	18.397	3.6061	0.	1.3661
5	17.469	2.2619	0.	1.25
6	14.8	3.0351	0.	0.94127
7	11.223	2.8641	0.	0.57098
8	7.4644	3.1302	0.	0.26394
9	22.081	3.0777	0.	1.8466
10	19.917	1.307	0.	1.56
11	19.064	2.8692	0.	1.4508
12	20.16	2.6627	0.	1.593
13	16.609	1.9302	0.	1.1466
14	16.609	1.9302	0.1	1.1466
15	20.16	2.6627	0.1	1.593
16	19.064	2.8692	0.1	1.4508
17	19.917	1.307	0.1	1.56
18	22.081	3.0777	0.1	1.8466
19	7.4644	3.1302	0.1	0.26394
20	11.223	2.8641	0.1	0.57098
21	14.8	3.0351	0.1	0.94127
22	17.469	2.2619	0.1	1.25
23	18.397	3.6061	0.1	1.3661
24	3.7216	3.1341	0.1	6.7152e-002
25	18.986	4.4236	0.1	1.4406
26	18.441	2.8887	0.1	1.3716
27	18.167	1.	0.1	1.3321
28	18.167	1.5	0.1	1.3335
29	18.167	2.	0.1	1.335
30	18.	2.	0.1	1.3142
31	18.	1.5	0.1	1.312
32	18.	1.	0.1	1.3096
33	18.167	5.	0.1	1.3344
34	18.167	4.5	0.1	1.3354
35	18.167	4.	0.1	1.3367
36	18.	4.	0.1	1.3161
37	18.	4.5	0.1	1.3158
38	18.	5.	0.1	1.3153
39	18.167	6.	0.1	1.3323
40	20.111	6.	0.1	1.5854
41	22.056	6.	0.1	1.8427
42	24.	6.	0.1	2.1029
43	24.	3.	0.1	2.1028
44	2.6226e-014	3.	0.1	0.
45	3.937e-014	6.	0.1	0.
46	4.32	6.	0.1	8.89e-002
47	8.64	6.	0.1	0.34765
48	12.96	6.	0.1	0.74049
49	15.84	6.	0.1	1.057
50	18.	6.	0.1	1.3135
51	24.	0.	0.1	2.1013
52	21.083	0.	0.1	1.7122
53	18.167	0.	0.1	1.3296
54	18.	0.	0.1	1.3047
55	15.	2.3253e-030	0.1	0.95328
56	12.	1.8602e-030	0.1	0.63341
57	9.	1.3952e-030	0.1	0.36241
58	6.	9.3011e-031	0.1	0.15894
59	3.	4.6505e-031	0.1	3.8071e-002
60	0.	0.	0.1	0.
61	3.	4.6505e-031	0.	3.8071e-002
62	6.	9.3011e-031	0.	0.15894
63	9.	1.3952e-030	0.	0.36241
64	12.	1.8602e-030	0.	0.63341
65	15.	2.3253e-030	0.	0.95328
66	18.	0.	0.	1.3047
67	0.	0.	0.	0.
68	21.083	0.	0.	1.7122
69	18.167	0.	0.	1.3296
70	24.	0.	0.	2.1013
71	15.84	6.	0.	1.057
72	12.96	6.	0.	0.74049
73	8.64	6.	0.	0.34765
74	4.32	6.	0.	8.89e-002
75	18.	6.	0.	1.3135
76	3.937e-014	6.	0.	0.
77	2.6226e-014	3.	0.	0.
78	24.	3.	0.	2.1028
79	24.	6.	0.	2.1029
80	22.056	6.	0.	1.8427
81	20.111	6.	0.	1.5854
82	18.167	6.	0.	1.3323
83	18.	4.5	0.	1.3158
84	18.	5.	0.	1.3153
85	18.	4.	0.	1.3161
86	18.167	5.	0.	1.3344
87	18.167	4.5	0.	1.3354
88	18.167	4.	0.	1.3367
89	18.	1.5	0.	1.312
90	18.	1.	0.	1.3096
91	18.	2.	0.	1.3142
92	18.167	1.	0.	1.3321
93	18.167	1.5	0.	1.3335
94	18.167	2.	0.	1.335
95	18.419	3.2474	0.	1.369
96	17.955	2.5753	0.	1.3103
97	18.752	2.879	0.	1.411
98	18.441	2.8887	5.e-002	1.3715
99	18.221	2.4443	0.	1.3431
100	18.691	4.0149	0.	1.4032
101	19.025	3.6464	0.	1.446
102	18.986	4.4236	5.e-002	1.4406
103	19.548	5.2118	0.	1.5127
104	18.576	4.7118	0.	1.3875
105	18.576	4.4618	0.	1.3879
106	5.593	3.1321	0.	0.15
107	3.7216	3.1341	5.e-002	6.7121e-002
108	3.3608	1.567	0.	5.2792e-002
109	4.0208	4.567	0.	7.8597e-002
110	1.8608	3.067	0.	1.6895e-002
111	17.933	2.934	0.	1.3082
112	18.397	3.6061	5.e-002	1.3661
113	18.282	3.8031	0.	1.3514
114	17.039	2.0961	0.	1.1979
115	17.469	2.2619	5.e-002	1.25
116	17.734	3.131	0.	1.2839
117	17.734	1.881	0.	1.2811
