Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Elastic Strain (m/m)
521	0.16278	0.10732	0.	2.2549e-005
522	0.18168	0.1138	1.27e-003	6.7514e-013
523	0.18842	0.1331	0.	2.504e-005
524	0.15802	0.13138	1.27e-003	-5.684e-014
525	0.16178	0.14189	0.	2.5237e-005
526	0.19707	7.6441e-002	0.	1.9272e-005
527	0.16189	7.6489e-002	0.	1.4413e-005
528	0.18075	7.6608e-002	1.27e-003	1.8176e-014
529	0.39999	5.7084e-002	0.	6.2907e-006
530	0.38011	6.6388e-002	0.	7.4491e-006
531	0.38916	5.5415e-002	1.27e-003	3.8151e-013
532	0.42432	5.9278e-002	0.	4.7641e-006
533	0.4077	7.3851e-002	0.	5.9377e-006
534	0.41083	5.8754e-002	1.27e-003	3.2809e-013
535	0.45189	5.9978e-002	0.	3.1799e-006
536	0.43627	7.5155e-002	0.	3.9255e-006
537	0.43782	5.9802e-002	1.27e-003	4.345e-013
538	0.48026	6.0262e-002	0.	2.1613e-006
539	0.46494	7.5531e-002	0.	2.7544e-006
540	0.46596	6.0154e-002	1.27e-003	1.204e-013
541	0.50892	6.0459e-002	0.	1.1945e-006
542	0.49378	7.5707e-002	0.	1.6486e-006
543	0.49456	6.037e-002	1.27e-003	1.2159e-013
544	0.53764	6.0541e-002	0.	4.5517e-007
545	0.52266	7.5847e-002	0.	7.8231e-007
546	0.52329	6.0547e-002	1.27e-003	1.4747e-013
547	0.5515	7.5822e-002	0.	1.5135e-007
548	0.55199	6.0534e-002	1.27e-003	1.607e-013
549	0.53653	9.1128e-002	0.	4.7757e-007
550	0.55102	9.1111e-002	1.27e-003	1.6966e-013
551	0.50752	9.1095e-002	0.	1.2356e-006
552	0.52204	9.1146e-002	1.27e-003	1.6997e-013
553	0.47846	9.0976e-002	0.	2.2402e-006
554	0.493	9.1044e-002	1.27e-003	1.1382e-013
555	0.44932	9.0708e-002	0.	3.4953e-006
556	0.46392	9.0908e-002	1.27e-003	1.1498e-013
557	0.41965	8.9728e-002	0.	5.0979e-006
558	0.43473	9.0508e-002	1.27e-003	5.4551e-014
559	0.38781	8.3154e-002	0.	7.0881e-006
560	0.40457	8.8948e-002	1.27e-003	5.1062e-014
561	0.35475	7.7592e-002	0.	9.5814e-006
562	0.37106	7.736e-002	1.27e-003	-2.3567e-015
563	0.32314	7.7616e-002	0.	1.2332e-005
564	0.33843	7.7823e-002	1.27e-003	-2.0932e-016
565	0.29261	7.6869e-002	0.	1.4556e-005
566	0.30785	7.7409e-002	1.27e-003	-4.4696e-015
567	0.26171	7.6394e-002	0.	1.6579e-005
568	0.27737	7.6329e-002	1.27e-003	8.874e-016
569	0.22972	7.6366e-002	0.	1.8309e-005
570	0.24605	7.6458e-002	1.27e-003	-2.631e-015
571	0.21339	7.6273e-002	1.27e-003	-1.058e-014
572	0.14345	8.8606e-002	0.	1.8304e-005
573	0.14387	0.10084	1.27e-003	9.2553e-013
574	0.12511	0.10122	0.	4.8624e-005
575	8.5699e-002	2.387e-002	1.27e-003	2.4439e-014
576	9.3903e-002	2.4635e-002	0.	1.898e-005
577	4.952e-002	4.1119e-002	0.	1.9312e-005
578	6.5628e-002	4.8516e-002	1.27e-003	2.8468e-013
579	8.3868e-002	4.9658e-002	0.	5.4697e-005
580	3.3412e-002	3.3722e-002	1.27e-003	1.0143e-013
581	2.9469e-002	1.6861e-002	0.	2.8452e-005
582	1.6706e-002	3.2101e-002	0.	6.6164e-006
583	5.9784e-002	0.12495	0.	3.1586e-005
584	7.7506e-002	0.12109	0.	3.5803e-005
585	7.0293e-002	0.12551	1.27e-003	1.6466e-013
586	7.3437e-002	0.13895	0.	3.4365e-005
587	4.9275e-002	0.1244	1.27e-003	-1.0955e-014
588	5.0164e-002	0.1384	0.	3.2616e-005
589	8.7955e-002	0.11968	0.	2.8929e-005
590	9.119e-002	0.12268	1.27e-003	6.6976e-014
591	9.6649e-002	0.12484	0.	1.9589e-005
592	8.5876e-002	0.11108	0.	3.7608e-005
593	8.7033e-002	0.10549	1.27e-003	4.6157e-013
594	9.457e-002	0.10354	0.	7.5763e-005
595	0.12263	2.4795e-002	1.27e-003	-5.5474e-022
596	0.11449	2.5098e-002	0.	8.9711e-006
597	0.12563	6.9076e-002	0.	5.7672e-005
598	0.10824	6.1782e-002	1.27e-003	-9.6844e-022
599	0.10729	5.6291e-002	0.	6.5725e-005
600	9.1163e-002	8.7056e-002	1.27e-003	-1.6372e-013
601	9.6635e-002	9.4328e-002	0.	8.8477e-005
602	0.14302	7.637e-002	1.27e-003	-1.5652e-013
603	8.472e-002	0.11667	1.27e-003	-1.0589e-021
604	8.5876e-002	0.11108	2.54e-003	-3.7608e-005
605	8.7955e-002	0.11968	2.54e-003	-2.8929e-005
606	7.7506e-002	0.12109	2.54e-003	-3.5803e-005
607	0.12563	6.9076e-002	2.54e-003	-5.7672e-005
608	0.14345	8.8606e-002	2.54e-003	-1.8304e-005
609	0.16189	7.6489e-002	2.54e-003	-1.4413e-005
610	0.14361	6.4313e-002	2.54e-003	-1.6947e-005
611	0.12728	7.9496e-002	2.54e-003	-4.9107e-005
612	7.716e-002	7.8814e-002	2.54e-003	-3.6252e-005
613	8.2935e-002	9.2738e-002	2.54e-003	-4.5879e-005
614	0.10136	8.484e-002	2.54e-003	-6.3013e-005
615	9.6635e-002	9.4328e-002	2.54e-003	-8.8477e-005
616	0.10144	6.472e-002	2.54e-003	-5.7593e-005
617	0.10729	5.6291e-002	2.54e-003	-6.5725e-005
618	0.1248	2.0039e-002	2.54e-003	-1.682e-005
619	0.12677	2.9311e-002	2.54e-003	-2.3042e-005
620	0.11449	2.5098e-002	2.54e-003	-8.9711e-006
621	9.091e-002	0.1097	2.54e-003	-3.7515e-005
622	8.087e-002	0.10195	2.54e-003	-3.8554e-005
623	9.457e-002	0.10354	2.54e-003	-7.5763e-005
624	9.2989e-002	0.1183	2.54e-003	-3.0895e-005
625	8.9727e-002	0.12946	2.54e-003	-2.5432e-005
626	9.6649e-002	0.12484	2.54e-003	-1.9589e-005
627	5.9784e-002	0.12495	2.54e-003	-3.1586e-005
628	3.7123e-002	0.12357	2.54e-003	-2.0031e-005
629	5.0701e-002	0.11039	2.54e-003	-2.177e-005
630	5.0164e-002	0.1384	2.54e-003	-3.2616e-005
631	7.9278e-002	0.13088	2.54e-003	-3.1528e-005
632	7.25e-002	0.11196	2.54e-003	-3.4857e-005
633	7.3437e-002	0.13895	2.54e-003	-3.4365e-005
634	4.952e-002	4.1119e-002	2.54e-003	-1.9312e-005
635	3.1673e-002	4.8951e-002	2.54e-003	-8.7142e-006
636	4.5318e-002	2.657e-002	2.54e-003	-2.5956e-005
637	1.6706e-002	3.2101e-002	2.54e-003	-6.6164e-006
638	2.9469e-002	1.6861e-002	2.54e-003	-2.8452e-005
639	7.0866e-002	4.0681e-002	2.54e-003	-2.7404e-005
640	6.4393e-002	5.9544e-002	2.54e-003	-2.0707e-005
641	8.3868e-002	4.9658e-002	2.54e-003	-5.4697e-005
642	8.0902e-002	2.8358e-002	2.54e-003	-3.056e-005
643	8.3462e-002	1.8651e-002	2.54e-003	-2.3828e-005
644	9.3903e-002	2.4635e-002	2.54e-003	-1.898e-005
645	0.16278	0.10732	2.54e-003	-2.2549e-005
646	0.13995	0.10916	2.54e-003	-2.442e-005
647	0.12511	0.10122	2.54e-003	-4.8624e-005
648	0.22972	7.6366e-002	2.54e-003	-1.8309e-005
649	0.19707	7.6441e-002	2.54e-003	-1.9272e-005
650	0.21535	9.5161e-002	2.54e-003	-1.9285e-005
651	0.21332	5.7562e-002	2.54e-003	-1.9581e-005
652	0.26171	7.6394e-002	2.54e-003	-1.6579e-005
653	0.24763	9.5306e-002	2.54e-003	-1.7612e-005
654	0.24574	5.7554e-002	2.54e-003	-1.803e-005
655	0.29261	7.6869e-002	2.54e-003	-1.4556e-005
656	0.27885	9.5294e-002	2.54e-003	-1.5664e-005
657	0.27658	5.7479e-002	2.54e-003	-1.5968e-005
658	0.32314	7.7616e-002	2.54e-003	-1.2332e-005
659	0.30929	9.6046e-002	2.54e-003	-1.3483e-005
660	0.30667	5.8286e-002	2.54e-003	-1.365e-005
661	0.35475	7.7592e-002	2.54e-003	-9.5814e-006
662	0.33975	9.6514e-002	2.54e-003	-1.0851e-005
663	0.33654	5.9498e-002	2.54e-003	-1.1223e-005
664	0.38781	8.3154e-002	2.54e-003	-7.0881e-006
665	0.38011	6.6388e-002	2.54e-003	-7.4491e-006
666	0.37114	9.6621e-002	2.54e-003	-8.0828e-006
667	0.36552	5.7125e-002	2.54e-003	-8.7946e-006
668	0.41965	8.9728e-002	2.54e-003	-5.0979e-006
669	0.4077	7.3851e-002	2.54e-003	-5.9377e-006
670	0.40316	0.10401	2.54e-003	-6.0449e-006
671	0.44932	9.0708e-002	2.54e-003	-3.4953e-006
672	0.43627	7.5155e-002	2.54e-003	-3.9255e-006
673	0.43372	0.10582	2.54e-003	-4.5157e-006
674	0.47846	9.0976e-002	2.54e-003	-2.2402e-006
675	0.46494	7.5531e-002	2.54e-003	-2.7544e-006
676	0.46316	0.10618	2.54e-003	-2.9446e-006
677	0.50752	9.1095e-002	2.54e-003	-1.2356e-006
678	0.49378	7.5707e-002	2.54e-003	-1.6486e-006
679	0.4924	0.10629	2.54e-003	-1.7727e-006
680	0.53653	9.1128e-002	2.54e-003	-4.7757e-007
681	0.52266	7.5847e-002	2.54e-003	-7.8231e-007
682	0.52158	0.1064	2.54e-003	-8.7358e-007
683	0.5515	7.5822e-002	2.54e-003	-1.5135e-007
684	0.55067	0.10642	2.54e-003	-2.2903e-007
685	0.56561	9.1209e-002	2.54e-003	4.2815e-008
686	0.53764	6.0541e-002	2.54e-003	-4.5517e-007
687	0.56639	6.0747e-002	2.54e-003	5.2507e-008
688	0.55246	4.538e-002	2.54e-003	-1.9931e-007
689	0.50892	6.0459e-002	2.54e-003	-1.1945e-006
690	0.52395	4.5314e-002	2.54e-003	-8.1098e-007
691	0.48026	6.0262e-002	2.54e-003	-2.1613e-006
692	0.49544	4.5162e-002	2.54e-003	-1.6636e-006
693	0.45189	5.9978e-002	2.54e-003	-3.1799e-006
694	0.467	4.4995e-002	2.54e-003	-2.7687e-006
695	0.42432	5.9278e-002	2.54e-003	-4.7641e-006
696	0.43894	4.4331e-002	2.54e-003	-3.8849e-006
697	0.39999	5.7084e-002	2.54e-003	-6.2907e-006
698	0.41211	4.3633e-002	2.54e-003	-5.761e-006
699	0.38728	4.2927e-002	2.54e-003	-6.841e-006
700	0.18122	9.5206e-002	2.54e-003	-1.9979e-005
701	0.1784	5.7715e-002	2.54e-003	-2.1328e-005
702	0.16985	0.12259	2.54e-003	-2.4488e-005
703	0.14446	0.13509	2.54e-003	-2.2836e-005
704	0.14702	0.12443	2.54e-003	-2.7789e-005
705	0.16178	0.14189	2.54e-003	-2.5237e-005
706	0.19949	0.11393	2.54e-003	-2.0088e-005
707	0.18842	0.1331	2.54e-003	-2.504e-005
708	0.23325	0.1141	2.54e-003	-1.8601e-005
709	0.22103	0.13322	2.54e-003	-2.0497e-005
710	0.26477	0.11421	2.54e-003	-1.6727e-005
711	0.25178	0.13328	2.54e-003	-1.839e-005
712	0.29553	0.11447	2.54e-003	-1.4667e-005
713	0.28215	0.13333	2.54e-003	-1.6053e-005
714	0.3259	0.11494	2.54e-003	-1.2055e-005
715	0.31215	0.13354	2.54e-003	-1.3196e-005
716	0.35615	0.11554	2.54e-003	-9.3471e-006
717	0.34212	0.1338	2.54e-003	-1.0434e-005
718	0.38649	0.11747	2.54e-003	-7.0426e-006
719	0.372	0.13414	2.54e-003	-8.0725e-006
720	0.41723	0.1201	2.54e-003	-5.473e-006
721	0.40206	0.13573	2.54e-003	-6.2731e-006
722	0.44755	0.12129	2.54e-003	-3.9652e-006
723	0.43234	0.13677	2.54e-003	-4.6859e-006
724	0.4771	0.12149	2.54e-003	-2.4766e-006
725	0.46199	0.13692	2.54e-003	-3.0669e-006
726	0.50646	0.1216	2.54e-003	-1.4099e-006
727	0.4915	0.13697	2.54e-003	-1.8745e-006
728	0.53572	0.1217	2.54e-003	-6.2424e-007
729	0.52096	0.13703	2.54e-003	-9.5034e-007
730	0.56511	0.12179	2.54e-003	-1.0388e-007
731	0.55035	0.13707	2.54e-003	-2.9368e-007
732	0.58006	0.10658	2.54e-003	1.6681e-007
733	0.57995	0.13712	2.54e-003	8.2843e-008
734	0.59475	0.12188	2.54e-003	1.5183e-007
735	0.5805	7.6134e-002	2.54e-003	2.4532e-007
736	0.5949	9.1374e-002	2.54e-003	3.0381e-007
737	0.58103	4.568e-002	2.54e-003	1.7677e-007
738	0.5952	6.096e-002	2.54e-003	3.0865e-007
739	2.5939e-002	0.10781	2.54e-003	-7.675e-006
740	1.2486e-002	0.12234	2.54e-003	-5.1729e-006
741	2.5249e-002	0.13758	2.54e-003	-1.9548e-005
742	0.5671	3.0313e-002	2.54e-003	-7.3878e-008
743	0.59544	3.044e-002	2.54e-003	1.6294e-007
744	0.58146	1.52e-002	2.54e-003	9.9939e-008
745	0.53877	3.0153e-002	2.54e-003	-5.5434e-007
746	0.5533	1.5113e-002	2.54e-003	-2.4201e-007
747	0.51047	3.0016e-002	2.54e-003	-1.2794e-006
748	0.52516	1.504e-002	2.54e-003	-8.2929e-007
749	0.48219	2.9895e-002	2.54e-003	-2.2706e-006
750	0.49705	1.4976e-002	2.54e-003	-1.6565e-006
751	0.45405	2.9349e-002	2.54e-003	-3.4724e-006
752	0.46892	1.4918e-002	2.54e-003	-2.7337e-006
753	0.42673	2.8687e-002	2.54e-003	-4.8715e-006
754	0.44096	1.443e-002	2.54e-003	-4.1434e-006
755	0.39939	2.9476e-002	2.54e-003	-6.3066e-006
756	0.41364	1.4256e-002	2.54e-003	-5.5498e-006
757	0.3727	3.3665e-002	2.54e-003	-8.1871e-006
758	0.38567	1.522e-002	2.54e-003	-7.1882e-006
759	0.34732	3.9031e-002	2.54e-003	-1.0422e-005
760	0.35898	1.8445e-002	2.54e-003	-9.3292e-006
761	0.32007	4.0168e-002	2.54e-003	-1.2615e-005
762	0.33233	2.0587e-002	2.54e-003	-1.1448e-005
763	0.29064	3.8896e-002	2.54e-003	-1.5168e-005
764	0.30377	1.9582e-002	2.54e-003	-1.4048e-005
765	0.26061	3.8639e-002	2.54e-003	-1.7458e-005
766	0.27495	1.9314e-002	2.54e-003	-1.6661e-005
767	0.22934	3.875e-002	2.54e-003	-1.9316e-005
768	0.24578	1.9325e-002	2.54e-003	-1.9133e-005
769	0.19465	3.8835e-002	2.54e-003	-2.1624e-005
770	0.21571	1.9425e-002	2.54e-003	-2.0507e-005
771	0.16425	3.0857e-002	2.54e-003	-2.2689e-005
772	0.16013	4.5539e-002	2.54e-003	-2.2995e-005
773	0.18314	1.941e-002	2.54e-003	-2.6502e-005
774	0.1397	1.9088e-002	2.54e-003	-2.4811e-005
775	0.14167	2.836e-002	2.54e-003	-2.7716e-005
776	0.15735	1.1447e-002	2.54e-003	-2.5205e-005
777	2.8421e-002	7.8527e-002	2.54e-003	-3.4754e-006
778	3.9517e-002	9.4629e-002	2.54e-003	-9.8736e-006
779	1.3454e-002	9.2157e-002	2.54e-003	-1.7134e-006
780	4.6546e-002	6.7376e-002	2.54e-003	-1.0626e-005
781	1.4967e-002	6.257e-002	2.54e-003	-1.2889e-006
782	5.7643e-002	8.3477e-002	2.54e-003	-1.6809e-005
783	6.3417e-002	9.7401e-002	2.54e-003	-2.443e-005
784	6.6664e-002	2.6132e-002	2.54e-003	-3.424e-005
785	6.9225e-002	1.6425e-002	2.54e-003	-3.3253e-005
786	5.4139e-002	9.7088e-003	2.54e-003	-3.7569e-005
787	0.12828	0.13331	2.54e-003	-1.6772e-005
788	0.11863	0.13925	2.54e-003	-1.3953e-005
789	0.13343	0.1456	2.54e-003	-1.9253e-005
790	0.11665	1.3991e-002	2.54e-003	-1.5386e-005
791	0.13063	7.641e-003	2.54e-003	-2.0497e-005
792	8.9106e-002	3.5474e-002	2.54e-003	-3.599e-005
793	9.1667e-002	1.3066e-002	2.54e-003	-1.9327e-005
794	7.8903e-002	6.7162e-003	2.54e-003	-2.7786e-005
795	0.13084	0.12265	2.54e-003	-2.3582e-005
796	0.116	0.12741	2.54e-003	-1.6052e-005
797	0.12118	0.11589	2.54e-003	-3.0704e-005
798	9.8448e-002	0.11411	2.54e-003	-2.0233e-005
799	9.5185e-002	0.13797	2.54e-003	-1.7403e-005
800	8.8804e-002	0.14432	2.54e-003	-1.7822e-005
801	7.8897e-002	6.9115e-002	2.54e-003	-5.2727e-005
802	0.13755	4.3042e-002	2.54e-003	-2.6665e-005
803	0.11862	3.5964e-002	2.54e-003	-3.2216e-005
804	0.12527	5.1529e-002	2.54e-003	-5.0336e-005
805	0.10309	7.5141e-002	2.54e-003	-5.2542e-005
806	9.8372e-002	5.9229e-002	2.54e-003	-5.8768e-005
807	0.10895	9.2112e-002	2.54e-003	-5.9562e-005
808	0.10634	1.905e-002	2.54e-003	-7.3456e-006
809	0.10634	6.35e-003	2.54e-003	1.5552e-006
810	0.10634	1.27e-002	1.27e-003	-7.5159e-022
811	0.10634	3.175e-002	2.54e-003	-1.7641e-005
812	0.10634	2.54e-002	1.27e-003	-8.3531e-021
813	0.10634	4.445e-002	2.54e-003	-4.5564e-005
814	0.10634	3.81e-002	1.27e-003	-2.5099e-021
815	0.10422	5.08e-002	2.54e-003	-6.7061e-005
816	0.10634	5.08e-002	1.27e-003	-6.613e-021
817	0.10211	4.445e-002	2.54e-003	-4.4797e-005
818	0.10211	5.08e-002	1.27e-003	-2.8378e-021
819	0.10211	3.175e-002	2.54e-003	-2.2023e-005
820	0.10211	3.81e-002	1.27e-003	-1.8728e-021
821	0.10211	1.905e-002	2.54e-003	-1.6193e-005
822	0.10211	2.54e-002	1.27e-003	4.4426e-013
823	0.10211	6.35e-003	2.54e-003	2.4376e-006
824	0.10211	1.27e-002	1.27e-003	-1.2075e-021
825	0.10634	0.13335	2.54e-003	-1.56e-005
826	0.10634	0.14605	2.54e-003	9.1917e-008
827	0.10634	0.1397	1.27e-003	-8.963e-022
828	0.10634	0.12065	2.54e-003	-2.5434e-005
829	0.10634	0.127	1.27e-003	-4.4055e-021
830	0.10634	0.10795	2.54e-003	-4.7288e-005
831	0.10634	0.1143	1.27e-003	5.1091e-013
832	0.10422	0.1016	2.54e-003	-8.3961e-005
833	0.10634	0.1016	1.27e-003	-9.9209e-022
834	0.10211	0.10795	2.54e-003	-4.01e-005
835	0.10211	0.1016	1.27e-003	-1.3522e-021
836	0.10211	0.12065	2.54e-003	-6.1869e-006
837	0.10211	0.1143	1.27e-003	-1.4883e-020
838	0.10211	0.13335	2.54e-003	-1.1924e-005
839	0.10211	0.127	1.27e-003	-3.1379e-021
840	0.10211	0.14605	2.54e-003	-1.4524e-006
841	0.10211	0.1397	1.27e-003	-1.5598e-021
842	0.12114	0.1524	2.54e-003	-1.0857e-005
843	0.10634	0.1524	1.27e-003	-8.5216e-022
844	0.15075	0.1524	2.54e-003	-2.191e-005
845	0.13594	0.1524	1.27e-003	-3.6684e-022
846	0.18035	0.1524	2.54e-003	-2.2776e-005
847	0.16555	0.1524	1.27e-003	1.6592e-012
848	0.20995	0.1524	2.54e-003	-2.2345e-005
849	0.19515	0.1524	1.27e-003	8.3258e-014
850	0.23956	0.1524	2.54e-003	-2.0336e-005
851	0.22476	0.1524	1.27e-003	1.1067e-013
852	0.26916	0.1524	2.54e-003	-1.7404e-005
853	0.25436	0.1524	1.27e-003	-7.0996e-015
854	0.29876	0.1524	2.54e-003	-1.4418e-005
855	0.28396	0.1524	1.27e-003	-2.1462e-014
856	0.32837	0.1524	2.54e-003	-1.1576e-005
857	0.31357	0.1524	1.27e-003	2.2944e-013
858	0.35797	0.1524	2.54e-003	-9.1498e-006
859	0.34317	0.1524	1.27e-003	2.2967e-013
860	0.38757	0.1524	2.54e-003	-7.2731e-006
861	0.37277	0.1524	1.27e-003	2.8763e-014
862	0.41718	0.1524	2.54e-003	-5.4834e-006
863	0.40238	0.1524	1.27e-003	1.0116e-013
864	0.44678	0.1524	2.54e-003	-3.7872e-006
865	0.43198	0.1524	1.27e-003	1.0613e-013
866	0.47638	0.1524	2.54e-003	-2.4634e-006
867	0.46158	0.1524	1.27e-003	1.6701e-013
868	0.50599	0.1524	2.54e-003	-1.414e-006
869	0.49119	0.1524	1.27e-003	2.2188e-013
870	0.53559	0.1524	2.54e-003	-6.1931e-007
871	0.52079	0.1524	1.27e-003	2.2737e-013
872	0.56519	0.1524	2.54e-003	-1.0594e-007
873	0.55039	0.1524	1.27e-003	2.1309e-013
874	0.5948	0.1524	2.54e-003	1.1608e-007
875	0.58	0.1524	1.27e-003	2.9223e-013
876	0.6096	0.13716	2.54e-003	1.8116e-007
877	0.6096	0.1524	1.27e-003	7.6561e-013
878	0.6096	0.10668	2.54e-003	2.8602e-007
879	0.6096	0.12192	1.27e-003	1.6323e-013
880	0.6096	7.62e-002	2.54e-003	3.6446e-007
881	0.6096	9.144e-002	1.27e-003	2.0745e-013
882	0.6096	4.572e-002	2.54e-003	2.9246e-007
883	0.6096	6.096e-002	1.27e-003	2.0263e-013
884	0.6096	1.524e-002	2.54e-003	1.8543e-007
885	0.6096	3.048e-002	1.27e-003	1.7871e-013
886	3.9968e-016	4.572e-002	2.54e-003	6.653e-007
887	1.3323e-016	1.524e-002	2.54e-003	2.2501e-006
888	2.7006e-016	3.048e-002	1.27e-003	-3.3157e-014
889	6.6613e-016	7.62e-002	2.54e-003	4.9766e-007
890	5.4012e-016	6.096e-002	1.27e-003	-4.1746e-014
891	9.3259e-016	0.10668	2.54e-003	5.8431e-007
892	8.1018e-016	9.144e-002	1.27e-003	-2.447e-014
893	1.199e-015	0.13716	2.54e-003	4.9291e-007
894	1.0802e-015	0.12192	1.27e-003	-5.4663e-015
895	1.2764e-002	0.1524	2.54e-003	-1.3715e-005
896	1.3323e-015	0.1524	1.27e-003	-6.0096e-021
897	3.8291e-002	0.1524	2.54e-003	-3.263e-005
898	2.5527e-002	0.1524	1.27e-003	-8.0866e-015
899	6.3818e-002	0.1524	2.54e-003	-3.5642e-005
900	5.1054e-002	0.1524	1.27e-003	-3.3546e-022
901	8.2963e-002	0.1524	2.54e-003	-1.9451e-005
902	7.6581e-002	0.1524	1.27e-003	-9.4671e-022
903	9.5726e-002	0.1524	2.54e-003	-4.4551e-006
904	8.9345e-002	0.1524	1.27e-003	-4.8364e-022
905	0.10211	0.1524	1.27e-003	-2.2087e-021
906	0.59562	0.	2.54e-003	1.2531e-007
907	0.6096	0.	1.27e-003	9.4156e-013
908	0.56766	0.	2.54e-003	-6.6976e-008
909	0.58164	0.	1.27e-003	2.9994e-013
910	0.5397	0.	2.54e-003	-5.1619e-007
911	0.55368	0.	1.27e-003	2.2768e-013
912	0.51174	0.	2.54e-003	-1.205e-006
913	0.52572	0.	1.27e-003	2.1932e-013
914	0.48379	0.	2.54e-003	-2.1184e-006
915	0.49776	0.	1.27e-003	1.7178e-013
916	0.45583	0.	2.54e-003	-3.4051e-006
917	0.46981	0.	1.27e-003	2.2877e-013
918	0.42787	0.	2.54e-003	-4.8343e-006
919	0.44185	0.	1.27e-003	2.2737e-013
920	0.39991	0.	2.54e-003	-6.435e-006
921	0.41389	0.	1.27e-003	-7.5153e-022
922	0.37195	0.	2.54e-003	-8.257e-006
923	0.38593	0.	1.27e-003	3.8286e-014
924	0.34399	0.	2.54e-003	-1.0325e-005
925	0.35797	0.	1.27e-003	3.5743e-013
926	0.31603	0.	2.54e-003	-1.2871e-005
927	0.33001	0.	1.27e-003	-3.1063e-022
928	0.28807	0.	2.54e-003	-1.5599e-005
929	0.30205	0.	1.27e-003	2.2697e-013
930	0.26011	0.	2.54e-003	-1.8387e-005
931	0.27409	0.	1.27e-003	4.5176e-013
932	0.23216	0.	2.54e-003	-2.0339e-005
933	0.24614	0.	1.27e-003	-2.5569e-014
934	0.2042	0.	2.54e-003	-2.3762e-005
935	0.21818	0.	1.27e-003	5.4379e-014
936	0.17624	0.	2.54e-003	-2.4355e-005
937	0.19022	0.	1.27e-003	-5.8322e-022
938	0.14828	0.	2.54e-003	-2.2008e-005
939	0.16226	0.	1.27e-003	-2.765e-014
940	0.12032	0.	2.54e-003	-1.0623e-005
941	0.1343	0.	1.27e-003	-2.1143e-022
942	0.10634	0.	1.27e-003	-2.1619e-013
943	8.9345e-002	4.5837e-032	2.54e-003	-1.292e-005
944	0.10211	5.2385e-032	1.27e-003	-1.4793e-021
945	6.3818e-002	3.2741e-032	2.54e-003	-3.2358e-005
946	7.6581e-002	0.	1.27e-003	-2.7012e-022
947	3.8291e-002	1.9644e-032	2.54e-003	-4.5718e-005
948	5.1054e-002	0.	1.27e-003	-1.0986e-021
949	1.2764e-002	6.5482e-033	2.54e-003	-1.9911e-005
950	2.5527e-002	0.	1.27e-003	-6.1542e-022
951	0.	0.	1.27e-003	-8.7826e-014
952	3.8291e-002	1.9644e-032	0.	4.5718e-005
953	1.2764e-002	6.5482e-033	0.	1.9911e-005
954	6.3818e-002	3.2741e-032	0.	3.2358e-005
955	8.9345e-002	4.5837e-032	0.	1.292e-005
956	0.10211	6.35e-003	0.	-2.4376e-006
957	1.3323e-016	1.524e-002	0.	-2.2501e-006
958	0.14828	0.	0.	2.2008e-005
959	0.12032	0.	0.	1.0623e-005
960	0.17624	0.	0.	2.4355e-005
961	0.2042	0.	0.	2.3762e-005
962	0.23216	0.	0.	2.0339e-005
963	0.26011	0.	0.	1.8387e-005
964	0.28807	0.	0.	1.5599e-005
965	0.31603	0.	0.	1.2871e-005
966	0.34399	0.	0.	1.0325e-005
967	0.37195	0.	0.	8.257e-006
968	0.39991	0.	0.	6.435e-006
969	0.42787	0.	0.	4.8343e-006
970	0.45583	0.	0.	3.4051e-006
971	0.48379	0.	0.	2.1184e-006
972	0.51174	0.	0.	1.205e-006
973	0.5397	0.	0.	5.1619e-007
974	0.56766	0.	0.	6.6976e-008
975	0.59562	0.	0.	-1.2531e-007
976	0.10634	6.35e-003	0.	-1.5552e-006
977	0.6096	1.524e-002	0.	-1.8543e-007
978	8.2963e-002	0.1524	0.	1.9451e-005
979	9.5726e-002	0.1524	0.	4.4551e-006
980	6.3818e-002	0.1524	0.	3.5642e-005
981	3.8291e-002	0.1524	0.	3.263e-005
982	1.2764e-002	0.1524	0.	1.3715e-005
983	0.10211	0.14605	0.	1.4524e-006
984	1.199e-015	0.13716	0.	-4.9291e-007
985	9.3259e-016	0.10668	0.	-5.8431e-007
986	6.6613e-016	7.62e-002	0.	-4.9766e-007
987	3.9968e-016	4.572e-002	0.	-6.653e-007
988	0.6096	4.572e-002	0.	-2.9246e-007
989	0.6096	7.62e-002	0.	-3.6446e-007
990	0.6096	0.10668	0.	-2.8602e-007
991	0.6096	0.13716	0.	-1.8116e-007
992	0.5948	0.1524	0.	-1.1608e-007
993	0.56519	0.1524	0.	1.0594e-007
994	0.53559	0.1524	0.	6.1931e-007
995	0.50599	0.1524	0.	1.414e-006
996	0.47638	0.1524	0.	2.4634e-006
997	0.44678	0.1524	0.	3.7872e-006
998	0.41718	0.1524	0.	5.4834e-006
999	0.38757	0.1524	0.	7.2731e-006
1000	0.35797	0.1524	0.	9.1498e-006
1001	0.32837	0.1524	0.	1.1576e-005
1002	0.29876	0.1524	0.	1.4418e-005
1003	0.26916	0.1524	0.	1.7404e-005
1004	0.23956	0.1524	0.	2.0336e-005
1005	0.20995	0.1524	0.	2.2345e-005
1006	0.18035	0.1524	0.	2.2776e-005
1007	0.15075	0.1524	0.	2.191e-005
1008	0.12114	0.1524	0.	1.0857e-005
1009	0.10634	0.14605	0.	-9.1917e-008
