Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Stress (Pa)
550	0.55102	9.1111e-002	1.27e-003	1.7853e-002
551	0.50752	9.1095e-002	0.	-9085.8
552	0.52204	9.1146e-002	1.27e-003	1.8261e-002
553	0.47846	9.0976e-002	0.	-9360.1
554	0.493	9.1044e-002	1.27e-003	1.5695e-002
555	0.44932	9.0708e-002	0.	-11767
556	0.46392	9.0908e-002	1.27e-003	1.2933e-002
557	0.41965	8.9728e-002	0.	-8370.7
558	0.43473	9.0508e-002	1.27e-003	1.1281e-002
559	0.38781	8.3154e-002	0.	895.49
560	0.40457	8.8948e-002	1.27e-003	1.9948e-002
561	0.35475	7.7592e-002	0.	4639.2
562	0.37106	7.736e-002	1.27e-003	1.0465e-002
563	0.32314	7.7616e-002	0.	-2325.1
564	0.33843	7.7823e-002	1.27e-003	7.801e-003
565	0.29261	7.6869e-002	0.	-40006
566	0.30785	7.7409e-002	1.27e-003	8.0921e-003
567	0.26171	7.6394e-002	0.	-1.145e+005
568	0.27737	7.6329e-002	1.27e-003	8.6454e-003
569	0.22972	7.6366e-002	0.	-2.334e+005
570	0.24605	7.6458e-002	1.27e-003	1.5952e-003
571	0.21339	7.6273e-002	1.27e-003	-8.3888e-004
572	0.14345	8.8606e-002	0.	-1.7566e+006
573	0.14387	0.10084	1.27e-003	-7.2835e-011
574	0.12511	0.10122	0.	-2.4664e+006
575	8.5699e-002	2.387e-002	1.27e-003	2.6871e-002
576	9.3903e-002	2.4635e-002	0.	-3.2489e+005
577	4.952e-002	4.1119e-002	0.	-1.8052e+006
578	6.5628e-002	4.8516e-002	1.27e-003	1.0262e-002
579	8.3868e-002	4.9658e-002	0.	-2.8635e+006
580	3.3412e-002	3.3722e-002	1.27e-003	6.1944e-003
581	2.9469e-002	1.6861e-002	0.	-4.4482e+005
582	1.6706e-002	3.2101e-002	0.	-4.2205e+006
583	5.9784e-002	0.12495	0.	-6.7718e+005
584	7.7506e-002	0.12109	0.	2.314e+005
585	7.0293e-002	0.12551	1.27e-003	9.3927e-003
586	7.3437e-002	0.13895	0.	1.1433e+005
587	4.9275e-002	0.1244	1.27e-003	-7.5282e-004
588	5.0164e-002	0.1384	0.	-9.4106e+005
589	8.7955e-002	0.11968	0.	1.194e+005
590	9.119e-002	0.12268	1.27e-003	-3.575e-011
591	9.6649e-002	0.12484	0.	-2.0199e+005
592	8.5876e-002	0.11108	0.	-7.1195e+005
593	8.7033e-002	0.10549	1.27e-003	1.7544e-002
594	9.457e-002	0.10354	0.	-1.0457e+006
595	0.12263	2.4795e-002	1.27e-003	2.6124e-004
596	0.11449	2.5098e-002	0.	-5.2652e+005
597	0.12563	6.9076e-002	0.	9.5771e+005
598	0.10824	6.1782e-002	1.27e-003	1.9719e-002
599	0.10729	5.6291e-002	0.	-1.7424e+006
600	9.1163e-002	8.7056e-002	1.27e-003	-7.0365e-011
601	9.6635e-002	9.4328e-002	0.	85403
602	0.14302	7.637e-002	1.27e-003	-2.7346e-002
603	8.472e-002	0.11667	1.27e-003	-1.9948e-002
604	8.5876e-002	0.11108	2.54e-003	7.1195e+005
605	8.7955e-002	0.11968	2.54e-003	-1.194e+005
606	7.7506e-002	0.12109	2.54e-003	-2.314e+005
607	0.12563	6.9076e-002	2.54e-003	-9.5771e+005
608	0.14345	8.8606e-002	2.54e-003	1.7566e+006
609	0.16189	7.6489e-002	2.54e-003	1.6965e+006
610	0.14361	6.4313e-002	2.54e-003	1.8518e+006
611	0.12728	7.9496e-002	2.54e-003	-29350
612	7.716e-002	7.8814e-002	2.54e-003	1.519e+006
613	8.2935e-002	9.2738e-002	2.54e-003	6.7775e+005
614	0.10136	8.484e-002	2.54e-003	-8.6213e+005
615	9.6635e-002	9.4328e-002	2.54e-003	-85403
616	0.10144	6.472e-002	2.54e-003	-1.5833e+006
617	0.10729	5.6291e-002	2.54e-003	1.7424e+006
618	0.1248	2.0039e-002	2.54e-003	-86774
619	0.12677	2.9311e-002	2.54e-003	-1.7092e+005
620	0.11449	2.5098e-002	2.54e-003	5.2652e+005
621	9.091e-002	0.1097	2.54e-003	9.0215e+005
622	8.087e-002	0.10195	2.54e-003	1.5297e+006
623	9.457e-002	0.10354	2.54e-003	1.0457e+006
624	9.2989e-002	0.1183	2.54e-003	-35857
625	8.9727e-002	0.12946	2.54e-003	-24308
626	9.6649e-002	0.12484	2.54e-003	2.0199e+005
627	5.9784e-002	0.12495	2.54e-003	6.7718e+005
628	3.7123e-002	0.12357	2.54e-003	1.4585e+006
629	5.0701e-002	0.11039	2.54e-003	1.938e+006
630	5.0164e-002	0.1384	2.54e-003	9.4106e+005
631	7.9278e-002	0.13088	2.54e-003	-96019
632	7.25e-002	0.11196	2.54e-003	6.8428e+005
633	7.3437e-002	0.13895	2.54e-003	-1.1433e+005
634	4.952e-002	4.1119e-002	2.54e-003	1.8052e+006
635	3.1673e-002	4.8951e-002	2.54e-003	1.9658e+006
636	4.5318e-002	2.657e-002	2.54e-003	9.7905e+005
637	1.6706e-002	3.2101e-002	2.54e-003	4.2205e+006
638	2.9469e-002	1.6861e-002	2.54e-003	4.4482e+005
639	7.0866e-002	4.0681e-002	2.54e-003	1.2981e+006
640	6.4393e-002	5.9544e-002	2.54e-003	2.5256e+006
641	8.3868e-002	4.9658e-002	2.54e-003	2.8635e+006
642	8.0902e-002	2.8358e-002	2.54e-003	25300
643	8.3462e-002	1.8651e-002	2.54e-003	-32653
644	9.3903e-002	2.4635e-002	2.54e-003	3.2489e+005
645	0.16278	0.10732	2.54e-003	7.044e+005
646	0.13995	0.10916	2.54e-003	5.4324e+005
647	0.12511	0.10122	2.54e-003	2.4664e+006
648	0.22972	7.6366e-002	2.54e-003	2.334e+005
649	0.19707	7.6441e-002	2.54e-003	4.932e+005
650	0.21535	9.5161e-002	2.54e-003	2.7231e+005
651	0.21332	5.7562e-002	2.54e-003	2.7461e+005
652	0.26171	7.6394e-002	2.54e-003	1.145e+005
653	0.24763	9.5306e-002	2.54e-003	1.5139e+005
654	0.24574	5.7554e-002	2.54e-003	1.3912e+005
655	0.29261	7.6869e-002	2.54e-003	40006
656	0.27885	9.5294e-002	2.54e-003	52502
657	0.27658	5.7479e-002	2.54e-003	45224
658	0.32314	7.7616e-002	2.54e-003	2325.1
659	0.30929	9.6046e-002	2.54e-003	9420.6
660	0.30667	5.8286e-002	2.54e-003	14111
661	0.35475	7.7592e-002	2.54e-003	-4639.2
662	0.33975	9.6514e-002	2.54e-003	-2504.1
663	0.33654	5.9498e-002	2.54e-003	-386.57
664	0.38781	8.3154e-002	2.54e-003	-895.49
665	0.38011	6.6388e-002	2.54e-003	-15198
666	0.37114	9.6621e-002	2.54e-003	9444.5
667	0.36552	5.7125e-002	2.54e-003	2072.
668	0.41965	8.9728e-002	2.54e-003	8370.7
669	0.4077	7.3851e-002	2.54e-003	-7526.8
670	0.40316	0.10401	2.54e-003	11057
671	0.44932	9.0708e-002	2.54e-003	11767
672	0.43627	7.5155e-002	2.54e-003	20962
673	0.43372	0.10582	2.54e-003	2171.5
674	0.47846	9.0976e-002	2.54e-003	9360.1
675	0.46494	7.5531e-002	2.54e-003	7681.6
676	0.46316	0.10618	2.54e-003	7459.
677	0.50752	9.1095e-002	2.54e-003	9085.8
678	0.49378	7.5707e-002	2.54e-003	9372.4
679	0.4924	0.10629	2.54e-003	6616.1
680	0.53653	9.1128e-002	2.54e-003	8601.7
681	0.52266	7.5847e-002	2.54e-003	8510.8
682	0.52158	0.1064	2.54e-003	6655.3
683	0.5515	7.5822e-002	2.54e-003	8309.1
684	0.55067	0.10642	2.54e-003	6521.3
685	0.56561	9.1209e-002	2.54e-003	8681.6
686	0.53764	6.0541e-002	2.54e-003	8265.9
687	0.56639	6.0747e-002	2.54e-003	8358.2
688	0.55246	4.538e-002	2.54e-003	6069.7
689	0.50892	6.0459e-002	2.54e-003	8841.4
690	0.52395	4.5314e-002	2.54e-003	6034.3
691	0.48026	6.0262e-002	2.54e-003	7771.1
692	0.49544	4.5162e-002	2.54e-003	6095.7
693	0.45189	5.9978e-002	2.54e-003	17118
694	0.467	4.4995e-002	2.54e-003	2217.7
695	0.42432	5.9278e-002	2.54e-003	5125.3
696	0.43894	4.4331e-002	2.54e-003	14693
697	0.39999	5.7084e-002	2.54e-003	-21415
698	0.41211	4.3633e-002	2.54e-003	-9349.9
699	0.38728	4.2927e-002	2.54e-003	-1591.1
700	0.18122	9.5206e-002	2.54e-003	5.7592e+005
701	0.1784	5.7715e-002	2.54e-003	5.2901e+005
702	0.16985	0.12259	2.54e-003	1.9286e+005
703	0.14446	0.13509	2.54e-003	-29554
704	0.14702	0.12443	2.54e-003	-42380
705	0.16178	0.14189	2.54e-003	3657.4
706	0.19949	0.11393	2.54e-003	3.5002e+005
707	0.18842	0.1331	2.54e-003	75652
708	0.23325	0.1141	2.54e-003	1.8958e+005
709	0.22103	0.13322	2.54e-003	1.4469e+005
710	0.26477	0.11421	2.54e-003	87795
711	0.25178	0.13328	2.54e-003	73650
712	0.29553	0.11447	2.54e-003	17966
713	0.28215	0.13333	2.54e-003	10544
714	0.3259	0.11494	2.54e-003	1802.4
715	0.31215	0.13354	2.54e-003	-13.319
716	0.35615	0.11554	2.54e-003	11842
717	0.34212	0.1338	2.54e-003	2727.8
718	0.38649	0.11747	2.54e-003	21243
719	0.372	0.13414	2.54e-003	6571.5
720	0.41723	0.1201	2.54e-003	4326.9
721	0.40206	0.13573	2.54e-003	604.62
722	0.44755	0.12129	2.54e-003	-2145.5
723	0.43234	0.13677	2.54e-003	-1341.3
724	0.4771	0.12149	2.54e-003	4744.3
725	0.46199	0.13692	2.54e-003	4805.1
726	0.50646	0.1216	2.54e-003	4228.5
727	0.4915	0.13697	2.54e-003	1650.3
728	0.53572	0.1217	2.54e-003	4616.3
729	0.52096	0.13703	2.54e-003	1467.8
730	0.56511	0.12179	2.54e-003	4601.5
731	0.55035	0.13707	2.54e-003	1447.5
732	0.58006	0.10658	2.54e-003	6701.8
733	0.57995	0.13712	2.54e-003	1305.8
734	0.59475	0.12188	2.54e-003	4578.7
735	0.5805	7.6134e-002	2.54e-003	8660.7
736	0.5949	9.1374e-002	2.54e-003	9086.
737	0.58103	4.568e-002	2.54e-003	6244.4
738	0.5952	6.096e-002	2.54e-003	8836.3
739	2.5939e-002	0.10781	2.54e-003	1.9728e+006
740	1.2486e-002	0.12234	2.54e-003	4.1563e+006
741	2.5249e-002	0.13758	2.54e-003	1.1252e+006
742	0.5671	3.0313e-002	2.54e-003	4016.6
743	0.59544	3.044e-002	2.54e-003	4114.7
744	0.58146	1.52e-002	2.54e-003	795.53
745	0.53877	3.0153e-002	2.54e-003	3878.4
746	0.5533	1.5113e-002	2.54e-003	621.08
747	0.51047	3.0016e-002	2.54e-003	3323.8
748	0.52516	1.504e-002	2.54e-003	240.21
749	0.48219	2.9895e-002	2.54e-003	563.1
750	0.49705	1.4976e-002	2.54e-003	-131.75
751	0.45405	2.9349e-002	2.54e-003	-136.69
752	0.46892	1.4918e-002	2.54e-003	-702.06
753	0.42673	2.8687e-002	2.54e-003	751.88
754	0.44096	1.443e-002	2.54e-003	-6178.
755	0.39939	2.9476e-002	2.54e-003	10715
756	0.41364	1.4256e-002	2.54e-003	2870.1
757	0.3727	3.3665e-002	2.54e-003	15646
758	0.38567	1.522e-002	2.54e-003	5751.2
759	0.34732	3.9031e-002	2.54e-003	7041.2
760	0.35898	1.8445e-002	2.54e-003	8430.6
761	0.32007	4.0168e-002	2.54e-003	7537.3
762	0.33233	2.0587e-002	2.54e-003	16536
763	0.29064	3.8896e-002	2.54e-003	13856
764	0.30377	1.9582e-002	2.54e-003	10340
765	0.26061	3.8639e-002	2.54e-003	67826
766	0.27495	1.9314e-002	2.54e-003	24370
767	0.22934	3.875e-002	2.54e-003	1.7959e+005
768	0.24578	1.9325e-002	2.54e-003	77386
769	0.19465	3.8835e-002	2.54e-003	3.1112e+005
770	0.21571	1.9425e-002	2.54e-003	1.9508e+005
771	0.16425	3.0857e-002	2.54e-003	3.7312e+005
772	0.16013	4.5539e-002	2.54e-003	7.2921e+005
773	0.18314	1.941e-002	2.54e-003	16838
774	0.1397	1.9088e-002	2.54e-003	-84837
775	0.14167	2.836e-002	2.54e-003	2772.9
776	0.15735	1.1447e-002	2.54e-003	85619
777	2.8421e-002	7.8527e-002	2.54e-003	2.3849e+006
778	3.9517e-002	9.4629e-002	2.54e-003	2.4285e+006
779	1.3454e-002	9.2157e-002	2.54e-003	4.6918e+006
780	4.6546e-002	6.7376e-002	2.54e-003	2.6594e+006
781	1.4967e-002	6.257e-002	2.54e-003	4.8016e+006
782	5.7643e-002	8.3477e-002	2.54e-003	2.7141e+006
783	6.3417e-002	9.7401e-002	2.54e-003	1.9768e+006
784	6.6664e-002	2.6132e-002	2.54e-003	4.6205e+005
785	6.9225e-002	1.6425e-002	2.54e-003	1.0648e+005
786	5.4139e-002	9.7088e-003	2.54e-003	3.7567e+005
787	0.12828	0.13331	2.54e-003	61447
788	0.11863	0.13925	2.54e-003	4.3293e+005
789	0.13343	0.1456	2.54e-003	11057
790	0.11665	1.3991e-002	2.54e-003	2.0989e+005
791	0.13063	7.641e-003	2.54e-003	-3374.3
792	8.9106e-002	3.5474e-002	2.54e-003	-1.475e+005
793	9.1667e-002	1.3066e-002	2.54e-003	4.6487e+005
794	7.8903e-002	6.7162e-003	2.54e-003	10769
795	0.13084	0.12265	2.54e-003	-47596
796	0.116	0.12741	2.54e-003	3.4325e+005
797	0.12118	0.11589	2.54e-003	-1.6328e+005
798	9.8448e-002	0.11411	2.54e-003	-79421
799	9.5185e-002	0.13797	2.54e-003	2.6575e+005
800	8.8804e-002	0.14432	2.54e-003	2.4452e+005
801	7.8897e-002	6.9115e-002	2.54e-003	1.4811e+005
802	0.13755	4.3042e-002	2.54e-003	4.2921e+005
803	0.11862	3.5964e-002	2.54e-003	-3.9865e+005
804	0.12527	5.1529e-002	2.54e-003	3.2395e+006
805	0.10309	7.5141e-002	2.54e-003	-8.3704e+005
806	9.8372e-002	5.9229e-002	2.54e-003	1.9339e+006
807	0.10895	9.2112e-002	2.54e-003	1.7095e+006
808	0.10634	1.905e-002	2.54e-003	8.3312e+005
809	0.10634	6.35e-003	2.54e-003	1.1988e+006
810	0.10634	1.27e-002	1.27e-003	-3.8936e-011
811	0.10634	3.175e-002	2.54e-003	3.2492e+005
812	0.10634	2.54e-002	1.27e-003	-2.5813e-010
813	0.10634	4.445e-002	2.54e-003	2.9463e+006
814	0.10634	3.81e-002	1.27e-003	-1.3002e-010
815	0.10422	5.08e-002	2.54e-003	5.2514e+006
816	0.10634	5.08e-002	1.27e-003	-2.6911e-010
817	0.10211	4.445e-002	2.54e-003	2.3755e+006
818	0.10211	5.08e-002	1.27e-003	1.4315e-003
819	0.10211	3.175e-002	2.54e-003	2.7568e+005
820	0.10211	3.81e-002	1.27e-003	-9.7021e-011
821	0.10211	1.905e-002	2.54e-003	7.3363e+005
822	0.10211	2.54e-002	1.27e-003	-3.176e-010
823	0.10211	6.35e-003	2.54e-003	1.7302e+006
824	0.10211	1.27e-002	1.27e-003	-6.2553e-011
825	0.10634	0.13335	2.54e-003	5.9215e+005
826	0.10634	0.14605	2.54e-003	1.2799e+006
827	0.10634	0.1397	1.27e-003	-4.6432e-011
828	0.10634	0.12065	2.54e-003	1.1047e+005
829	0.10634	0.127	1.27e-003	-9.6539e-005
830	0.10634	0.10795	2.54e-003	2.1546e+006
831	0.10634	0.1143	1.27e-003	7.8022e-003
832	0.10422	0.1016	2.54e-003	2.5414e+006
833	0.10634	0.1016	1.27e-003	4.3723e-002
834	0.10211	0.10795	2.54e-003	1.0163e+006
835	0.10211	0.1016	1.27e-003	0.59636
836	0.10211	0.12065	2.54e-003	3.0034e+005
837	0.10211	0.1143	1.27e-003	-7.7102e-010
838	0.10211	0.13335	2.54e-003	4.732e+005
839	0.10211	0.127	1.27e-003	-1.6256e-010
840	0.10211	0.14605	2.54e-003	8.6084e+005
841	0.10211	0.1397	1.27e-003	-8.0806e-011
842	0.12114	0.1524	2.54e-003	5.6534e+005
843	0.10634	0.1524	1.27e-003	-4.4146e-011
844	0.15075	0.1524	2.54e-003	31044
845	0.13594	0.1524	1.27e-003	-1.9004e-011
846	0.18035	0.1524	2.54e-003	42563
847	0.16555	0.1524	1.27e-003	-1.8055e-003
848	0.20995	0.1524	2.54e-003	31125
849	0.19515	0.1524	1.27e-003	1.6415e-003
850	0.23956	0.1524	2.54e-003	26181
851	0.22476	0.1524	1.27e-003	3.761e-003
852	0.26916	0.1524	2.54e-003	12545
853	0.25436	0.1524	1.27e-003	7.7439e-003
854	0.29876	0.1524	2.54e-003	1091.1
855	0.28396	0.1524	1.27e-003	8.3042e-003
856	0.32837	0.1524	2.54e-003	904.2
857	0.31357	0.1524	1.27e-003	6.9303e-003
858	0.35797	0.1524	2.54e-003	-2034.8
859	0.34317	0.1524	1.27e-003	1.3849e-002
860	0.38757	0.1524	2.54e-003	-12515
861	0.37277	0.1524	1.27e-003	1.3794e-002
862	0.41718	0.1524	2.54e-003	-4928.
863	0.40238	0.1524	1.27e-003	1.3871e-002
864	0.44678	0.1524	2.54e-003	5629.8
865	0.43198	0.1524	1.27e-003	1.5786e-002
866	0.47638	0.1524	2.54e-003	1782.8
867	0.46158	0.1524	1.27e-003	1.7567e-002
868	0.50599	0.1524	2.54e-003	-1062.1
869	0.49119	0.1524	1.27e-003	1.7968e-002
870	0.53559	0.1524	2.54e-003	-1676.7
871	0.52079	0.1524	1.27e-003	2.2942e-002
872	0.56519	0.1524	2.54e-003	-1795.9
873	0.55039	0.1524	1.27e-003	2.0707e-002
874	0.5948	0.1524	2.54e-003	-2017.5
875	0.58	0.1524	1.27e-003	2.9314e-002
876	0.6096	0.13716	2.54e-003	1053.
877	0.6096	0.1524	1.27e-003	4.7798e-002
878	0.6096	0.10668	2.54e-003	6817.4
879	0.6096	0.12192	1.27e-003	2.2856e-002
880	0.6096	7.62e-002	2.54e-003	9123.4
881	0.6096	9.144e-002	1.27e-003	2.0885e-002
882	0.6096	4.572e-002	2.54e-003	6584.3
883	0.6096	6.096e-002	1.27e-003	1.9832e-002
884	0.6096	1.524e-002	2.54e-003	483.52
885	0.6096	3.048e-002	1.27e-003	2.2018e-002
886	3.9968e-016	4.572e-002	2.54e-003	7.0488e+006
887	1.3323e-016	1.524e-002	2.54e-003	5.8967e+006
888	2.7006e-016	3.048e-002	1.27e-003	-1.8513e-003
889	6.6613e-016	7.62e-002	2.54e-003	7.1098e+006
890	5.4012e-016	6.096e-002	1.27e-003	0.11532
891	9.3259e-016	0.10668	2.54e-003	6.8647e+006
892	8.1018e-016	9.144e-002	1.27e-003	-1.1281e-003
893	1.199e-015	0.13716	2.54e-003	5.481e+006
894	1.0802e-015	0.12192	1.27e-003	-2.2539e-004
895	1.2764e-002	0.1524	2.54e-003	2.4586e+006
896	1.3323e-015	0.1524	1.27e-003	-3.1132e-010
897	3.8291e-002	0.1524	2.54e-003	5.8204e+005
898	2.5527e-002	0.1524	1.27e-003	-4.6331e-011
899	6.3818e-002	0.1524	2.54e-003	1.3674e+005
900	5.1054e-002	0.1524	1.27e-003	-1.7378e-011
901	8.2963e-002	0.1524	2.54e-003	2.8879e+005
902	7.6581e-002	0.1524	1.27e-003	-4.9044e-011
903	9.5726e-002	0.1524	2.54e-003	7.0576e+005
904	8.9345e-002	0.1524	1.27e-003	-2.5055e-011
905	0.10211	0.1524	1.27e-003	-1.1442e-010
906	0.59562	0.	2.54e-003	-2686.8
907	0.6096	0.	1.27e-003	5.7276e-002
908	0.56766	0.	2.54e-003	-2536.7
909	0.58164	0.	1.27e-003	2.8929e-002
910	0.5397	0.	2.54e-003	-2976.6
911	0.55368	0.	1.27e-003	2.1853e-002
912	0.51174	0.	2.54e-003	-3145.2
913	0.52572	0.	1.27e-003	2.1187e-002
914	0.48379	0.	2.54e-003	-1339.8
915	0.49776	0.	1.27e-003	1.9828e-002
916	0.45583	0.	2.54e-003	-6767.9
917	0.46981	0.	1.27e-003	1.765e-002
918	0.42787	0.	2.54e-003	-4719.9
919	0.44185	0.	1.27e-003	1.3704e-002
920	0.39991	0.	2.54e-003	-2288.
921	0.41389	0.	1.27e-003	1.3714e-002
922	0.37195	0.	2.54e-003	2332.4
923	0.38593	0.	1.27e-003	1.0732e-002
924	0.34399	0.	2.54e-003	19474
925	0.35797	0.	1.27e-003	5.9277e-003
926	0.31603	0.	2.54e-003	19859
927	0.33001	0.	1.27e-003	1.1867e-002
928	0.28807	0.	2.54e-003	17844
929	0.30205	0.	1.27e-003	7.7986e-003
930	0.26011	0.	2.54e-003	31257
931	0.27409	0.	1.27e-003	7.6112e-003
932	0.23216	0.	2.54e-003	92053
933	0.24614	0.	1.27e-003	4.7348e-003
934	0.2042	0.	2.54e-003	-15168
935	0.21818	0.	1.27e-003	4.3904e-003
936	0.17624	0.	2.54e-003	-29103
937	0.19022	0.	1.27e-003	8.5425e-003
938	0.14828	0.	2.54e-003	1.0925e+005
939	0.16226	0.	1.27e-003	1.4552e-003
940	0.12032	0.	2.54e-003	6.1942e+005
941	0.1343	0.	1.27e-003	-1.0953e-011
942	0.10634	0.	1.27e-003	-5.013e-011
943	8.9345e-002	4.5837e-032	2.54e-003	9.1873e+005
944	0.10211	5.2385e-032	1.27e-003	-7.6637e-011
945	6.3818e-002	3.2741e-032	2.54e-003	2.6673e+005
946	7.6581e-002	0.	1.27e-003	-1.3994e-011
947	3.8291e-002	1.9644e-032	2.54e-003	-4.5144e+005
948	5.1054e-002	0.	1.27e-003	-5.6912e-011
949	1.2764e-002	6.5482e-033	2.54e-003	2.1043e+006
950	2.5527e-002	0.	1.27e-003	-3.1882e-011
951	0.	0.	1.27e-003	1.3367e-002
952	3.8291e-002	1.9644e-032	0.	4.5144e+005
953	1.2764e-002	6.5482e-033	0.	-2.1043e+006
954	6.3818e-002	3.2741e-032	0.	-2.6673e+005
955	8.9345e-002	4.5837e-032	0.	-9.1873e+005
956	0.10211	6.35e-003	0.	-1.7302e+006
957	1.3323e-016	1.524e-002	0.	-5.8967e+006
958	0.14828	0.	0.	-1.0925e+005
959	0.12032	0.	0.	-6.1942e+005
960	0.17624	0.	0.	29103
961	0.2042	0.	0.	15168
962	0.23216	0.	0.	-92053
963	0.26011	0.	0.	-31257
964	0.28807	0.	0.	-17844
965	0.31603	0.	0.	-19859
966	0.34399	0.	0.	-19474
967	0.37195	0.	0.	-2332.4
968	0.39991	0.	0.	2288.
969	0.42787	0.	0.	4719.9
970	0.45583	0.	0.	6767.9
971	0.48379	0.	0.	1339.8
972	0.51174	0.	0.	3145.2
973	0.5397	0.	0.	2976.6
974	0.56766	0.	0.	2536.7
975	0.59562	0.	0.	2686.8
976	0.10634	6.35e-003	0.	-1.1988e+006
977	0.6096	1.524e-002	0.	-483.52
978	8.2963e-002	0.1524	0.	-2.8879e+005
979	9.5726e-002	0.1524	0.	-7.0576e+005
980	6.3818e-002	0.1524	0.	-1.3674e+005
981	3.8291e-002	0.1524	0.	-5.8204e+005
982	1.2764e-002	0.1524	0.	-2.4586e+006
983	0.10211	0.14605	0.	-8.6084e+005
984	1.199e-015	0.13716	0.	-5.481e+006
985	9.3259e-016	0.10668	0.	-6.8647e+006
986	6.6613e-016	7.62e-002	0.	-7.1098e+006
987	3.9968e-016	4.572e-002	0.	-7.0488e+006
988	0.6096	4.572e-002	0.	-6584.3
989	0.6096	7.62e-002	0.	-9123.4
990	0.6096	0.10668	0.	-6817.4
991	0.6096	0.13716	0.	-1053.
992	0.5948	0.1524	0.	2017.5
993	0.56519	0.1524	0.	1795.9
994	0.53559	0.1524	0.	1676.7
995	0.50599	0.1524	0.	1062.1
996	0.47638	0.1524	0.	-1782.8
997	0.44678	0.1524	0.	-5629.8
998	0.41718	0.1524	0.	4928.
999	0.38757	0.1524	0.	12515
1000	0.35797	0.1524	0.	2034.8
1001	0.32837	0.1524	0.	-904.2
1002	0.29876	0.1524	0.	-1091.1
1003	0.26916	0.1524	0.	-12545
1004	0.23956	0.1524	0.	-26181
1005	0.20995	0.1524	0.	-31125
1006	0.18035	0.1524	0.	-42563
1007	0.15075	0.1524	0.	-31044
1008	0.12114	0.1524	0.	-5.6534e+005
1009	0.10634	0.14605	0.	-1.2799e+006
1010	0.10211	0.12065	0.	-3.0034e+005
1011	0.10211	0.10795	0.	-1.0163e+006
1012	0.10211	0.13335	0.	-4.732e+005
1013	0.10422	0.1016	0.	-2.5414e+006
1014	0.10634	0.13335	0.	-5.9215e+005
1015	0.10634	0.12065	0.	-1.1047e+005
1016	0.10634	0.10795	0.	-2.1546e+006
1017	0.10211	3.175e-002	0.	-2.7568e+005
1018	0.10211	4.445e-002	0.	-2.3755e+006
1019	0.10211	1.905e-002	0.	-7.3363e+005
1020	0.10422	5.08e-002	0.	-5.2514e+006
1021	0.10634	1.905e-002	0.	-8.3312e+005
1022	0.10634	3.175e-002	0.	-3.2492e+005
1023	0.10634	4.445e-002	0.	-2.9463e+006
