Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Stress (Pa)
570	0.24605	7.6458e-002	1.27e-003	27728
571	0.21339	7.6273e-002	1.27e-003	36610
572	0.14345	8.8606e-002	0.	-4.8851e+005
573	0.14387	0.10084	1.27e-003	3.4338e+005
574	0.12511	0.10122	0.	-1.7627e+006
575	8.5699e-002	2.387e-002	1.27e-003	37394
576	9.3903e-002	2.4635e-002	0.	1.9521e+006
577	4.952e-002	4.1119e-002	0.	5.1813e+005
578	6.5628e-002	4.8516e-002	1.27e-003	3.3417e+005
579	8.3868e-002	4.9658e-002	0.	-1.75e+006
580	3.3412e-002	3.3722e-002	1.27e-003	2.0637e+005
581	2.9469e-002	1.6861e-002	0.	1.6372e+006
582	1.6706e-002	3.2101e-002	0.	-2.6179e+006
583	5.9784e-002	0.12495	0.	-39752
584	7.7506e-002	0.12109	0.	1.1642e+006
585	7.0293e-002	0.12551	1.27e-003	1.6946e+005
586	7.3437e-002	0.13895	0.	3.1015e+005
587	4.9275e-002	0.1244	1.27e-003	1.0152e+005
588	5.0164e-002	0.1384	0.	-3.0113e+005
589	8.7955e-002	0.11968	0.	1.6299e+006
590	9.119e-002	0.12268	1.27e-003	1.6854e+005
591	9.6649e-002	0.12484	0.	9.9186e+005
592	8.5876e-002	0.11108	0.	6.1381e+005
593	8.7033e-002	0.10549	1.27e-003	5.6471e+005
594	9.457e-002	0.10354	0.	4.1964e+005
595	0.12263	2.4795e-002	1.27e-003	1.3548e+005
596	0.11449	2.5098e-002	0.	1.465e+006
597	0.12563	6.9076e-002	0.	1.2171e+006
598	0.10824	6.1782e-002	1.27e-003	2.3652e+005
599	0.10729	5.6291e-002	0.	1.1181e+006
600	9.1163e-002	8.7056e-002	1.27e-003	1.9961e+005
601	9.6635e-002	9.4328e-002	0.	1.1162e+006
602	0.14302	7.637e-002	1.27e-003	2.8124e+005
603	8.472e-002	0.11667	1.27e-003	2.5861e+005
604	8.5876e-002	0.11108	2.54e-003	1.0623e+007
605	8.7955e-002	0.11968	2.54e-003	7.3082e+006
606	7.7506e-002	0.12109	2.54e-003	7.9382e+006
607	0.12563	6.9076e-002	2.54e-003	1.0356e+007
608	0.14345	8.8606e-002	2.54e-003	8.6562e+006
609	0.16189	7.6489e-002	2.54e-003	7.7861e+006
610	0.14361	6.4313e-002	2.54e-003	8.6771e+006
611	0.12728	7.9496e-002	2.54e-003	1.0793e+007
612	7.716e-002	7.8814e-002	2.54e-003	1.2269e+007
613	8.2935e-002	9.2738e-002	2.54e-003	1.2002e+007
614	0.10136	8.484e-002	2.54e-003	1.2163e+007
615	9.6635e-002	9.4328e-002	2.54e-003	1.933e+007
616	0.10144	6.472e-002	2.54e-003	1.1367e+007
617	0.10729	5.6291e-002	2.54e-003	2.0121e+007
618	0.1248	2.0039e-002	2.54e-003	4.2751e+006
619	0.12677	2.9311e-002	2.54e-003	5.2615e+006
620	0.11449	2.5098e-002	2.54e-003	4.9336e+006
621	9.091e-002	0.1097	2.54e-003	1.2104e+007
622	8.087e-002	0.10195	2.54e-003	1.2013e+007
623	9.457e-002	0.10354	2.54e-003	1.9407e+007
624	9.2989e-002	0.1183	2.54e-003	8.9776e+006
625	8.9727e-002	0.12946	2.54e-003	6.201e+006
626	9.6649e-002	0.12484	2.54e-003	5.6939e+006
627	5.9784e-002	0.12495	2.54e-003	8.607e+006
628	3.7123e-002	0.12357	2.54e-003	9.3628e+006
629	5.0701e-002	0.11039	2.54e-003	9.9885e+006
630	5.0164e-002	0.1384	2.54e-003	9.3603e+006
631	7.9278e-002	0.13088	2.54e-003	6.6634e+006
632	7.25e-002	0.11196	2.54e-003	9.4486e+006
633	7.3437e-002	0.13895	2.54e-003	7.1387e+006
634	4.952e-002	4.1119e-002	2.54e-003	1.0021e+007
635	3.1673e-002	4.8951e-002	2.54e-003	9.582e+006
636	4.5318e-002	2.657e-002	2.54e-003	9.0596e+006
637	1.6706e-002	3.2101e-002	2.54e-003	1.1553e+007
638	2.9469e-002	1.6861e-002	2.54e-003	8.9256e+006
639	7.0866e-002	4.0681e-002	2.54e-003	9.8541e+006
640	6.4393e-002	5.9544e-002	2.54e-003	1.1332e+007
641	8.3868e-002	4.9658e-002	2.54e-003	1.8347e+007
642	8.0902e-002	2.8358e-002	2.54e-003	7.2096e+006
643	8.3462e-002	1.8651e-002	2.54e-003	5.8693e+006
644	9.3903e-002	2.4635e-002	2.54e-003	6.8994e+006
645	0.16278	0.10732	2.54e-003	6.7053e+006
646	0.13995	0.10916	2.54e-003	7.0858e+006
647	0.12511	0.10122	2.54e-003	1.5863e+007
648	0.22972	7.6366e-002	2.54e-003	4.5439e+006
649	0.19707	7.6441e-002	2.54e-003	5.458e+006
650	0.21535	9.5161e-002	2.54e-003	4.8943e+006
651	0.21332	5.7562e-002	2.54e-003	4.9636e+006
652	0.26171	7.6394e-002	2.54e-003	3.8011e+006
653	0.24763	9.5306e-002	2.54e-003	4.1199e+006
654	0.24574	5.7554e-002	2.54e-003	4.1567e+006
655	0.29261	7.6869e-002	2.54e-003	3.1592e+006
656	0.27885	9.5294e-002	2.54e-003	3.4301e+006
657	0.27658	5.7479e-002	2.54e-003	3.4734e+006
658	0.32314	7.7616e-002	2.54e-003	2.5923e+006
659	0.30929	9.6046e-002	2.54e-003	2.8393e+006
660	0.30667	5.8286e-002	2.54e-003	2.8875e+006
661	0.35475	7.7592e-002	2.54e-003	2.0294e+006
662	0.33975	9.6514e-002	2.54e-003	2.2931e+006
663	0.33654	5.9498e-002	2.54e-003	2.3606e+006
664	0.38781	8.3154e-002	2.54e-003	1.5436e+006
665	0.38011	6.6388e-002	2.54e-003	1.6115e+006
666	0.37114	9.6621e-002	2.54e-003	1.7644e+006
667	0.36552	5.7125e-002	2.54e-003	1.8791e+006
668	0.41965	8.9728e-002	2.54e-003	1.1655e+006
669	0.4077	7.3851e-002	2.54e-003	1.2933e+006
670	0.40316	0.10401	2.54e-003	1.3596e+006
671	0.44932	9.0708e-002	2.54e-003	8.368e+005
672	0.43627	7.5155e-002	2.54e-003	9.5736e+005
673	0.43372	0.10582	2.54e-003	1.0029e+006
674	0.47846	9.0976e-002	2.54e-003	5.7111e+005
675	0.46494	7.5531e-002	2.54e-003	6.7617e+005
676	0.46316	0.10618	2.54e-003	6.985e+005
677	0.50752	9.1095e-002	2.54e-003	3.6023e+005
678	0.49378	7.5707e-002	2.54e-003	4.4611e+005
679	0.4924	0.10629	2.54e-003	4.5544e+005
680	0.53653	9.1128e-002	2.54e-003	2.0045e+005
681	0.52266	7.5847e-002	2.54e-003	2.6262e+005
682	0.52158	0.1064	2.54e-003	2.6795e+005
683	0.5515	7.5822e-002	2.54e-003	1.3062e+005
684	0.55067	0.10642	2.54e-003	1.3231e+005
685	0.56561	9.1209e-002	2.54e-003	91864
686	0.53764	6.0541e-002	2.54e-003	1.9505e+005
687	0.56639	6.0747e-002	2.54e-003	89164
688	0.55246	4.538e-002	2.54e-003	1.2521e+005
689	0.50892	6.0459e-002	2.54e-003	3.5158e+005
690	0.52395	4.5314e-002	2.54e-003	2.5416e+005
691	0.48026	6.0262e-002	2.54e-003	5.5492e+005
692	0.49544	4.5162e-002	2.54e-003	4.3338e+005
693	0.45189	5.9978e-002	2.54e-003	8.0012e+005
694	0.467	4.4995e-002	2.54e-003	6.572e+005
695	0.42432	5.9278e-002	2.54e-003	1.0862e+006
696	0.43894	4.4331e-002	2.54e-003	9.2649e+005
697	0.39999	5.7084e-002	2.54e-003	1.3622e+006
698	0.41211	4.3633e-002	2.54e-003	1.234e+006
699	0.38728	4.2927e-002	2.54e-003	1.5254e+006
700	0.18122	9.5206e-002	2.54e-003	5.8255e+006
701	0.1784	5.7715e-002	2.54e-003	5.9337e+006
702	0.16985	0.12259	2.54e-003	5.7377e+006
703	0.14446	0.13509	2.54e-003	5.0824e+006
704	0.14702	0.12443	2.54e-003	6.127e+006
705	0.16178	0.14189	2.54e-003	5.5439e+006
706	0.19949	0.11393	2.54e-003	5.2627e+006
707	0.18842	0.1331	2.54e-003	5.4241e+006
708	0.23325	0.1141	2.54e-003	4.471e+006
709	0.22103	0.13322	2.54e-003	4.7393e+006
710	0.26477	0.11421	2.54e-003	3.7504e+006
711	0.25178	0.13328	2.54e-003	4.0484e+006
712	0.29553	0.11447	2.54e-003	3.1128e+006
713	0.28215	0.13333	2.54e-003	3.3839e+006
714	0.3259	0.11494	2.54e-003	2.5432e+006
715	0.31215	0.13354	2.54e-003	2.7905e+006
716	0.35615	0.11554	2.54e-003	2.0311e+006
717	0.34212	0.1338	2.54e-003	2.2432e+006
718	0.38649	0.11747	2.54e-003	1.5851e+006
719	0.372	0.13414	2.54e-003	1.7689e+006
720	0.41723	0.1201	2.54e-003	1.2018e+006
721	0.40206	0.13573	2.54e-003	1.3769e+006
722	0.44755	0.12129	2.54e-003	8.6726e+005
723	0.43234	0.13677	2.54e-003	1.0216e+006
724	0.4771	0.12149	2.54e-003	5.8532e+005
725	0.46199	0.13692	2.54e-003	7.0911e+005
726	0.50646	0.1216	2.54e-003	3.6588e+005
727	0.4915	0.13697	2.54e-003	4.5816e+005
728	0.53572	0.1217	2.54e-003	2.025e+005
729	0.52096	0.13703	2.54e-003	2.6532e+005
730	0.56511	0.12179	2.54e-003	90827
731	0.55035	0.13707	2.54e-003	1.2519e+005
732	0.58006	0.10658	2.54e-003	48263
733	0.57995	0.13712	2.54e-003	38131
734	0.59475	0.12188	2.54e-003	31720
735	0.5805	7.6134e-002	2.54e-003	49060
736	0.5949	9.1374e-002	2.54e-003	36129
737	0.58103	4.568e-002	2.54e-003	45439
738	0.5952	6.096e-002	2.54e-003	34941
739	2.5939e-002	0.10781	2.54e-003	9.5605e+006
740	1.2486e-002	0.12234	2.54e-003	1.129e+007
741	2.5249e-002	0.13758	2.54e-003	9.0659e+006
742	0.5671	3.0313e-002	2.54e-003	83556
743	0.59544	3.044e-002	2.54e-003	28928
744	0.58146	1.52e-002	2.54e-003	33406
745	0.53877	3.0153e-002	2.54e-003	1.8704e+005
746	0.5533	1.5113e-002	2.54e-003	1.1285e+005
747	0.51047	3.0016e-002	2.54e-003	3.3892e+005
748	0.52516	1.504e-002	2.54e-003	2.3977e+005
749	0.48219	2.9895e-002	2.54e-003	5.3892e+005
750	0.49705	1.4976e-002	2.54e-003	4.1443e+005
751	0.45405	2.9349e-002	2.54e-003	7.8732e+005
752	0.46892	1.4918e-002	2.54e-003	6.373e+005
753	0.42673	2.8687e-002	2.54e-003	1.078e+006
754	0.44096	1.443e-002	2.54e-003	9.1173e+005
755	0.39939	2.9476e-002	2.54e-003	1.3994e+006
756	0.41364	1.4256e-002	2.54e-003	1.2225e+006
757	0.3727	3.3665e-002	2.54e-003	1.7925e+006
758	0.38567	1.522e-002	2.54e-003	1.5857e+006
759	0.34732	3.9031e-002	2.54e-003	2.2138e+006
760	0.35898	1.8445e-002	2.54e-003	2.0122e+006
761	0.32007	4.0168e-002	2.54e-003	2.6597e+006
762	0.33233	2.0587e-002	2.54e-003	2.4429e+006
763	0.29064	3.8896e-002	2.54e-003	3.2047e+006
764	0.30377	1.9582e-002	2.54e-003	2.9585e+006
765	0.26061	3.8639e-002	2.54e-003	3.8313e+006
766	0.27495	1.9314e-002	2.54e-003	3.5418e+006
767	0.22934	3.875e-002	2.54e-003	4.5774e+006
768	0.24578	1.9325e-002	2.54e-003	4.2012e+006
769	0.19465	3.8835e-002	2.54e-003	5.4401e+006
770	0.21571	1.9425e-002	2.54e-003	4.8928e+006
771	0.16425	3.0857e-002	2.54e-003	5.8135e+006
772	0.16013	4.5539e-002	2.54e-003	6.8253e+006
773	0.18314	1.941e-002	2.54e-003	5.5856e+006
774	0.1397	1.9088e-002	2.54e-003	5.1507e+006
775	0.14167	2.836e-002	2.54e-003	6.3281e+006
776	0.15735	1.1447e-002	2.54e-003	5.5299e+006
777	2.8421e-002	7.8527e-002	2.54e-003	9.9805e+006
778	3.9517e-002	9.4629e-002	2.54e-003	1.021e+007
779	1.3454e-002	9.2157e-002	2.54e-003	1.2107e+007
780	4.6546e-002	6.7376e-002	2.54e-003	1.0944e+007
781	1.4967e-002	6.257e-002	2.54e-003	1.2231e+007
782	5.7643e-002	8.3477e-002	2.54e-003	1.1163e+007
783	6.3417e-002	9.7401e-002	2.54e-003	1.0806e+007
784	6.6664e-002	2.6132e-002	2.54e-003	8.9018e+006
785	6.9225e-002	1.6425e-002	2.54e-003	7.4593e+006
786	5.4139e-002	9.7088e-003	2.54e-003	8.9973e+006
787	0.12828	0.13331	2.54e-003	4.4263e+006
788	0.11863	0.13925	2.54e-003	3.9523e+006
789	0.13343	0.1456	2.54e-003	4.364e+006
790	0.11665	1.3991e-002	2.54e-003	3.6501e+006
791	0.13063	7.641e-003	2.54e-003	4.56e+006
792	8.9106e-002	3.5474e-002	2.54e-003	9.0289e+006
793	9.1667e-002	1.3066e-002	2.54e-003	5.0951e+006
794	7.8903e-002	6.7162e-003	2.54e-003	6.1036e+006
795	0.13084	0.12265	2.54e-003	5.4019e+006
796	0.116	0.12741	2.54e-003	5.6488e+006
797	0.12118	0.11589	2.54e-003	7.1196e+006
798	9.8448e-002	0.11411	2.54e-003	1.0394e+007
799	9.5185e-002	0.13797	2.54e-003	4.6316e+006
800	8.8804e-002	0.14432	2.54e-003	4.6971e+006
801	7.8897e-002	6.9115e-002	2.54e-003	1.1877e+007
802	0.13755	4.3042e-002	2.54e-003	7.3242e+006
803	0.11862	3.5964e-002	2.54e-003	7.27e+006
804	0.12527	5.1529e-002	2.54e-003	1.8393e+007
805	0.10309	7.5141e-002	2.54e-003	1.1965e+007
806	9.8372e-002	5.9229e-002	2.54e-003	1.8697e+007
807	0.10895	9.2112e-002	2.54e-003	1.8006e+007
808	0.10634	1.905e-002	2.54e-003	4.5711e+006
809	0.10634	6.35e-003	2.54e-003	2.8709e+006
810	0.10634	1.27e-002	1.27e-003	1.8356e+005
811	0.10634	3.175e-002	2.54e-003	7.8278e+006
812	0.10634	2.54e-002	1.27e-003	1.2169e+006
813	0.10634	4.445e-002	2.54e-003	1.8486e+007
814	0.10634	3.81e-002	1.27e-003	6.1298e+005
815	0.10422	5.08e-002	2.54e-003	2.5407e+007
816	0.10634	5.08e-002	1.27e-003	1.2687e+006
817	0.10211	4.445e-002	2.54e-003	1.7628e+007
818	0.10211	5.08e-002	1.27e-003	6.9307e+005
819	0.10211	3.175e-002	2.54e-003	9.3172e+006
820	0.10211	3.81e-002	1.27e-003	4.574e+005
821	0.10211	1.905e-002	2.54e-003	6.5395e+006
822	0.10211	2.54e-002	1.27e-003	1.4973e+006
823	0.10211	6.35e-003	2.54e-003	4.0398e+006
824	0.10211	1.27e-002	1.27e-003	2.949e+005
825	0.10634	0.13335	2.54e-003	5.5897e+006
826	0.10634	0.14605	2.54e-003	3.338e+006
827	0.10634	0.1397	1.27e-003	2.189e+005
828	0.10634	0.12065	2.54e-003	8.0411e+006
829	0.10634	0.127	1.27e-003	1.076e+006
830	0.10634	0.10795	2.54e-003	1.6171e+007
831	0.10634	0.1143	1.27e-003	3.1423e+005
832	0.10422	0.1016	2.54e-003	2.3296e+007
833	0.10634	0.1016	1.27e-003	2.423e+005
834	0.10211	0.10795	2.54e-003	1.6098e+007
835	0.10211	0.1016	1.27e-003	3.3024e+005
836	0.10211	0.12065	2.54e-003	7.8769e+006
837	0.10211	0.1143	1.27e-003	3.6349e+006
838	0.10211	0.13335	2.54e-003	4.3804e+006
839	0.10211	0.127	1.27e-003	7.6637e+005
840	0.10211	0.14605	2.54e-003	2.6761e+006
841	0.10211	0.1397	1.27e-003	3.8095e+005
842	0.12114	0.1524	2.54e-003	3.785e+006
843	0.10634	0.1524	1.27e-003	2.0812e+005
844	0.15075	0.1524	2.54e-003	4.7878e+006
845	0.13594	0.1524	1.27e-003	89592
846	0.18035	0.1524	2.54e-003	5.2311e+006
847	0.16555	0.1524	1.27e-003	1.1682e+005
848	0.20995	0.1524	2.54e-003	4.9054e+006
849	0.19515	0.1524	1.27e-003	1.1822e+005
850	0.23956	0.1524	2.54e-003	4.3194e+006
851	0.22476	0.1524	1.27e-003	52512
852	0.26916	0.1524	2.54e-003	3.6846e+006
853	0.25436	0.1524	1.27e-003	42451
854	0.29876	0.1524	2.54e-003	3.0651e+006
855	0.28396	0.1524	1.27e-003	43990
856	0.32837	0.1524	2.54e-003	2.4946e+006
857	0.31357	0.1524	1.27e-003	43878
858	0.35797	0.1524	2.54e-003	1.9857e+006
859	0.34317	0.1524	1.27e-003	43976
860	0.38757	0.1524	2.54e-003	1.5637e+006
861	0.37277	0.1524	1.27e-003	31704
862	0.41718	0.1524	2.54e-003	1.2e+006
863	0.40238	0.1524	1.27e-003	36946
864	0.44678	0.1524	2.54e-003	8.6616e+005
865	0.43198	0.1524	1.27e-003	30464
866	0.47638	0.1524	2.54e-003	5.8457e+005
867	0.46158	0.1524	1.27e-003	24868
868	0.50599	0.1524	2.54e-003	3.6037e+005
869	0.49119	0.1524	1.27e-003	20476
870	0.53559	0.1524	2.54e-003	1.9093e+005
871	0.52079	0.1524	1.27e-003	15826
872	0.56519	0.1524	2.54e-003	75553
873	0.55039	0.1524	1.27e-003	10383
874	0.5948	0.1524	2.54e-003	13563
875	0.58	0.1524	1.27e-003	5640.5
876	0.6096	0.13716	2.54e-003	5577.4
877	0.6096	0.1524	1.27e-003	1207.6
878	0.6096	0.10668	2.54e-003	18997
879	0.6096	0.12192	1.27e-003	2230.3
880	0.6096	7.62e-002	2.54e-003	21629
881	0.6096	9.144e-002	1.27e-003	2342.6
882	0.6096	4.572e-002	2.54e-003	17878
883	0.6096	6.096e-002	1.27e-003	2148.4
884	0.6096	1.524e-002	2.54e-003	4068.7
885	0.6096	3.048e-002	1.27e-003	1973.8
886	3.9968e-016	4.572e-002	2.54e-003	1.4207e+007
887	1.3323e-016	1.524e-002	2.54e-003	1.1692e+007
888	2.7006e-016	3.048e-002	1.27e-003	1.0649e+005
889	6.6613e-016	7.62e-002	2.54e-003	1.4357e+007
890	5.4012e-016	6.096e-002	1.27e-003	67318
891	9.3259e-016	0.10668	2.54e-003	1.3848e+007
892	8.1018e-016	9.144e-002	1.27e-003	53294
893	1.199e-015	0.13716	2.54e-003	1.1129e+007
894	1.0802e-015	0.12192	1.27e-003	2.1651e+005
895	1.2764e-002	0.1524	2.54e-003	8.8927e+006
896	1.3323e-015	0.1524	1.27e-003	1.4677e+006
897	3.8291e-002	0.1524	2.54e-003	9.0922e+006
898	2.5527e-002	0.1524	1.27e-003	2.1843e+005
899	6.3818e-002	0.1524	2.54e-003	7.8681e+006
900	5.1054e-002	0.1524	1.27e-003	81928
901	8.2963e-002	0.1524	2.54e-003	5.2209e+006
902	7.6581e-002	0.1524	1.27e-003	2.3121e+005
903	9.5726e-002	0.1524	2.54e-003	2.8208e+006
904	8.9345e-002	0.1524	1.27e-003	1.1812e+005
905	0.10211	0.1524	1.27e-003	5.3942e+005
906	0.59562	0.	2.54e-003	10112
907	0.6096	0.	1.27e-003	1007.
908	0.56766	0.	2.54e-003	65808
909	0.58164	0.	1.27e-003	5259.1
910	0.5397	0.	2.54e-003	1.6857e+005
911	0.55368	0.	1.27e-003	9768.4
912	0.51174	0.	2.54e-003	3.1808e+005
913	0.52572	0.	1.27e-003	14804
914	0.48379	0.	2.54e-003	5.1527e+005
915	0.49776	0.	1.27e-003	19165
916	0.45583	0.	2.54e-003	7.6403e+005
917	0.46981	0.	1.27e-003	23128
918	0.42787	0.	2.54e-003	1.059e+006
919	0.44185	0.	1.27e-003	34077
920	0.39991	0.	2.54e-003	1.4124e+006
921	0.41389	0.	1.27e-003	39143
922	0.37195	0.	2.54e-003	1.8072e+006
923	0.38593	0.	1.27e-003	44799
924	0.34399	0.	2.54e-003	2.2455e+006
925	0.35797	0.	1.27e-003	31116
926	0.31603	0.	2.54e-003	2.746e+006
927	0.33001	0.	1.27e-003	37307
928	0.28807	0.	2.54e-003	3.3e+006
929	0.30205	0.	1.27e-003	40871
930	0.26011	0.	2.54e-003	3.9143e+006
931	0.27409	0.	1.27e-003	42925
932	0.23216	0.	2.54e-003	4.5169e+006
933	0.24614	0.	1.27e-003	33079
934	0.2042	0.	2.54e-003	5.041e+006
935	0.21818	0.	1.27e-003	26447
936	0.17624	0.	2.54e-003	5.3025e+006
937	0.19022	0.	1.27e-003	1.4244e+005
938	0.14828	0.	2.54e-003	4.8692e+006
939	0.16226	0.	1.27e-003	31213
940	0.12032	0.	2.54e-003	3.8765e+006
941	0.1343	0.	1.27e-003	51637
942	0.10634	0.	1.27e-003	2.3634e+005
943	8.9345e-002	4.5837e-032	2.54e-003	5.1684e+006
944	0.10211	5.2385e-032	1.27e-003	3.613e+005
945	6.3818e-002	3.2741e-032	2.54e-003	7.6303e+006
946	7.6581e-002	0.	1.27e-003	65972
947	3.8291e-002	1.9644e-032	2.54e-003	8.8908e+006
948	5.1054e-002	0.	1.27e-003	2.6831e+005
949	1.2764e-002	6.5482e-033	2.54e-003	9.0531e+006
950	2.5527e-002	0.	1.27e-003	1.503e+005
951	0.	0.	1.27e-003	9.9882e+005
952	3.8291e-002	1.9644e-032	0.	7.1329e+005
953	1.2764e-002	6.5482e-033	0.	-1.4806e+006
954	6.3818e-002	3.2741e-032	0.	66123
955	8.9345e-002	4.5837e-032	0.	-3.1323e+005
956	0.10211	6.35e-003	0.	-6.9447e+005
957	1.3323e-016	1.524e-002	0.	-5.7068e+006
958	0.14828	0.	0.	-56827
959	0.12032	0.	0.	-2.1854e+005
960	0.17624	0.	0.	3.057e+005
961	0.2042	0.	0.	1.2569e+005
962	0.23216	0.	0.	-8600.9
963	0.26011	0.	0.	-19390
964	0.28807	0.	0.	-10995
965	0.31603	0.	0.	-1526.5
966	0.34399	0.	0.	30738
967	0.37195	0.	0.	76174
968	0.39991	0.	0.	75730
969	0.42787	0.	0.	63970
970	0.45583	0.	0.	73593
971	0.48379	0.	0.	77025
972	0.51174	0.	0.	76026
973	0.5397	0.	0.	69815
974	0.56766	0.	0.	59511
975	0.59562	0.	0.	44416
976	0.10634	6.35e-003	0.	-4.3729e+005
977	0.6096	1.524e-002	0.	41320
978	8.2963e-002	0.1524	0.	2.8462e+005
979	9.5726e-002	0.1524	0.	-2.4808e+005
980	6.3818e-002	0.1524	0.	12069
981	3.8291e-002	0.1524	0.	5.158e+005
982	1.2764e-002	0.1524	0.	-1.4212e+006
983	0.10211	0.14605	0.	-2.3577e+005
984	1.199e-015	0.13716	0.	-5.3775e+006
985	9.3259e-016	0.10668	0.	-6.8319e+006
986	6.6613e-016	7.62e-002	0.	-7.0835e+006
987	3.9968e-016	4.572e-002	0.	-7.0143e+006
988	0.6096	4.572e-002	0.	58988
989	0.6096	7.62e-002	0.	70078
990	0.6096	0.10668	0.	58056
991	0.6096	0.13716	0.	40211
992	0.5948	0.1524	0.	43914
993	0.56519	0.1524	0.	58875
994	0.53559	0.1524	0.	66709
995	0.50599	0.1524	0.	68368
996	0.47638	0.1524	0.	64847
997	0.44678	0.1524	0.	58383
998	0.41718	0.1524	0.	70095
999	0.38757	0.1524	0.	83135
1000	0.35797	0.1524	0.	81509
1001	0.32837	0.1524	0.	75043
1002	0.29876	0.1524	0.	51617
1003	0.26916	0.1524	0.	12908
1004	0.23956	0.1524	0.	-5730.4
1005	0.20995	0.1524	0.	1.4568e+005
1006	0.18035	0.1524	0.	3.4683e+005
1007	0.15075	0.1524	0.	1.1932e+005
1008	0.12114	0.1524	0.	-1.949e+005
1009	0.10634	0.14605	0.	-5.2113e+005
1010	0.10211	0.12065	0.	5.675e+006
1011	0.10211	0.10795	0.	4.6463e+006
1012	0.10211	0.13335	0.	4.5696e+005
1013	0.10422	0.1016	0.	-1.9353e+006
1014	0.10634	0.13335	0.	5.3828e+005
1015	0.10634	0.12065	0.	2.3961e+006
1016	0.10634	0.10795	0.	-2.3171e+005
1017	0.10211	3.175e-002	0.	3.8835e+006
1018	0.10211	4.445e-002	0.	1.0768e+006
1019	0.10211	1.905e-002	0.	9.3541e+005
1020	0.10422	5.08e-002	0.	-4.5079e+006
1021	0.10634	1.905e-002	0.	5.1278e+005
1022	0.10634	3.175e-002	0.	3.1601e+006
1023	0.10634	4.445e-002	0.	44923
