Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
277	0.6096	3.048e-002	0.	57870
278	0.6096	6.096e-002	0.	86376
279	0.6096	9.144e-002	0.	86192
280	0.6096	0.12192	0.	57826
281	0.6096	0.1524	0.	32217
282	0.58	0.1524	0.	73744
283	0.55039	0.1524	0.	1.6291e+005
284	0.52079	0.1524	0.	3.038e+005
285	0.49119	0.1524	0.	4.9687e+005
286	0.46158	0.1524	0.	7.4223e+005
287	0.43198	0.1524	0.	1.0472e+006
288	0.40238	0.1524	0.	1.4309e+006
289	0.37277	0.1524	0.	1.7967e+006
290	0.34317	0.1524	0.	2.2608e+006
291	0.31357	0.1524	0.	2.805e+006
292	0.28396	0.1524	0.	3.3774e+006
293	0.25436	0.1524	0.	3.9936e+006
294	0.22476	0.1524	0.	4.614e+006
295	0.19515	0.1524	0.	5.3263e+006
296	0.16555	0.1524	0.	5.4646e+006
297	0.13594	0.1524	0.	4.2308e+006
298	0.10634	0.1524	0.	2.649e+006
299	0.10211	0.1143	0.	1.8344e+007
300	0.10211	0.127	0.	5.4506e+006
301	0.10211	0.1397	0.	3.4883e+006
302	0.10211	0.1016	0.	2.6862e+007
303	0.10634	0.1397	0.	2.6715e+006
304	0.10634	0.127	0.	8.9152e+006
305	0.10634	0.1143	0.	1.0226e+007
306	0.10634	0.1016	0.	2.0929e+007
307	0.10211	3.81e-002	0.	1.2887e+007
308	0.10211	2.54e-002	0.	1.0861e+007
309	0.10211	1.27e-002	0.	3.0917e+006
310	0.10211	5.08e-002	0.	2.316e+007
311	0.10634	1.27e-002	0.	1.784e+006
312	0.10634	2.54e-002	0.	7.6695e+006
313	0.10634	3.81e-002	0.	1.19e+007
314	0.10634	5.08e-002	0.	2.5193e+007
315	0.10309	7.5141e-002	0.	1.4341e+007
316	0.10136	8.484e-002	0.	1.342e+007
317	0.12728	7.9496e-002	0.	1.1134e+007
318	0.11155	8.2623e-002	1.27e-003	8.5818e+005
319	0.10895	9.2112e-002	0.	1.7441e+007
320	7.8897e-002	6.9115e-002	0.	1.2022e+007
321	0.10144	6.472e-002	0.	1.4401e+007
322	9.4635e-002	6.7658e-002	1.27e-003	7.0567e+005
323	9.8372e-002	5.9229e-002	0.	1.8143e+007
324	6.3417e-002	9.7401e-002	0.	9.7853e+006
325	7.25e-002	0.11196	0.	9.18e+006
326	8.087e-002	0.10195	0.	1.0937e+007
327	8.2935e-002	9.2738e-002	0.	1.1882e+007
328	7.4707e-002	9.842e-002	1.27e-003	1.1652e+005
329	0.13755	4.3042e-002	0.	7.3777e+006
330	0.16013	4.5539e-002	0.	6.3854e+006
331	0.14361	6.4313e-002	0.	7.6091e+006
332	0.1442	5.2257e-002	1.27e-003	5.4201e+005
333	0.12527	5.1529e-002	0.	1.5847e+007
334	0.14167	2.836e-002	0.	6.6095e+006
335	0.12677	2.9311e-002	0.	5.872e+006
336	0.1309	3.3828e-002	1.27e-003	1.1147e+006
337	0.11862	3.5964e-002	0.	8.4271e+006
338	5.7643e-002	8.3477e-002	0.	9.7002e+006
339	4.6546e-002	6.7376e-002	0.	1.0357e+007
340	6.4393e-002	5.9544e-002	0.	9.8818e+006
341	7.716e-002	7.8814e-002	0.	1.1642e+007
342	6.3158e-002	7.0572e-002	1.27e-003	3.2861e+005
343	7.9278e-002	0.13088	0.	6.9014e+006
344	8.9727e-002	0.12946	0.	6.7448e+006
345	8.8263e-002	0.13625	1.27e-003	4.6189e+005
346	8.8804e-002	0.14432	0.	4.7107e+006
347	9.5185e-002	0.13797	0.	4.6122e+006
348	9.2989e-002	0.1183	0.	1.0556e+007
349	9.091e-002	0.1097	0.	1.2601e+007
350	9.4788e-002	0.11391	1.27e-003	2.2522e+006
351	9.8448e-002	0.11411	0.	1.47e+007
352	0.13084	0.12265	0.	5.7585e+006
353	0.14702	0.12443	0.	6.3849e+006
354	0.13995	0.10916	0.	7.0265e+006
355	0.13603	0.11748	1.27e-003	8.9724e+005
356	0.12118	0.11589	0.	7.855e+006
357	0.12828	0.13331	0.	4.8149e+006
358	0.12565	0.12782	1.27e-003	1.2953e+005
359	0.116	0.12741	0.	6.2612e+006
360	6.9225e-002	1.6425e-002	0.	7.5076e+006
361	8.3462e-002	1.8651e-002	0.	6.4362e+006
362	8.1225e-002	1.3432e-002	1.27e-003	5.5255e+005
363	7.8903e-002	6.7162e-003	0.	6.2377e+006
364	9.1667e-002	1.3066e-002	0.	4.6892e+006
365	6.6664e-002	2.6132e-002	0.	8.8753e+006
366	8.0902e-002	2.8358e-002	0.	7.603e+006
367	7.0866e-002	4.0681e-002	0.	9.3943e+006
368	7.6105e-002	3.2847e-002	1.27e-003	1.3325e+006
369	8.9106e-002	3.5474e-002	0.	1.0205e+007
370	0.1397	1.9088e-002	0.	5.3084e+006
371	0.1248	2.0039e-002	0.	4.8996e+006
372	0.12696	1.5282e-002	1.27e-003	5.2976e+005
373	0.13063	7.641e-003	0.	4.7136e+006
374	0.11665	1.3991e-002	0.	3.446e+006
375	0.14446	0.13509	0.	5.3091e+006
376	0.13091	0.13881	1.27e-003	4.5796e+005
377	0.13343	0.1456	0.	4.5224e+006
378	0.11863	0.13925	0.	3.6021e+006
379	4.5318e-002	2.657e-002	0.	9.0211e+006
380	5.7224e-002	1.9418e-002	1.27e-003	3.4582e+005
381	5.4139e-002	9.7088e-003	0.	8.8234e+006
382	3.9517e-002	9.4629e-002	0.	9.7955e+006
383	5.0701e-002	0.11039	0.	8.9012e+006
384	5.2128e-002	9.6383e-002	1.27e-003	1.1296e+005
385	2.8421e-002	7.8527e-002	0.	1.0521e+007
386	3.1673e-002	4.8951e-002	0.	1.0048e+007
