Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,3.5519,2.7819,0,0.0001841,1839.8,7.1231e-05,154.33,5.6982e-05,47.277,-0.00018044,-1736.6,0.018185
2,4.7682,3.4094,0,0.00016165,1615.4,8.0799e-05,425.06,4.4338e-05,151.1,-0.0001501,-1309.8,0.034136
3,5.2814,2.1469,0,0.00011204,1119.6,4.0832e-05,45.597,3.4564e-05,-1.5033,-0.00011121,-1096.8,0.042413
4,3.6168,3.7504,0,0.00020003,1998.9,8.826e-05,228.54,4.7829e-05,-75.243,-0.00019568,-1904.9,0.018487
5,5.5665,3.3859,0,0.00012856,1284.7,5.2166e-05,28.335,2.7701e-05,-155.48,-0.00012973,-1338.4,0.047606
6,3.1978,0.5302,0,0.00010655,1064.8,5.0419e-05,207.27,2.7439e-05,34.607,-0.00010138,-933.31,0.012377
7,3.2043,1.2899,0,0.00013982,1397.2,6.62e-05,194.62,2.8128e-05,-91.439,-0.00013585,-1323.5,0.013482
8,5.3916,0.74944,0,7.4057e-05,740.06,2.9768e-05,69.965,2.1679e-05,9.1859,-7.2523e-05,-698.61,0.043069
9,2.9315,5.2315,0,0.00010428,1042,4.2225e-05,87.589,2.8917e-05,-12.399,-0.00010264,-1000.8,0.010693
10,3.0868,4.6177,0,0.00013374,1336.4,5.3538e-05,146.96,4.1498e-05,56.493,-0.00013004,-1232.4,0.01263
11,3.3916,4.2024,0,0.00014192,1418.2,5.9145e-05,146.72,3.8937e-05,-5.1149,-0.0001389,-1341.3,0.015732
12,5.2111,4.6795,0,0.00010587,1057.9,4.7994e-05,164.72,2.7196e-05,8.4575,-0.00010205,-962.66,0.040532
13,4.8651,5.0551,0,6.3617e-05,635.73,3.1812e-05,133.05,1.3958e-05,-1.094,-6.0301e-05,-559.05,0.03405
14,1.9748,4.971,0,0.00012611,1260.2,4.4665e-05,-38.85,3.2705e-05,-128.71,-0.00012872,-1341.6,0.0050164
15,2.3122,2.7004,0,0.00014527,1451.7,5.8378e-05,-99.668,1.9221e-05,-393.88,-0.00015141,-1676,0.0076012
16,2.2982,0.77862,0,0.00011264,1125.6,3.8896e-05,-64.962,2.8128e-05,-145.87,-0.00011601,-1228.8,0.0066535
17,5.0519,5.4655,0,7.2626e-05,725.76,3.3011e-05,121.49,1.9329e-05,18.679,-6.9693e-05,-650.19,0.036734
18,2.1997,3.8459,0,0.00013068,1305.9,5.6673e-05,-14.551,1.6607e-05,-315.59,-0.00013367,-1444.7,0.0067798
19,1.1778,2.5268,0,0.00015191,1518.1,8.8804e-05,307.96,3.7876e-06,-330.82,-0.00014186,-1425.1,0.0019806
20,1.0874,3.6964,0,0.00015219,1520.9,8.7659e-05,284.62,4.1951e-06,-342.49,-0.00014314,-1449.5,0.0016689
21,1.0479,4.8632,0,0.00014398,1438.8,8.0119e-05,286.23,1.2572e-05,-221.28,-0.00013599,-1337.5,0.0014126
22,6.4905,0.9488,0,8.2599e-05,825.42,2.8331e-05,21.316,2.7393e-05,14.267,-8.1992e-05,-807.61,0.064208
23,6.5728,1.9291,0,8.7146e-05,870.86,3.4062e-05,44.526,2.3647e-05,-33.731,-8.6698e-05,-862.82,0.066547
24,8.591,1.1128,0,6.9792e-05,697.44,2.4514e-05,7.9219,2.1226e-05,-16.779,-6.991e-05,-701.54,0.1097
25,9.6358,1.1778,0,5.9879e-05,598.38,1.9936e-05,-2.9006,1.9197e-05,-8.4548,-6.007e-05,-604.04,0.13468
26,10.744,1.1932,0,5.1771e-05,517.36,1.7232e-05,1.2856,1.6954e-05,-0.80269,-5.1763e-05,-517.11,0.16255
27,11.858,1.1823,0,4.3646e-05,436.16,1.4605e-05,2.2566,1.4269e-05,-0.26362,-4.3612e-05,-435.16,0.19186
