Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	18.	0.	0.1	2.8693e-005
2	18.	0.	0.	1.3214e-005
3	0.	0.	0.1	2.9489e-004
4	8.5272	1.3219e-030	0.1	1.0219e-004
5	0.	0.	0.	5.5235e-005
6	8.6615	1.3427e-030	0.	6.1709e-005
7	18.167	0.	0.1	1.6018e-005
8	18.167	0.	0.	5.9733e-006
9	24.	0.	0.	2.311e-006
10	24.	0.	0.1	2.8045e-006
11	18.	2.	0.1	4.8177e-004
12	18.167	2.	0.1	4.175e-004
13	24.	6.	0.1	2.8085e-006
14	18.167	6.	0.1	7.0743e-006
15	18.167	4.	0.1	3.5232e-004
16	18.	4.	0.1	3.5592e-004
17	18.	6.	0.1	2.7387e-005
18	3.937e-014	6.	0.1	7.712e-004
19	8.8582	6.	0.1	6.3606e-005
20	18.	2.	0.	1.5908e-004
21	3.937e-014	6.	0.	2.7438e-004
22	18.	6.	0.	1.074e-005
23	8.8624	6.	0.	8.8863e-005
24	18.	4.	0.	1.8085e-004
25	18.167	4.	0.	1.5739e-004
26	18.167	6.	0.	6.2086e-006
27	24.	6.	0.	2.3142e-006
28	18.167	2.	0.	1.9126e-004
29	13.5	0.	0.1	2.1175e-004
30	13.5	0.	0.	1.0169e-004
31	21.083	0.	0.	2.1615e-005
32	21.083	0.	0.1	5.9895e-005
33	18.	1.	0.1	9.4654e-005
34	18.	1.5	0.1	1.7709e-004
35	18.167	1.	0.1	7.3415e-005
36	18.167	1.5	0.1	1.0052e-004
37	24.	3.	0.1	2.0684e-005
38	21.083	6.	0.1	5.541e-005
39	18.167	5.	0.1	7.7508e-005
40	18.167	4.5	0.1	1.3873e-004
41	18.	5.	0.1	7.9671e-005
42	18.	4.5	0.1	1.7188e-004
43	13.5	6.	0.1	2.0983e-004
44	15.75	6.	0.1	1.7897e-004
45	18.	1.	0.	8.9423e-005
46	18.	1.5	0.	1.4505e-004
47	13.5	6.	0.	7.859e-005
48	18.	5.	0.	6.4932e-005
49	18.	4.5	0.	1.3886e-004
50	18.167	5.	0.	3.099e-005
51	18.167	4.5	0.	7.4794e-005
52	21.083	6.	0.	1.9429e-005
53	24.	3.	0.	1.7642e-005
54	18.167	1.	0.	5.008e-005
