Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	8.1826	3.3896	0.	2.6044e-004
2	6.5766	2.9696	0.	8.9276e-005
3	9.6449	2.9151	0.	7.1607e-005
4	6.0519	1.5156	0.	1.2e-004
5	7.9985	3.1934	0.	1.6087e-004
6	8.5448	2.7778	0.	5.5052e-005
7	20.042	3.	0.	2.0978e-005
8	16.33	2.9999	0.	5.0723e-005
9	13.112	3.0042	0.	6.1653e-005
10	10.328	4.3134	0.	7.9713e-005
11	3.1351	2.9691	0.	3.1746e-005
12	5.724	4.1858	0.	9.1149e-005
13	7.4952	3.0115	0.	3.7685e-005
14	8.1021	2.5315	0.	1.6301e-004
15	8.1719	2.7888	0.	2.8281e-004
16	7.7775	2.8087	0.	2.4361e-004
17	10.415	1.6886	0.	7.2803e-005
18	10.415	1.6886	0.1	-7.2803e-005
19	7.7775	2.8087	0.1	-2.4361e-004
20	8.1719	2.7888	0.1	-2.8281e-004
21	8.1021	2.5315	0.1	-1.6301e-004
22	7.4952	3.0115	0.1	-3.7685e-005
23	5.724	4.1858	0.1	-9.1149e-005
24	3.1351	2.9691	0.1	-3.1746e-005
25	10.328	4.3134	0.1	-7.9713e-005
26	13.112	3.0042	0.1	-6.1653e-005
27	16.33	2.9999	0.1	-5.0723e-005
28	20.042	3.	0.1	-2.0978e-005
29	8.5448	2.7778	0.1	-5.5052e-005
30	7.9985	3.1934	0.1	-1.6087e-004
31	6.0519	1.5156	0.1	-1.2e-004
32	9.6449	2.9151	0.1	-7.1607e-005
33	6.5766	2.9696	0.1	-8.9276e-005
34	8.1826	3.3896	0.1	-2.6044e-004
35	8.1667	5.	0.1	-6.0728e-005
36	8.1667	4.5	0.1	-7.8977e-005
37	8.1667	4.	0.1	-2.4396e-004
38	8.	4.	0.1	-2.8521e-004
39	8.	4.5	0.1	-2.0261e-004
40	8.	5.	0.1	-8.6798e-005
41	8.1667	1.	0.1	-6.4191e-005
42	8.1667	1.5	0.1	-1.8654e-004
43	8.1667	2.	0.1	-2.6116e-004
44	8.	2.	0.1	-2.3815e-004
45	8.	1.5	0.1	-4.1932e-005
46	8.	1.	0.1	-7.9966e-005
47	8.1667	6.	0.1	-5.8962e-005
48	10.146	6.	0.1	-4.1357e-005
49	12.125	6.	0.1	-4.8493e-005
50	16.083	6.	0.1	-4.9138e-005
51	20.042	6.	0.1	-2.1337e-005
52	24.	6.	0.1	-6.7709e-006
53	24.	3.	0.1	-6.7776e-006
54	2.6226e-014	3.	0.1	3.4369e-006
55	24.	0.	0.1	-6.7309e-006
56	20.042	0.	0.1	-2.1768e-005
57	16.083	0.	0.1	-4.7506e-005
58	12.125	0.	0.1	-4.9033e-005
59	10.146	0.	0.1	-4.8586e-005
60	8.1667	0.	0.1	-7.0634e-005
61	8.	0.	0.1	-7.9683e-005
62	6.	9.0989e-031	0.1	-2.3684e-005
63	4.	6.0659e-031	0.1	-4.1388e-005
64	0.	0.	0.1	4.9499e-006
65	3.937e-014	6.	0.1	4.0835e-006
66	4.	6.	0.1	-4.4331e-005
67	6.	6.	0.1	-3.772e-005
68	8.	6.	0.1	-1.0892e-004
69	6.	6.	0.	3.772e-005
70	4.	6.	0.	4.4331e-005
71	8.	6.	0.	1.0892e-004
72	3.937e-014	6.	0.	-4.0835e-006
73	4.	6.0659e-031	0.	4.1388e-005
74	6.	9.0989e-031	0.	2.3684e-005
75	8.	0.	0.	7.9683e-005
76	0.	0.	0.	-4.9499e-006
77	10.146	0.	0.	4.8586e-005
78	12.125	0.	0.	4.9033e-005
79	16.083	0.	0.	4.7506e-005
80	20.042	0.	0.	2.1768e-005
81	8.1667	0.	0.	7.0634e-005
82	24.	0.	0.	6.7309e-006
83	2.6226e-014	3.	0.	-3.4369e-006
84	24.	3.	0.	6.7776e-006
85	24.	6.	0.	6.7709e-006
86	20.042	6.	0.	2.1337e-005
87	16.083	6.	0.	4.9138e-005
88	12.125	6.	0.	4.8493e-005
89	10.146	6.	0.	4.1357e-005
90	8.1667	6.	0.	5.8962e-005
91	8.	1.5	0.	4.1932e-005
92	8.	1.	0.	7.9966e-005
93	8.	2.	0.	2.3815e-004
94	8.1667	1.	0.	6.4191e-005
95	8.1667	1.5	0.	1.8654e-004
96	8.1667	2.	0.	2.6116e-004
97	8.	4.5	0.	2.0261e-004
98	8.	5.	0.	8.6798e-005
99	8.	4.	0.	2.8521e-004
100	8.1667	5.	0.	6.0728e-005
101	8.1667	4.5	0.	7.8977e-005
102	8.1667	4.	0.	2.4396e-004
103	8.0905	3.2915	0.	2.1757e-004
104	8.3637	3.0837	0.	1.6476e-004
105	8.1826	3.3896	5.e-002	2.4341e-013
106	8.1747	3.6948	0.	2.5059e-004
107	6.3143	2.2426	0.	1.3027e-004
108	6.1503	3.5777	0.	9.3627e-005
109	7.0359	2.9905	0.	8.9551e-005
110	6.5766	2.9696	5.e-002	9.7665e-014
111	7.2883	2.4848	0.	1.8717e-004
112	7.2883	3.7348	0.	1.3451e-004
113	9.0948	2.8465	0.	6.3629e-005
114	9.9865	3.6143	0.	7.5446e-005
115	10.03	2.3019	0.	7.4281e-005
116	9.6449	2.9151	5.e-002	-8.8136e-013
117	8.9058	2.2076	0.	1.3359e-004
118	8.9058	3.4576	0.	1.5655e-004
119	4.5935	2.2424	0.	1.0542e-004
120	6.0519	1.5156	5.e-002	1.0774e-012
121	6.026	0.75781	0.	7.1444e-005
122	7.026	1.5078	0.	8.1323e-005
123	7.026	1.2578	0.	1.1832e-004
124	8.0852	2.9911	0.	2.279e-004
125	7.888	3.001	0.	2.0205e-004
126	7.9985	3.1934	5.e-002	2.6591e-012
127	7.9992	3.5967	0.	3.3068e-004
128	8.3583	2.7833	0.	1.7501e-004
129	8.5448	2.7778	5.e-002	2.7126e-012
130	8.3557	2.3889	0.	2.5799e-004
131	18.186	3.	0.	4.198e-005
132	20.042	3.	5.e-002	4.5563e-013
133	20.042	1.5	0.	2.1375e-005
134	22.021	3.	0.	1.3876e-005
135	20.042	4.5	0.	2.116e-005
136	14.721	3.0021	0.	5.6195e-005
137	16.33	2.9999	5.e-002	7.05e-015
138	16.207	1.5	0.	4.9039e-005
139	16.207	4.5	0.	4.9908e-005
140	11.72	3.6588	0.	7.4429e-005
141	11.763	2.3464	0.	7.0631e-005
142	13.112	3.0042	5.e-002	-1.3503e-014
143	12.618	1.5021	0.	5.7229e-005
144	12.618	4.5021	0.	5.6557e-005
145	10.328	4.3134	5.e-002	-4.0745e-021
146	10.237	5.1567	0.	6.0758e-005
147	9.2474	4.6567	0.	9.1226e-005
148	9.2474	4.4067	0.	7.8977e-005
149	4.4296	3.5775	0.	7.8416e-005
150	3.1351	2.9691	5.e-002	-1.0897e-012
151	3.5675	4.4845	0.	3.7404e-005
152	3.5675	1.4845	0.	3.6785e-005
153	1.5675	2.9845	0.	1.394e-005
154	5.724	4.1858	5.e-002	3.1603e-012
155	5.862	5.0929	0.	6.404e-005
156	6.862	4.5929	0.	8.9602e-005
157	7.6363	2.9101	0.	1.4031e-004
158	7.4952	3.0115	5.e-002	-1.3364e-012
159	7.7476	3.5058	0.	2.8922e-004
160	8.137	2.6601	0.	2.2761e-004
161	7.9398	2.6701	0.	2.0317e-004
162	8.1021	2.5315	5.e-002	-8.5336e-021
163	8.1344	2.2657	0.	3.225e-004
164	8.1719	2.7888	5.e-002	-6.6537e-021
165	7.7775	2.8087	5.e-002	-5.5139e-013
166	7.8888	2.4043	0.	2.4088e-004
167	10.415	1.6886	5.e-002	-4.7611e-021
168	10.281	0.84431	0.	6.0607e-005
169	9.291	1.3443	0.	7.939e-005
170	11.763	2.3464	0.1	-7.0631e-005
171	10.03	2.3019	0.1	-7.4281e-005
172	9.291	1.3443	0.1	-7.939e-005
173	10.281	0.84431	0.1	-6.0607e-005
174	7.9398	2.6701	0.1	-2.0317e-004
175	7.6363	2.9101	0.1	-1.4031e-004
176	7.888	3.001	0.1	-2.0205e-004
177	7.8888	2.4043	0.1	-2.4088e-004
178	8.137	2.6601	0.1	-2.2761e-004
179	8.3583	2.7833	0.1	-1.7501e-004
180	8.0852	2.9911	0.1	-2.279e-004
181	8.1344	2.2657	0.1	-3.225e-004
182	7.0359	2.9905	0.1	-8.9551e-005
183	7.7476	3.5058	0.1	-2.8922e-004
184	4.4296	3.5775	0.1	-7.8416e-005
185	6.1503	3.5777	0.1	-9.3627e-005
186	6.862	4.5929	0.1	-8.9602e-005
187	5.862	5.0929	0.1	-6.404e-005
188	4.5935	2.2424	0.1	-1.0542e-004
189	1.5675	2.9845	0.1	-1.394e-005
190	3.5675	1.4845	0.1	-3.6785e-005
191	3.5675	4.4845	0.1	-3.7404e-005
192	11.72	3.6588	0.1	-7.4429e-005
193	9.9865	3.6143	0.1	-7.5446e-005
194	9.2474	4.6567	0.1	-9.1226e-005
195	9.2474	4.4067	0.1	-7.8977e-005
196	10.237	5.1567	0.1	-6.0758e-005
197	14.721	3.0021	0.1	-5.6195e-005
198	12.618	4.5021	0.1	-5.6557e-005
199	12.618	1.5021	0.1	-5.7229e-005
200	18.186	3.	0.1	-4.198e-005
201	16.207	4.5	0.1	-4.9908e-005
202	16.207	1.5	0.1	-4.9039e-005
203	20.042	4.5	0.1	-2.116e-005
204	22.021	3.	0.1	-1.3876e-005
205	20.042	1.5	0.1	-2.1375e-005
206	9.0948	2.8465	0.1	-6.3629e-005
207	8.3637	3.0837	0.1	-1.6476e-004
208	8.3557	2.3889	0.1	-2.5799e-004
209	8.0905	3.2915	0.1	-2.1757e-004
210	7.9992	3.5967	0.1	-3.3068e-004
211	6.3143	2.2426	0.1	-1.3027e-004
212	7.026	1.5078	0.1	-8.1323e-005
213	7.026	1.2578	0.1	-1.1832e-004
214	6.026	0.75781	0.1	-7.1444e-005
215	8.9058	3.4576	0.1	-1.5655e-004
216	8.9058	2.2076	0.1	-1.3359e-004
217	7.2883	3.7348	0.1	-1.3451e-004
218	7.2883	2.4848	0.1	-1.8717e-004
219	8.1747	3.6948	0.1	-2.5059e-004
220	8.1667	4.75	0.1	-1.0016e-004
221	8.1667	5.5	0.1	-5.3197e-005
222	8.1667	5.	5.e-002	8.6867e-013
223	8.1667	4.25	0.1	-1.6188e-004
224	8.1667	4.5	5.e-002	6.4108e-013
225	8.0833	4.	0.1	-2.4877e-004
226	8.1667	4.	5.e-002	-1.4834e-020
227	8.	4.25	0.1	-2.3879e-004
228	8.	4.	5.e-002	-1.4611e-020
229	8.	4.75	0.1	-1.4528e-004
230	8.	4.5	5.e-002	-6.5406e-021
231	8.	5.5	0.1	-9.435e-005
232	8.	5.	5.e-002	-3.5091e-021
233	8.1667	1.25	0.1	-1.2704e-004
234	8.1667	0.5	0.1	-6.1357e-005
235	8.1667	1.	5.e-002	-1.9076e-021
236	8.1667	1.75	0.1	-2.1265e-004
237	8.1667	1.5	5.e-002	-1.381e-020
238	8.0833	2.	0.1	-2.8734e-004
239	8.1667	2.	5.e-002	-3.0073e-020
