Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.8282	3.1745	0.	-146.2
2	3.8052	3.4353	0.	-494.4
3	4.9044	2.5217	0.	-4.6299
4	5.0289	3.3495	0.	-624.76
5	1.921	2.5155	0.	-1771.3
6	1.8963	0.81093	0.	-205.37
7	2.0731	4.9973	0.	-204.38
8	3.8955	5.062	0.	-205.96
9	4.3403	4.691	0.	-278.94
10	4.2457	0.56375	0.	195.74
11	2.405	4.1604	0.	-711.4
12	1.1717	4.4799	0.	-1426.7
13	4.0937	5.459	0.	80.688
14	5.3266	0.79944	0.	-136.51
15	0.97414	3.2024	0.	-1975.4
16	0.91587	1.0242	0.	-995.83
17	6.5089	1.0883	0.	-75.033
18	7.6497	1.2292	0.	-94.621
19	8.8784	1.2029	0.	-51.155
20	10.064	1.1915	0.	-24.933
21	11.241	1.1789	0.	-11.937
22	12.416	1.1723	0.	-2.1704
23	13.574	1.176	0.	2.5259e-003
24	14.734	1.1833	0.	-0.30862
25	15.888	1.1847	0.	0.16297
26	17.043	1.1873	0.	-0.1606
27	18.204	1.188	0.	4.5491e-002
28	19.356	1.1891	0.	9.0088e-002
29	20.522	1.1928	0.	-5.3179e-003
30	21.684	1.1961	0.	-7.2541e-002
31	22.841	1.1962	0.	-0.15627
32	22.837	2.395	0.	8.4645e-002
33	22.837	3.6017	0.	1.5154e-002
34	22.837	4.8053	0.	-0.17284
35	21.679	4.7991	0.	2.4781e-002
36	20.518	4.7999	0.	-9.4193e-002
37	19.36	4.793	0.	8.2259e-002
38	18.204	4.7832	0.	2.1658e-002
39	17.045	4.7555	0.	-3.9612e-002
40	15.889	4.7308	0.	0.27892
41	14.731	4.719	0.	-0.67808
42	13.571	4.7385	0.	6.3638e-002
43	12.402	4.7627	0.	-3.1664
44	11.232	4.7734	0.	-11.705
45	10.046	4.784	0.	-22.089
46	8.8301	4.7719	0.	-25.652
47	7.556	4.732	0.	-173.25
48	6.0962	4.5794	0.	95.903
49	5.1993	5.226	0.	-315.43
50	6.2938	3.4294	0.	-220.25
51	7.5583	2.3576	0.	-108.93
52	8.8065	2.394	0.	-126.39
53	10.02	2.385	0.	-61.206
54	11.21	2.3672	0.	-27.859
55	12.394	2.3473	0.	-9.7695
56	13.563	2.3583	0.	-0.55838
57	14.715	2.3664	0.	0.23963
58	15.883	2.3711	0.	-0.47561
59	17.039	2.3724	0.	-6.2493e-002
60	18.2	2.3758	0.	4.3015e-003
61	19.354	2.3887	0.	2.2804e-002
62	20.514	2.4016	0.	-2.2135e-002
63	21.678	2.4003	0.	-0.32179
64	21.671	3.5992	0.	-0.23475
65	20.513	3.598	0.	6.9592e-002
66	19.353	3.5873	0.	-0.16118
67	18.199	3.5785	0.	-2.3938e-002
68	17.038	3.5591	0.	0.24075
69	15.881	3.5525	0.	0.15327
70	14.721	3.5443	0.	0.31013
71	13.554	3.5341	0.	-0.9281
