Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	3.0622	3.5006	0.	1.2272e-004
2	4.1515	1.9239	0.	4.3769e-005
3	1.9029	0.85018	0.	3.7287e-005
4	2.0852	2.5051	0.	5.9495e-005
5	4.2617	0.59322	0.	3.2199e-005
6	1.9347	5.0567	0.	3.9558e-005
7	4.285	4.7979	0.	5.4886e-005
8	3.891	5.0881	0.	3.8904e-005
9	4.0937	5.459	0.	3.8877e-005
10	0.97802	4.8192	0.	7.6642e-005
11	1.1802	3.5001	0.	8.8514e-005
12	0.92882	1.0699	0.	7.991e-005
13	5.3324	0.75084	0.	3.3635e-005
14	6.4651	0.98118	0.	2.9297e-005
15	7.5171	1.2155	0.	2.6537e-005
16	8.7248	1.2491	0.	2.3561e-005
17	9.988	1.2154	0.	1.9078e-005
18	11.219	1.1972	0.	1.6132e-005
19	12.404	1.1918	0.	1.3638e-005
20	13.582	1.1812	0.	1.1296e-005
21	14.74	1.1802	0.	9.1989e-006
22	15.894	1.1814	0.	7.3218e-006
23	17.051	1.1834	0.	5.668e-006
24	18.205	1.1863	0.	4.2648e-006
25	19.362	1.1877	0.	3.0983e-006
26	20.517	1.1872	0.	2.1707e-006
27	21.679	1.1973	0.	1.4824e-006
28	22.841	1.1962	0.	1.0129e-006
29	22.837	2.3949	0.	1.3541e-006
30	22.835	3.6013	0.	1.3551e-006
31	22.837	4.8053	0.	1.0119e-006
32	21.678	4.7984	0.	1.4857e-006
33	20.517	4.8009	0.	2.1715e-006
34	19.359	4.7862	0.	3.1005e-006
35	18.203	4.7545	0.	4.2672e-006
36	17.045	4.7292	0.	5.6762e-006
37	15.892	4.7149	0.	7.3172e-006
38	14.737	4.711	0.	9.2058e-006
39	13.584	4.7094	0.	1.1307e-005
40	12.418	4.7404	0.	1.3608e-005
41	11.235	4.7685	0.	1.6093e-005
42	10.042	4.7796	0.	1.9158e-005
43	8.8192	4.795	0.	2.2475e-005
44	7.5789	4.8321	0.	2.7192e-005
45	6.2427	4.8993	0.	2.8476e-005
46	5.198	5.3382	0.	3.2368e-005
47	6.0596	1.8222	0.	3.2828e-005
48	6.1324	3.8624	0.	2.8882e-005
49	7.0401	2.5131	0.	2.9291e-005
50	8.6109	2.4377	0.	2.4344e-005
51	9.9298	2.4021	0.	1.8961e-005
52	11.178	2.3796	0.	1.6099e-005
53	12.399	2.3714	0.	1.3607e-005
54	13.581	2.367	0.	1.1387e-005
55	14.738	2.3658	0.	9.3401e-006
56	15.893	2.3679	0.	7.4842e-006
57	17.049	2.3701	0.	5.8595e-006
58	18.204	2.3733	0.	4.4648e-006
59	19.359	2.3774	0.	3.3134e-006
60	20.513	2.3915	0.	2.4132e-006
61	21.67	2.4016	0.	1.7647e-006
62	21.669	3.6	0.	1.7625e-006
63	20.509	3.5925	0.	2.4192e-006
64	19.358	3.5812	0.	3.3124e-006
65	18.199	3.5599	0.	4.468e-006
66	17.044	3.5501	0.	5.8598e-006
67	15.891	3.5427	0.	7.4911e-006
68	14.735	3.5375	0.	9.3241e-006
69	13.567	3.5415	0.	1.1387e-005
70	12.394	3.5454	0.	1.3618e-005
71	11.192	3.5681	0.	1.5967e-005
72	9.9487	3.5844	0.	1.9309e-005
73	8.674	3.5985	0.	2.3488e-005
74	7.4106	3.65	0.	2.7521e-005
75	4.763	4.4013	0.	4.6001e-005
76	1.9181	1.7244	0.	4.6262e-005
77	2.3554	3.0137	0.	6.8798e-005
78	0.95536	2.21	0.	9.399e-005
79	2.0979	4.1395	0.	5.7512e-005
80	3.7874	3.002	0.	7.4815e-005
81	3.3208	3.4365	0.	9.6361e-005
82	3.714	3.5776	0.	7.422e-005
83	4.1032	1.209	0.	3.8482e-005
84	5.1546	1.4011	0.	3.6637e-005
85	4.9138	3.9638	0.	5.1587e-005
86	4.6805	3.3706	0.	4.9909e-005
87	5.8008	3.0839	0.	3.6366e-005
88	2.9018	3.8719	0.	2.3533e-004
89	2.6552	3.9548	0.	1.3654e-004
90	2.7508	3.2537	0.	7.8183e-005
91	3.1441	2.8621	0.	1.2679e-004
92	4.3146	2.5581	0.	4.3713e-005
93	4.8922	1.9038	0.	4.4388e-005
94	5.3481	2.4548	0.	4.5111e-005
95	5.3481	2.4548	0.1	1.0892e-004
96	4.8922	1.9038	0.1	1.1014e-004
97	4.3146	2.5581	0.1	1.2884e-004
98	3.1441	2.8621	0.1	2.3959e-004
99	2.7508	3.2537	0.1	2.2932e-004
100	2.6552	3.9548	0.1	2.4336e-004
101	2.9018	3.8719	0.1	3.7997e-004
102	5.8008	3.0839	0.1	9.941e-005
103	4.6805	3.3706	0.1	1.3826e-004
104	4.9138	3.9638	0.1	1.236e-004
105	5.1546	1.4011	0.1	1.019e-004
106	4.1032	1.209	0.1	8.8054e-005
107	3.714	3.5776	0.1	1.4261e-004
108	3.3208	3.4365	0.1	2.2286e-004
109	3.7874	3.002	0.1	1.7183e-004
110	2.0979	4.1395	0.1	1.5496e-004
111	0.95536	2.21	0.1	1.4578e-004
112	2.3554	3.0137	0.1	1.9516e-004
113	1.9181	1.7244	0.1	1.3208e-004
114	4.763	4.4013	0.1	1.1669e-004
115	7.4106	3.65	0.1	7.8567e-005
116	8.674	3.5985	0.1	6.8442e-005
117	9.9487	3.5844	0.1	5.783e-005
118	11.192	3.5681	0.1	4.831e-005
119	12.394	3.5454	0.1	3.9909e-005
120	13.567	3.5415	0.1	3.2424e-005
121	14.735	3.5375	0.1	2.5754e-005
122	15.891	3.5427	0.1	1.9913e-005
123	17.044	3.5501	0.1	1.485e-005
124	18.199	3.5599	0.1	1.0554e-005
125	19.358	3.5812	0.1	7.0196e-006
126	20.509	3.5925	0.1	4.2723e-006
127	21.669	3.6	0.1	2.2862e-006
128	21.67	2.4016	0.1	2.2833e-006
129	20.513	2.3915	0.1	4.2648e-006
130	19.359	2.3774	0.1	7.0168e-006
131	18.204	2.3733	0.1	1.0532e-005
132	17.049	2.3701	0.1	1.4831e-005
133	15.893	2.3679	0.1	1.9898e-005
134	14.738	2.3658	0.1	2.5737e-005
135	13.581	2.367	0.1	3.2354e-005
136	12.399	2.3714	0.1	3.9892e-005
137	11.178	2.3796	0.1	4.843e-005
138	9.9298	2.4021	0.1	5.77e-005
139	8.6109	2.4377	0.1	6.9086e-005
140	7.0401	2.5131	0.1	7.8852e-005
141	6.1324	3.8624	0.1	8.9532e-005
142	6.0596	1.8222	0.1	9.3757e-005
143	5.198	5.3382	0.1	9.1566e-005
144	6.2427	4.8993	0.1	8.7861e-005
145	7.5789	4.8321	0.1	7.8188e-005
146	8.8192	4.795	0.1	6.7458e-005
147	10.042	4.7796	0.1	5.7477e-005
148	11.235	4.7685	0.1	4.8175e-005
149	12.418	4.7404	0.1	3.9833e-005
150	13.584	4.7094	0.1	3.238e-005
151	14.737	4.711	0.1	2.5776e-005
152	15.892	4.7149	0.1	1.9919e-005
153	17.045	4.7292	0.1	1.484e-005
154	18.203	4.7545	0.1	1.0521e-005
155	19.359	4.7862	0.1	6.9806e-006
156	20.517	4.8009	0.1	4.1999e-006
157	21.678	4.7984	0.1	2.1816e-006
158	22.837	4.8053	0.1	9.1696e-007
159	22.835	3.6013	0.1	1.0511e-006
160	22.837	2.3949	0.1	1.0498e-006
161	22.841	1.1962	0.1	9.1553e-007
162	21.679	1.1973	0.1	2.1756e-006
163	20.517	1.1872	0.1	4.1976e-006
164	19.362	1.1877	0.1	6.9681e-006
165	18.205	1.1863	0.1	1.0507e-005
166	17.051	1.1834	0.1	1.4817e-005
167	15.894	1.1814	0.1	1.9902e-005
168	14.74	1.1802	0.1	2.575e-005
169	13.582	1.1812	0.1	3.2419e-005
170	12.404	1.1918	0.1	3.9948e-005
171	11.219	1.1972	0.1	4.8307e-005
172	9.988	1.2154	0.1	5.7793e-005
173	8.7248	1.2491	0.1	6.8331e-005
174	7.5171	1.2155	0.1	7.8364e-005
175	6.4651	0.98118	0.1	8.6846e-005
176	5.3324	0.75084	0.1	9.3783e-005
177	0.92882	1.0699	0.1	1.3177e-004
178	1.1802	3.5001	0.1	1.4228e-004
179	0.97802	4.8192	0.1	1.2703e-004
180	4.0937	5.459	0.1	7.978e-005
181	3.891	5.0881	0.1	7.547e-005
182	4.285	4.7979	0.1	1.1514e-004
183	1.9347	5.0567	0.1	1.1374e-004
184	4.2617	0.59322	0.1	7.65e-005
185	2.0852	2.5051	0.1	1.6252e-004
186	1.9029	0.85018	0.1	1.1521e-004
187	4.1515	1.9239	0.1	1.1558e-004
188	3.0622	3.5006	0.1	2.96e-004
189	3.1867	5.5	0.1	4.4628e-005
190	3.1867	5.	0.1	1.2883e-004
191	3.1867	4.5	0.1	1.3491e-004
