Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,4.4916,2.7624,0,0.0001642,1640.9,7.2143e-05,254.63,4.6414e-05,61.316,-0.00015797,-1474.3,0.029672
2,5.6349,2.6076,0,0.00012286,1227.7,4.8455e-05,-12.372,2.5236e-05,-186.83,-0.00012531,-1318,0.047984
3,3.8948,2.8563,0,0.00021399,2138.4,8.9527e-05,290.99,6.4778e-05,105.03,-0.00020664,-1934.3,0.021856
4,3.4178,3.2047,0,0.00017434,1742.2,6.3325e-05,26.593,4.9998e-05,-73.537,-0.00017492,-1763.5,0.016672
5,5.2088,4.7883,0,0.0001114,1113.3,4.9973e-05,151.94,2.7517e-05,-16.78,-0.00010814,-1036.1,0.039692
6,2.9578,0.64796,0,9.4836e-05,947.7,3.7668e-05,74.068,2.7096e-05,-5.3593,-9.3417e-05,-910.85,0.010691
7,2.5212,1.76,0,0.00012492,1248.4,4.6357e-05,-11.685,3.1151e-05,-125.94,-0.00012687,-1313.3,0.0086945
8,4.9895,0.60962,0,7.0781e-05,707.32,3.1574e-05,110,1.9141e-05,16.582,-6.8163e-05,-639.39,0.034939
9,2.903,5.1431,0,0.00010688,1068.1,3.9679e-05,55.194,3.2798e-05,3.4922,-0.00010579,-1037.8,0.010746
10,2.9836,4.4334,0,0.00012184,1217.5,4.3535e-05,46.192,3.878e-05,10.469,-0.00012084,-1188.8,0.012085
11,3.162,3.7469,0,0.00014787,1477.7,5.1841e-05,39.581,4.7257e-05,5.1364,-0.00014708,-1455.1,0.014065
12,5.0563,5.4948,0,7.5855e-05,758.02,3.3845e-05,118.13,2.0524e-05,18.041,-7.3041e-05,-684.96,0.036153
13,5.7077,4.4193,0,0.00010503,1049.6,4.3365e-05,-26.832,1.6192e-05,-231,-0.00010791,-1163.5,0.048785
14,1.9441,4.8744,0,0.00012654,1264.5,4.8873e-05,-20.721,2.7159e-05,-183.87,-0.00012923,-1358.9,0.0049767
15,1.2918,2.3798,0,0.0001462,1461,8.3846e-05,262.12,3.5937e-06,-340.86,-0.00013788,-1403.9,0.0023673
16,1.9805,0.95718,0,0.00012665,1265.6,4.3148e-05,-32.219,3.65e-05,-82.169,-0.00012852,-1322.1,0.0050025
17,0.96952,4.8436,0,0.00014304,1429.4,7.9439e-05,270.73,1.132e-05,-241.08,-0.00013548,-1344.1,0.0012342
18,5.8814,0.82079,0,7.8031e-05,779.77,2.6168e-05,-3.7395,2.4699e-05,-14.773,-7.834e-05,-788.97,0.051144
19,6.9069,1.4512,0,7.7044e-05,769.91,2.5602e-05,-22.332,2.3068e-05,-41.372,-7.811e-05,-801.58,0.071497
20,8.267,1.279,0,7.2617e-05,725.67,2.6484e-05,15.336,2.1038e-05,-25.578,-7.2705e-05,-729.93,0.10004
21,9.505,1.2239,0,6.1181e-05,611.39,2.0585e-05,-6.7324,1.8899e-05,-19.398,-6.1616e-05,-624.36,0.12845
22,10.682,1.1917,0,5.2001e-05,519.65,1.7384e-05,-0.2977,1.6755e-05,-5.0194,-5.209e-05,-522.29,0.15723
23,11.825,1.1878,0,4.3776e-05,437.46,1.4514e-05,0.36156,1.4365e-05,-0.75451,-4.3783e-05,-437.65,0.18656
24,12.949,1.1728,0,3.6303e-05,362.78,1.2322e-05,3.7094,1.1739e-05,-0.67107,-3.6249e-05,-361.24,0.21652
25,14.067,1.1698,0,2.9561e-05,295.4,1.0269e-05,5.8336,9.4158e-06,-0.57993,-2.9466e-05,-292.72,0.24725
26,15.165,1.1685,0,2.357e-05,235.54,8.41e-06,7.2001,7.3616e-06,-0.67726,-2.3449e-05,-232.18,0.27811
27,16.271,1.1692,0,1.8275e-05,182.62,6.7074e-06,7.8461,5.5939e-06,-0.51993,-1.8136e-05,-178.82,0.30978
28,17.368,1.1719,0,1.3675e-05,136.66,5.2255e-06,8.2639,4.047e-06,-0.59106,-1.3523e-05,-132.61,0.34162
29,18.469,1.1767,0,9.7768e-06,97.701,3.9498e-06,8.4622,2.752e-06,-0.53768,-9.6109e-06,-93.427,0.3739
