Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	6.1642	2.7967	0.	8.0468e-005
2	5.9636	3.2035	0.	6.8254e-005
3	6.8932	1.4313	0.	3.9982e-005
4	3.8116	3.3494	0.	4.83e-005
5	7.1217	4.2694	0.	3.1111e-005
6	4.9013	0.39618	0.	2.3116e-005
7	6.9422	0.55836	0.	2.7989e-005
8	4.8377	4.6844	0.	5.8401e-005
9	6.7862	5.475	0.	2.7252e-005
10	7.1973	3.6176	0.	4.1859e-005
11	4.9263	5.3979	0.	4.2788e-005
12	4.4754	1.4743	0.	3.7539e-005
13	3.3642	1.2492	0.	4.2992e-005
14	4.4686	2.3895	0.	4.7324e-005
15	8.1173	1.8052	0.	2.4091e-005
16	3.9764	5.1975	0.	3.598e-005
17	1.3572	4.7615	0.	7.6281e-005
18	1.1685	1.1942	0.	7.7511e-005
19	2.2983	1.1699	0.	4.8987e-005
20	7.8557	0.96271	0.	2.456e-005
21	9.1937	0.97906	0.	2.2066e-005
22	10.349	1.0943	0.	1.8255e-005
23	11.417	1.2123	0.	1.5512e-005
24	12.591	1.1947	0.	1.289e-005
25	13.754	1.1794	0.	1.0746e-005
26	14.914	1.173	0.	8.7617e-006
27	16.058	1.1792	0.	6.9877e-006
28	17.196	1.1827	0.	5.4359e-006
29	18.325	1.1831	0.	4.1009e-006
30	19.462	1.1924	0.	2.9872e-006
31	20.59	1.1943	0.	2.1133e-006
32	21.73	1.1926	0.	1.4505e-006
33	22.864	1.1954	0.	9.994e-007
34	1.3324	3.6043	0.	8.5473e-005
35	1.2253	2.4026	0.	8.6971e-005
36	22.855	2.3938	0.	1.3406e-006
37	22.852	3.6005	0.	1.3429e-006
38	22.858	4.796	0.	1.002e-006
39	21.723	4.7975	0.	1.4513e-006
40	20.585	4.7962	0.	2.1148e-006
41	19.45	4.7988	0.	2.9908e-006
42	18.319	4.7774	0.	4.1041e-006
43	17.189	4.7382	0.	5.4283e-006
44	16.03	4.7293	0.	6.9944e-006
45	14.889	4.7505	0.	8.7392e-006
46	13.72	4.7582	0.	1.0701e-005
47	12.523	4.7599	0.	1.3079e-005
48	11.265	4.7301	0.	1.5551e-005
49	9.9817	4.7455	0.	2.0425e-005
50	8.4588	4.7512	0.	2.5034e-005
51	7.7606	5.301	0.	2.4337e-005
52	3.4846	2.3366	0.	5.174e-005
53	8.4076	3.7313	0.	2.6425e-005
54	2.6641	3.4988	0.	4.7217e-005
55	2.37	2.3661	0.	4.8519e-005
56	9.1956	1.8956	0.	2.2761e-005
57	10.184	2.2421	0.	1.8455e-005
58	11.287	2.3853	0.	1.6181e-005
59	12.494	2.3837	0.	1.2936e-005
60	13.688	2.3626	0.	1.088e-005
61	14.878	2.3401	0.	8.8883e-006
62	16.036	2.3557	0.	7.144e-006
63	17.188	2.3654	0.	5.5898e-006
64	18.322	2.371	0.	4.2871e-006
65	19.449	2.3877	0.	3.208e-006
66	20.574	2.3978	0.	2.3553e-006
67	21.714	2.3908	0.	1.7292e-006
68	21.714	3.5977	0.	1.7304e-006
69	20.569	3.5955	0.	2.356e-006
70	19.438	3.587	0.	3.2133e-006
71	18.319	3.5733	0.	4.2865e-006
72	17.191	3.5484	0.	5.6011e-006
73	16.031	3.5243	0.	7.1517e-006
74	14.857	3.5462	0.	8.9153e-006
75	13.674	3.5585	0.	1.0847e-005
76	12.457	3.5685	0.	1.287e-005
77	9.6848	3.4476	0.	2.1024e-005
78	6.58	5.0797	0.	2.8303e-005
79	6.9304	4.7436	0.	3.9026e-005
80	4.5574	0.79813	0.	5.703e-005
81	5.2795	2.3551	0.	8.1134e-005
82	2.918	4.717	0.	4.3315e-005
83	5.1162	5.0373	0.	4.1459e-005
84	4.186	4.1026	0.	4.3795e-005
85	6.6263	0.99527	0.	2.9066e-005
86	7.258	2.0443	0.	3.906e-005
87	5.022	3.2484	0.	5.7918e-005
88	7.7896	2.7922	0.	3.1325e-005
89	6.8499	2.8402	0.	5.0084e-005
90	8.7715	2.6396	0.	2.2991e-005
91	11.159	3.5511	0.	1.6852e-005
92	11.159	3.5511	0.1	4.8486e-005
93	8.7715	2.6396	0.1	6.8917e-005
94	6.8499	2.8402	0.1	1.0884e-004
95	7.7896	2.7922	0.1	8.6608e-005
96	5.022	3.2484	0.1	1.357e-004
97	7.258	2.0443	0.1	9.3114e-005
98	6.6263	0.99527	0.1	5.5018e-005
99	4.186	4.1026	0.1	1.1889e-004
100	5.1162	5.0373	0.1	6.7211e-005
101	2.918	4.717	0.1	1.2116e-004
102	5.2795	2.3551	0.1	1.4685e-004
103	4.5574	0.79813	0.1	8.2773e-005
104	6.9304	4.7436	0.1	8.2825e-005
105	6.58	5.0797	0.1	5.9404e-005
106	9.6848	3.4476	0.1	5.8831e-005
107	12.457	3.5685	0.1	3.9096e-005
108	13.674	3.5585	0.1	3.1639e-005
109	14.857	3.5462	0.1	2.5037e-005
110	16.031	3.5243	0.1	1.9195e-005
111	17.191	3.5484	0.1	1.4256e-005
112	18.319	3.5733	0.1	1.0131e-005
113	19.438	3.587	0.1	6.7736e-006
114	20.569	3.5955	0.1	4.1332e-006
115	21.714	3.5977	0.1	2.2174e-006
116	21.714	2.3908	0.1	2.2165e-006
117	20.574	2.3978	0.1	4.1234e-006
118	19.449	2.3877	0.1	6.7499e-006
119	18.322	2.371	0.1	1.0109e-005
120	17.188	2.3654	0.1	1.4258e-005
121	16.036	2.3557	0.1	1.9195e-005
122	14.878	2.3401	0.1	2.4933e-005
123	13.688	2.3626	0.1	3.1543e-005
124	12.494	2.3837	0.1	3.8855e-005
