Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	6.7268	2.8082	0.	4.365e-005
2	6.0855	3.429	0.	4.8884e-005
3	7.3236	2.5939	0.	2.3104e-005
4	5.837	2.7657	0.	3.6086e-005
5	6.8219	4.057	0.	2.6446e-005
6	4.7461	0.62614	0.	2.2386e-005
7	7.0671	0.56088	0.	1.6424e-005
8	4.8513	4.7463	0.	2.7195e-005
9	7.0939	5.3622	0.	1.744e-005
10	7.5046	3.6008	0.	2.3037e-005
11	5.0502	5.3954	0.	1.9058e-005
12	8.0625	2.987	0.	1.5164e-005
13	4.8537	1.5867	0.	2.5056e-005
14	3.7085	1.1876	0.	2.8038e-005
15	5.186	3.1031	0.	3.9362e-005
16	8.2802	2.0959	0.	2.0259e-005
17	4.5545	3.6634	0.	1.9691e-005
18	4.1079	5.2545	0.	3.4582e-005
19	1.3696	4.7768	0.	1.4361e-005
20	1.2702	1.2389	0.	1.3801e-005
21	2.5086	1.2261	0.	2.7569e-005
22	8.0517	1.0423	0.	1.7548e-005
23	9.3254	1.1096	0.	1.7826e-005
24	10.456	1.1651	0.	1.6297e-005
25	11.592	1.1725	0.	1.4436e-005
26	12.732	1.1803	0.	1.2302e-005
27	13.877	1.178	0.	9.8832e-006
28	15.	1.1766	0.	7.7039e-006
29	16.126	1.1788	0.	5.8423e-006
30	17.244	1.1817	0.	4.2258e-006
31	18.366	1.1818	0.	2.8681e-006
32	19.494	1.1917	0.	1.7605e-006
33	20.614	1.1937	0.	8.9046e-007
34	21.746	1.1922	0.	2.7514e-007
35	22.872	1.1952	0.	-9.7343e-008
36	1.3982	3.6193	0.	6.1852e-006
37	1.3796	2.4423	0.	5.6211e-006
38	22.861	2.3934	0.	-2.3897e-007
39	22.858	3.6008	0.	-2.4129e-007
40	22.865	4.7956	0.	-9.6758e-008
41	21.74	4.7983	0.	2.7881e-007
42	20.609	4.7957	0.	8.9803e-007
43	19.481	4.7981	0.	1.7726e-006
44	18.359	4.7746	0.	2.8841e-006
45	17.237	4.7334	0.	4.2446e-006
46	16.116	4.702	0.	5.8593e-006
47	14.996	4.6856	0.	7.7327e-006
48	13.865	4.7234	0.	9.9001e-006
49	12.716	4.757	0.	1.2311e-005
50	11.566	4.7683	0.	1.4379e-005
51	10.403	4.7679	0.	1.6316e-005
52	9.314	4.8459	0.	1.8928e-005
53	8.2299	5.074	0.	2.1578e-005
54	3.8215	2.4318	0.	2.95e-005
55	9.0735	3.5881	0.	1.3715e-005
56	9.2545	2.2559	0.	1.6616e-005
57	2.83	3.5718	0.	1.6174e-005
58	2.6957	2.4639	0.	1.6224e-005
59	10.38	2.3692	0.	1.5024e-005
60	11.545	2.3681	0.	1.3773e-005
61	12.706	2.3607	0.	1.2086e-005
62	13.861	2.3598	0.	9.8493e-006
63	14.995	2.3597	0.	7.6356e-006
64	16.122	2.3612	0.	5.7282e-006
65	17.242	2.3648	0.	4.1069e-006
66	18.362	2.3692	0.	2.7519e-006
67	19.48	2.3867	0.	1.6414e-006
68	20.607	2.3941	0.	7.7718e-007
69	21.728	2.3903	0.	1.5007e-007
70	21.729	3.5976	0.	1.5306e-007
71	20.602	3.5968	0.	7.7066e-007
72	19.482	3.5881	0.	1.6343e-006
73	18.358	3.5717	0.	2.7557e-006
74	17.234	3.5453	0.	4.1225e-006
75	16.116	3.5332	0.	5.7412e-006
76	14.995	3.5245	0.	7.6352e-006
77	13.848	3.531	0.	9.8532e-006
78	12.685	3.5497	0.	1.208e-005
79	11.527	3.5652	0.	1.3638e-005
80	10.347	3.5619	0.	1.5233e-005
81	7.0358	4.6934	0.	1.924e-005
82	5.077	1.0728	0.	1.91e-005
83	4.8857	2.2687	0.	3.2154e-005
84	2.8718	4.7815	0.	2.5521e-005
85	5.2467	5.0529	0.	9.2078e-006
86	4.2832	4.2837	0.	3.2511e-005
87	6.7878	1.0056	0.	1.4045e-005
88	7.0525	1.4459	0.	2.1355e-005
89	7.2529	2.0267	0.	1.6469e-005
90	5.9545	3.6685	0.	7.0474e-005
91	5.5987	3.6825	0.	4.4171e-005
92	5.5	3.3681	0.	3.1945e-005
93	6.521	3.5902	0.	3.9721e-005
94	7.8741	4.3001	0.	2.372e-005
95	7.8741	4.3001	0.1	-2.372e-005
96	6.521	3.5902	0.1	-3.9721e-005
97	5.5	3.3681	0.1	-3.1945e-005
98	5.5987	3.6825	0.1	-4.4171e-005
99	5.9545	3.6685	0.1	-7.0474e-005
100	7.2529	2.0267	0.1	-1.6469e-005
101	7.0525	1.4459	0.1	-2.1355e-005
102	6.7878	1.0056	0.1	-1.4045e-005
103	4.2832	4.2837	0.1	-3.2511e-005
104	5.2467	5.0529	0.1	-9.2078e-006
105	2.8718	4.7815	0.1	-2.5521e-005
106	4.8857	2.2687	0.1	-3.2154e-005
107	5.077	1.0728	0.1	-1.91e-005
108	7.0358	4.6934	0.1	-1.924e-005
109	10.347	3.5619	0.1	-1.5233e-005
110	11.527	3.5652	0.1	-1.3638e-005
111	12.685	3.5497	0.1	-1.208e-005
112	13.848	3.531	0.1	-9.8532e-006
113	14.995	3.5245	0.1	-7.6352e-006
114	16.116	3.5332	0.1	-5.7412e-006
115	17.234	3.5453	0.1	-4.1225e-006
116	18.358	3.5717	0.1	-2.7557e-006
117	19.482	3.5881	0.1	-1.6343e-006
118	20.602	3.5968	0.1	-7.7067e-007
119	21.729	3.5976	0.1	-1.5306e-007
120	21.728	2.3903	0.1	-1.5007e-007
121	20.607	2.3941	0.1	-7.7718e-007
122	19.48	2.3867	0.1	-1.6414e-006
123	18.362	2.3692	0.1	-2.7519e-006
124	17.242	2.3648	0.1	-4.1069e-006
125	16.122	2.3612	0.1	-5.7282e-006
126	14.995	2.3597	0.1	-7.6356e-006
127	13.861	2.3598	0.1	-9.8493e-006
128	12.706	2.3607	0.1	-1.2086e-005
129	11.545	2.3681	0.1	-1.3773e-005
130	10.38	2.3692	0.1	-1.5024e-005
131	2.6957	2.4639	0.1	-1.6224e-005
132	2.83	3.5718	0.1	-1.6174e-005
133	9.2545	2.2559	0.1	-1.6616e-005
134	9.0735	3.5881	0.1	-1.3715e-005
135	3.8215	2.4318	0.1	-2.95e-005
136	8.2299	5.074	0.1	-2.1578e-005
137	9.314	4.8459	0.1	-1.8928e-005
138	10.403	4.7679	0.1	-1.6316e-005
139	11.566	4.7683	0.1	-1.4379e-005
140	12.716	4.757	0.1	-1.2311e-005
141	13.865	4.7234	0.1	-9.9001e-006
142	14.996	4.6856	0.1	-7.7327e-006
143	16.116	4.702	0.1	-5.8593e-006
144	17.237	4.7334	0.1	-4.2446e-006
145	18.359	4.7746	0.1	-2.8841e-006
146	19.481	4.7981	0.1	-1.7726e-006
147	20.609	4.7957	0.1	-8.9803e-007
148	21.74	4.7983	0.1	-2.7881e-007
149	22.865	4.7956	0.1	9.6758e-008
150	22.858	3.6008	0.1	2.4129e-007
151	22.861	2.3934	0.1	2.3897e-007
152	1.3796	2.4423	0.1	-5.6211e-006
153	1.3982	3.6193	0.1	-6.1852e-006
154	22.872	1.1952	0.1	9.7342e-008
155	21.746	1.1922	0.1	-2.7514e-007
156	20.614	1.1937	0.1	-8.9046e-007
157	19.494	1.1917	0.1	-1.7605e-006
158	18.366	1.1818	0.1	-2.8681e-006
159	17.244	1.1817	0.1	-4.2258e-006
160	16.126	1.1788	0.1	-5.8423e-006
161	15.	1.1766	0.1	-7.7039e-006
162	13.877	1.178	0.1	-9.8832e-006
163	12.732	1.1803	0.1	-1.2302e-005
164	11.592	1.1725	0.1	-1.4436e-005
165	10.456	1.1651	0.1	-1.6297e-005
166	9.3254	1.1096	0.1	-1.7826e-005
167	8.0517	1.0423	0.1	-1.7548e-005
168	2.5086	1.2261	0.1	-2.7569e-005
169	1.2702	1.2389	0.1	-1.3801e-005
170	1.3696	4.7768	0.1	-1.4361e-005
171	4.1079	5.2545	0.1	-3.4582e-005
172	4.5545	3.6634	0.1	-1.9691e-005
173	8.2802	2.0959	0.1	-2.0259e-005
174	5.186	3.1031	0.1	-3.9362e-005
175	3.7085	1.1876	0.1	-2.8038e-005
176	4.8537	1.5867	0.1	-2.5056e-005
177	8.0625	2.987	0.1	-1.5164e-005
178	5.0502	5.3954	0.1	-1.9058e-005
179	7.5046	3.6008	0.1	-2.3037e-005
180	7.0939	5.3622	0.1	-1.744e-005
181	4.8513	4.7463	0.1	-2.7195e-005
182	7.0671	0.56088	0.1	-1.6424e-005
183	4.7461	0.62614	0.1	-2.2386e-005
184	6.8219	4.057	0.1	-2.6446e-005
185	5.837	2.7657	0.1	-3.6086e-005
186	7.3236	2.5939	0.1	-2.3104e-005
187	6.0855	3.429	0.1	-4.8884e-005
188	6.7268	2.8082	0.1	-4.365e-005
189	6.0467	5.5	0.1	-6.8846e-006
190	6.0467	5.	0.1	-2.1829e-005
191	6.0467	4.5	0.1	-3.5749e-005
192	6.0467	4.	0.1	-9.5924e-005
193	5.88	4.	0.1	-2.0419e-005
194	5.88	4.5	0.1	-7.7658e-006
195	5.88	5.	0.1	-8.5677e-006
196	5.88	5.5	0.1	2.9889e-006
197	6.0467	0.5	0.1	-1.6535e-006
198	6.0467	1.	0.1	-1.4075e-005
