Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	1.861	2.8617	0.	2.1812e-002
2	0.95382	3.6172	0.	5.1096e-003
3	3.0672	2.4628	0.	6.8581e-002
4	4.3573	2.3788	0.	0.14043
5	2.1724	2.4373	0.	2.9584e-002
6	2.2288	2.9529	0.	3.3551e-002
7	17.51	2.8741	0.	1.4698
8	11.453	2.8469	0.	0.74668
9	5.7259	3.7801	0.	0.23559
10	2.5049	2.3596	0.	4.214e-002
11	2.3004	2.5336	0.	3.4774e-002
12	2.3004	2.5336	0.1	3.4774e-002
13	2.5049	2.3596	0.1	4.214e-002
14	5.7259	3.7801	0.1	0.23559
15	11.453	2.8469	0.1	0.74668
16	17.51	2.8741	0.1	1.4698
17	2.2288	2.9529	0.1	3.3551e-002
18	2.1724	2.4373	0.1	2.9584e-002
19	4.3573	2.3788	0.1	0.14043
20	3.0672	2.4628	0.1	6.8581e-002
21	0.95382	3.6172	0.1	5.1096e-003
22	1.861	2.8617	0.1	2.1812e-002
23	2.1667	1.	0.1	1.4875e-002
24	2.1667	1.5	0.1	2.0626e-002
25	2.1667	2.	0.1	2.608e-002
26	2.	2.	0.1	2.1011e-002
27	2.	1.5	0.1	1.8124e-002
28	2.	1.	0.1	1.6766e-002
29	2.1667	5.	0.1	1.8378e-002
30	2.1667	4.5	0.1	2.3216e-002
31	2.1667	4.	0.1	2.7604e-002
32	2.	4.	0.1	2.2609e-002
33	2.	4.5	0.1	1.8548e-002
34	2.	5.	0.1	1.5754e-002
35	2.1667	6.	0.1	9.0882e-003
36	5.8056	6.	0.1	0.23809
37	9.4444	6.	0.1	0.55228
38	16.722	6.	0.1	1.3804
39	24.	6.	0.1	2.3843
40	24.	3.	0.1	2.3706
41	2.6226e-014	3.	0.1	0.
42	3.937e-014	6.	0.1	0.
43	1.	6.	0.1	2.5157e-003
44	2.	6.	0.1	1.1619e-002
45	24.	0.	0.1	2.3479
46	18.178	0.	0.1	1.5355
47	12.356	0.	0.1	0.82353
48	7.9889	0.	0.1	0.39512
49	5.0778	0.	0.1	0.17003
50	2.1667	0.	0.1	2.9473e-003
51	2.	0.	0.1	1.4844e-002
52	0.	0.	0.1	0.
53	2.	0.	0.	1.4844e-002
54	0.	0.	0.	0.
55	5.0778	0.	0.	0.17003
56	7.9889	0.	0.	0.39512
57	12.356	0.	0.	0.82353
58	18.178	0.	0.	1.5355
59	2.1667	0.	0.	2.9473e-003
60	24.	0.	0.	2.3479
61	1.	6.	0.	2.5157e-003
62	2.	6.	0.	1.1619e-002
63	3.937e-014	6.	0.	0.
64	2.6226e-014	3.	0.	0.
65	24.	3.	0.	2.3706
66	24.	6.	0.	2.3843
67	16.722	6.	0.	1.3804
68	9.4444	6.	0.	0.55228
69	5.8056	6.	0.	0.23809
70	2.1667	6.	0.	9.0882e-003
71	2.	4.5	0.	1.8548e-002
72	2.	5.	0.	1.5754e-002
73	2.	4.	0.	2.2609e-002
74	2.1667	5.	0.	1.8378e-002
75	2.1667	4.5	0.	2.3216e-002
76	2.1667	4.	0.	2.7604e-002
77	2.	1.5	0.	1.8124e-002
78	2.	1.	0.	1.6766e-002
79	2.	2.	0.	2.1011e-002
80	2.1667	1.	0.	1.4875e-002
81	2.1667	1.5	0.	2.0626e-002
82	2.1667	2.	0.	2.608e-002
83	1.4074	3.2394	0.	1.2077e-002
84	2.0167	2.6495	0.	2.5523e-002
85	2.0449	2.9073	0.	2.7304e-002
86	1.861	2.8617	5.e-002	2.1764e-002
87	1.9305	2.4309	0.	2.1804e-002
88	0.95382	3.6172	5.e-002	5.0698e-003
89	0.97691	4.8086	0.	3.9125e-003
90	0.47691	3.3086	0.	1.2556e-003
91	1.4769	4.0586	0.	1.1338e-002
92	1.4769	4.3086	0.	1.0501e-002
93	1.4769	3.8086	0.	1.2352e-002
94	1.4769	2.5586	0.	1.1964e-002
95	1.4769	2.8086	0.	1.2635e-002
96	3.7122	2.4208	0.	0.10283
97	2.648	2.7078	0.	4.9814e-002
98	2.786	2.4112	0.	5.4948e-002
99	3.0672	2.4628	5.e-002	6.8533e-002
100	2.6169	3.2314	0.	4.8724e-002
101	2.6169	1.9814	0.	4.4697e-002
102	5.0416	3.0795	0.	0.18641
103	4.3573	2.3788	5.e-002	0.14039
104	4.7175	1.1894	0.	0.15728
105	3.262	3.4394	0.	7.9315e-002
106	3.262	1.6894	0.	7.468e-002
107	2.2364	2.4854	0.	3.2148e-002
108	2.1724	2.4373	5.e-002	2.9516e-002
109	2.1695	2.2186	0.	2.8041e-002
110	2.2646	2.7432	0.	3.4429e-002
111	2.2288	2.9529	5.e-002	3.3497e-002
112	2.1144	3.4764	0.	2.922e-002
113	14.482	2.8605	0.	1.0878
114	17.51	2.8741	5.e-002	1.4698
115	17.844	1.437	0.	1.5037
116	20.755	2.937	0.	1.9109
117	17.116	4.437	0.	1.4265
118	8.5895	3.3135	0.	0.46855
119	11.453	2.8469	5.e-002	0.74666
120	11.904	1.4235	0.	0.78638
121	10.449	4.4235	0.	0.64907
122	5.7259	3.7801	5.e-002	0.23556
123	6.8574	1.89	0.	0.31623
124	5.7658	4.89	0.	0.2385
125	3.9463	4.39	0.	0.11647
126	2.4027	2.4466	0.	3.839e-002
127	2.5049	2.3596	5.e-002	4.2081e-002
128	2.3358	2.1798	0.	3.4025e-002
129	2.3004	2.5336	5.e-002	3.4711e-002
130	2.4027	2.4466	0.1	3.839e-002
131	2.2646	2.7432	0.1	3.4429e-002
132	2.2364	2.4854	0.1	3.2148e-002
133	2.786	2.4112	0.1	5.4948e-002
134	2.3358	2.1798	0.1	3.4025e-002
135	8.5895	3.3135	0.1	0.46855
136	5.0416	3.0795	0.1	0.18641
137	3.9463	4.39	0.1	0.11647
138	5.7658	4.89	0.1	0.2385
139	6.8574	1.89	0.1	0.31623
140	14.482	2.8605	0.1	1.0878
141	10.449	4.4235	0.1	0.64907
142	11.904	1.4235	0.1	0.78638
143	17.116	4.437	0.1	1.4265
144	20.755	2.937	0.1	1.9109
145	17.844	1.437	0.1	1.5037
146	2.648	2.7078	0.1	4.9814e-002
147	2.0449	2.9073	0.1	2.7304e-002
148	2.1144	3.4764	0.1	2.922e-002
149	2.0167	2.6495	0.1	2.5523e-002
150	2.1695	2.2186	0.1	2.8041e-002
151	3.7122	2.4208	0.1	0.10283
152	3.262	1.6894	0.1	7.468e-002
153	3.262	3.4394	0.1	7.9315e-002
154	4.7175	1.1894	0.1	0.15728
155	2.6169	1.9814	0.1	4.4697e-002
156	2.6169	3.2314	0.1	4.8724e-002
157	1.4074	3.2394	0.1	1.2077e-002
158	1.4769	2.8086	0.1	1.2635e-002
159	1.4769	2.5586	0.1	1.1964e-002
160	1.4769	3.8086	0.1	1.2352e-002
161	1.4769	4.0586	0.1	1.1338e-002
162	1.4769	4.3086	0.1	1.0501e-002
163	0.47691	3.3086	0.1	1.2556e-003
164	0.97691	4.8086	0.1	3.9125e-003
165	1.9305	2.4309	0.1	2.1804e-002
166	2.1667	1.25	0.1	1.7987e-002
167	2.1667	0.5	0.1	8.5185e-003
168	2.1667	1.	5.e-002	1.4692e-002
169	2.1667	1.75	0.1	2.3375e-002
170	2.1667	1.5	5.e-002	2.0504e-002
171	2.0833	2.	0.1	2.3388e-002
172	2.1667	2.	5.e-002	2.5995e-002
173	2.	1.75	0.1	1.9495e-002
174	2.	2.	5.e-002	2.0944e-002
175	2.	1.25	0.1	1.7362e-002
176	2.	1.5	5.e-002	1.808e-002
177	1.	2.	0.1	4.3791e-003
178	2.	0.5	0.1	1.5596e-002
179	2.	1.	5.e-002	1.6727e-002
180	2.1667	4.75	0.1	2.0902e-002
181	2.1667	5.5	0.1	1.3897e-002
182	2.1667	5.	5.e-002	1.8222e-002
183	2.1667	4.25	0.1	2.5513e-002
184	2.1667	4.5	5.e-002	2.3113e-002
185	2.0833	4.	0.1	2.4986e-002
186	2.1667	4.	5.e-002	2.753e-002
187	2.	4.25	0.1	2.0439e-002
188	2.	4.	5.e-002	2.2559e-002
189	2.	4.75	0.1	1.7043e-002
190	2.	4.5	5.e-002	1.8502e-002
191	2.	5.5	0.1	1.3482e-002
192	2.	5.	5.e-002	1.5726e-002
193	3.9861	6.	0.1	0.11235
194	2.1667	6.	5.e-002	8.7106e-003
195	7.625	6.	0.1	0.38585
196	5.8056	6.	5.e-002	0.23806
197	13.083	6.	0.1	0.93616
198	9.4444	6.	5.e-002	0.55226
199	20.361	6.	0.1	1.8689
200	16.722	6.	5.e-002	1.3804
201	24.	4.5	0.1	2.3789
202	24.	6.	5.e-002	2.3842
203	24.	1.5	0.1	2.3601
204	24.	3.	5.e-002	2.3706
205	3.9339e-014	4.5	0.1	0.
206	1.3113e-014	1.5	0.1	0.
207	2.6581e-014	3.	5.e-002	0.
208	0.5	6.	0.1	6.2876e-004
209	5.2451e-014	6.	5.e-002	0.
210	1.5	6.	0.1	6.0784e-003
211	1.	6.	5.e-002	2.4965e-003
212	2.	6.	5.e-002	1.1595e-002
213	21.089	0.	0.1	1.9355
214	24.	0.	5.e-002	2.3478
215	15.267	0.	0.1	1.1606
216	18.178	0.	5.e-002	1.5355
217	10.172	0.	0.1	0.59739
218	12.356	0.	5.e-002	0.82351
219	6.5333	0.	0.1	0.27575
220	7.9889	0.	5.e-002	0.3951
221	3.6222	0.	0.1	7.8855e-002
222	5.0778	0.	5.e-002	0.17
223	2.1667	0.	5.e-002	1.5433e-003
224	1.	1.8804e-030	0.1	3.654e-003
225	2.	3.7609e-030	5.e-002	1.4818e-002
226	0.	0.	5.e-002	0.
227	1.	1.8804e-030	0.	3.654e-003
228	2.	0.5	0.	1.5596e-002
229	1.3113e-014	1.5	0.	0.
230	6.5333	0.	0.	0.27575
231	3.6222	0.	0.	7.8855e-002
232	10.172	0.	0.	0.59739
233	15.267	0.	0.	1.1606
234	21.089	0.	0.	1.9355
235	2.1667	0.5	0.	8.5185e-003
236	24.	1.5	0.	2.3601
237	1.5	6.	0.	6.0784e-003
238	0.5	6.	0.	6.2876e-004
239	2.	5.5	0.	1.3482e-002
240	3.9339e-014	4.5	0.	0.
241	1.	2.	0.	4.3791e-003
242	24.	4.5	0.	2.3789
243	20.361	6.	0.	1.8689
244	13.083	6.	0.	0.93616
245	7.625	6.	0.	0.38585
246	3.9861	6.	0.	0.11235
