Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	2.259	3.4348	0.	3062.2
2	2.1914	3.7957	0.	3909.7
3	3.4874	4.7471	0.	1271.1
4	1.0358	0.91036	0.	1224.4
5	1.0538	3.0613	0.	1606.2
6	3.483	0.54731	0.	902.41
7	2.0263	3.8917	0.	3116.5
8	3.3213	5.4717	0.	860.21
9	3.7849	4.2518	0.	1294.2
10	1.6903	4.1048	0.	1781.
11	3.7291	3.6173	0.	1536.9
12	1.0685	4.6853	0.	1266.8
13	4.3314	1.0076	0.	990.67
14	5.679	1.1093	0.	955.09
15	6.8426	1.1814	0.	850.34
16	8.0158	1.2069	0.	747.9
17	9.1938	1.1963	0.	642.57
18	10.364	1.1899	0.	548.63
19	11.517	1.1778	0.	462.17
20	12.657	1.1749	0.	383.68
21	13.788	1.1743	0.	312.67
22	14.923	1.1737	0.	249.12
23	16.054	1.1745	0.	192.93
24	17.188	1.1752	0.	144.17
25	18.319	1.1778	0.	102.86
26	19.452	1.1813	0.	69.007
27	20.583	1.1867	0.	42.625
28	21.719	1.1903	0.	23.738
29	22.856	1.1924	0.	12.414
30	22.857	2.3915	0.	15.777
31	22.851	3.595	0.	15.815
32	22.858	4.7937	0.	12.477
33	21.717	4.7945	0.	23.763
34	20.579	4.753	0.	42.82
35	19.445	4.7174	0.	69.241
36	18.313	4.698	0.	103.13
37	17.184	4.6902	0.	144.36
38	16.053	4.6887	0.	193.04
39	14.923	4.6884	0.	249.11
40	13.791	4.6891	0.	312.54
41	12.66	4.689	0.	383.23
42	11.52	4.7271	0.	461.44
43	10.362	4.7623	0.	547.93
44	9.1778	4.7707	0.	645.8
45	7.9169	4.7487	0.	758.09
46	6.5645	4.7076	0.	874.45
47	5.058	4.7384	0.	982.32
48	4.3338	5.2953	0.	970.25
49	4.6987	3.5347	0.	1025.7
50	5.5015	2.2693	0.	987.33
51	6.6239	2.4059	0.	856.03
52	7.8952	2.3956	0.	742.91
53	9.1504	2.3781	0.	643.85
