Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	2.259	3.4348	0.	8.5684e-005
2	2.1914	3.7957	0.	8.1073e-005
3	3.4874	4.7471	0.	3.1376e-005
4	1.0358	0.91036	0.	1.0809e-005
5	1.0538	3.0613	0.	1.9191e-005
6	3.483	0.54731	0.	2.3295e-005
7	2.0263	3.8917	0.	9.0865e-005
8	3.3213	5.4717	0.	2.1489e-005
9	3.7849	4.2518	0.	2.3061e-005
10	1.6903	4.1048	0.	4.7814e-005
11	3.7291	3.6173	0.	3.3965e-005
12	1.0685	4.6853	0.	2.1602e-005
13	4.3314	1.0076	0.	2.7013e-005
14	5.679	1.1093	0.	2.7889e-005
15	6.8426	1.1814	0.	2.5878e-005
16	8.0158	1.2069	0.	2.3149e-005
17	9.1938	1.1963	0.	2.0748e-005
18	10.364	1.1899	0.	1.8006e-005
19	11.517	1.1778	0.	1.4963e-005
20	12.657	1.1749	0.	1.2293e-005
21	13.788	1.1743	0.	9.8937e-006
22	14.923	1.1737	0.	7.7774e-006
23	16.054	1.1745	0.	5.8961e-006
24	17.188	1.1752	0.	4.2788e-006
25	18.319	1.1778	0.	2.904e-006
26	19.452	1.1813	0.	1.7843e-006
27	20.583	1.1867	0.	9.0782e-007
28	21.719	1.1903	0.	2.8477e-007
29	22.856	1.1924	0.	-9.5121e-008
30	22.857	2.3915	0.	-2.4339e-007
31	22.851	3.595	0.	-2.4632e-007
32	22.858	4.7937	0.	-9.7394e-008
33	21.717	4.7945	0.	2.8626e-007
34	20.579	4.753	0.	9.1723e-007
35	19.445	4.7174	0.	1.7968e-006
36	18.313	4.698	0.	2.9225e-006
37	17.184	4.6902	0.	4.2934e-006
38	16.053	4.6887	0.	5.91e-006
39	14.923	4.6884	0.	7.7805e-006
40	13.791	4.6891	0.	9.8963e-006
41	12.66	4.689	0.	1.2276e-005
42	11.52	4.7271	0.	1.4946e-005
43	10.362	4.7623	0.	1.7974e-005
44	9.1778	4.7707	0.	2.084e-005
45	7.9169	4.7487	0.	2.3484e-005
46	6.5645	4.7076	0.	2.6449e-005
47	5.058	4.7384	0.	2.9594e-005
48	4.3338	5.2953	0.	2.8468e-005
49	4.6987	3.5347	0.	2.2608e-005
50	5.5015	2.2693	0.	2.4803e-005
51	6.6239	2.4059	0.	2.3114e-005
52	7.8952	2.3956	0.	2.3145e-005
53	9.1504	2.3781	0.	2.0784e-005
54	10.339	2.3663	0.	1.7965e-005
55	11.502	2.3531	0.	1.4967e-005
56	12.654	2.3554	0.	1.2232e-005
57	13.787	2.354	0.	9.7837e-006
58	14.921	2.3544	0.	7.6571e-006
59	16.052	2.3555	0.	5.7736e-006
60	17.186	2.3582	0.	4.1532e-006
61	18.318	2.3621	0.	2.7749e-006
62	19.451	2.3674	0.	1.651e-006
63	20.584	2.373	0.	7.7421e-007
64	21.72	2.3806	0.	1.5003e-007
65	21.718	3.5831	0.	1.4771e-007
66	20.586	3.5644	0.	7.7699e-007
67	19.445	3.5422	0.	1.6477e-006
68	18.314	3.531	0.	2.7734e-006
69	17.182	3.524	0.	4.145e-006
70	16.05	3.5202	0.	5.7707e-006
71	14.918	3.5191	0.	7.6541e-006
72	13.786	3.5188	0.	9.7966e-006
73	12.653	3.5203	0.	1.2212e-005
74	11.499	3.5317	0.	1.4961e-005
75	10.329	3.5565	0.	1.7994e-005
76	9.1497	3.5619	0.	2.0625e-005
77	7.8434	3.5734	0.	2.3199e-005
78	6.4398	3.5563	0.	2.461e-005
79	3.1398	5.0782	0.	1.8852e-005
80	1.0386	1.8625	0.	1.1071e-005
81	1.758	2.8403	0.	5.3885e-005
82	2.8694	2.5892	0.	6.2429e-005
83	3.158	0.97905	0.	1.8342e-005
84	3.3849	1.3893	0.	3.0909e-005
85	3.5264	1.9769	0.	2.1804e-005
86	3.5871	2.7883	0.	3.4035e-005
87	4.5191	2.0149	0.	2.9769e-005
88	4.1925	2.6876	0.	2.4021e-005
89	2.5111	3.3313	0.	7.3847e-005
90	2.8402	3.5813	0.	6.0248e-005
91	2.0763	3.1476	0.	6.226e-005
92	2.3942	2.7917	0.	7.5875e-005
93	2.3942	2.7917	0.1	-7.5875e-005
94	2.0763	3.1476	0.1	-6.226e-005
95	2.8402	3.5813	0.1	-6.0248e-005
96	2.5111	3.3313	0.1	-7.3847e-005
97	4.1925	2.6876	0.1	-2.4021e-005
98	4.5191	2.0149	0.1	-2.9769e-005
99	3.5871	2.7883	0.1	-3.4035e-005
100	3.5264	1.9769	0.1	-2.1804e-005
101	3.3849	1.3893	0.1	-3.0909e-005
102	3.158	0.97905	0.1	-1.8342e-005
103	2.8694	2.5892	0.1	-6.2429e-005
104	1.758	2.8403	0.1	-5.3885e-005
105	1.0386	1.8625	0.1	-1.1071e-005
106	3.1398	5.0782	0.1	-1.8852e-005
107	6.4398	3.5563	0.1	-2.461e-005
108	7.8434	3.5734	0.1	-2.3199e-005
109	9.1497	3.5619	0.1	-2.0625e-005
110	10.329	3.5565	0.1	-1.7994e-005
111	11.499	3.5317	0.1	-1.4961e-005
112	12.653	3.5203	0.1	-1.2212e-005
113	13.786	3.5188	0.1	-9.7966e-006
114	14.918	3.5191	0.1	-7.6541e-006
115	16.05	3.5202	0.1	-5.7707e-006
116	17.182	3.524	0.1	-4.145e-006
117	18.314	3.531	0.1	-2.7734e-006
118	19.445	3.5422	0.1	-1.6477e-006
119	20.586	3.5644	0.1	-7.7699e-007
120	21.718	3.5831	0.1	-1.4771e-007
121	21.72	2.3806	0.1	-1.5003e-007
122	20.584	2.373	0.1	-7.7421e-007
123	19.451	2.3674	0.1	-1.651e-006
124	18.318	2.3621	0.1	-2.7749e-006
125	17.186	2.3582	0.1	-4.1532e-006
126	16.052	2.3555	0.1	-5.7736e-006
127	14.921	2.3544	0.1	-7.6571e-006
128	13.787	2.354	0.1	-9.7837e-006
129	12.654	2.3554	0.1	-1.2232e-005
130	11.502	2.3531	0.1	-1.4967e-005
131	10.339	2.3663	0.1	-1.7965e-005
132	9.1504	2.3781	0.1	-2.0784e-005
133	7.8952	2.3956	0.1	-2.3145e-005
134	6.6239	2.4059	0.1	-2.3114e-005
135	5.5015	2.2693	0.1	-2.4803e-005
136	4.6987	3.5347	0.1	-2.2608e-005
137	4.3338	5.2953	0.1	-2.8468e-005
138	5.058	4.7384	0.1	-2.9594e-005
139	6.5645	4.7076	0.1	-2.6449e-005
140	7.9169	4.7487	0.1	-2.3484e-005
141	9.1778	4.7707	0.1	-2.084e-005
142	10.362	4.7623	0.1	-1.7974e-005
143	11.52	4.7271	0.1	-1.4946e-005
144	12.66	4.689	0.1	-1.2276e-005
145	13.791	4.6891	0.1	-9.8963e-006
146	14.923	4.6884	0.1	-7.7805e-006
147	16.053	4.6887	0.1	-5.91e-006
148	17.184	4.6902	0.1	-4.2934e-006
149	18.313	4.698	0.1	-2.9225e-006
150	19.445	4.7174	0.1	-1.7968e-006
151	20.579	4.753	0.1	-9.1723e-007
152	21.717	4.7945	0.1	-2.8626e-007
153	22.858	4.7937	0.1	9.7393e-008
154	22.851	3.595	0.1	2.4632e-007
155	22.857	2.3915	0.1	2.4339e-007
156	22.856	1.1924	0.1	9.512e-008
157	21.719	1.1903	0.1	-2.8477e-007
158	20.583	1.1867	0.1	-9.0782e-007
159	19.452	1.1813	0.1	-1.7843e-006
160	18.319	1.1778	0.1	-2.904e-006
161	17.188	1.1752	0.1	-4.2788e-006
162	16.054	1.1745	0.1	-5.8961e-006
163	14.923	1.1737	0.1	-7.7774e-006
164	13.788	1.1743	0.1	-9.8937e-006
165	12.657	1.1749	0.1	-1.2293e-005
166	11.517	1.1778	0.1	-1.4963e-005
167	10.364	1.1899	0.1	-1.8006e-005
168	9.1938	1.1963	0.1	-2.0748e-005
169	8.0158	1.2069	0.1	-2.3149e-005
170	6.8426	1.1814	0.1	-2.5878e-005
171	5.679	1.1093	0.1	-2.7889e-005
172	4.3314	1.0076	0.1	-2.7013e-005
173	1.0685	4.6853	0.1	-2.1602e-005
174	3.7291	3.6173	0.1	-3.3965e-005
175	1.6903	4.1048	0.1	-4.7814e-005
176	3.7849	4.2518	0.1	-2.3061e-005
177	3.3213	5.4717	0.1	-2.1489e-005
178	2.0263	3.8917	0.1	-9.0865e-005
179	3.483	0.54731	0.1	-2.3295e-005
180	1.0538	3.0613	0.1	-1.9191e-005
181	1.0358	0.91036	0.1	-1.0809e-005
182	3.4874	4.7471	0.1	-3.1376e-005
183	2.1914	3.7957	0.1	-8.1073e-005
184	2.259	3.4348	0.1	-8.5684e-005
185	2.4667	5.5	0.1	1.8295e-006
186	2.4667	5.	0.1	-1.542e-005
187	2.4667	4.5	0.1	-2.1767e-005
188	2.4667	4.	0.1	-6.1307e-005
189	2.3	4.	0.1	-1.1623e-004
190	2.3	4.5	0.1	5.1691e-006
191	2.3	5.	0.1	-1.9142e-005
192	2.3	5.5	0.1	-1.2634e-005
193	2.4667	0.5	0.1	-3.6042e-006
194	2.4667	1.	0.1	-1.6965e-005
195	2.4667	1.5	0.1	-2.3246e-005
196	2.4667	2.	0.1	-9.1125e-005
197	2.3	2.	0.1	-5.9461e-005
198	2.3	1.5	0.1	-2.2253e-005
199	2.3	1.	0.1	-1.3588e-005
200	2.3	0.5	0.1	-2.406e-005
201	2.4667	6.	0.1	-3.7333e-006
202	3.6	6.	0.1	-2.1365e-005
203	4.7333	6.	0.1	-2.8981e-005
204	5.8667	6.	0.1	-2.9162e-005
205	7.	6.	0.1	-2.7013e-005
206	8.1333	6.	0.1	-2.428e-005
207	9.2667	6.	0.1	-2.0342e-005
208	10.4	6.	0.1	-1.7761e-005
209	11.533	6.	0.1	-1.4913e-005
210	12.667	6.	0.1	-1.225e-005
211	13.8	6.	0.1	-9.8289e-006
212	14.933	6.	0.1	-7.7033e-006
213	16.067	6.	0.1	-5.8298e-006
214	17.2	6.	0.1	-4.2107e-006
215	18.333	6.	0.1	-2.8384e-006
216	19.467	6.	0.1	-1.7228e-006
217	20.6	6.	0.1	-8.6091e-007
218	21.733	6.	0.1	-2.6264e-007
219	22.867	6.	0.1	8.0617e-008
220	24.	6.	0.1	1.0069e-007
221	24.	4.8	0.1	2.1054e-007
222	24.	3.6	0.1	3.6042e-007
223	24.	2.4	0.1	3.6423e-007
224	24.	1.2	0.1	2.1315e-007
225	1.049e-014	1.2	0.1	1.0058e-006
226	2.0981e-014	2.4	0.1	5.3059e-006
227	3.1471e-014	3.6	0.1	1.5006e-006
228	4.1961e-014	4.8	0.1	1.0004e-006
229	24.	0.	0.1	1.0288e-007
230	22.867	0.	0.1	8.4239e-008
231	21.733	0.	0.1	-2.5881e-007
