Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.6443,3.3436,0,0.00095007,9494.2,0.0004735,1700.7,0.00018217,-488.32,-0.00091032,-8696.8,0.050413
2,1.8728,3.2331,0,0.0011791,11783,0.00048613,1001.7,0.00031219,-305.26,-0.0011618,-11381,0.022415
3,0.99476,3.7465,0,0.00066067,6602.1,0.00030722,1283,0.00018023,328.8,-0.00062805,-5744.3,0.0054552
4,3.7695,3.4067,0,0.00049068,4903.5,0.00019585,79.763,0.0001091,-572.05,-0.0004958,-5117,0.10982
5,3.3387,1.7192,0,0.00049108,4907.4,0.00020546,449.62,0.00012761,-135.33,-0.00048311,-4724,0.079319
6,2.6314,2.2818,0,0.0007764,7758.6,0.00037689,2173.9,0.00024728,1200,-0.0007144,-6025.7,0.047365
7,2.1365,3.5176,0,0.0013546,13537,0.00067469,3768.8,0.00039673,1680.3,-0.0012498,-10691,0.029961
8,17.697,2.964,0,0.00013993,1398.3,5.8798e-05,143.84,3.7419e-05,-16.791,-0.00013707,-1327.8,1.5109
9,10.154,3.3491,0,0.00022841,2282.5,9.5014e-05,-35.688,3.6107e-05,-478.29,-0.00023391,-2507.1,0.63521
10,6.8122,1.6915,0,0.00036202,3617.7,0.00013906,175.28,0.00010172,-105.22,-0.00036002,-3574.6,0.31855
11,4.9496,4.5716,0,0.00037978,3795.1,0.00016643,365.47,8.6193e-05,-237.42,-0.00037399,-3695,0.18698
12,4.9496,4.5716,0.1,0.00037978,3795.1,0.00037399,3695,-8.6193e-05,237.42,-0.00016643,-365.47,0.18698
13,6.8122,1.6915,0.1,0.00036202,3617.7,0.00036002,3574.6,-0.00010172,105.22,-0.00013906,-175.28,0.31855
14,10.154,3.3491,0.1,0.00022841,2282.5,0.00023391,2507.1,-3.6107e-05,478.29,-9.5014e-05,35.688,0.63521
15,17.697,2.964,0.1,0.00013993,1398.3,0.00013707,1327.8,-3.7419e-05,16.791,-5.8798e-05,-143.84,1.5109
