Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.7107	3.2986	0.	1.083e-002
2	3.8696	3.5369	0.	2.3406e-002
3	4.7027	1.5454	0.	3.4761e-002
4	5.1436	3.5405	0.	4.3316e-002
5	2.0573	0.83237	0.	5.0878e-003
6	2.2108	2.2716	0.	6.8856e-003
7	4.4769	0.56512	0.	2.9556e-002
8	2.103	4.8156	0.	5.74e-003
9	4.5935	4.7483	0.	3.3594e-002
10	4.1724	5.0744	0.	2.6478e-002
11	4.8426	2.7611	0.	3.8047e-002
12	2.1534	3.4992	0.	6.7258e-003
13	4.4003	5.4827	0.	2.9663e-002
14	1.0052	2.1431	0.	1.4351e-003
15	0.99371	1.0408	0.	1.2243e-003
16	1.1691	3.3855	0.	1.9989e-003
17	6.3632	3.4934	0.	6.6055e-002
18	5.3772	0.78939	0.	4.547e-002
19	6.5101	1.1121	0.	6.7493e-002
20	7.7201	1.1997	0.	9.3112e-002
21	8.9791	1.1983	0.	0.12205
22	10.194	1.1941	0.	0.15195
23	11.381	1.191	0.	0.18278
24	12.558	1.1804	0.	0.21464
25	13.708	1.178	0.	0.24682
26	14.853	1.1777	0.	0.27967
27	15.992	1.1791	0.	0.31303
28	17.135	1.1813	0.	0.34697
29	18.275	1.1844	0.	0.38119
30	19.417	1.1853	0.	0.41576
31	20.559	1.1839	0.	0.45048
32	21.706	1.1961	0.	0.48546
33	22.855	1.1957	0.	0.52055
34	22.849	2.3943	0.	0.52076
35	22.848	3.6016	0.	0.5211
36	22.852	4.8072	0.	0.52154
37	21.705	4.7973	0.	0.48652
38	20.557	4.7998	0.	0.4515
39	19.414	4.7819	0.	0.41674
40	18.271	4.7467	0.	0.38215
41	17.129	4.7189	0.	0.34786
42	15.99	4.7038	0.	0.31404
43	14.85	4.6997	0.	0.2807
44	13.711	4.6983	0.	0.24803
45	12.563	4.7314	0.	0.21588
46	11.394	4.7628	0.	0.18424
47	10.217	4.7575	0.	0.15365
48	8.9926	4.7488	0.	0.12348
49	7.7607	4.7438	0.	9.5119e-002
50	6.4041	4.7237	0.	6.6605e-002
51	5.4514	5.2738	0.	4.807e-002
52	5.9525	2.2696	0.	5.7637e-002
53	7.5469	2.346	0.	9.0271e-002
54	8.8762	2.3745	0.	0.12054
55	10.144	2.3705	0.	0.15157
56	11.358	2.3643	0.	0.18296
57	12.546	2.3623	0.	0.21505
58	13.705	2.3613	0.	0.24743
59	14.85	2.3614	0.	0.2802
60	15.991	2.3638	0.	0.31355
61	17.133	2.3665	0.	0.34742
62	18.273	2.3699	0.	0.38163
63	19.414	2.3743	0.	0.41611
64	20.554	2.3897	0.	0.45077
65	21.696	2.4002	0.	0.48556
66	21.695	3.598	0.	0.4859
67	20.548	3.5897	0.	0.45095
68	19.413	3.5776	0.	0.41644
69	18.267	3.5542	0.	0.3818
70	17.128	3.5434	0.	0.34763
71	15.989	3.535	0.	0.31384
72	14.847	3.5296	0.	0.2805
73	13.707	3.5288	0.	0.24783
74	12.538	3.545	0.	0.21522
75	11.355	3.5561	0.	0.18326
76	10.15	3.5534	0.	0.15208
77	8.8828	3.5495	0.	0.12106
78	7.5839	3.518	0.	9.1469e-002
79	5.0025	4.2147	0.	4.0764e-002
80	2.0365	1.6488	0.	5.5749e-003
81	2.4171	2.6935	0.	8.4494e-003
82	2.7517	4.2877	0.	1.0371e-002
83	4.2225	1.0211	0.	2.6228e-002
84	4.0918	2.0402	0.	2.5748e-002
85	3.9255	3.1827	0.	2.4192e-002
86	3.2549	2.9571	0.	1.5897e-002
87	3.0732	3.8633	0.	1.3629e-002
