Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	2.9637	3.1666	0.	-128.36
2	3.5223	3.2534	0.	-0.70191
3	5.633	2.7233	0.	-130.69
4	4.0991	4.7232	0.	33.035
5	1.7999	0.81353	0.	-132.16
6	1.8438	2.5426	0.	-266.26
7	4.082	0.53373	0.	21.725
8	1.9702	4.9319	0.	-88.166
9	3.8604	5.4748	0.	27.941
10	4.6757	4.2106	0.	-197.77
11	0.93107	3.2278	0.	-297.86
12	1.0986	4.5067	0.	-237.51
13	0.87548	2.1011	0.	-315.87
14	0.87621	1.0283	0.	-216.2
15	5.1299	0.66852	0.	10.593
16	6.1618	1.065	0.	-18.554
17	7.3328	1.1508	0.	-12.802
18	8.4305	1.2442	0.	-10.389
19	9.5819	1.1996	0.	-4.6941
20	10.718	1.1838	0.	-1.0333
21	11.842	1.1701	0.	-0.58767
22	12.947	1.1687	0.	-0.72653
23	14.053	1.168	0.	-0.5857
24	15.154	1.1685	0.	-0.59503
25	16.258	1.1694	0.	-0.54829
26	17.358	1.1722	0.	-0.5637
27	18.46	1.1768	0.	-0.55091
28	19.561	1.1836	0.	-0.55301
29	20.664	1.1881	0.	-0.54059
30	21.775	1.1879	0.	-0.5572
31	22.888	1.1948	0.	-0.58206
32	22.875	2.3926	0.	-1.2303
33	22.878	3.602	0.	-1.2193
34	22.885	4.7964	0.	-0.57879
35	21.772	4.792	0.	-0.56344
36	20.656	4.7898	0.	-0.59887
37	19.55	4.7358	0.	-0.49804
38	18.448	4.6932	0.	-0.44686
39	17.35	4.6717	0.	-0.42526
40	16.252	4.6639	0.	-0.44585
41	15.154	4.6627	0.	-0.45856
42	14.054	4.6628	0.	-0.50893
43	12.95	4.6635	0.	-0.54915
44	11.847	4.6634	0.	-0.58897
45	10.717	4.7624	0.	-0.6087
46	9.5558	4.782	0.	-7.8453
47	8.3041	4.7971	0.	-27.759
48	6.7863	4.5825	0.	-68.48
49	5.3415	3.5939	0.	-124.22
50	4.8564	5.3137	0.	-44.346
51	7.11	2.3312	0.	-45.102
52	8.354	2.3946	0.	-24.101
53	9.5391	2.3954	0.	-10.157
54	10.69	2.3636	0.	-2.3362
55	11.82	2.3433	0.	-0.96925
56	12.945	2.3437	0.	-1.0837
57	14.05	2.3438	0.	-1.0446
58	15.152	2.3451	0.	-1.0848
59	16.255	2.3481	0.	-1.0921
60	17.356	2.3532	0.	-1.1294
61	18.458	2.3601	0.	-1.1512
62	19.56	2.368	0.	-1.2041
63	20.663	2.3761	0.	-1.196
64	21.768	2.386	0.	-1.123
65	21.765	3.5899	0.	-1.204
66	20.662	3.5776	0.	-1.2337
67	19.561	3.5538	0.	-1.156
68	18.451	3.5278	0.	-1.2654
69	17.352	3.5136	0.	-1.2381
70	16.251	3.5052	0.	-1.2536
71	15.149	3.5013	0.	-1.182
72	14.047	3.5004	0.	-1.1895
73	12.943	3.5001	0.	-0.8988
74	11.817	3.5173	0.	-1.2581
75	10.679	3.5558	0.	-3.2246
76	9.5198	3.5892	0.	-11.954
77	8.3675	3.6264	0.	-30.882
78	6.0224	1.9482	0.	-28.52
79	3.699	5.0738	0.	5.0259
80	1.815	1.6433	0.	-306.33
81	2.0671	3.3414	0.	-99.375
82	2.2582	4.2459	0.	32.106
83	3.4975	2.7213	0.	51.967
84	2.5525	4.108	0.	229.72
85	2.738	3.727	0.	-136.34
86	3.1589	3.4399	0.	86.073
87	3.9037	1.0487	0.	-25.019
88	4.2852	2.4038	0.	-194.54
89	4.0731	3.5638	0.	-215.54
90	3.2253	3.6868	0.	219.59
91	3.8124	1.6594	0.	-102.75
92	4.2994	2.9989	0.	-207.2
93	4.4008	1.6043	0.	-46.965
94	4.6946	1.2483	0.	-60.934
95	7.0137	3.369	0.	-54.739
96	5.7066	5.0168	0.	-10.196
97	5.7066	5.0168	0.1	10.196
98	7.0137	3.369	0.1	54.739
99	4.6946	1.2483	0.1	60.934
100	4.4008	1.6043	0.1	46.965
101	4.2994	2.9989	0.1	207.2
102	3.8124	1.6594	0.1	102.75
103	3.2253	3.6868	0.1	-219.59
104	4.0731	3.5638	0.1	215.54
105	4.2852	2.4038	0.1	194.54
106	3.9037	1.0487	0.1	25.019
107	3.1589	3.4399	0.1	-86.073
108	2.738	3.727	0.1	136.34
109	2.5525	4.108	0.1	-229.72
110	3.4975	2.7213	0.1	-51.967
111	2.2582	4.2459	0.1	-32.106
112	2.0671	3.3414	0.1	99.375
113	1.815	1.6433	0.1	306.33
114	3.699	5.0738	0.1	-5.0259
115	6.0224	1.9482	0.1	28.52
116	8.3675	3.6264	0.1	30.882
117	9.5198	3.5892	0.1	11.954
118	10.679	3.5558	0.1	3.2246
