Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Stress (psi)
1	3.1877	2.947	0.	108.62
2	4.1662	3.2474	0.	184.19
3	3.5963	3.3267	0.	-25.008
4	2.2574	0.72177	0.	-68.493
5	2.2342	1.719	0.	-118.16
6	5.1633	1.4002	0.	3.9446
7	2.1386	5.2316	0.	-99.256
8	2.608	3.9813	0.	-97.641
9	4.6811	4.6865	0.	-29.759
10	4.2373	5.0491	0.	-4.8059
11	2.2761	3.2767	0.	-375.2
12	4.4195	5.4611	0.	11.127
13	5.16	2.5308	0.	-118.46
14	1.2729	3.8576	0.	-323.3
15	1.1778	1.2391	0.	-186.28
16	1.0493	4.9504	0.	-114.01
17	5.5465	0.79436	0.	12.833
18	6.7137	1.1611	0.	-22.465
19	7.9074	1.1934	0.	-28.385
20	9.1098	1.2097	0.	-10.24
21	10.296	1.1989	0.	-2.6255
22	11.457	1.1791	0.	-0.71604
23	12.604	1.1787	0.	-0.74582
24	13.742	1.2122	0.	-0.63889
25	14.885	1.1921	0.	-0.56781
26	16.029	1.1858	0.	-0.6097
27	17.166	1.1815	0.	-0.64771
28	18.303	1.1811	0.	-0.58679
29	19.441	1.1824	0.	-0.60121
30	20.579	1.1917	0.	-0.60388
31	21.718	1.1929	0.	-0.59789
32	22.858	1.1956	0.	-0.6183
33	22.85	2.3941	0.	-1.2694
34	22.847	3.6004	0.	-1.2795
35	22.852	4.808	0.	-0.64518
36	21.71	4.7973	0.	-0.59121
37	20.566	4.7944	0.	-0.62685
38	19.43	4.7915	0.	-0.56504
39	18.291	4.7893	0.	-0.57604
40	17.156	4.7888	0.	-0.6394
41	16.022	4.7918	0.	-0.53673
42	14.882	4.8053	0.	-0.69013
43	13.748	4.8302	0.	-0.62828
44	12.594	4.815	0.	-0.7297
45	11.439	4.8065	0.	-0.84642
46	10.272	4.7953	0.	-2.3157
47	9.0765	4.7882	0.	-11.048
48	7.8317	4.7698	0.	-22.104
49	6.4179	4.7677	0.	-47.115
50	5.4897	5.2538	0.	-20.532
51	6.5448	3.4686	0.	-83.629
52	6.3063	2.1538	0.	-108.41
53	7.7744	2.3673	0.	-45.197
