Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	3.0641	3.335	0.	354.48
2	4.1028	1.5197	0.	132.09
3	3.3764	3.9975	0.	-242.87
4	1.0801	0.90418	0.	304.94
5	1.0722	3.066	0.	326.63
6	3.6576	0.58324	0.	65.625
7	3.4185	5.3855	0.	109.71
8	1.7672	4.131	0.	76.724
9	1.1034	4.7027	0.	274.98
10	4.7759	0.88219	0.	35.081
11	5.8589	1.1963	0.	21.973
12	7.0459	1.2646	0.	21.367
13	8.3522	1.2595	0.	-6.4613
14	9.5509	1.2748	0.	-0.51088
15	10.754	1.3415	0.	-0.3581
16	11.924	1.3643	0.	2.9027
17	13.018	1.2589	0.	6.4778
18	14.155	1.2574	0.	6.6066
19	15.286	1.2465	0.	7.5315
20	16.419	1.2478	0.	6.5803
21	17.404	1.1295	0.	8.161
22	18.46	1.0067	0.	7.9936
23	19.552	1.1009	0.	9.1713
24	20.611	1.1956	0.	9.7598
25	21.73	1.1907	0.	8.7111
26	22.867	1.1954	0.	7.903
27	22.857	2.3937	0.	10.848
28	22.859	3.6011	0.	10.807
29	22.86	4.8094	0.	7.6586
30	21.713	4.7977	0.	8.1522
31	20.553	4.7887	0.	8.2669
32	19.39	4.7743	0.	8.8456
33	18.243	4.7798	0.	9.3907
34	17.097	4.8139	0.	8.8598
35	15.964	4.8256	0.	8.7527
36	14.858	4.8277	0.	7.8439
37	13.69	4.8233	0.	6.4168
38	12.538	4.8186	0.	3.6749
39	11.39	4.8119	0.	0.25414
40	10.204	4.7955	0.	-1.9837
41	8.9947	4.7683	0.	4.4424
42	7.7603	4.731	0.	1.8879
43	6.4612	4.6904	0.	26.484
44	5.1012	4.624	0.	0.14797
45	4.2634	5.1411	0.	92.295
46	5.2544	2.2843	0.	-11.11
47	7.095	2.3811	0.	5.2043
48	8.4732	2.4262	0.	-7.3406
49	9.7607	2.4604	0.	2.8365
50	10.962	2.4856	0.	-0.81881
51	12.138	2.5025	0.	2.5236
52	13.296	2.5131	0.	6.2233
53	14.443	2.5199	0.	8.4135
54	15.551	2.4521	0.	9.8319
55	16.685	2.4342	0.	11.004
56	17.891	2.4176	0.	15.752
57	18.541	1.7496	0.	12.18
58	19.373	2.3392	0.	7.5196
59	20.556	2.3897	0.	10.674
60	21.706	2.3972	0.	11.147
61	21.703	3.5967	0.	10.772
62	20.524	3.582	0.	9.9639
63	19.311	3.5606	0.	9.3065
64	18.07	3.5924	0.	10.501
65	16.919	3.6172	0.	11.123
66	15.783	3.6425	0.	9.3961
67	14.655	3.6563	0.	7.8344
68	13.513	3.6516	0.	6.163
69	12.361	3.645	0.	2.8312
70	11.198	3.6361	0.	-0.33968
71	9.9592	3.6199	0.	-1.1048
72	8.6922	3.5813	0.	5.4783
73	7.4005	3.5192	0.	-25.728
74	6.0068	3.4373	0.	23.409
75	3.1793	5.0141	0.	245.88
76	3.434	4.624	0.	114.98
77	1.0897	1.8704	0.	305.61
78	1.7107	2.9502	0.	64.822
79	2.1167	3.9164	0.	644.47
80	2.4837	3.7584	0.	434.05
81	3.4503	1.035	0.	141.16
82	4.3676	3.4648	0.	71.032
83	2.3426	3.907	0.	1415.6
84	2.3734	3.406	0.	213.9
85	2.3734	3.406	0.1	2261.2
86	2.3426	3.907	0.1	3635.1
87	4.3676	3.4648	0.1	959.87
88	3.4503	1.035	0.1	598.81
89	2.4837	3.7584	0.1	3119.
90	2.1167	3.9164	0.1	2622.1
91	1.7107	2.9502	0.1	2056.8
92	1.0897	1.8704	0.1	1330.8
93	3.434	4.624	0.1	854.07
94	3.1793	5.0141	0.1	481.76
95	6.0068	3.4373	0.1	968.92
96	7.4005	3.5192	0.1	823.
97	8.6922	3.5813	0.1	685.35
98	9.9592	3.6199	0.1	580.56
99	11.198	3.6361	0.1	482.51
100	12.361	3.645	0.1	398.34
101	13.513	3.6516	0.1	324.62
102	14.655	3.6563	0.1	259.76
103	15.783	3.6425	0.1	200.98
104	16.919	3.6172	0.1	149.38
105	18.07	3.5924	0.1	105.6
106	19.311	3.5606	0.1	69.932
107	20.524	3.582	0.1	39.786
108	21.703	3.5967	0.1	19.243
109	21.706	2.3972	0.1	19.003
110	20.556	2.3897	0.1	38.525
111	19.373	2.3392	0.1	71.422
112	18.541	1.7496	0.1	87.605
113	17.891	2.4176	0.1	107.22
114	16.685	2.4342	0.1	160.06
115	15.551	2.4521	0.1	211.75
116	14.443	2.5199	0.1	270.52
117	13.296	2.5131	0.1	337.28
118	12.138	2.5025	0.1	414.15
119	10.962	2.4856	0.1	499.69
120	9.7607	2.4604	0.1	591.63
121	8.4732	2.4262	0.1	697.12
122	7.095	2.3811	0.1	828.47
123	5.2544	2.2843	0.1	1032.7
124	4.2634	5.1411	0.1	849.45
125	5.1012	4.624	0.1	863.24
126	6.4612	4.6904	0.1	891.43
127	7.7603	4.731	0.1	788.29
128	8.9947	4.7683	0.1	668.95
129	10.204	4.7955	0.1	562.95
130	11.39	4.8119	0.1	470.24
131	12.538	4.8186	0.1	388.21
132	13.69	4.8233	0.1	314.67
133	14.858	4.8277	0.1	248.86
134	15.964	4.8256	0.1	192.45
135	17.097	4.8139	0.1	142.79
136	18.243	4.7798	0.1	100.54
137	19.39	4.7743	0.1	66.01
138	20.553	4.7887	0.1	39.05
139	21.713	4.7977	0.1	18.906
140	22.86	4.8094	0.1	6.6541
141	22.859	3.6011	0.1	7.1861
142	22.857	2.3937	0.1	7.222
143	22.867	1.1954	0.1	6.644
144	21.73	1.1907	0.1	18.408
145	20.611	1.1956	0.1	36.651
146	19.552	1.1009	0.1	60.537
147	18.46	1.0067	0.1	93.995
148	17.404	1.1295	0.1	132.4
149	16.419	1.2478	0.1	174.05
150	15.286	1.2465	0.1	226.11
151	14.155	1.2574	0.1	287.82
152	13.018	1.2589	0.1	355.4
153	11.924	1.3643	0.1	431.68
154	10.754	1.3415	0.1	516.12
155	9.5509	1.2748	0.1	608.77
156	8.3522	1.2595	0.1	712.36
157	7.0459	1.2646	0.1	836.03
158	5.8589	1.1963	0.1	923.58
159	4.7759	0.88219	0.1	898.29
160	1.1034	4.7027	0.1	1022.7
161	1.7672	4.131	0.1	1635.9
162	3.4185	5.3855	0.1	584.71
163	3.6576	0.58324	0.1	697.97
164	1.0722	3.066	0.1	1443.6
165	1.0801	0.90418	0.1	1163.1
166	3.3764	3.9975	0.1	1529.9
167	4.1028	1.5197	0.1	983.9
168	3.0641	3.335	0.1	1649.
169	2.5667	4.	0.	696.7
170	2.5667	4.5	0.	558.44
171	2.5667	5.	0.	221.48
172	2.5667	5.5	0.	-68.454
173	2.4	4.	0.	452.34
174	2.4	5.5	0.	-216.83
175	2.4	5.	0.	631.29
176	2.4	4.5	0.	1771.5
177	2.5667	2.	0.	-371.39
178	2.5667	1.5	0.	319.23
179	2.5667	1.	0.	394.9
180	2.5667	0.5	0.	-127.73
181	2.4	2.	0.	-684.2
182	2.4	0.5	0.	-203.88
183	2.4	1.	0.	-426.92
184	2.4	1.5	0.	-121.88
185	2.5667	6.	0.	-66.767
186	3.6947	6.	0.	18.853
187	4.8228	6.	0.	25.373
188	5.9509	6.	0.	100.02
189	7.0789	6.	0.	24.588
190	8.207	6.	0.	-5.0175
