Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.4127	3.4945	0.	4.5644e-004
2	0.88073	3.7501	0.	3.6188e-004
3	3.5288	3.589	0.	2.0802e-004
4	2.8142	2.0943	0.	2.4828e-004
5	0.76555	2.2596	0.	4.6767e-004
6	1.0159	1.1075	0.	2.0812e-004
7	2.2901	2.8046	0.	5.0952e-004
8	2.9577	3.1582	0.	3.2622e-004
9	0.94829	5.0313	0.	2.202e-004
10	4.3997	1.3407	0.	1.4708e-004
11	5.4577	3.2524	0.	1.811e-004
12	2.5383	2.5403	0.	3.6738e-004
13	2.171	3.1546	0.	4.4113e-004
14	21.634	4.0286	0.	2.396e-005
15	19.303	4.0247	0.	3.6975e-005
16	16.964	4.0376	0.	5.3473e-005
17	14.626	4.0368	0.	7.1679e-005
18	12.237	4.0346	0.	9.1596e-005
19	9.7953	4.0297	0.	1.1801e-004
20	7.0185	3.9779	0.	1.422e-004
21	4.241	4.1086	0.	1.6548e-004
22	21.736	2.0285	0.	2.336e-005
23	6.3183	1.6602	0.	1.5114e-004
24	8.3117	1.9579	0.	1.2609e-004
25	10.493	2.0581	0.	1.1474e-004
26	12.699	2.0426	0.	8.7329e-005
27	14.955	2.0382	0.	7.0396e-005
28	17.212	2.0343	0.	5.2187e-005
29	19.486	2.0325	0.	3.5716e-005
30	1.3675	2.2715	0.	2.753e-004
31	3.3085	1.8744	0.	2.5961e-004
32	2.8946	2.4302	0.	3.8228e-004
33	4.2168	2.9704	0.	1.8671e-004
34	1.7199	3.2977	0.	4.3029e-004
35	1.7822	2.6018	0.	4.4407e-004
36	3.3482	2.6941	0.	1.9056e-004
37	4.6938	4.9471	0.	1.9197e-004
38	1.4525	3.3737	0.	3.2595e-004
39	1.4525	3.3737	0.1	9.5363e-004
40	4.6938	4.9471	0.1	4.3345e-004
41	3.3482	2.6941	0.1	6.0046e-004
42	1.7822	2.6018	0.1	9.9216e-004
43	1.7199	3.2977	0.1	9.0294e-004
44	4.2168	2.9704	0.1	4.7937e-004
45	2.8946	2.4302	0.1	8.6136e-004
46	3.3085	1.8744	0.1	5.6453e-004
47	1.3675	2.2715	0.1	7.9007e-004
48	19.486	2.0325	0.1	9.9431e-005
49	17.212	2.0343	0.1	1.514e-004
50	14.955	2.0382	0.1	2.0616e-004
51	12.699	2.0426	0.1	2.6357e-004
52	10.493	2.0581	0.1	3.2203e-004
53	8.3117	1.9579	0.1	3.7254e-004
54	6.3183	1.6602	0.1	4.1559e-004
55	21.736	2.0285	0.1	5.1946e-005
56	4.241	4.1086	0.1	4.476e-004
57	7.0185	3.9779	0.1	3.7879e-004
58	9.7953	4.0297	0.1	3.4124e-004
59	12.237	4.0346	0.1	2.7692e-004
60	14.626	4.0368	0.1	2.1476e-004
61	16.964	4.0376	0.1	1.5733e-004
62	19.303	4.0247	0.1	1.0349e-004
63	21.634	4.0286	0.1	5.3988e-005
64	2.171	3.1546	0.1	1.0166e-003
65	2.5383	2.5403	0.1	9.5505e-004
66	5.4577	3.2524	0.1	4.6225e-004
67	4.3997	1.3407	0.1	4.0289e-004
68	0.94829	5.0313	0.1	4.0545e-004
69	2.9577	3.1582	0.1	8.3357e-004
70	2.2901	2.8046	0.1	1.1367e-003
71	1.0159	1.1075	0.1	4.4925e-004
72	0.76555	2.2596	0.1	6.8412e-004
73	2.8142	2.0943	0.1	7.2591e-004
74	3.5288	3.589	0.1	5.3617e-004
75	0.88073	3.7501	0.1	6.4165e-004
76	2.4127	3.4945	0.1	1.0066e-003
77	2.1667	1.	0.1	6.4589e-004
78	2.1667	1.5	0.1	8.4285e-004
79	2.1667	2.	0.1	1.9945e-003
80	2.	2.	0.1	2.5257e-003
81	2.	1.5	0.1	1.0615e-003
82	2.	1.	0.1	4.4155e-004
83	2.1667	5.	0.1	4.9393e-004
84	2.1667	4.5	0.1	8.0003e-004
85	2.1667	4.	0.1	1.9555e-003
86	2.	4.	0.1	2.8389e-003
87	2.	4.375	0.1	1.3767e-003
88	2.	4.75	0.1	8.5528e-004
89	2.	5.25	0.1	4.6552e-004
90	2.1667	6.	0.1	3.8686e-004
