Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	1.2	4.8	0.	1019.1
2	2.4	4.8	0.	-203.07
3	3.6	4.8	0.	34.541
4	4.8	4.8	0.	-12.826
5	6.	4.8	0.	-2.105
6	7.2	4.8	0.	-2.9279
7	8.4	4.8	0.	-1.5608
8	9.6	4.8	0.	-1.1887
9	10.8	4.8	0.	-0.9365
10	12.	4.8	0.	1.3411
11	13.2	4.8	0.	6.62
12	14.4	4.8	0.	10.381
13	15.6	4.8	0.	13.554
14	16.8	4.8	0.	16.928
15	18.	4.8	0.	21.253
16	19.2	4.8	0.	27.513
17	20.4	4.8	0.	36.382
18	21.6	4.8	0.	53.215
19	22.8	4.8	0.	73.671
20	1.2	3.6	0.	1172.6
21	2.4	3.6	0.	-241.52
22	3.6	3.6	0.	91.125
23	4.8	3.6	0.	12.236
24	6.	3.6	0.	14.523
25	7.2	3.6	0.	6.2853
26	8.4	3.6	0.	3.6012
27	9.6	3.6	0.	1.462
28	10.8	3.6	0.	0.31484
29	12.	3.6	0.	-0.38106
30	13.2	3.6	0.	3.2017
31	14.4	3.6	0.	8.1318
32	15.6	3.6	0.	12.174
33	16.8	3.6	0.	16.494
34	18.	3.6	0.	22.334
35	19.2	3.6	0.	31.518
36	20.4	3.6	0.	46.265
37	21.6	3.6	0.	73.342
38	22.8	3.6	0.	107.81
39	1.2	2.4	0.	1172.6
40	2.4	2.4	0.	-241.52
41	3.6	2.4	0.	91.125
42	4.8	2.4	0.	12.236
43	6.	2.4	0.	14.523
44	7.2	2.4	0.	6.2853
45	8.4	2.4	0.	3.6012
46	9.6	2.4	0.	1.462
47	10.8	2.4	0.	0.31484
48	12.	2.4	0.	-0.38106
49	13.2	2.4	0.	3.2016
50	14.4	2.4	0.	8.1318
51	15.6	2.4	0.	12.174
52	16.8	2.4	0.	16.494
53	18.	2.4	0.	22.334
54	19.2	2.4	0.	31.518
55	20.4	2.4	0.	46.265
56	21.6	2.4	0.	73.342
57	22.8	2.4	0.	107.81
58	1.2	1.2	0.	1019.1
59	2.4	1.2	0.	-203.07
60	3.6	1.2	0.	34.541
61	4.8	1.2	0.	-12.826
62	6.	1.2	0.	-2.105
63	7.2	1.2	0.	-2.9279
64	8.4	1.2	0.	-1.5608
65	9.6	1.2	0.	-1.1887
66	10.8	1.2	0.	-0.9365
67	12.	1.2	0.	1.3411
68	13.2	1.2	0.	6.62
69	14.4	1.2	0.	10.381
70	15.6	1.2	0.	13.554
71	16.8	1.2	0.	16.928
72	18.	1.2	0.	21.253
73	19.2	1.2	0.	27.514
74	20.4	1.2	0.	36.382
75	21.6	1.2	0.	53.215
76	22.8	1.2	0.	73.671
77	22.8	1.2	0.1	263.24
78	21.6	1.2	0.1	506.32
79	20.4	1.2	0.1	768.75
80	19.2	1.2	0.1	1037.4
81	18.	1.2	0.1	1314.9
82	16.8	1.2	0.1	1600.6
83	15.6	1.2	0.1	1894.8
84	14.4	1.2	0.1	2197.4
85	13.2	1.2	0.1	2508.4
86	12.	1.2	0.1	2827.8
87	10.8	1.2	0.1	3155.5
88	9.6	1.2	0.1	3491.3
89	8.4	1.2	0.1	3835.2
90	7.2	1.2	0.1	4188.1
91	6.	1.2	0.1	4548.
92	4.8	1.2	0.1	4921.3
93	3.6	1.2	0.1	5250.6
94	2.4	1.2	0.1	5779.8
95	1.2	1.2	0.1	5358.
96	22.8	2.4	0.1	269.74
97	21.6	2.4	0.1	512.01
98	20.4	2.4	0.1	771.37
99	19.2	2.4	0.1	1037.2
100	18.	2.4	0.1	1313.
101	16.8	2.4	0.1	1597.8
102	15.6	2.4	0.1	1891.4
103	14.4	2.4	0.1	2193.6
104	13.2	2.4	0.1	2503.9
105	12.	2.4	0.1	2822.1
106	10.8	2.4	0.1	3147.5
107	9.6	2.4	0.1	3479.4
108	8.4	2.4	0.1	3816.
109	7.2	2.4	0.1	4155.5
110	6.	2.4	0.1	4493.1
111	4.8	2.4	0.1	4839.5
112	3.6	2.4	0.1	5140.
113	2.4	2.4	0.1	5784.6
114	1.2	2.4	0.1	5671.1
115	22.8	3.6	0.1	269.74
116	21.6	3.6	0.1	512.01
117	20.4	3.6	0.1	771.37
118	19.2	3.6	0.1	1037.2
119	18.	3.6	0.1	1313.
120	16.8	3.6	0.1	1597.8
121	15.6	3.6	0.1	1891.4
122	14.4	3.6	0.1	2193.6
123	13.2	3.6	0.1	2503.9
124	12.	3.6	0.1	2822.1
125	10.8	3.6	0.1	3147.5
126	9.6	3.6	0.1	3479.4
127	8.4	3.6	0.1	3816.
128	7.2	3.6	0.1	4155.5
129	6.	3.6	0.1	4493.1
130	4.8	3.6	0.1	4839.5
131	3.6	3.6	0.1	5140.
132	2.4	3.6	0.1	5784.6
133	1.2	3.6	0.1	5671.1
134	22.8	4.8	0.1	263.24
135	21.6	4.8	0.1	506.32
136	20.4	4.8	0.1	768.75
137	19.2	4.8	0.1	1037.4
138	18.	4.8	0.1	1314.9
139	16.8	4.8	0.1	1600.6
140	15.6	4.8	0.1	1894.8
141	14.4	4.8	0.1	2197.4
142	13.2	4.8	0.1	2508.4
143	12.	4.8	0.1	2827.8
