Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.7	2.1818	0.	-2.04e-003
2	2.7	2.3636	0.	-1.6109e-003
3	2.7	2.5455	0.	-1.4146e-003
4	2.7	2.7273	0.	-1.314e-003
5	2.7	2.9091	0.	-1.271e-003
6	2.7	3.0909	0.	-1.271e-003
7	2.7	3.2727	0.	-1.314e-003
8	2.7	3.4545	0.	-1.4146e-003
9	2.7	3.6364	0.	-1.6109e-003
10	2.7	3.8182	0.	-2.04e-003
11	2.8667	2.1818	0.	-2.0163e-003
12	2.8667	2.3636	0.	-1.597e-003
13	2.8667	2.5455	0.	-1.4066e-003
14	2.8667	2.7273	0.	-1.308e-003
15	2.8667	2.9091	0.	-1.2659e-003
16	2.8667	3.0909	0.	-1.2659e-003
17	2.8667	3.2727	0.	-1.308e-003
18	2.8667	3.4545	0.	-1.4066e-003
19	2.8667	3.6364	0.	-1.597e-003
20	2.8667	3.8182	0.	-2.0163e-003
21	2.52	5.8182	0.	-1.3475e-004
22	2.52	5.6364	0.	-1.9254e-004
23	2.52	5.4545	0.	-2.5967e-004
24	2.52	5.2727	0.	-3.3048e-004
25	2.52	5.0909	0.	-4.0707e-004
26	2.52	4.9091	0.	-4.9354e-004
27	2.52	4.7273	0.	-5.9704e-004
28	2.52	4.5455	0.	-7.3005e-004
29	2.52	4.3636	0.	-9.228e-004
30	2.52	4.1818	0.	-1.2405e-003
31	2.52	4.	0.	-1.5699e-003
32	2.52	3.8182	0.	-1.534e-003
33	2.52	3.6364	0.	-1.4277e-003
34	2.52	3.4545	0.	-1.3158e-003
35	2.52	3.2727	0.	-1.2511e-003
36	2.52	3.0909	0.	-1.2207e-003
37	2.52	2.9091	0.	-1.2207e-003
38	2.52	2.7273	0.	-1.2511e-003
39	2.52	2.5455	0.	-1.3158e-003
40	2.52	2.3636	0.	-1.4277e-003
41	2.52	2.1818	0.	-1.534e-003
42	2.52	2.	0.	-1.5699e-003
43	2.52	1.8182	0.	-1.2405e-003
44	2.52	1.6364	0.	-9.228e-004
45	2.52	1.4545	0.	-7.3005e-004
46	2.52	1.2727	0.	-5.9704e-004
47	2.52	1.0909	0.	-4.9354e-004
48	2.52	0.90909	0.	-4.0707e-004
49	2.52	0.72727	0.	-3.3048e-004
50	2.52	0.54545	0.	-2.5967e-004
51	2.52	0.36364	0.	-1.9254e-004
52	2.52	0.18182	0.	-1.3475e-004
53	2.34	5.8182	0.	-2.0051e-004
54	2.34	5.6364	0.	-2.2878e-004
55	2.34	5.4545	0.	-2.7674e-004
56	2.34	5.2727	0.	-3.3431e-004
57	2.34	5.0909	0.	-3.9956e-004
58	2.34	4.9091	0.	-4.739e-004
59	2.34	4.7273	0.	-5.6115e-004
60	2.34	4.5455	0.	-6.6596e-004
61	2.34	4.3636	0.	-7.9503e-004
62	2.34	4.1818	0.	-9.4687e-004
63	2.34	4.	0.	-1.0678e-003
64	2.34	3.8182	0.	-1.1609e-003
65	2.34	3.6364	0.	-1.1809e-003
66	2.34	3.4545	0.	-1.1657e-003
67	2.34	3.2727	0.	-1.1439e-003
68	2.34	3.0909	0.	-1.1311e-003
69	2.34	2.9091	0.	-1.1311e-003
70	2.34	2.7273	0.	-1.1439e-003
71	2.34	2.5455	0.	-1.1657e-003
72	2.34	2.3636	0.	-1.1809e-003
73	2.34	2.1818	0.	-1.1609e-003
74	2.34	2.	0.	-1.0678e-003
75	2.34	1.8182	0.	-9.4687e-004
76	2.34	1.6364	0.	-7.9503e-004
77	2.34	1.4545	0.	-6.6596e-004
78	2.34	1.2727	0.	-5.6115e-004
79	2.34	1.0909	0.	-4.739e-004
80	2.34	0.90909	0.	-3.9956e-004
81	2.34	0.72727	0.	-3.3431e-004
82	2.34	0.54545	0.	-2.7674e-004
83	2.34	0.36364	0.	-2.2878e-004
84	2.34	0.18182	0.	-2.0051e-004
85	2.16	5.8182	0.	-2.6904e-004
86	2.16	5.6364	0.	-2.8512e-004
87	2.16	5.4545	0.	-3.1893e-004
88	2.16	5.2727	0.	-3.6409e-004
89	2.16	5.0909	0.	-4.1815e-004
90	2.16	4.9091	0.	-4.8062e-004
91	2.16	4.7273	0.	-5.5207e-004
92	2.16	4.5455	0.	-6.3344e-004
93	2.16	4.3636	0.	-7.215e-004
94	2.16	4.1818	0.	-8.1096e-004
95	2.16	4.	0.	-8.9378e-004
96	2.16	3.8182	0.	-9.5997e-004
97	2.16	3.6364	0.	-1.0044e-003
98	2.16	3.4545	0.	-1.0232e-003
99	2.16	3.2727	0.	-1.028e-003
100	2.16	3.0909	0.	-1.0281e-003
101	2.16	2.9091	0.	-1.0281e-003
102	2.16	2.7273	0.	-1.028e-003
103	2.16	2.5455	0.	-1.0232e-003
104	2.16	2.3636	0.	-1.0044e-003
105	2.16	2.1818	0.	-9.5996e-004
106	2.16	2.	0.	-8.9378e-004
107	2.16	1.8182	0.	-8.1096e-004
108	2.16	1.6364	0.	-7.215e-004
109	2.16	1.4545	0.	-6.3344e-004
110	2.16	1.2727	0.	-5.5207e-004
111	2.16	1.0909	0.	-4.8062e-004
112	2.16	0.90909	0.	-4.1815e-004
113	2.16	0.72727	0.	-3.6409e-004
114	2.16	0.54545	0.	-3.1893e-004
115	2.16	0.36364	0.	-2.8512e-004
116	2.16	0.18182	0.	-2.6904e-004
117	1.98	5.8182	0.	-3.3073e-004
118	1.98	5.6364	0.	-3.4082e-004
119	1.98	5.4545	0.	-3.651e-004
120	1.98	5.2727	0.	-3.9937e-004
121	1.98	5.0909	0.	-4.4193e-004
122	1.98	4.9091	0.	-4.9167e-004
123	1.98	4.7273	0.	-5.4766e-004
124	1.98	4.5455	0.	-6.0861e-004
125	1.98	4.3636	0.	-6.7218e-004
126	1.98	4.1818	0.	-7.3442e-004
127	1.98	4.	0.	-7.9284e-004
128	1.98	3.8182	0.	-8.4402e-004
129	1.98	3.6364	0.	-8.8394e-004
130	1.98	3.4545	0.	-9.1056e-004
131	1.98	3.2727	0.	-9.2516e-004
132	1.98	3.0909	0.	-9.3129e-004
133	1.98	2.9091	0.	-9.3129e-004
134	1.98	2.7273	0.	-9.2516e-004
135	1.98	2.5455	0.	-9.1056e-004
136	1.98	2.3636	0.	-8.8394e-004
137	1.98	2.1818	0.	-8.4401e-004
138	1.98	2.	0.	-7.9284e-004
139	1.98	1.8182	0.	-7.3442e-004
140	1.98	1.6364	0.	-6.7218e-004
141	1.98	1.4545	0.	-6.0861e-004
142	1.98	1.2727	0.	-5.4766e-004
143	1.98	1.0909	0.	-4.9167e-004
144	1.98	0.90909	0.	-4.4193e-004
