Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	4.7753	2.2485	0.	4.486e-005
2	3.8434	2.9353	0.	1.1886e-004
3	4.9074	4.7094	0.	5.2116e-005
4	2.2893	0.89811	0.	3.9881e-005
5	2.7784	2.2626	0.	5.4835e-005
6	4.8205	0.59035	0.	3.5614e-005
7	2.2927	4.1624	0.	4.2079e-005
8	2.9746	4.0014	0.	6.9718e-005
9	4.6451	5.4634	0.	3.5316e-005
10	5.3151	4.2149	0.	4.4423e-005
11	2.2778	5.1163	0.	3.938e-005
12	1.1419	4.9135	0.	7.9831e-005
13	1.1231	3.7481	0.	9.0258e-005
14	1.1356	1.1375	0.	7.7654e-005
15	5.713	1.1079	0.	3.0145e-005
16	7.0065	1.1644	0.	2.8804e-005
17	8.1947	1.1896	0.	2.4495e-005
18	9.3563	1.2013	0.	2.1002e-005
19	10.506	1.2042	0.	1.7687e-005
20	11.647	1.1933	0.	1.5212e-005
21	12.779	1.166	0.	1.2857e-005
22	13.902	1.2059	0.	1.071e-005
23	15.016	1.2052	0.	8.7508e-006
24	16.134	1.2003	0.	6.9794e-006
25	17.257	1.1941	0.	5.4011e-006
26	18.379	1.1942	0.	4.0764e-006
27	19.503	1.1942	0.	2.9744e-006
28	20.627	1.1943	0.	2.1005e-006
29	21.75	1.1947	0.	1.4466e-006
30	22.875	1.1964	0.	1.0005e-006
31	22.873	4.8134	0.	1.0013e-006
32	21.747	4.8178	0.	1.4493e-006
33	20.622	4.8195	0.	2.1059e-006
34	19.497	4.8201	0.	2.9829e-006
35	18.374	4.8203	0.	4.0805e-006
36	17.25	4.8204	0.	5.4124e-006
37	16.13	4.8205	0.	6.979e-006
38	15.022	4.8439	0.	8.7148e-006
39	13.887	4.8201	0.	1.0724e-005
40	12.761	4.8078	0.	1.2868e-005
41	11.629	4.7983	0.	1.5176e-005
42	10.478	4.7993	0.	1.7848e-005
43	9.3009	4.7815	0.	2.1012e-005
44	8.0688	4.7616	0.	2.6446e-005
45	6.6515	4.7479	0.	2.8799e-005
46	5.6877	5.2586	0.	3.2881e-005
47	5.8402	2.2803	0.	3.8058e-005
48	6.9349	2.3194	0.	2.9781e-005
49	8.1326	2.3667	0.	2.5421e-005
50	9.3145	2.4005	0.	2.1306e-005
51	10.489	2.4012	0.	1.773e-005
52	11.653	2.3965	0.	1.5056e-005
53	12.777	2.4003	0.	1.2875e-005
54	13.89	2.4145	0.	1.0787e-005
55	15.001	2.4195	0.	8.8634e-006
56	16.119	2.3929	0.	7.118e-006
57	17.246	2.401	0.	5.5938e-006
58	18.375	2.3929	0.	4.271e-006
