Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	10.6	2.1818	0.	1.212e-003
2	10.6	2.3636	0.	9.599e-004
3	10.6	2.5455	0.	8.471e-004
4	10.6	2.7273	0.	7.8866e-004
5	10.6	2.9091	0.	7.6371e-004
6	10.6	3.0909	0.	7.6371e-004
7	10.6	3.2727	0.	7.8866e-004
8	10.6	3.4545	0.	8.471e-004
9	10.6	3.6364	0.	9.599e-004
10	10.6	3.8182	0.	1.212e-003
11	10.767	2.1818	0.	1.1966e-003
12	10.767	2.3636	0.	9.5464e-004
13	10.767	2.5455	0.	8.4109e-004
14	10.767	2.7273	0.	7.8256e-004
15	10.767	2.9091	0.	7.5753e-004
16	10.767	3.0909	0.	7.5753e-004
17	10.767	3.2727	0.	7.8256e-004
18	10.767	3.4545	0.	8.4109e-004
19	10.767	3.6364	0.	9.5464e-004
20	10.767	3.8182	0.	1.1966e-003
21	10.417	5.8182	0.	6.8049e-005
22	10.417	5.6364	0.	9.9964e-005
23	10.417	5.4545	0.	1.404e-004
24	10.417	5.2727	0.	1.8602e-004
25	10.417	5.0909	0.	2.3791e-004
26	10.417	4.9091	0.	2.9862e-004
27	10.417	4.7273	0.	3.7277e-004
28	10.417	4.5455	0.	4.6863e-004
29	10.417	4.3636	0.	6.0494e-004
30	10.417	4.1818	0.	8.062e-004
31	10.417	4.	0.	9.557e-004
32	10.417	3.8182	0.	9.0294e-004
33	10.417	3.6364	0.	8.4678e-004
34	10.417	3.4545	0.	7.8679e-004
35	10.417	3.2727	0.	7.5188e-004
36	10.417	3.0909	0.	7.3528e-004
37	10.417	2.9091	0.	7.3528e-004
38	10.417	2.7273	0.	7.5188e-004
39	10.417	2.5455	0.	7.8679e-004
40	10.417	2.3636	0.	8.4678e-004
41	10.417	2.1818	0.	9.0294e-004
42	10.417	2.	0.	9.557e-004
43	10.417	1.8182	0.	8.062e-004
44	10.417	1.6364	0.	6.0494e-004
45	10.417	1.4545	0.	4.6863e-004
46	10.417	1.2727	0.	3.7277e-004
47	10.417	1.0909	0.	2.9862e-004
48	10.417	0.90909	0.	2.3791e-004
49	10.417	0.72727	0.	1.8602e-004
50	10.417	0.54545	0.	1.404e-004
51	10.417	0.36364	0.	9.9964e-005
52	10.417	0.18182	0.	6.8049e-005
53	10.234	5.8182	0.	1.0425e-004
54	10.234	5.6364	0.	1.2164e-004
55	10.234	5.4545	0.	1.5052e-004
56	10.234	5.2727	0.	1.8715e-004
57	10.234	5.0909	0.	2.3073e-004
58	10.234	4.9091	0.	2.8203e-004
59	10.234	4.7273	0.	3.432e-004
60	10.234	4.5455	0.	4.158e-004
61	10.234	4.3636	0.	5.0257e-004
62	10.234	4.1818	0.	5.9142e-004
63	10.234	4.	0.	6.4787e-004
64	10.234	3.8182	0.	6.8941e-004
65	10.234	3.6364	0.	7.0161e-004
66	10.234	3.4545	0.	6.9758e-004
67	10.234	3.2727	0.	6.8837e-004
68	10.234	3.0909	0.	6.8262e-004
69	10.234	2.9091	0.	6.8262e-004
70	10.234	2.7273	0.	6.8837e-004
71	10.234	2.5455	0.	6.9758e-004
72	10.234	2.3636	0.	7.0161e-004
73	10.234	2.1818	0.	6.8941e-004
74	10.234	2.	0.	6.4787e-004
75	10.234	1.8182	0.	5.9142e-004
76	10.234	1.6364	0.	5.0257e-004
77	10.234	1.4545	0.	4.158e-004
78	10.234	1.2727	0.	3.432e-004
79	10.234	1.0909	0.	2.8203e-004
80	10.234	0.90909	0.	2.3073e-004
81	10.234	0.72727	0.	1.8715e-004
82	10.234	0.54545	0.	1.5052e-004
83	10.234	0.36364	0.	1.2164e-004
84	10.234	0.18182	0.	1.0425e-004
85	10.052	5.8182	0.	1.4334e-004
86	10.052	5.6364	0.	1.5641e-004
87	10.052	5.4545	0.	1.7851e-004
88	10.052	5.2727	0.	2.0821e-004
89	10.052	5.0909	0.	2.4473e-004
90	10.052	4.9091	0.	2.8784e-004
91	10.052	4.7273	0.	3.3743e-004
92	10.052	4.5455	0.	3.9295e-004
93	10.052	4.3636	0.	4.4985e-004
94	10.052	4.1818	0.	5.0205e-004
95	10.052	4.	0.	5.447e-004
96	10.052	3.8182	0.	5.7762e-004
97	10.052	3.6364	0.	6.0266e-004
98	10.052	3.4545	0.	6.1586e-004
99	10.052	3.2727	0.	6.2113e-004
100	10.052	3.0909	0.	6.2261e-004
101	10.052	2.9091	0.	6.2261e-004
102	10.052	2.7273	0.	6.2113e-004
103	10.052	2.5455	0.	6.1586e-004
104	10.052	2.3636	0.	6.0266e-004
105	10.052	2.1818	0.	5.7762e-004
106	10.052	2.	0.	5.447e-004
107	10.052	1.8182	0.	5.0205e-004
108	10.052	1.6364	0.	4.4985e-004
109	10.052	1.4545	0.	3.9295e-004
110	10.052	1.2727	0.	3.3743e-004
111	10.052	1.0909	0.	2.8784e-004
112	10.052	0.90909	0.	2.4473e-004
113	10.052	0.72727	0.	2.0821e-004
114	10.052	0.54545	0.	1.7851e-004
115	10.052	0.36364	0.	1.5641e-004
116	10.052	0.18182	0.	1.4334e-004
117	9.869	5.8182	0.	1.7981e-004
118	9.869	5.6364	0.	1.9133e-004
119	9.869	5.4545	0.	2.0938e-004
120	9.869	5.2727	0.	2.3355e-004
121	9.869	5.0909	0.	2.6342e-004
122	9.869	4.9091	0.	2.9837e-004
123	9.869	4.7273	0.	3.3743e-004
124	9.869	4.5455	0.	3.7885e-004
125	9.869	4.3636	0.	4.198e-004
126	9.869	4.1818	0.	4.5659e-004
