Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	2.7706	3.2418	0.	9.3172e-003
2	2.2117	3.1411	0.	5.2096e-003
3	4.6381	3.7818	0.	3.0534e-002
4	2.6486	2.3459	0.	7.7307e-003
5	1.6728	5.0893	0.	2.3535e-003
6	3.3569	5.447	0.	1.3952e-002
7	0.99181	0.81629	0.	4.3721e-004
8	3.433	0.75732	0.	1.2402e-002
9	0.9194	4.8278	0.	7.5219e-004
10	4.4873	0.85126	0.	2.582e-002
11	5.5554	0.99419	0.	4.1792e-002
12	6.6406	1.1138	0.	6.0251e-002
13	7.7822	1.1855	0.	8.1776e-002
14	8.9518	1.2203	0.	0.10583
15	10.167	1.2264	0.	0.1327
16	11.338	1.2307	0.	0.16016
17	12.494	1.2433	0.	0.18855
18	13.648	1.2307	0.	0.21794
19	14.799	1.2332	0.	0.24807
20	15.955	1.2259	0.	0.27901
21	17.106	1.2332	0.	0.31035
22	18.26	1.2267	0.	0.34213
23	19.4	1.2177	0.	0.3738
24	20.548	1.2068	0.	0.40585
25	21.689	1.1982	0.	0.43782
26	22.844	1.1923	0.	0.47024
27	22.776	2.4051	0.	0.46899
28	22.747	3.6497	0.	0.46884
29	22.772	4.8175	0.	0.47011
30	21.597	4.8222	0.	0.43713
31	20.432	4.8189	0.	0.40448
32	19.255	4.8093	0.	0.37161
33	18.061	4.8126	0.	0.33848
34	16.861	4.818	0.	0.30549
35	15.664	4.8183	0.	0.27303
36	14.471	4.8159	0.	0.24127
37	13.266	4.8104	0.	0.20995
38	12.064	4.8181	0.	0.17971
39	10.822	4.8359	0.	0.14973
40	9.576	4.8001	0.	0.12125
41	8.2231	4.7867	0.	9.2477e-002
42	6.5501	4.6272	0.	6.0682e-002
43	5.3008	5.0065	0.	4.0017e-002
44	4.3683	5.3086	0.	2.6568e-002
45	5.4627	3.1079	0.	4.2382e-002
46	4.025	1.6856	0.	2.1022e-002
47	4.9918	1.9583	0.	3.4377e-002
48	6.1235	2.2067	0.	5.2521e-002
49	8.6404	2.4326	0.	0.1005
50	9.8951	2.4376	0.	0.1277
51	11.119	2.4438	0.	0.15601
52	12.316	2.4428	0.	0.18514
53	13.5	2.438	0.	0.21507
54	14.674	2.4282	0.	0.24566
55	15.848	2.4354	0.	0.27696
56	17.019	2.4309	0.	0.30874
57	18.195	2.4353	0.	0.3411
58	19.375	2.4376	0.	0.37383
59	20.518	2.4133	0.	0.4057
60	21.67	2.3943	0.	0.43796
61	20.468	3.6229	0.	0.40495
62	19.321	3.6216	0.	0.37293
63	18.129	3.6343	0.	0.33989
64	16.932	3.6334	0.	0.30698
65	15.747	3.6347	0.	0.27486
66	14.561	3.6297	0.	0.24329
67	13.364	3.6255	0.	0.2122
68	10.959	3.6392	0.	0.15283
69	9.6841	3.6286	0.	0.1236
70	8.3699	3.5982	0.	9.5501e-002
71	6.9921	3.638	0.	6.8685e-002
72	12.168	3.6411	0.	0.18208
73	21.611	3.6223	0.	0.43696
74	3.0408	5.0341	0.	1.0908e-002
75	3.3141	4.7073	0.	1.4105e-002
76	4.0914	4.3135	0.	2.3384e-002
77	1.1269	1.3595	0.	6.3763e-004
78	1.9542	4.5084	0.	3.5409e-003
79	1.9505	3.7965	0.	3.7339e-003
80	2.8441	1.066	0.	6.6476e-003
81	2.8525	1.3538	0.	7.4358e-003
82	3.3187	1.5123	0.	1.2571e-002
83	7.3707	2.3717	0.	7.513e-002
84	2.1082	3.9585	0.	4.4087e-003
85	2.1077	4.3363	0.	4.1992e-003
86	3.7275	2.6686	0.	1.859e-002
87	3.7275	2.6686	0.1	1.859e-002
88	2.1077	4.3363	0.1	4.1992e-003
89	2.1082	3.9585	0.1	4.4087e-003
90	7.3707	2.3717	0.1	7.513e-002
91	3.3187	1.5123	0.1	1.2571e-002
92	2.8525	1.3538	0.1	7.4358e-003
93	2.8441	1.066	0.1	6.6476e-003
94	1.9505	3.7965	0.1	3.7339e-003
95	1.9542	4.5084	0.1	3.5409e-003
96	1.1269	1.3595	0.1	6.3763e-004
97	4.0914	4.3135	0.1	2.3384e-002
98	3.3141	4.7073	0.1	1.4105e-002
99	3.0408	5.0341	0.1	1.0908e-002
100	21.611	3.6223	0.1	0.43696
101	12.168	3.6411	0.1	0.18208
102	6.9921	3.638	0.1	6.8685e-002
103	8.3699	3.5982	0.1	9.5501e-002
104	9.6841	3.6286	0.1	0.1236
105	10.959	3.6392	0.1	0.15283
106	13.364	3.6255	0.1	0.2122
107	14.561	3.6297	0.1	0.24329
108	15.747	3.6347	0.1	0.27486
109	16.932	3.6334	0.1	0.30698
110	18.129	3.6343	0.1	0.33989
