Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	3.0254	3.3425	0.	1.6482e-004
2	4.0494	1.4497	0.	1.0341e-004
3	3.6145	4.1006	0.	1.0659e-004
4	1.0538	0.90993	0.	1.2787e-004
5	1.0622	3.061	0.	1.5841e-004
6	3.6312	0.56875	0.	7.0696e-005
7	3.3864	5.4751	0.	6.5645e-005
8	1.7253	4.1023	0.	1.6344e-004
9	1.0839	4.6879	0.	1.197e-004
10	5.1322	2.2363	0.	9.154e-005
11	4.7521	0.86153	0.	8.8857e-005
12	5.839	1.1344	0.	9.4856e-005
13	7.0048	1.2251	0.	8.366e-005
14	8.272	1.2121	0.	7.0353e-005
15	9.4731	1.2031	0.	6.1496e-005
16	10.64	1.2011	0.	5.2371e-005
17	11.802	1.2021	0.	4.3998e-005
18	12.96	1.2001	0.	3.6232e-005
19	14.037	1.145	0.	3.0371e-005
20	14.962	1.1202	0.	2.4271e-005
21	16.012	1.1963	0.	1.9513e-005
22	17.164	1.2048	0.	1.4509e-005
23	18.315	1.1995	0.	1.0339e-005
24	19.467	1.1905	0.	6.8898e-006
25	20.599	1.1903	0.	4.2444e-006
26	21.731	1.1911	0.	2.3594e-006
27	22.864	1.1977	0.	1.2409e-006
28	22.859	2.4015	0.	1.5771e-006
29	22.854	3.5996	0.	1.5788e-006
30	22.862	4.7978	0.	1.2438e-006
31	21.721	4.8014	0.	2.3711e-006
32	20.587	4.7881	0.	4.2596e-006
33	19.454	4.7813	0.	6.9097e-006
34	18.308	4.7849	0.	1.0326e-005
35	17.155	4.7751	0.	1.4584e-005
36	15.984	4.7716	0.	1.9655e-005
37	14.813	4.7761	0.	2.5407e-005
38	13.658	4.7809	0.	3.1949e-005
39	12.503	4.7925	0.	3.9255e-005
40	11.349	4.7952	0.	4.7228e-005
41	10.168	4.7829	0.	5.5953e-005
42	8.9251	4.7478	0.	6.6374e-005
43	7.6737	4.7058	0.	7.7812e-005
44	6.3775	4.6626	0.	8.969e-005
45	4.9942	4.6091	0.	9.0055e-005
46	4.3446	5.2456	0.	8.4051e-005
47	4.3501	3.453	0.	1.0329e-004
48	7.0016	2.3642	0.	8.1864e-005
49	9.7098	2.3921	0.	5.9408e-005
50	12.071	2.3955	0.	4.1914e-005
51	14.563	2.3376	0.	2.657e-005
52	15.901	2.3861	0.	2.0077e-005
53	17.115	2.3873	0.	1.4716e-005
54	18.292	2.3902	0.	1.0458e-005
55	19.444	2.3884	0.	7.0268e-006
56	20.589	2.3947	0.	4.3932e-006
57	21.723	2.3993	0.	2.5868e-006
58	21.715	3.5952	0.	2.595e-006
59	20.582	3.5866	0.	4.4061e-006
60	19.449	3.5807	0.	7.0043e-006
61	18.285	3.5813	0.	1.0457e-005
62	17.109	3.5762	0.	1.481e-005
63	15.898	3.5678	0.	2.0032e-005
64	14.681	3.5461	0.	2.6055e-005
65	13.482	3.5608	0.	3.289e-005
66	12.306	3.5855	0.	4.0298e-005
67	11.132	3.597	0.	4.8381e-005
68	9.915	3.5826	0.	5.7669e-005
69	8.6093	3.5481	0.	6.8513e-005
70	7.2305	3.4893	0.	7.9086e-005
71	5.6853	3.3627	0.	9.3462e-005
72	8.3907	2.3882	0.	6.8882e-005
73	10.894	2.3953	0.	5.0193e-005
74	13.267	2.3822	0.	3.4258e-005
75	3.1511	5.0707	0.	6.404e-005
76	3.5242	4.6925	0.	9.8861e-005
77	1.0561	1.861	0.	1.4454e-004
78	1.7407	2.8327	0.	2.1319e-004
79	2.0584	3.9139	0.	3.1e-004
80	2.4327	3.7756	0.	3.1636e-004
81	3.3955	1.0078	0.	6.0827e-005
82	2.2761	3.9091	0.	4.7016e-004
83	2.292	3.418	0.	2.3781e-004
84	2.292	3.418	0.1	2.3781e-004
85	2.2761	3.9091	0.1	4.7016e-004
86	3.3955	1.0078	0.1	6.0827e-005
87	2.4327	3.7756	0.1	3.1636e-004
88	2.0584	3.9139	0.1	3.1e-004
89	1.7407	2.8327	0.1	2.1319e-004
90	1.0561	1.861	0.1	1.4454e-004
91	3.5242	4.6925	0.1	9.8861e-005
92	3.1511	5.0707	0.1	6.404e-005
93	13.267	2.3822	0.1	3.4258e-005
94	10.894	2.3953	0.1	5.0193e-005
95	8.3907	2.3882	0.1	6.8882e-005
96	5.6853	3.3627	0.1	9.3462e-005
97	7.2305	3.4893	0.1	7.9086e-005
98	8.6093	3.5481	0.1	6.8513e-005
99	9.915	3.5826	0.1	5.7669e-005
100	11.132	3.597	0.1	4.8381e-005
101	12.306	3.5855	0.1	4.0298e-005
102	13.482	3.5608	0.1	3.289e-005
103	14.681	3.5461	0.1	2.6055e-005
104	15.898	3.5678	0.1	2.0032e-005
105	17.109	3.5762	0.1	1.481e-005
106	18.285	3.5813	0.1	1.0457e-005
107	19.449	3.5807	0.1	7.0043e-006
108	20.582	3.5866	0.1	4.4061e-006
109	21.715	3.5952	0.1	2.595e-006
110	21.723	2.3993	0.1	2.5868e-006
111	20.589	2.3947	0.1	4.3932e-006
112	19.444	2.3884	0.1	7.0268e-006
113	18.292	2.3902	0.1	1.0458e-005
114	17.115	2.3873	0.1	1.4716e-005
115	15.901	2.3861	0.1	2.0077e-005
116	14.563	2.3376	0.1	2.657e-005
117	12.071	2.3955	0.1	4.1914e-005
118	9.7098	2.3921	0.1	5.9408e-005
119	7.0016	2.3642	0.1	8.1864e-005
120	4.3501	3.453	0.1	1.0329e-004
121	4.3446	5.2456	0.1	8.4051e-005
122	4.9942	4.6091	0.1	9.0055e-005
123	6.3775	4.6626	0.1	8.969e-005
124	7.6737	4.7058	0.1	7.7812e-005
125	8.9251	4.7478	0.1	6.6374e-005
126	10.168	4.7829	0.1	5.5953e-005
127	11.349	4.7952	0.1	4.7228e-005
128	12.503	4.7925	0.1	3.9255e-005
129	13.658	4.7809	0.1	3.1949e-005
130	14.813	4.7761	0.1	2.5407e-005
131	15.984	4.7716	0.1	1.9655e-005
132	17.155	4.7751	0.1	1.4584e-005
133	18.308	4.7849	0.1	1.0326e-005
134	19.454	4.7813	0.1	6.9097e-006
135	20.587	4.7881	0.1	4.2596e-006
136	21.721	4.8014	0.1	2.3711e-006
137	22.862	4.7978	0.1	1.2438e-006
138	22.854	3.5996	0.1	1.5788e-006
139	22.859	2.4015	0.1	1.5771e-006
140	22.864	1.1977	0.1	1.2409e-006
141	21.731	1.1911	0.1	2.3594e-006
142	20.599	1.1903	0.1	4.2444e-006
143	19.467	1.1905	0.1	6.8898e-006
144	18.315	1.1995	0.1	1.0339e-005
145	17.164	1.2048	0.1	1.4509e-005
146	16.012	1.1963	0.1	1.9513e-005
147	14.962	1.1202	0.1	2.4271e-005
148	14.037	1.145	0.1	3.0371e-005
149	12.96	1.2001	0.1	3.6232e-005
150	11.802	1.2021	0.1	4.3998e-005
151	10.64	1.2011	0.1	5.2371e-005
152	9.4731	1.2031	0.1	6.1496e-005
153	8.272	1.2121	0.1	7.0353e-005
154	7.0048	1.2251	0.1	8.366e-005
155	5.839	1.1344	0.1	9.4856e-005
156	4.7521	0.86153	0.1	8.8857e-005
157	5.1322	2.2363	0.1	9.154e-005
158	1.0839	4.6879	0.1	1.197e-004
159	1.7253	4.1023	0.1	1.6344e-004
160	3.3864	5.4751	0.1	6.5645e-005
161	3.6312	0.56875	0.1	7.0696e-005
162	1.0622	3.061	0.1	1.5841e-004
163	1.0538	0.90993	0.1	1.2787e-004
164	3.6145	4.1006	0.1	1.0659e-004
165	4.0494	1.4497	0.1	1.0341e-004
166	3.0254	3.3425	0.1	1.6482e-004
167	2.5067	5.5	0.1	3.2678e-005
168	2.5067	5.	0.1	1.1152e-004
169	2.5067	4.5	0.1	1.4181e-004
170	2.5067	4.	0.1	2.8224e-004
171	2.34	4.	0.1	6.6283e-004
172	2.34	4.5	0.1	2.0632e-004
173	2.34	5.	0.1	1.2255e-004
174	2.34	5.5	0.1	7.7732e-005
175	2.5067	0.5	0.1	3.6864e-005
176	2.5067	1.	0.1	1.1686e-004
177	2.5067	1.5	0.1	1.2145e-004
178	2.5067	2.	0.1	1.7967e-004
179	2.34	2.	0.1	3.6405e-004
180	2.34	1.5	0.1	3.2399e-004
181	2.34	1.	0.1	1.7758e-004
182	2.34	0.5	0.1	1.3013e-004
183	2.5067	6.	0.1	3.4876e-005
184	3.6379	6.	0.1	5.9106e-005
185	4.7691	6.	0.1	8.3383e-005
186	5.9004	6.	0.1	9.1704e-005
187	7.0316	6.	0.1	8.4727e-005
188	8.1628	6.	0.1	7.4933e-005
189	9.294	6.	0.1	6.4689e-005
190	10.425	6.	0.1	5.5267e-005
191	11.556	6.	0.1	4.6496e-005
192	12.688	6.	0.1	3.845e-005
193	13.819	6.	0.1	3.1245e-005
194	14.95	6.	0.1	2.4919e-005
195	16.081	6.	0.1	1.9316e-005
196	17.213	6.	0.1	1.4391e-005
197	18.344	6.	0.1	1.0268e-005
198	19.475	6.	0.1	6.8481e-006
199	20.606	6.	0.1	4.2002e-006
200	21.738	6.	0.1	2.2678e-006
201	22.869	6.	0.1	1.0295e-006
202	24.	6.	0.1	4.6449e-007
203	24.	4.8	0.1	8.3322e-007
204	24.	3.6	0.1	1.2445e-006
205	24.	2.4	0.1	1.2454e-006
206	24.	1.2	0.1	8.3277e-007
207	1.049e-014	1.2	0.1	8.782e-005
208	2.0981e-014	2.4	0.1	1.0637e-004
209	3.1471e-014	3.6	0.1	1.1509e-004
210	4.1961e-014	4.8	0.1	9.7749e-005
211	24.	0.	0.1	4.6368e-007
212	22.869	0.	0.1	1.0334e-006
213	21.738	0.	0.1	2.261e-006
214	20.606	0.	0.1	4.1897e-006
215	19.475	0.	0.1	6.8551e-006
216	18.344	0.	0.1	1.0252e-005
217	17.213	0.	0.1	1.4527e-005
218	16.081	0.	0.1	1.9102e-005
219	14.95	0.	0.1	2.5155e-005
