Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.7087,3.3117,0,0.00089804,8974.2,0.0004384,1504.5,0.0001802,-435.43,-0.00086397,-8281,0.053398
2,1.8706,3.2352,0,0.0011792,11784,0.00048596,1012,0.00031362,-282.94,-0.0011615,-11366,0.022395
3,0.9942,3.745,0,0.0006644,6639.4,0.00030814,1268.1,0.0001806,309.79,-0.00063234,-5798.4,0.0054568
4,3.793,3.4185,0,0.00048773,4873.9,0.00019147,43.946,0.00011098,-560.8,-0.0004937,-5104.1,0.11137
5,3.346,1.7144,0,0.00048758,4872.4,0.00020282,424.5,0.00012675,-147.11,-0.00048034,-4708.5,0.079859
6,2.6491,2.2916,0,0.00076114,7606.2,0.00036967,2177,0.00024654,1251.8,-0.00069858,-5849.5,0.048269
7,2.1394,3.5114,0,0.0013371,13362,0.00068413,3835.3,0.00036802,1460.1,-0.0012311,-10555,0.030121
8,17.744,2.9374,0,0.00013877,1386.8,5.8155e-05,141.86,3.7325e-05,-14.651,-0.00013595,-1316.5,1.5162
9,10.15,3.2885,0,0.00022629,2261.3,9.4591e-05,-39.255,3.4467e-05,-491.01,-0.0002319,-2492.4,0.63534
10,6.8186,1.6765,0,0.00036093,3606.8,0.00013876,174.08,0.00010113,-108.63,-0.00035899,-3565.8,0.31954
11,4.9552,4.5551,0,0.00038024,3799.7,0.00016685,350.49,8.4342e-05,-269.46,-0.00037504,-3721.1,0.18769
12,4.9552,4.5551,0.1,0.00038024,3799.7,0.00037504,3721.1,-8.4342e-05,269.46,-0.00016685,-350.49,0.18769
13,6.8186,1.6765,0.1,0.00036093,3606.8,0.00035899,3565.8,-0.00010113,108.63,-0.00013876,-174.08,0.31954
